study_id,author,year,verify_status,candidate_doi,oa_doi_returned,oa_title_returned,oa_author_returned,apa_title,search_openalex_web,search_openalex_api,search_scholar,correct_doi,decision,notes
S202,Da Cunha et al.,2023,author_year_guess,,10.36660/abc.20230269,Diretriz da SBC sobre Diagnóstico e Tratamento de Pacientes com Cardiomiopatia da Doença de Chagas – 2023,José Antônio Marin‐Neto,,"https://openalex.org/works?filter=default.search:da,publication_year:2023",https://api.openalex.org/works?search=da&filter=publication_year:2023&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=da+2023,,,
S205,Elango,2012,author_year_guess,,10.1186/1735-2746-9-35,"Impact of leachate on groundwater pollution due to non-engineered municipal solid waste landfill sites of erode city, Tamil Nadu, India",R. Nagarajan,,"https://openalex.org/works?filter=default.search:elango,publication_year:2012",https://api.openalex.org/works?search=elango&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=elango+2012,,,
S208,Khatua et al.,2024,author_year_guess,,10.1161/circresaha.123.323522,Circadian Influences on Myocardial Ischemia-Reperfusion Injury and Heart Failure,Tobias Eckle,,"https://openalex.org/works?filter=default.search:khatua,publication_year:2024",https://api.openalex.org/works?search=khatua&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=khatua+2024,,,
S209,Lin et al.,2011,author_year_guess,,10.1038/nsmb.1986,LIN-28 co-transcriptionally binds primary let-7 to regulate miRNA maturation in Caenorhabditis elegans,Priscilla M. Van Wynsberghe,,"https://openalex.org/works?filter=default.search:lin,publication_year:2011",https://api.openalex.org/works?search=lin&filter=publication_year:2011&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=lin+2011,,,
S213,Purkayastha et al.,2024,author_year_guess,,10.1017/9781009294904.015,Methodologies Dialogue:,Adrian Curtin,,"https://openalex.org/works?filter=default.search:purkayastha,publication_year:2024",https://api.openalex.org/works?search=purkayastha&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=purkayastha+2024,,,
S217,Singla & George,2013,author_year_guess,,10.5005/jp-journals-10031-1049,Comparison of the Antibacterial Efficacy of Tea Tree Oil with 3% Sodium Hypochlorite and 2% Chlorhexidine against E. faecalis: An in vitro Study,Hina Sheth,,"https://openalex.org/works?filter=default.search:singla,publication_year:2013",https://api.openalex.org/works?search=singla&filter=publication_year:2013&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=singla+2013,,,
S218,Sun et al.,2019,author_year_guess,,10.1111/nph.15796,Sun‐induced Chl fluorescence and its importance for biophysical modeling of photosynthesis based on light reactions,Lianhong Gu,,"https://openalex.org/works?filter=default.search:sun,publication_year:2019",https://api.openalex.org/works?search=sun&filter=publication_year:2019&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=sun+2019,,,
S220,Tsionas & Tzeremes,2021,author_year_guess,,10.1177/00472875211017237,Tourism during and after COVID-19: An Expert-Informed Agenda for Future Research,A. George Assaf,,"https://openalex.org/works?filter=default.search:tsionas,publication_year:2021",https://api.openalex.org/works?search=tsionas&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tsionas+2021,,,
S222,Wang et al.,2020,author_year_guess,,10.1016/s2213-2600(20)30076-x,Pathological findings of COVID-19 associated with acute respiratory distress syndrome,Zhe Xu,,"https://openalex.org/works?filter=default.search:wang,publication_year:2020",https://api.openalex.org/works?search=wang&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wang+2020,,,
S223,Wei & Lin,2021,author_year_guess,,10.3390/ijerph182211863,Analysis of the Spatial and Temporal Changes of NDVI and Its Driving Factors in the Wei and Jing River Basins,Chenlu Huang,,"https://openalex.org/works?filter=default.search:wei,publication_year:2021",https://api.openalex.org/works?search=wei&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wei+2021,,,
S224,Xiao et al.,2013,author_year_guess,,10.3109/13880209.2012.761243,Bioactivities and serum pharmacochemistry of<i>Qi-Wei-Xiao-Yan-Tang</i>,Xiao-Yan He,,"https://openalex.org/works?filter=default.search:xiao,publication_year:2013",https://api.openalex.org/works?search=xiao&filter=publication_year:2013&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=xiao+2013,,,
S225,Xiong et al.,2024,author_year_guess,,10.18653/v1/2024.findings-acl.775,Aligning Large Multimodal Models with Factually Augmented RLHF,Zhiqing Sun,,"https://openalex.org/works?filter=default.search:xiong,publication_year:2024",https://api.openalex.org/works?search=xiong&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=xiong+2024,,,
S227,Ahsan & Sinha,2022,author_year_guess,,10.1111/1467-9752.12646,‘We are creating conditions for young people that are un‐survivable’: An interview with Sanah Ahsan,Sanah Ahsan,,"https://openalex.org/works?filter=default.search:ahsan,publication_year:2022",https://api.openalex.org/works?search=ahsan&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=ahsan+2022,,,
S228,Ruzzier & Ruzzier,2014,author_year_guess,,10.1016/j.cretres.2014.09.011,"A new tribe, new genus, and new species of Mordellidae (Coleoptera: Tenebrionoidea) from the Early Cretaceous amber of Spain. ERRATUM CORRIGENDUM",David Peris,,"https://openalex.org/works?filter=default.search:ruzzier,publication_year:2014",https://api.openalex.org/works?search=ruzzier&filter=publication_year:2014&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=ruzzier+2014,,,
S229,Azman et al.,2022,author_year_guess,,,FYP - viewguard: screen time monitoring & alert mobile app / Muhammad Nabil Syazwan Azman,"Azman, Muhammad Nabil Syazwan",,"https://openalex.org/works?filter=default.search:azman,publication_year:2022",https://api.openalex.org/works?search=azman&filter=publication_year:2022&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=azman+2022,,,
S232,Huang & Marciano,2020,author_year_guess,,10.1007/s10346-020-01491-7,Energy-based analysis of seismic failure mechanism of a rock slope with discontinuities using Hilbert-Huang transform and marginal spectrum in the time-frequency domain,Danqing Song,,"https://openalex.org/works?filter=default.search:huang,publication_year:2020",https://api.openalex.org/works?search=huang&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=huang+2020,,,
S238,Srividhya et al.,2024,author_year_guess,,10.1038/s41433-024-03039-8,Quality of vision clinical outcomes for a new fully-refractive extended depth of focus Intraocular Lens,Dean Corbett,,"https://openalex.org/works?filter=default.search:srividhya,publication_year:2024",https://api.openalex.org/works?search=srividhya&filter=publication_year:2024&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=srividhya+2024,,,
S02,Grant,1987,not_found,,,,,,"https://openalex.org/works?filter=default.search:grant,publication_year:1987",https://api.openalex.org/works?search=grant&filter=publication_year:1987&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=grant+1987,,,
S03,Sambharya,1995,not_found,,,,,,"https://openalex.org/works?filter=default.search:sambharya,publication_year:1995",https://api.openalex.org/works?search=sambharya&filter=publication_year:1995&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=sambharya+1995,,,
S06,Hitt et al.,1997,not_found,,,,,,"https://openalex.org/works?filter=default.search:hitt,publication_year:1997",https://api.openalex.org/works?search=hitt&filter=publication_year:1997&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=hitt+1997,,,
S07,Wan,1998,not_found,,,,,,"https://openalex.org/works?filter=default.search:wan,publication_year:1998",https://api.openalex.org/works?search=wan&filter=publication_year:1998&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wan+1998,,,
S08,Gomes & Ramaswamy,1999,not_found,,,,,,"https://openalex.org/works?filter=default.search:gomes,publication_year:1999",https://api.openalex.org/works?search=gomes&filter=publication_year:1999&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=gomes+1999,,,
S10,Qian,2002,not_found,10.1016/s0883-9026(01)00079-5,,,,"Multinationality, product diversification, and profitability of emerging US small- and medium-sized enterprises","https://openalex.org/works?filter=default.search:Multinationality,%20product%20diversification,%20and%20profitability%20of%20emerging%20US%20small-%20and%20medium-sized%20enterprises,publication_year:2002","https://api.openalex.org/works?filter=title.search:Multinationality%2C%20product%20diversification%2C%20and%20profitability%20of%20emerging%20US%20small-%20and%20medium-sized%20enterprises,publication_year:2002&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Multinationality%2C+product+diversification%2C+and+profitability+of+emerging+US+small-+and+medium-sized+enterprises+2002,,,
S12,Hsu & Boggs,2003,not_found,,,,,,"https://openalex.org/works?filter=default.search:hsu,publication_year:2003",https://api.openalex.org/works?search=hsu&filter=publication_year:2003&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=hsu+2003,,,
S14,Majocchi & Zucchella,2003,not_found,10.1177/0266242603021003001,,,,Internationalization and performance: Findings from a set of Italian SMEs,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance:%20Findings%20from%20a%20set%20of%20Italian%20SMEs,publication_year:2003","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%3A%20Findings%20from%20a%20set%20of%20Italian%20SMEs,publication_year:2003&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance%3A+Findings+from+a+set+of+Italian+SMEs+2003,,,
S16,Kim et al.,2004,not_found,,,,,,"https://openalex.org/works?filter=default.search:kim,publication_year:2004",https://api.openalex.org/works?search=kim&filter=publication_year:2004&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=kim+2004,,,
S21,Hsu,2006,not_found,,,,,,"https://openalex.org/works?filter=default.search:hsu,publication_year:2006",https://api.openalex.org/works?search=hsu&filter=publication_year:2006&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=hsu+2006,,,
S24,Fortanier et al.,2007,not_found,10.5465/ambpp.2007.26508474,,,,Internationalization and performance: Accounting for (host) country effects,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance:%20Accounting%20for%20%28host%29%20country%20effects,publication_year:2007","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%3A%20Accounting%20for%20%28host%29%20country%20effects,publication_year:2007&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance%3A+Accounting+for+%28host%29+country+effects+2007,,,
S27,Richter,2007,not_found,,,,,,"https://openalex.org/works?filter=default.search:richter,publication_year:2007",https://api.openalex.org/works?search=richter&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=richter+2007,,,
S35,Gaur & Kumar,2009,not_found,10.1111/j.1467-8551.2008.00558.x,,,,"International diversification, business group affiliation and firm performance: Empirical evidence from India","https://openalex.org/works?filter=default.search:International%20diversification,%20business%20group%20affiliation%20and%20firm%20performance:%20Empirical%20evidence%20from%20India,publication_year:2009","https://api.openalex.org/works?filter=title.search:International%20diversification%2C%20business%20group%20affiliation%20and%20firm%20performance%3A%20Empirical%20evidence%20from%20India,publication_year:2009&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=International+diversification%2C+business+group+affiliation+and+firm+performance%3A+Empirical+evidence+from+India+2009,,,
S40,Pan et al.,2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:pan,publication_year:2010",https://api.openalex.org/works?search=pan&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=pan+2010,,,
S41,Nielsen,2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:nielsen,publication_year:2010",https://api.openalex.org/works?search=nielsen&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=nielsen+2010,,,
S42,Chiao & Yang,2011,not_found,10.1504/ijesb.2011.043273,,,,Internationalization and performance of Taiwanese SMEs: Moderating effects of firm age and managerial characteristics,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance%20of%20Taiwanese%20SMEs:%20Moderating%20effects%20of%20firm%20age%20and%20managerial%20characteristics,publication_year:2011","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%20of%20Taiwanese%20SMEs%3A%20Moderating%20effects%20of%20firm%20age%20and%20managerial%20characteristics,publication_year:2011&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance+of+Taiwanese+SMEs%3A+Moderating+effects+of+firm+age+and+managerial+characteristics+2011,,,
S48,Chang et al.,2012,not_found,,,,,,"https://openalex.org/works?filter=default.search:chang,publication_year:2012",https://api.openalex.org/works?search=chang&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chang+2012,,,
S49,Chen & Tan,2012,not_found,,,,,,"https://openalex.org/works?filter=default.search:chen,publication_year:2012",https://api.openalex.org/works?search=chen&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chen+2012,,,
S51,Pan & Tsai,2012,not_found,,,,,,"https://openalex.org/works?filter=default.search:pan,publication_year:2012",https://api.openalex.org/works?search=pan&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=pan+2012,,,
S53,Tsao & Chen,2012,not_found,10.1007/s10490-010-9240-5,,,,The impact of internationalization on performance and innovation: The moderating effects of ownership concentration,"https://openalex.org/works?filter=default.search:The%20impact%20of%20internationalization%20on%20performance%20and%20innovation:%20The%20moderating%20effects%20of%20ownership%20concentration,publication_year:2012","https://api.openalex.org/works?filter=title.search:The%20impact%20of%20internationalization%20on%20performance%20and%20innovation%3A%20The%20moderating%20effects%20of%20ownership%20concentration,publication_year:2012&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=The+impact+of+internationalization+on+performance+and+innovation%3A+The+moderating+effects+of+ownership+concentration+2012,,,
S57,Tsao & Lien,2013,not_found,10.1007/s11575-012-0135-1,,,,Family management and internationalization: The impact on firm performance and innovation,"https://openalex.org/works?filter=default.search:Family%20management%20and%20internationalization:%20The%20impact%20on%20firm%20performance%20and%20innovation,publication_year:2013","https://api.openalex.org/works?filter=title.search:Family%20management%20and%20internationalization%3A%20The%20impact%20on%20firm%20performance%20and%20innovation,publication_year:2013&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Family+management+and+internationalization%3A+The+impact+on+firm+performance+and+innovation+2013,,,
S73,Cantele et al.,2016,not_found,,,,,Does export affect the performance of Italian SMEs? An empirical analysis,"https://openalex.org/works?filter=default.search:Does%20export%20affect%20the%20performance%20of%20Italian%20SMEs%3F%20An%20empirical%20analysis,publication_year:2016","https://api.openalex.org/works?filter=title.search:Does%20export%20affect%20the%20performance%20of%20Italian%20SMEs%3F%20An%20empirical%20analysis,publication_year:2016&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Does+export+affect+the+performance+of+Italian+SMEs%3F+An+empirical+analysis+2016,,,
S76,Upadhyayula et al.,2016,not_found,10.1108/jibr-10-2015-0087,,,,International expansion and performance of Indian firms: Moderating role of board structure,"https://openalex.org/works?filter=default.search:International%20expansion%20and%20performance%20of%20Indian%20firms:%20Moderating%20role%20of%20board%20structure,publication_year:2016","https://api.openalex.org/works?filter=title.search:International%20expansion%20and%20performance%20of%20Indian%20firms%3A%20Moderating%20role%20of%20board%20structure,publication_year:2016&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=International+expansion+and+performance+of+Indian+firms%3A+Moderating+role+of+board+structure+2016,,,
S77,Borda et al.,2017,not_found,10.1016/j.jbusres.2016.11.021,,,,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms","https://openalex.org/works?filter=default.search:Firm%20internationalization,%20business%20group%20diversification%20and%20firm%20performance:%20The%20case%20of%20Latin%20American%20firms,publication_year:2017","https://api.openalex.org/works?filter=title.search:Firm%20internationalization%2C%20business%20group%20diversification%20and%20firm%20performance%3A%20The%20case%20of%20Latin%20American%20firms,publication_year:2017&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Firm+internationalization%2C+business+group+diversification+and+firm+performance%3A+The+case+of+Latin+American+firms+2017,,,
S78,Buckley & Tian,2017,not_found,,,,,,"https://openalex.org/works?filter=default.search:buckley,publication_year:2017",https://api.openalex.org/works?search=buckley&filter=publication_year:2017&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=buckley+2017,,,
S79,Ganvir & Dwivedi,2017,not_found,10.1108/sajbs-03-2016-0020,,,,International diversification and performance of Indian firms: An empirical analysis,"https://openalex.org/works?filter=default.search:International%20diversification%20and%20performance%20of%20Indian%20firms:%20An%20empirical%20analysis,publication_year:2017","https://api.openalex.org/works?filter=title.search:International%20diversification%20and%20performance%20of%20Indian%20firms%3A%20An%20empirical%20analysis,publication_year:2017&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=International+diversification+and+performance+of+Indian+firms%3A+An+empirical+analysis+2017,,,
S80,Jin et al.,2017,not_found,,,,,,"https://openalex.org/works?filter=default.search:jin,publication_year:2017",https://api.openalex.org/works?search=jin&filter=publication_year:2017&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=jin+2017,,,
S83,Abdi & Aulakh,2018,not_found,10.1057/s41267-017-0117-9,,,,"Internationalization and performance: Degree, duration, and scale of operations in foreign markets","https://openalex.org/works?filter=default.search:Internationalization%20and%20performance:%20Degree,%20duration,%20and%20scale%20of%20operations%20in%20foreign%20markets,publication_year:2018","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%3A%20Degree%2C%20duration%2C%20and%20scale%20of%20operations%20in%20foreign%20markets,publication_year:2018&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance%3A+Degree%2C+duration%2C+and+scale+of+operations+in+foreign+markets+2018,,,
S87,Hojnik et al.,2018,not_found,10.1080/1331677x.2018.1504673,,,,Internationalisation and economic performance: The mediating role of innovation,"https://openalex.org/works?filter=default.search:Internationalisation%20and%20economic%20performance:%20The%20mediating%20role%20of%20innovation,publication_year:2018","https://api.openalex.org/works?filter=title.search:Internationalisation%20and%20economic%20performance%3A%20The%20mediating%20role%20of%20innovation,publication_year:2018&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalisation+and+economic+performance%3A+The+mediating+role+of+innovation+2018,,,
S91,Sun et al.,2018,not_found,,,,,,"https://openalex.org/works?filter=default.search:sun,publication_year:2018",https://api.openalex.org/works?search=sun&filter=publication_year:2018&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=sun+2018,,,
S92,Feng et al.,2019,not_found,,,,,,"https://openalex.org/works?filter=default.search:feng,publication_year:2019",https://api.openalex.org/works?search=feng&filter=publication_year:2019&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=feng+2019,,,
S95,Meyer et al.,2019,not_found,,,,,,"https://openalex.org/works?filter=default.search:meyer,publication_year:2019",https://api.openalex.org/works?search=meyer&filter=publication_year:2019&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=meyer+2019,,,
S96,Tashman et al.,2019,not_found,10.1057/s41267-018-0197-4,,,,Walking the walk or talking the talk? Corporate social responsibility and internationalization intensity in the Fortune Global 500,"https://openalex.org/works?filter=default.search:Walking%20the%20walk%20or%20talking%20the%20talk%3F%20Corporate%20social%20responsibility%20and%20internationalization%20intensity%20in%20the%20Fortune%20Global%20500,publication_year:2019","https://api.openalex.org/works?filter=title.search:Walking%20the%20walk%20or%20talking%20the%20talk%3F%20Corporate%20social%20responsibility%20and%20internationalization%20intensity%20in%20the%20Fortune%20Global%20500,publication_year:2019&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Walking+the+walk+or+talking+the+talk%3F+Corporate+social+responsibility+and+internationalization+intensity+in+the+Fortune+Global+500+2019,,,
S97,Woo et al.,2019,not_found,,,,,,"https://openalex.org/works?filter=default.search:woo,publication_year:2019",https://api.openalex.org/works?search=woo&filter=publication_year:2019&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=woo+2019,,,
S98,Kim et al.,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:kim,publication_year:2020",https://api.openalex.org/works?search=kim&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=kim+2020,,,
S99,Phan et al.,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:phan,publication_year:2020",https://api.openalex.org/works?search=phan&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=phan+2020,,,
S100,Tu et al.,2020,not_found,,,,,,"https://openalex.org/works?filter=default.search:tu,publication_year:2020",https://api.openalex.org/works?search=tu&filter=publication_year:2020&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tu+2020,,,
S101,Freixanet & Rialp,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:freixanet,publication_year:2021",https://api.openalex.org/works?search=freixanet&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=freixanet+2021,,,
S102,Kongkaew et al.,2021,not_found,,,,,Internationalization and business performance of Thai SMEs,"https://openalex.org/works?filter=default.search:Internationalization%20and%20business%20performance%20of%20Thai%20SMEs,publication_year:2021","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20business%20performance%20of%20Thai%20SMEs,publication_year:2021&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+business+performance+of+Thai+SMEs+2021,,,
S104,Tu et al.,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:tu,publication_year:2021",https://api.openalex.org/works?search=tu&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tu+2021,,,
S105,Tu,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:tu,publication_year:2021",https://api.openalex.org/works?search=tu&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tu+2021,,,
S106,Tu & Anh,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:tu,publication_year:2021",https://api.openalex.org/works?search=tu&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=tu+2021,,,
S107,Song & Lee,2021,not_found,,,,,,"https://openalex.org/works?filter=default.search:song,publication_year:2021",https://api.openalex.org/works?search=song&filter=publication_year:2021&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=song+2021,,,
S123,"García-García, García-Canal & Guillén",2017,not_found,10.1509/jmkr.38.1.119.18833,,,,Social factors influencing export initiation in small and medium-sized enterprises,"https://openalex.org/works?filter=default.search:Social%20factors%20influencing%20export%20initiation%20in%20small%20and%20medium-sized%20enterprises,publication_year:2017","https://api.openalex.org/works?filter=title.search:Social%20factors%20influencing%20export%20initiation%20in%20small%20and%20medium-sized%20enterprises,publication_year:2017&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Social+factors+influencing+export+initiation+in+small+and+medium-sized+enterprises+2017,,,
S132,Almodovar & Rugman,2014,not_found,10.1108/ribs-04-2021-0068,,,,Degree of internationalisation and firm performance: The flattening role of organisational slack resources,"https://openalex.org/works?filter=default.search:Degree%20of%20internationalisation%20and%20firm%20performance:%20The%20flattening%20role%20of%20organisational%20slack%20resources,publication_year:2014","https://api.openalex.org/works?filter=title.search:Degree%20of%20internationalisation%20and%20firm%20performance%3A%20The%20flattening%20role%20of%20organisational%20slack%20resources,publication_year:2014&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Degree+of+internationalisation+and+firm+performance%3A+The+flattening+role+of+organisational+slack+resources+2014,,,
S134,Pinheiro-Alves,2011,not_found,10.20409/berj.2017321547,,,,The effects of the degree of internationalization on export performance,"https://openalex.org/works?filter=default.search:The%20effects%20of%20the%20degree%20of%20internationalization%20on%20export%20performance,publication_year:2011","https://api.openalex.org/works?filter=title.search:The%20effects%20of%20the%20degree%20of%20internationalization%20on%20export%20performance,publication_year:2011&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=The+effects+of+the+degree+of+internationalization+on+export+performance+2011,,,
S137,Gomes & Ramaswamy,1999,not_found,10.1057/s41291-017-0035-9,,,,Internationalization and performance of Korean SMEs: The moderating role of competitive strategy,"https://openalex.org/works?filter=default.search:Internationalization%20and%20performance%20of%20Korean%20SMEs:%20The%20moderating%20role%20of%20competitive%20strategy,publication_year:1999","https://api.openalex.org/works?filter=title.search:Internationalization%20and%20performance%20of%20Korean%20SMEs%3A%20The%20moderating%20role%20of%20competitive%20strategy,publication_year:1999&mailto=huongdt@vlute.edu.vn",https://scholar.google.com/scholar?q=Internationalization+and+performance+of+Korean+SMEs%3A+The+moderating+role+of+competitive+strategy+1999,,,
S141,"Denis, Denis & Yost",2002,not_found,,,,,,"https://openalex.org/works?filter=default.search:denis,publication_year:2002",https://api.openalex.org/works?search=denis&filter=publication_year:2002&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=denis+2002,,,
S142,Gomez-Mejia & Palich,1997,not_found,,,,,,"https://openalex.org/works?filter=default.search:gomez-mejia,publication_year:1997",https://api.openalex.org/works?search=gomez-mejia&filter=publication_year:1997&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=gomez-mejia+1997,,,
S143,Chang & Wang,2007,not_found,,,,,,"https://openalex.org/works?filter=default.search:chang,publication_year:2007",https://api.openalex.org/works?search=chang&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=chang+2007,,,
S146,Oh & Contractor,2012,not_found,,,,,,"https://openalex.org/works?filter=default.search:oh,publication_year:2012",https://api.openalex.org/works?search=oh&filter=publication_year:2012&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=oh+2012,,,
S148,Elango & Pattnaik,2007,not_found,,,,,,"https://openalex.org/works?filter=default.search:elango,publication_year:2007",https://api.openalex.org/works?search=elango&filter=publication_year:2007&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=elango+2007,,,
S150,"Geringer, Tallman & Olsen",2000,not_found,,,,,,"https://openalex.org/works?filter=default.search:geringer,publication_year:2000",https://api.openalex.org/works?search=geringer&filter=publication_year:2000&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=geringer+2000,,,
S151,Michel & Shaked,1986,not_found,,,,,,"https://openalex.org/works?filter=default.search:michel,publication_year:1986",https://api.openalex.org/works?search=michel&filter=publication_year:1986&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=michel+1986,,,
S152,Morck & Yeung,1991,not_found,,,,,,"https://openalex.org/works?filter=default.search:morck,publication_year:1991",https://api.openalex.org/works?search=morck&filter=publication_year:1991&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=morck+1991,,,
S153,Wan & Hoskisson,2003,not_found,,,,,,"https://openalex.org/works?filter=default.search:wan,publication_year:2003",https://api.openalex.org/works?search=wan&filter=publication_year:2003&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=wan+2003,,,
S156,"Bobillo, López-Iturriaga & Tejerina-Gaite",2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:bobillo,publication_year:2010",https://api.openalex.org/works?search=bobillo&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=bobillo+2010,,,
S157,Boehe & Cruz,2010,not_found,,,,,,"https://openalex.org/works?filter=default.search:boehe,publication_year:2010",https://api.openalex.org/works?search=boehe&filter=publication_year:2010&mailto=huongdt@vlute.edu.vn,https://scholar.google.com/scholar?q=boehe+2010,,,
