seq,study_id,effect_id,authors,year,title,journal,doi,priority,l2_deep_reason,dedup_key,country,sample_start,sample_end,n,r,r_quadratic,turning_point,beta,t_value,f_value,df,icrv,cdai,cdai_source,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,extraction_status,coder,notes
175,Heriqbaldi_2023,Heriqbaldi_2023_e1,"Heriqbaldi, Unggul; Jayadi, Achmad; Erlando, Angga; Samudro, Bhimo Rizky; Widodo, Wahyu; Esquivias, Miguel Angel",2023,"Survey data on organizational resources and capabilities, export marketing strategy, export competitiveness, and firm performance in exporting firms in Indonesia",DATA IN BRIEF,10.1016/j.dib.2023.109112,Low,L2:title-I+P-confirmed,heriqbaldi_2023,,,,,,,,,,,,2,,,3,,firm_performance,,,,,,,L2:title-I+P-confirmed
178,Venugopal_2023,Venugopal_2023_e1,"Venugopal, Ajith; Al-Shammari, Marwan; Thotapalli, Prasad M. V.; Fuad, Mohammad",2023,Liabilities of origin and its influence on firm's corporate social performance? A study of emerging market multinational corporations,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22354,Low,L2:title-I+P-confirmed,venugopal_2023,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
203,Nkambule_2022,Nkambule_2022_e1,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",2022,Intellectual capital and firm efficiency of US multinational software firms,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-02-2021-0041,Low,L2:title-I+P-confirmed,nkambule_2022,,,,,,,,,,,,1,,,3,other,,,,,,,,L2:title-I+P-confirmed
266,Morgan_2021,Morgan_2021_e1,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",2021,No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-020-00360-8,Low,L2:prescreen-Y+fp=financial_perf,morgan_2021,,,,,,,,,,,,,,,3,,financial_perf,,,,,,,L2:prescreen-Y+fp=financial_perf
280,Gkypali_2021,Gkypali_2021_e1,"Gkypali, Areti; Love, James H.; Roper, Stephen",2021,Export status and SME productivity: Learning-to-export versus learning-by-exporting,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.02.026,Low,L2:exporter+fp-confirmed,gkypali_2021,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
297,Alnori_2021,Alnori_2021_e1,"Alnori, Faisal",2021,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,10.1111/jifm.12134,Low,L2:title-I+P-confirmed,alnori_2021,,,,,,,,,,,,1,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
330,CamposGarcia_2020,CamposGarcia_2020_e1,"Campos-Garcia, Irene; Munoz-Bullon, Fernando; Sanchez-Bueno, Maria J.; Angel Zuniga-Vicente, Jose",2020,Exploring the exporting-downsizing link: Does the type of export strategy and firm efficiency in foreign markets matter?,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.10.074,Low,L2:exporter+fp-confirmed,camposgarcia_2020,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
346,Yu_2020,Yu_2020_e1,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward, Philippa",2020,A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Global Firm Performance,SUSTAINABILITY,10.3390/su12145508,Low,L2:prescreen-Y+fp=firm_performance,yu_2020,,,,,,,,,,,,2,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
363,Revindo_2020,Revindo_2020_e1,"Revindo, Mohamad Dian; Gan, Christopher; Alta, Aditya",2020,Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v14i2.11771,Low,L2:prescreen-Y+fp=firm_performance,revindo_2020,,,,,,,,,,,,2,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
387,Assadinia_2019,Assadinia_2019_e1,"Assadinia, Shahin; Boso, Nathaniel; Hultman, Magnus; Robson, Matthew",2019,Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x19848425,Low,L2:prescreen-Y+fp=sales_growth,assadinia_2019,,,,,,,,,,,,,,,3,,sales_growth,,,,,,,L2:prescreen-Y+fp=sales_growth
390,Rezende_2019,Rezende_2019_e1,"Rezende, Ligia de Azevedo; Bansi, Ana Claudia; Rodrigues Alves, Marlon Fernandes; Ribeiro Galina, Simone Vasconcelos",2019,Take your time: Examining when green innovation affects financial performance in multinationals,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.06.135,Low,L2:prescreen-Y+fp=financial_perf,rezende_2019,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:prescreen-Y+fp=financial_perf
393,Ferrante_2019,Ferrante_2019_e1,"Ferrante, Maria R.; Freo, Marzia",2019,Detecting learning-by-exporting effects on firms' productivity distribution by accounting for heterogeneous macrofactors and panel attrition,WORLD ECONOMY,10.1111/twec.12807,Low,L2:exporter+fp-confirmed,ferrante_2019,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
399,Rassenfosse_2019,Rassenfosse_2019_e1,"de Rassenfosse, Gaetan; Thomson, Russell",2019,R&D offshoring and home industry productivity,INDUSTRIAL AND CORPORATE CHANGE,,Low,L2:subsidiaries+fp,rassenfosse_2019,,,,,,,,,,,,,,,3,,,,,,,,,L2:subsidiaries+fp
414,Sharma_2018,Sharma_2018_e1,"Sharma, Chandan",2018,"Exporting, access of foreign technology, and firms' performance: Searching the link in Indian manufacturing",QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2017.11.015,Low,L2:exporter+fp-confirmed,sharma_2018,,,,,,,,,,,,2,,,3,,,,,,,,,L2:exporter+fp-confirmed
416,Sophia_2018,Sophia_2018_e1,"Sophia, S. Felix; Gayathri, J.",2018,Firm Size and Performance with special reference to Multinational Pharmaceutical Firms,PACIFIC BUSINESS REVIEW INTERNATIONAL,,Low,L2:title-I+P-confirmed,sophia_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
422,Bougheas_2018,Bougheas_2018_e1,"Bougheas, Spiros; Lim, Hosung; Mateut, Simona; Mizen, Paul; Yalcin, Cihan",2018,"Foreign currency borrowing, exports and firm performance: evidence from a currency crisis",EUROPEAN JOURNAL OF FINANCE,10.1080/1351847x.2017.1421246,Low,L2:prescreen-Y+fp=firm_performance,bougheas_2018,,,,,,,,,,,,,,,3,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
429,Gu_2018,Gu_2018_e1,"Gu, Jinlong; Yang, Yong; Strange, Roger",2018,"Location choice, ownership structure and multinational performance",MULTINATIONAL BUSINESS REVIEW,,Low,L2:title-I+P-confirmed,gu_2018,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
476,Tse_2017,Tse_2017_e1,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",2017,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,Low,L2:exporter+fp-confirmed,tse_2017,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
488,Metz_2017,Metz_2017_e1,"Metz, Philipp",2017,"Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,Low,L2:title-I+P-confirmed,metz_2017,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
500,Altomonte_2016,Altomonte_2016_e1,"Altomonte, Carlo; Gamba, Simona; Mancusi, Maria Luisa; Vezzulli, Andrea",2016,"R&D investments, financing constraints, exporting and productivity",ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,,Low,L2:exporter+fp-confirmed,altomonte_2016,,,,,,,,,,,,,,,3,,,,,,,,,L2:exporter+fp-confirmed
525,Rugman_2016,Rugman_2016_e1,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",2016,Rethinking the Literature on the Performance of Chinese Multinational Enterprises,MANAGEMENT AND ORGANIZATION REVIEW,,Low,L2:title-I+P-confirmed,rugman_2016,,,,,,,,,,,,2,,,3,other,,,,,,,,L2:title-I+P-confirmed
563,Pham_2015,Pham_2015_e1,Thi Thu Tra Pham,2015,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,Low,L2:exporter+fp-confirmed,pham_2015,,,,,,,,,,,,2,,,3,,,,,,,,,L2:exporter+fp-confirmed
576,AguileraCaracuel_2015,AguileraCaracuel_2015_e1,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",2015,International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,Low,L2:title-I+P-confirmed,aguileracaracuel_2015,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
582,Lu_2015,Lu_2015_e1,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",2015,Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,CHINA & WORLD ECONOMY,10.1111/cwe.12128,Low,L2:title-I+P-confirmed,lu_2015,,,,,,,,,,,,1,,,3,other,financial_perf,,,,,,,L2:title-I+P-confirmed
602,Mohr_2014,Mohr_2014_e1,"Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant",2014,"Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience",BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,Low,L2:title-I+P-confirmed,mohr_2014,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
634,Dau_2013,Dau_2013_e1,"Dau, Luis Alfonso",2013,"Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,Low,L2:prescreen-Y+fp=financial_perf,dau_2013,,,,,,,,,,,,,,,3,other,financial_perf,,,,,,,L2:prescreen-Y+fp=financial_perf
648,Castellani_2013,Castellani_2013_e1,"Castellani, Davide; Pieri, Fabio",2013,R&D offshoring and the productivity growth of European regions,RESEARCH POLICY,,Low,L2:subsidiaries+fp,castellani_2013,,,,,,,,,,,,,,,3,,,,,,,,,L2:subsidiaries+fp
665,Andersen_2012,Andersen_2012_e1,"Andersen, Torben Juul",2012,Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,Low,L2:title-I+P-confirmed,andersen_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
676,Contractor_2012,Contractor_2012_e1,"Contractor, Farok J.",2012,WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,Low,L2:title-I+P-confirmed,contractor_2012,,,,,,,,,,,,,,,3,other,,,,,,,,L2:title-I+P-confirmed
680,Jimenez_2012,Jimenez_2012_e1,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",2012,Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,Low,L2:title-I+P-confirmed,jimenez_2012,,,,,,,,,,,,,,,3,other,firm_performance,,,,,,,L2:title-I+P-confirmed
721,Driffield_2009,Driffield_2009_e1,"Driffield, Nigel; Chiang, P.",2009,"The Effects of Offshoring to China: Reallocation, Employment and Productivity in Taiwan",INTERNATIONAL JOURNAL OF THE ECONOMICS OF BUSINESS,10.1080/13571510802638916,Low,L2:subsidiaries+fp,driffield_2009,,,,,,,,,,,,1,,,2,,,,,,,,,L2:subsidiaries+fp
731,Mauri_2009,Mauri_2009_e1,"Mauri, Alfredo J.",2009,Influence of MNC Network Configuration Patterns on the Volatility of Firm Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-009-0015-6,Low,L2:prescreen-Y+fp=firm_performance,mauri_2009,,,,,,,,,,,,,,,2,,firm_performance,,,,,,,L2:prescreen-Y+fp=firm_performance
732,Love_2009,Love_2009_e1,"Love, James H.; Mansury, Mica Ariana",2009,Exporting and productivity in business services: Evidence from the United States,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.08.002,Low,L2:exporter+fp-confirmed,love_2009,,,,,,,,,,,,1,,,2,,,,,,,,,L2:exporter+fp-confirmed
733,Koh_2009,Koh_2009_e1,"Koh, Yoon; Lee, Seoki; Boo, Soyoung",2009,Impact of brand recognition and brand reputation on firm performance: US-based multinational restaurant companies' perspective,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2009.04.002,Low,L2:title-I+P-confirmed,koh_2009,,,,,,,,,,,,1,,,2,other,firm_performance,,,,,,,L2:title-I+P-confirmed
750,Li_2007,Li_2007_e1,"Li, Lei; Li, Dan",2007,TESTING THE GLOBAL AND REGIONAL STRATEGIES OF MULTINATIONAL ENTERPRISES,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,Low,L2:title-I+P-confirmed,li_2007,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
755,Nes_2007,Nes_2007_e1,"Nes, Erik B.; Solberg, Carl Arthur; Silkoset, Ragnhild",2007,The impact of national culture and communication on exporter-distributor relations and on export performance,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2007.01.008,Low,L2:title-I+P-confirmed,nes_2007,,,,,,,,,,,,,,,2,,,,,,,,,L2:title-I+P-confirmed
756,Filatotchev_2007,Filatotchev_2007_e1,"Filatotchev, Igor; Isachenkova, Natalia; Mickiewicz, Tomasz",2007,"Corporate governance, managers' independence, exporting, and performance of firms in transition economies",EMERGING MARKETS FINANCE AND TRADE,10.2753/ree1540-496x430504,Low,L2:exporter+fp-confirmed,filatotchev_2007,,,,,,,,,,,,2,,,2,,,,,,,,,L2:exporter+fp-confirmed
772,Goerzen_2003,Goerzen_2003_e1,"Goerzen, A; Beamish, PW",2003,Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,Low,L2:title-I+P-confirmed,goerzen_2003,,,,,,,,,,,,,,,2,other,,,,,,,,L2:title-I+P-confirmed
777,Gao_2000,Gao_2000_e1,"Gao, T",2000,Exchange rate movements and the profitability of US multinationals,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,,Low,L2:prescreen-Y+fp=financial_perf,gao_2000,,,,,,,,,,,,1,,,2,other,financial_perf,,,,,,,L2:prescreen-Y+fp=financial_perf
780,Campi_1998,Campi_1998_e1,"Campi, C; La Bella, A",1998,Analysis of the interaction between regional R&D productivity and the investment strategies of multinational enterprises,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,Low,L2:title-I+P-confirmed,campi_1998,,,,,,,,,,,,,,,1,other,,,,,,,,L2:title-I+P-confirmed
