seq,title,year,journal,doi,extraction_priority,decision,reason
1406,Corporate Social Responsibility in SMEs: Implications on Competitive Performance,2019,MANAGEMENT REVUE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1407,Family CEO and board service: Turning the tide for export scope in family SMEs,2019,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.05.003,1_DOI_FIRST,UNSURE,title_insufficient
1408,Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in Global Value Chains,2019,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.3.1,1_DOI_FIRST,UNSURE,title_insufficient
1409,"Pre-IPO growth, venture capital, and the long-run performance of IPOs",2019,ECONOMIC MODELLING,10.1016/j.econmod.2019.04.005,1_DOI_FIRST,UNSURE,title_insufficient
1410,"Internationalization, Strategic Slack Resources, and Firm Performance: The Case Study of Vietnamese Enterprises",2019,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,10.3390/jrfm12030144,1_DOI_FIRST,N,HARD:qual:case_study
1411,Beauty Is in the Eye of the Beholder: Toward a Contextual Understanding of Compensation of Information Technology Profes,2019,INFORMATION SYSTEMS RESEARCH,10.1287/isre.2019.0837,1_DOI_FIRST,UNSURE,title_insufficient
1412,Antecedents of Inbound and Outbound M&A: Industry-Level Analysis from India,2019,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-019-00398-3,1_DOI_FIRST,UNSURE,title_insufficient
1413,Phenomenon-driven research on internationalization and innovation by bibliometric and context analyses,2019,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,10.1080/19761597.2019.1678391,1_DOI_FIRST,N,HARD:meth:bibliometric
1414,Determinants of high-growth university spin-offs in Spain,2019,JOURNAL OF SCIENCE AND TECHNOLOGY POLICY MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1415,Women in the boardroom and corporate social performance: negotiating the double bind,2019,MANAGEMENT DECISION,10.1108/md-08-2017-0738,1_DOI_FIRST,UNSURE,title_insufficient
1416,Performance vs. Family Ownership and Management: The Case of Portuguese Wine Firms,2019,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2019.070301,1_DOI_FIRST,UNSURE,title_insufficient
1417,The Performance of High-Growers and Regional Entrepreneurial Ecosystems: A Research Framework,2019,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,10.15678/eber.2019.070306,1_DOI_FIRST,UNSURE,title_insufficient
1418,Supporting SMEs' internationalisation through a deeper understanding of human and technology barriers Applying effective,2019,JOURNAL OF ORGANIZATIONAL EFFECTIVENESS-PEOPLE AND PERFORMANCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1419,Networking policy and firm performance,2020,GROWTH AND CHANGE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1420,Does TMT cultural diversity contribute to firm performance and do socialisation and tenure matter? A test of two competi,2019,PERSONNEL REVIEW,10.1108/pr-11-2018-0468,1_DOI_FIRST,UNSURE,title_insufficient
1421,How nation-level background governance conditions shape the economic payoffs of corporate environmental performance,2019,MANAGEMENT DECISION,10.1108/md-11-2017-1191,1_DOI_FIRST,UNSURE,title_insufficient
1422,Business model innovation and entrepreneurial orientation relationships in SMEs: Implications for international performa,2019,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00254-3,1_DOI_FIRST,N,HARD:ant:eo_intl
1423,"Chief executive officers' dispositional optimism, host country's rule of law, and foreign market equity mode choice of G",2021,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22109,1_DOI_FIRST,UNSURE,title_insufficient
1424,"Social Determinants of Success: Social Media, Corporate Governance and Revenue",2019,SUSTAINABILITY,10.3390/su11195164,1_DOI_FIRST,N,HARD:gov:corp_gov
1425,Impacts of dynamic managerial capability and international opportunity identification on firm performance,2019,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2018-0061,1_DOI_FIRST,UNSURE,title_insufficient
1426,Country-level corruption and accounting choice: Research & development capitalization under IFRS,2019,BRITISH ACCOUNTING REVIEW,10.1016/j.bar.2019.02.003,1_DOI_FIRST,UNSURE,title_insufficient
1427,International Dispersion and Profitability: An Institution-Based Approach,2019,MANAGEMENT INTERNATIONAL REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1428,The effects of international diversification on the link between product diversification and performance in a boom and b,2019,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2019.100687,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1429,"Geographical diversification, firm size and profitability in Malaysia: A quantile regression approach",2019,HELIYON,10.1016/j.heliyon.2019.e02664,1_DOI_FIRST,UNSURE,title_insufficient
1430,Managing institutional voids: A configurational approach to understanding high performance antecedents,2019,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.03.022,1_DOI_FIRST,UNSURE,title_insufficient
1431,R&D Internationalization and Green Innovation? Evidence from Chinese Resource Enterprises and Environmental Enterprises,2019,SUSTAINABILITY,10.3390/su11247225,1_DOI_FIRST,UNSURE,title_insufficient
1432,Top management team regional diversity and internationalization,2019,INTERNATIONAL JOURNAL OF CROSS CULTURAL MANAGEMENT,10.1177/1470595819890363,1_DOI_FIRST,UNSURE,title_insufficient
1433,"Trading activities, productivity and markups: Evidence for Spanish manufacturing",2020,WORLD ECONOMY,10.1111/twec.12892,1_DOI_FIRST,UNSURE,title_insufficient
1434,Export Performance and Stock Return: A Case of Fishery Firms Listing in Vietnam Stock Markets,2019,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,10.13106/jafeb.2019.vol6.no4.37,1_DOI_FIRST,Y,STRONG:SI:exp_perf
1435,Foreign acquisitions and firm performance: The moderating role of prior foreign experience,2019,GLOBAL FINANCE JOURNAL,10.1016/j.gfj.2018.02.001,1_DOI_FIRST,UNSURE,title_insufficient
1436,"Product Newness, Low Competition, Recent Technology, and Export Orientation as Predictors for Entrepreneurial Growth Asp",2019,SUSTAINABILITY,10.3390/su11205818,1_DOI_FIRST,UNSURE,title_insufficient
1437,Are export promotion programs effective in promoting the internalization of SMEs?,2020,ECONOMIA POLITICA,10.1007/s40888-019-00170-8,1_DOI_FIRST,UNSURE,title_insufficient
1438,Founder non-international experience and venture internationalization,2019,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00249-0,1_DOI_FIRST,UNSURE,title_insufficient
1439,The Factors Affecting the Environmental Practices of Companies: The Case of Serbia,2019,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1440,Effect of Internationalisation on Balanced Scorecard among Malaysian Small and Medium Enterprises,2019,ASIAN JOURNAL OF ACCOUNTING AND GOVERNANCE,10.5267/j.msl.2019.5.025,1_DOI_FIRST,UNSURE,title_insufficient
1441,Explaining the performance of divested overseas subsidiaries,2020,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.101602,1_DOI_FIRST,UNSURE,title_insufficient
1442,Improving the financial performance of SMEs The presence in foreign markets and the moderating role of corporate group a,2020,BUSINESS PROCESS MANAGEMENT JOURNAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1443,Determinants of international subsidiaries' performances A multi-level perspective of the subsidiary and parent company,2020,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,2_NO_DOI_MANUAL,N,HARD:ant:determinants
1444,The impact of intellectual capital. organizational capabilities and innovation on firm performance of textile sector: a ,2019,INDUSTRIA TEXTILA,10.35530/it.070.06.1632,1_DOI_FIRST,UNSURE,title_insufficient
1445,The Invisible Hand of Evolutionary Psychology: The Importance of Kinship in First-Generation Family Firms,2020,ENTREPRENEURSHIP THEORY AND PRACTICE,10.1177/1042258719838256,1_DOI_FIRST,UNSURE,title_insufficient
1446,Do foreign investments increase firm value and firm performance? Evidence from Japan,2020,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2019.101099,1_DOI_FIRST,UNSURE,title_insufficient
1447,Impact of E-Commerce Sales on Profitability and Revenue. The Case of the Manufacturing Industry,2019,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,10.5755/j01.ee.30.5.21254,1_DOI_FIRST,UNSURE,title_insufficient
1448,"The relationships between the internationalization of alliance portfolio diversity, individual incentives, and innovatio",2019,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2019.119714,1_DOI_FIRST,UNSURE,title_insufficient
1449,The growing importance of KIBS in today's economy,2020,INNOVATION IN KNOWLEDGE INTENSIVE BUSINESS SERVICES: THE DIGITAL ERA,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1450,How to use your social capital to thrive in export markets? Identifying the dynamic capabilities developed through socia,2020,INTERNATIONAL JOURNAL OF LEARNING AND INTELLECTUAL CAPITAL,10.1504/ijlic.2020.113148,1_DOI_FIRST,UNSURE,title_insufficient
1451,Job Creation of Exporters and Non-exporters: Evidence from Estonia,2020,"INTERNATIONAL BUSINESS AND EMERGING ECONOMY FIRMS, VOL II: EUROPEAN AND AFRICAN PERSPECTIVES",10.1007/978-3-030-27285-2_4,1_DOI_FIRST,UNSURE,title_insufficient
1452,Home Country Institutional Context and Entrepreneurial Internationalization: The Significance of Human Capital Attribute,2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00264-1,1_DOI_FIRST,UNSURE,title_insufficient
1453,"Using the ""best-fit"" approach to investigate the effects of politico-economic and social barriers on SMEs' international",2020,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.22119,1_DOI_FIRST,UNSURE,title_insufficient
1454,The effect of inter- and intra-regional geographic diversification strategies on firm performance in China,2020,MANAGEMENT DECISION,10.1108/md-01-2018-0104,1_DOI_FIRST,UNSURE,title_insufficient
1455,Human capital and export performance in the Spanish manufacturing firms,2020,BALTIC JOURNAL OF MANAGEMENT,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
1456,Intellectual capital based reputation for market internationalization The case of engineering consultancy firms,2019,JOURNAL OF INTELLECTUAL CAPITAL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1457,"""Accelerating"" and ""jumping"" internationalization CEO career horizon, board supervision ability and corporate internatio",2020,CHINESE MANAGEMENT STUDIES,,2_NO_DOI_MANUAL,N,HARD:proc:intl_process
1458,Exploring performance of software houses Market orientation and mediating role of firm innovativeness,2020,WORLD JOURNAL OF ENTREPRENEURSHIP MANAGEMENT AND SUSTAINABLE DEVELOPMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1459,The export additionality of innovation policy,2019,INDUSTRIAL AND CORPORATE CHANGE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1460,Exploring the organizing and strategic factors of diasporic transnational entrepreneurs in Canada: An empirical study,2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-020-00268-2,1_DOI_FIRST,UNSURE,title_insufficient
1461,Demystifying misted mirrors to investigate emerging people issues in SMEs: Implications for strategic change,2020,STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE,10.1002/jsc.2308,1_DOI_FIRST,N,HARD:proc:strategic_change
1462,"Impact of Innovation Culture, Organization Size and Technological Capability on the Performance of SMEs: The Case of Chi",2020,SUSTAINABILITY,10.3390/su12041355,1_DOI_FIRST,UNSURE,title_insufficient
1463,Who does it best? Family and nonfamily owners and leaders navigating institutional development in emerging markets,2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.11.039,1_DOI_FIRST,UNSURE,title_insufficient
1464,How to optimize the allocation of research resources? An empirical study based on output and substitution elasticities o,2020,SOCIO-ECONOMIC PLANNING SCIENCES,10.1016/j.seps.2019.04.004,1_DOI_FIRST,UNSURE,title_insufficient
1465,Local linkages: The interdependence of foreign and domestic firms in Ireland,2020,ECONOMIC MODELLING,10.1016/j.econmod.2019.05.012,1_DOI_FIRST,UNSURE,title_insufficient
1466,Internationalization and family firm performance A cross-cultural meta-analysis of the main effect and moderating factor,2020,CROSS CULTURAL & STRATEGIC MANAGEMENT,,2_NO_DOI_MANUAL,Y,STRONG:SI:intl_perf
1467,The effect of CEO incentives on deviations from institutional norms in foreign market expansion decisions: Behavioral ag,2020,HUMAN RESOURCE MANAGEMENT,10.1002/hrm.22006,1_DOI_FIRST,UNSURE,title_insufficient
1468,Growth Strategies of Media Companies: Efficiency Analysis,2020,PALABRA CLAVE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1469,Foreign venture capital firms and internationalization of ventures,2020,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-09-2019-0104,1_DOI_FIRST,UNSURE,title_insufficient
1470,Conventional procedure <i>vis-a-vis</i> bootstrap-based corrections of efficiency analyses,2020,INDIAN GROWTH AND DEVELOPMENT REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1471,Is productivity of Indian pharmaceutical industry affected with the introduction of product patent act?,2020,INDIAN GROWTH AND DEVELOPMENT REVIEW,10.1108/igdr-11-2018-0116,1_DOI_FIRST,N,HARD:oob:health
1472,Impact of Logistics Capacity on Economic Sustainability of SMEs,2020,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1473,Downstream offshoring and firm-level employment,2020,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,10.1111/caje.12425,1_DOI_FIRST,UNSURE,title_insufficient
1474,The Effects of International Entrepreneurial Orientation and Entrepreneurial Activities on SMEs' Export Performance,2019,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.7.156,1_DOI_FIRST,Y,STRONG:SI:exp_perf
1475,Dynamic process: international diversification and innovation performance from emerging economies,2020,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,10.1080/19761597.2020.1726781,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1476,Entrepreneurial finance and new venture success - the moderating role of government support,2020,BUSINESS STRATEGY AND DEVELOPMENT,10.1002/bsd2.105,1_DOI_FIRST,UNSURE,title_insufficient
1477,Development of the Uppsala model of internationalization process: From internationalization to evolution,2020,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1375,1_DOI_FIRST,N,HARD:proc:intl_process
1478,"Family involvement, internationalisation and performance: An empirical study of the Spanish hotel industry",2020,JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT,10.1016/j.jhtm.2020.01.002,1_DOI_FIRST,Y,STRONG:SI:intl_and_perf
1479,The internationalization of new ventures in an emerging economy: The shifting role of industry concentration,2021,ASIA PACIFIC JOURNAL OF MANAGEMENT,10.1007/s10490-020-09712-2,1_DOI_FIRST,UNSURE,title_insufficient
1480,Dimensional Impact of Social Capital on Financial Performance of SMEs,2020,JOURNAL OF ENTREPRENEURSHIP,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1481,International expansion: mediation of dynamic capabilities,2020,MARKETING INTELLIGENCE & PLANNING,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1482,Internet and SMEs' internationalization: The role of platform and website,2020,JOURNAL OF INTERNATIONAL MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1483,Examining economic and technology-related barriers of small- and medium-sized enterprises internationalisation: An emerg,2020,BUSINESS STRATEGY AND DEVELOPMENT,10.1002/bsd2.71,1_DOI_FIRST,UNSURE,title_insufficient
1484,ADDRESSING THE PAUCITY OF MANAGEMENT KNOWLEDGE IN AFRICA,2019,ADVANCING AFRICAN KNOWLEDGE MANAGEMENT AND EDUCATION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1485,"Knowledge, robots and productivity in SMEs: Explaining the second digital wave",2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2019.11.017,1_DOI_FIRST,UNSURE,title_insufficient
1486,"The Impact of Entrepreneurial Orientation on Foreign Market Entry: the Roles of Marketing Program Adaptation, Cultural D",2020,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00257-0,1_DOI_FIRST,UNSURE,title_insufficient
1487,Entrepreneur's political involvement and inter-organizational conflict resolution in China's transition economy,2020,INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1488,Impact of policy initiatives and collaborative synergy on sustainability and business growth of Indian SMEs,2020,INDIAN GROWTH AND DEVELOPMENT REVIEW,10.1108/igdr-09-2019-0095,1_DOI_FIRST,UNSURE,title_insufficient
1489,Improving productivity of a financial firm: business model evolution in the Caribbean,2021,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1490,Linking governance structure and sustainable operations of Chinese manufacturing firms: The moderating effect of interna,2020,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2019.119949,1_DOI_FIRST,UNSURE,title_insufficient
1491,Social media resources and export performance: the role of trust and commitment,2020,INTERNATIONAL MARKETING REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
1492,The requisite match between internal resources and network ties to cope with knowledge scarcity,2020,JOURNAL OF KNOWLEDGE MANAGEMENT,10.1108/jkm-06-2019-0291,1_DOI_FIRST,UNSURE,title_insufficient
1493,"Relational ownership, institutional context, and internationalization of state-owned enterprises: When and how are multi",2020,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1379,1_DOI_FIRST,UNSURE,title_insufficient
1494,"Learning by exporting under fast, short-term changes: The moderating role of absorptive capacity and foreign collaborati",2020,INTERNATIONAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,Y,STRONG:SI:LBE
1495,The effect of entrepreneurial origin on firms' performance: the case of Portuguese academic spinoffs,2020,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtz028,1_DOI_FIRST,UNSURE,title_insufficient
1496,FIRMS' EXPORT PERFORMANCE: A FRACTIONAL ECONOMETRIC APPROACH,2020,JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,,2_NO_DOI_MANUAL,Y,STRONG:SI:exp_perf
1497,"Heterogeneous firms, corporate taxes and export behavior: A firm-level investigation for Italy",2020,ECONOMIC MODELLING,10.1016/j.econmod.2019.09.012,1_DOI_FIRST,UNSURE,title_insufficient
1498,Revisiting entrepreneurial capabilities and export market orientation: a multi-scale investigation in an emerging econom,2021,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-08-2019-0644,1_DOI_FIRST,UNSURE,title_insufficient
1499,The impact of the 2008 financial crisis on innovation: A dominant design perspective,2020,JOURNAL OF BUSINESS RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1500,Exploring the antecedents of franchise internationalization,2020,JOURNAL OF BUSINESS RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1501,Trade liberalization and productivity of Indian manufacturing firms,2019,INDIAN GROWTH AND DEVELOPMENT REVIEW,10.1108/igdr-10-2018-0108,1_DOI_FIRST,UNSURE,title_insufficient
1502,The influence of internet marketing capabilities on international market performance,2020,INTERNATIONAL MARKETING REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1503,Motivation of internationalization and a moderating role of environmental conditions in the hospitality industry,2020,TOURISM MANAGEMENT,,2_NO_DOI_MANUAL,N,HARD:oob:health
1504,The mediating role of speed in the global sourcing decision process,2020,JOURNAL OF PURCHASING AND SUPPLY MANAGEMENT,10.1016/j.pursup.2020.100609,1_DOI_FIRST,UNSURE,title_insufficient
1505,The relationship between board diversity and firm performance in the lodging industry: The moderating role of internatio,2020,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2020.102461,1_DOI_FIRST,Y,STRONG:SI:perf_intl
1506,Human capital and export performance of small and medium enterprises in Pakistan,2020,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,10.1108/ijse-03-2019-0198,1_DOI_FIRST,Y,STRONG:SI:exp_perf
1507,Development of entrepreneurial orientation of export manufacturers from emerging economies,2020,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-019-00580-x,1_DOI_FIRST,UNSURE,title_insufficient
1508,OUTWARD INTERNATIONALISATION OF EMERGING MARKET SMALL AND MEDIUM SIZED ENTERPRISES: CONTRACT MANUFACTURING RELATIONSHIP ,2020,"INTERNATIONAL ENTREPRENEURSHIP IN EMERGING MARKETS: NATURE, DRIVERS, BARRIERS AND DETERMINANTS",10.1108/s2040-724620190000010010,1_DOI_FIRST,UNSURE,title_insufficient
1509,Corporate innovation and environmental investment: The moderating role of institutional environment,2020,ADVANCES IN CLIMATE CHANGE RESEARCH,10.1016/j.accre.2020.05.003,1_DOI_FIRST,UNSURE,title_insufficient
1510,Does institutional industry context matter to performance? An extension of the institution-based view,2020,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2020.04.037,1_DOI_FIRST,UNSURE,title_insufficient
1511,Environmental sustainability practices and exports: The interplay of strategy and institutions in Latin America,2020,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2020.101094,1_DOI_FIRST,N,HARD:DV:env_sust_export
1512,The impact of corporate strategy on capital structure: evidence from Italian listed firms,2020,QUARTERLY REVIEW OF ECONOMICS AND FINANCE,10.1016/j.qref.2019.09.005,1_DOI_FIRST,N,HARD:fin:capital_structure
1513,"Re-examining Strategic Flexibility: A Meta-Analysis of its Antecedents, Consequences and Contingencies",2021,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12413,1_DOI_FIRST,UNSURE,title_insufficient
1514,The international market selection of Chinese SMEs: How institutional influence overrides psychic distance,2020,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2020.101703,1_DOI_FIRST,UNSURE,title_insufficient
1515,Trade Integration in Colombia: A Dynamic General Equilibrium Study with New Exporter Dynamics,2020,JOURNAL OF ECONOMIC DYNAMICS & CONTROL,10.1016/j.jedc.2020.103871,1_DOI_FIRST,UNSURE,title_insufficient
1516,Sourcing Technological Knowledge Through Foreign Inward Licensing to Boost the Performance of Indian Firms: The Continge,2020,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00419-6,1_DOI_FIRST,UNSURE,title_insufficient
1517,Quality certifications' impact on wine industry assets performance,2020,BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1518,Transformational Leadership's Impact on Organizational Innovation: The Mediating Role of Management Control System,2023,GLOBAL BUSINESS REVIEW,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1519,"International Network Searching, Learning, and Explorative Capability: Small and Medium-sized Enterprises from China",2020,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00426-7,1_DOI_FIRST,UNSURE,title_insufficient
1520,Impact of Research and Development Strategy on Sustainable Growth in Multinational Pharmaceutical Companies,2020,SUSTAINABILITY,10.3390/su12135358,1_DOI_FIRST,N,HARD:oob:health
1521,The Influence of R&D Intensity on Financial Performance: The Mediating Role of Human Capital in the Semiconductor Indust,2020,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1522,How companies respond to growing research costs: cost control or value creation?,2020,INTERNATIONAL JOURNAL OF TECHNOLOGY MANAGEMENT,10.1504/ijtm.2020.107407,1_DOI_FIRST,UNSURE,title_insufficient
1523,SMEs strategy and scale constraints impact on agri-food supply chain collaboration and firm performance,2021,PRODUCTION PLANNING & CONTROL,10.1080/09537287.2020.1796136,1_DOI_FIRST,N,HARD:proc:supply_chain
1524,"Institutional complementarity, firm behavior, and firm heterogeneity: A cross-national analysis",2020,BUSINESS AND POLITICS,10.1017/bap.2019.29,1_DOI_FIRST,UNSURE,title_insufficient
1525,International Entrepreneurial Orientation and the Intention to Internationalize,2020,SUSTAINABILITY,10.3390/su12145647,1_DOI_FIRST,N,HARD:ant:eo_intl
1526,Analysis of the role of process innovation on export propensity in KIBS and non-KIBS firms in Colombia,2021,COMPETITIVENESS REVIEW,10.1108/cr-12-2019-0154,1_DOI_FIRST,UNSURE,title_insufficient
1527,Product diversification and large construction firm productivity: the effect of institutional environments in Malaysia,2021,ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,10.1108/ecam-05-2020-0288,1_DOI_FIRST,UNSURE,title_insufficient
1528,The price tag of technologies and the 'unobserved' R&D capabilities of firms,2022,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,10.1080/10438599.2020.1799141,1_DOI_FIRST,UNSURE,title_insufficient
1529,Informal Social Networks as Intermediaries in Foreign Markets,2020,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2020.17,1_DOI_FIRST,UNSURE,title_insufficient
1530,Organisational learning as a mediator in the host-home country similarity-international firm performance link: the role ,2021,EUROPEAN BUSINESS REVIEW,10.1108/ebr-09-2019-0238,1_DOI_FIRST,UNSURE,title_insufficient
1531,Impact of family involvement on strategy and CEO compensation Evidence from the Indian pharmaceutical industry,2020,JOURNAL OF FAMILY BUSINESS MANAGEMENT,,2_NO_DOI_MANUAL,N,HARD:oob:health
1532,Market-oriented CSR implementation in SMEs with sustainable innovations: an action research approach,2020,BALTIC JOURNAL OF MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1533,"Dynamic Capabilities, Environmental Dynamism and Small and Medium Enterprises' Internationalization Level",2020,JOURNAL OF ASIAN FINANCE ECONOMICS AND BUSINESS,10.13106/jafeb.2020.vol7.no9.527,1_DOI_FIRST,UNSURE,title_insufficient
1534,The competitive efficiency of Costa Rican small and medium-sized businesses: a data envelopment analysis approach,2021,COMPETITIVENESS REVIEW,10.1108/cr-12-2019-0142,1_DOI_FIRST,UNSURE,title_insufficient
1535,Corporate governance mechanisms and corporate performance of firms in Nigeria and Ghana,2021,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,10.1108/ijppm-01-2020-0020,1_DOI_FIRST,N,HARD:gov:corp_gov
1536,Unpacking the relationship between a coopetition-oriented mindset and coopetition-oriented behaviours,2021,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-03-2020-0165,1_DOI_FIRST,UNSURE,title_insufficient
1537,"THE EFFECT OF THE USE OF SOCIAL MEDIA AND DYNAMIC CAPABILITIES ON MARKET PERFORMANCE OF MICRO, SMALL AND MEDIUM-SIZED FI",2020,REVISTA BRASILEIRA DE MARKETING,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1538,Individual entrepreneurial orientation and performance: the mediating role of international entrepreneurship,2022,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-020-00693-8,1_DOI_FIRST,N,HARD:ant:eo_intl
1539,The Effect of Internationalization on Firm Performance: A Moderating Role of Heterogeneity in TMTs' Nationality,2021,CORNELL HOSPITALITY QUARTERLY,10.1177/1938965520958703,1_DOI_FIRST,Y,STRONG:SI:intl_perf
1540,The existence of W-shaped relationship between internationalization and firm performance: An empirical study of enterpri,2020,DECISION SCIENCE LETTERS,10.5267/j.dsl.2020.7.001,1_DOI_FIRST,Y,STRONG:SI:intl_perf
1541,How does internationalization begin? The role of age at entry and export experience in the early stages of the process,2020,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916333,1_DOI_FIRST,UNSURE,title_insufficient
1542,The combined effects of product and geographical diversification on performance: Evidence in manufacturing SMEs,2020,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916332,1_DOI_FIRST,UNSURE,title_insufficient
1543,"Management, productivity and firm heterogeneity in international trade",2020,APPLIED ECONOMIC ANALYSIS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient
1544,Debt-performance relationship and firms' international trade activities,2021,MANAGERIAL FINANCE,10.1108/mf-04-2020-0162,1_DOI_FIRST,UNSURE,title_insufficient
