seq,priority,doi_available,year,authors,title,journal,doi,access_link,icrv,dpl,doi_type,fp_type,country,cdai,n,r,coding_warning,notes,extracted
274,Medium,Y,2021,"Dadzie, Zaynab; Agyapong, Ahmed; Suglo, Abdulai",The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2019-0126,https://doi.org/10.1108/ribs-09-2019-0126,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
277,Medium,Y,2021,"Rahko, Jaana",R&D internationalization and firm productivity. Does the host country matter?,APPLIED ECONOMICS,10.1080/00036846.2020.1853668,https://doi.org/10.1080/00036846.2020.1853668,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
292,Medium,Y,2021,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,MANAGEMENT,10.37725/mgmt.v24i1.4507,https://doi.org/10.37725/mgmt.v24i1.4507,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
295,Medium,Y,2021,"Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario","The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains",INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-10-2020-1141,https://doi.org/10.1108/ijchm-10-2020-1141,1,3,other,TBD,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
296,Medium,Y,2021,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2020-0249,https://doi.org/10.1108/cms-06-2020-0249,2,3,other,firm_performance,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
301,Medium,Y,2021,"Merlevede, Bruno; Theodorakopoulos, Angelos",Productivity effects of internationalisation through the domestic supply chain,JOURNAL OF APPLIED ECONOMETRICS,10.1002/jae.2837,https://doi.org/10.1002/jae.2837,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
318,Medium,Y,2020,"Kim, Heechun; Wu, Jie; Schuler, Douglas A.; Hoskisson, Robert E.","Chinese multinationals' fast internationalization: Financial performance advantage in one region, disadvantage in another",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/s41267-019-00279-9,https://doi.org/10.1057/s41267-019-00279-9,2,3,other,financial_perf,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
323,Medium,Y,2020,"Wang, Ge; Zhang, Huijin; Xia, Bo; Wu, Guangdong; Han, Yilong",Relationship between Internationalization and Financial Performance: Evidence from ENR-Listed Chinese Firms,JOURNAL OF MANAGEMENT IN ENGINEERING,10.1061/(asce)me.1943-5479.0000736,https://doi.org/10.1061/(asce)me.1943-5479.0000736,2,3,other,financial_perf,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
331,Medium,Y,2020,"Vuorio, Anna; Torkkeli, Lasse; Sainio, Liisa-Maija",Service innovation and internationalization in SMEs: antecedents and profitability outcomes,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-019-00266-z,https://doi.org/10.1007/s10843-019-00266-z,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
338,Medium,Y,2020,"Hoxholli, Emi; Kercini, Donika",THE ACTUAL LEVEL OF INTERNATIONALIZATION OF ALBANIAN SMES AND THE MEASURE OF THEIR OVERALL PERFORMANCE,INTERNATIONAL JOURNAL OF ECOSYSTEMS AND ECOLOGY SCIENCE-IJEES,10.31407/ijees10.121,https://doi.org/10.31407/ijees10.121,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
348,Medium,Y,2020,"Gerschewski, Stephan; Evers, Natasha; Anh Tuan Nguyen; Froese, Fabian Jintae",Trade Shows and SME Internationalisation: Networking for Performance,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-020-00421-y,https://doi.org/10.1007/s11575-020-00421-y,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
350,Medium,Y,2020,"Yang, Yi; Yao, Congxu; Li, Ying",The impact of the amount of environmental information disclosure on financial performance: The moderating effect of corporate internationalization,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2010,https://doi.org/10.1002/csr.2010,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
351,Medium,Y,2020,"Jiang, Guohua; Kotabe, Masaaki; Zhang, Feng","Founder ethnic composition, early internationalization, and new venture performance",JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-020-00281-5,https://doi.org/10.1007/s10843-020-00281-5,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
354,Medium,Y,2020,"Crespo, Nuno Fernandes; Simoes, Vitor Corado; Fontes, Margarida",Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916334,https://doi.org/10.1177/2340944420916334,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
366,Medium,Y,2019,"Jain, Naveen Kumar; Celo, Sokol; Kumar, Vikas","Internationalization speed, resources and performance: Evidence from Indian software industry",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.09.019,https://doi.org/10.1016/j.jbusres.2018.09.019,2,3,other,TBD,India,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
368,Medium,Y,2019,"Rossmannek, Oliver; Rank, Olaf",Internationalization of exploitation alliance portfolios and firm performance,MANAGEMENT DECISION,10.1108/md-11-2017-1105,https://doi.org/10.1108/md-11-2017-1105,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
381,Medium,Y,2019,"Tashman, Peter; Marano, Valentina; Babin, Jessica",Firm-specific assets and the internationalization performance relationship in the US movie studio industry,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.03.003,https://doi.org/10.1016/j.ibusrev.2019.03.003,1,3,other,TBD,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
382,Medium,Y,2019,"Cui, Lin; Xu, Ying",Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2019.04.002,https://doi.org/10.1016/j.jwb.2019.04.002,2,3,FDI,financial_perf,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
386,Medium,Y,2019,"Pittiglio, Rosanna; Reganati, Filippo",Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,WORLD ECONOMY,10.1111/twec.12837,https://doi.org/10.1111/twec.12837,2,3,FDI,Productivity,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
388,Medium,Y,2019,"Tang, Chunhui; Tang, Yaojia; Su, Shengwei","R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2018.11.003,https://doi.org/10.1016/j.emj.2018.11.003,2,3,other,TBD,China; Emerging economies; Europe,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
389,Medium,Y,2019,"Idris, Aida; Saad, Mohd Najib",The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v13i1.10757,https://doi.org/10.21002/seam.v13i1.10757,2,3,other,TBD,Malaysia,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
394,Medium,Y,2019,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.4.30,https://doi.org/10.35611/jkt.2019.23.4.30,1,3,other,TBD,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
395,Medium,Y,2019,"Catanzaro, Alexis; Messeghem, Karim; Sammut, Sylvie",Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1111/jsbm.12489,https://doi.org/10.1111/jsbm.12489,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
397,Medium,Y,2019,"Woo, Linda; Assaf, A. George; Josiassen, Alexander; Kock, Florian",Internationalization and hotel performance: Agglomeration-related moderators,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2019.03.007,https://doi.org/10.1016/j.ijhm.2019.03.007,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
398,Medium,Y,2019,"Iandolo, Stefano; Ferragina, Anna Maria",Does persistence in internationalization and innovation influence firms' performance?,JOURNAL OF ECONOMIC STUDIES,10.1108/jes-04-2019-0152,https://doi.org/10.1108/jes-04-2019-0152,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
408,Medium,Y,2018,"Barzotto, Mariachiara; Mariotti, Ilaria",Inward FDI and Skilled Labour Force in Veneto Industrial Districts,AGGLOMERATION AND FIRM PERFORMANCE,10.1007/978-3-319-90575-4_5,https://doi.org/10.1007/978-3-319-90575-4_5,,3,FDI,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
420,Medium,Y,2018,"Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung","The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms",INFORMATION TECHNOLOGY & MANAGEMENT,10.1007/s10799-018-0287-2,https://doi.org/10.1007/s10799-018-0287-2,1,3,other,sales_growth,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
421,Medium,Y,2018,"Joensuu-Salo, Sanna; Sorama, Kirsti; Viljamaa, Anmari; Varamaeki, Elina","Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",ADMINISTRATIVE SCIENCES,10.3390/admsci8030031,https://doi.org/10.3390/admsci8030031,,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
423,Medium,Y,2018,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2018.09.013,https://doi.org/10.1016/j.forpol.2018.09.013,1,3,other,TBD,Sweden,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:sweden,N
427,Medium,Y,2018,"Sadeghi, Arash; Rose, Elizabeth L.; Chetty, Sylvie",Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242618775169,https://doi.org/10.1177/0266242618775169,,3,other,Export/operational,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
433,Medium,Y,2018,"Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John","Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom",REVIEW OF WORLD ECONOMICS,10.1007/s10290-018-0313-9,https://doi.org/10.1007/s10290-018-0313-9,1,3,other,Productivity,Uk; Germany,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
439,Medium,Y,2018,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-017-0457-4,https://doi.org/10.1007/s11365-017-0457-4,1,3,other,TBD,Korea,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
442,Medium,Y,2018,"Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina","The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business",REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,10.1016/j.rcsar.2017.09.002,https://doi.org/10.1016/j.rcsar.2017.09.002,1,3,other,financial_perf,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
443,Medium,Y,2018,"Hojnik, Jana; Ruzzier, Mitja; Manolova, Tatiana S.",Internationalization and economic performance: The mediating role of eco-innovation,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.10.111,https://doi.org/10.1016/j.jclepro.2017.10.111,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
445,Medium,Y,2018,"Symeou, Pavlos C.; Zyglidopoulos, Stelios; Williamson, Peter",Internationalization as a driver of the corporate social performance of extractive industry firms,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2017.07.004,https://doi.org/10.1016/j.jwb.2017.07.004,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
449,Medium,Y,2018,"Hien Thi Ngoc Huynh; Nguyen, Phuong V.; Tran, Khoa T.",Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,https://doi.org/10.3390/admsci8040064,2,3,other,TBD,Vietnam,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
455,Medium,Y,2018,"Nikolchenko, Natalia; Zenkevich, Nikolay; Lebedeva, Anastasia",Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2018.1467842,https://doi.org/10.1080/10669868.2018.1467842,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
458,Medium,Y,2017,"Yang, Jing Yu; Lu, Jane; Jiang, Ruihua","Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",LONG RANGE PLANNING,10.1016/j.lrp.2016.06.001,https://doi.org/10.1016/j.lrp.2016.06.001,,3,FDI,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,N
459,Medium,Y,2017,"Upadhyayula, Rajesh S.; Dhandapani, Karthik; Karna, Amit",The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.004,https://doi.org/10.1016/j.intman.2016.11.004,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
460,Medium,Y,2017,"Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.","Firm internationalization, business group diversification and firm performance: The case of Latin American firms",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.11.006,https://doi.org/10.1016/j.jbusres.2016.11.006,1,3,other,firm_performance,Usa; Latin America,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
480,Medium,Y,2017,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1160,https://doi.org/10.1002/gsj.1160,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
481,Medium,Y,2017,"Xu, Xin; Xia, Yun; Li, Chuntao",lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,https://doi.org/10.1016/j.cjar.2017.05.001,2,3,other,Efficiency,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
506,Medium,Y,2016,"de Jorge Moreno, Justo; Rojas Carrasco, Oscar","Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case",INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,10.1108/ijrdm-04-2015-0064,https://doi.org/10.1108/ijrdm-04-2015-0064,,3,other,Efficiency,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
508,Medium,Y,2016,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,https://doi.org/10.1016/j.tmp.2015.12.016,1,3,DOI,TBD,Spain,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,N
511,Medium,Y,2016,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.09.002,https://doi.org/10.1016/j.jwb.2015.09.002,2,3,other,TBD,Emerging economies,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
526,Medium,Y,2016,"Miller, Stewart R.; Lavie, Dovev; Delios, Andrew","International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.12.003,https://doi.org/10.1016/j.ibusrev.2015.12.003,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
534,Medium,Y,2016,"Chin, Tachia; Tsai, Sang-Bing; Fang, Kai; Zhu, Wenzhong; Yang, Dongjin; Liu, Ren-huai; Tsuei, Richard Ting Chang",EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,PLOS ONE,10.1371/journal.pone.0162175,https://doi.org/10.1371/journal.pone.0162175,2,3,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
537,Medium,Y,2016,"Jung, SoYeon; Lee, Seoki; Dalbor, Michael",The negative synergistic effect of internationalization and corporate social responsibility on US restaurant firms' value performance,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2014-0361,https://doi.org/10.1108/ijchm-07-2014-0361,1,3,other,TBD,Usa,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
539,Medium,Y,2016,"Zhao, Hongxin (John); Ma, Jieqiong (Jeccy)","Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,https://doi.org/10.1080/10669868.2016.1215667,2,3,other,firm_performance,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
543,Medium,Y,2016,"Onkelinx, Jonas; Manolova, Tatiana S.; Edelman, Linda F.","The human factor: Investments in employee human capital, productivity, and SME internationalization",JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.05.002,https://doi.org/10.1016/j.intman.2016.05.002,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
552,Medium,Y,2015,"Kunttu, Anna; Torkkeli, Lasse",Service innovation and internationalization in SMEs: Implications for growth and performance,MANAGEMENT REVUE,10.5771/0935-9915-2015-2-83,https://doi.org/10.5771/0935-9915-2015-2-83,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
557,Medium,Y,2015,"Faroque, Anisur R.; Takahashi, Yoshi",Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,https://doi.org/10.1108/apjml-03-2014-0045,2,3,other,firm_performance,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:inferred:journal:AsiaPacific,N
560,Medium,Y,2015,"Childs, Michelle L.; Jin, Byoungho",Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,https://doi.org/10.1108/jstp-09-2013-0204,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
562,Medium,Y,2015,"Majocchi, Antonio; Dalla Valle, Luciana; D'Angelo, Alfredo","Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.720600,https://doi.org/10.3846/16111699.2012.720600,,3,other,financial_perf,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
571,Medium,Y,2015,"De Noni, Ivan; Apa, Roberta",The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,https://doi.org/10.1007/s10843-015-0148-6,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
580,Medium,Y,2015,"Buchelt, Beata",Performance management in Polish companies internationalizing their market activities,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,https://doi.org/10.1080/09585192.2015.1041758,3,3,other,TBD,Poland,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
590,Medium,Y,2015,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,https://doi.org/10.1017/mor.2015.32,2,3,other,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
597,Medium,Y,2014,"Yeoh, Poh-Lin","Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,https://doi.org/10.1002/tie.21597,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
600,Medium,Y,2014,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",How do resources and diversification strategy explain the performance consequences of internationalization?,MANAGEMENT DECISION,10.1108/md-10-2013-0527,https://doi.org/10.1108/md-10-2013-0527,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
614,Medium,Y,2014,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",Should I stay or should I go? Bank productivity and internationalization decisions,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,https://doi.org/10.1016/j.jbankfin.2014.02.003,,3,other,Productivity,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
617,Medium,Y,2014,"Lin, Wen-Ting",How do managers decide on internationalization processes? The role of organizational slack and performance feedback,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,https://doi.org/10.1016/j.jwb.2013.08.001,,3,other,TBD,NR - full-text needed,,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,N
623,Medium,Y,2014,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,https://doi.org/10.1017/s1740877600004381,2,3,FDI,TBD,China,,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,N
