seq,title,authors,year,doi,icrv,dpl,is_oa,pdf_url
2081,Gender diversity in top management team and corporate social responsibility performance: examining the moderating nature of TMT international experience,"Chiao, Yu-Ching; Chang, Yu-Chen; Hsu, Yi-Jung; Lu, Chang Hong; Chang, Man-Ling",2025,10.1108/gm-01-2024-0033,0,3,False,
2090,Productivity and growth decomposition: a novel single-index smooth-coefficient stochastic frontier approach,"Sun, Kai; Kumbhakar, Subal C.; Lien, Gudbrand",2025,10.1093/erae/jbae024,1,3,False,
2093,Government R&D support's effects on export performance via innovation: An analysis of organizational motivators as moderators,"Tinits, Priit; Yi, Jingtao; Fey, Carl F.; Meng, Shuang",2025,10.1016/j.ibusrev.2024.102345,0,3,False,
2109,Reframing government support for SMEs' performance in international market: the critical role of institutional context,"Jalali, Hossein S.",2025,10.1108/apjba-11-2024-0621,0,3,False,
2113,"Dynamic capabilities, ordinary capabilities and international intensity contributions to performance","Garrab, Mehdi Younes",2025,10.1108/ribs-09-2023-0102,0,3,False,
2115,Navigating international waters: the board's role in enhancing intellectual capital efficiency,"Ul Ain, Qurat; Javaid, Hafiz Mustansar; Cafaro, Emanuela Mattia; D'Alessio, Raffaele",2025,10.1108/ijoem-06-2024-0944,2,3,False,
2117,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights from Indian Manufacturing Companies,"Kaur, Navjot; Singh, Balwinder",2025,10.1177/09721509241308023,3,3,False,
2124,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,"Pedrazzoli, Agustin; Peralta, Ignacio Alvarez; Benito, Santos M. Ruesga",2025,10.1093/ser/mwaf006,0,3,False,
2128,The curvilinear relationship between digitalization and export propensity: The role of home country corruption in emerging economies,"Capelleras, Joan-Lluis; Martin-Sanchez, Victor; Zhang, Chao",2025,10.1016/j.techfore.2025.124043,0,3,False,
2133,Balancing export intensity and innovation: Uncovering the inverted-U relationship in Chinese manufacturing firms,"Zhou, Hua; Zhang, Xiaodong; Yang, Lun",2025,10.1016/j.eap.2025.02.028,2,3,False,
2134,Foreign Market Expansion Commitment and SMEs Financial Performance,"Akhgari, Mehdi; Bruning, Edward R.; Aghakhani, Hamed; Baradaran-Rafiee, Vahideh",2025,10.1080/08961530.2025.2475439,0,3,False,
2141,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,"Wang, Xiaozhuo; Yang, Guang",2025,10.1016/j.iref.2025.103973,2,3,False,
2144,"What drives SME export intensity in transition economies? The role of infrastructure, digitalisation and innovation capabilities","Edeh, Jude; Olarewaju, Adeniyi D.; Kusi, Samuel Yaw",2025,10.1016/j.techfore.2025.124123,0,3,False,
2147,Analyzing energy efficiency decisions in India's energy-intensive industries,"Grover, Cheshta; Ranjan, Ram",2026,10.1108/ijesm-12-2024-0013,3,3,False,
2177,"Export intensity, intellectual property and technology development as drivers for green innovations","Bataineh, Mohammad Jamal; Sanchez-Sellero, Pedro",2025,10.1504/ejim.2025.146843,1,3,False,
2179,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of Indian firms,"Sharma, Ruchita; Sharma, Ruchi",2025,10.1016/j.tncr.2025.200126,3,3,False,
2182,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies","Popli, Manish; Raithatha, Mehul; Gaur, Ajai",2025,10.1111/1467-8551.70001,0,3,False,
2183,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,"Bose, Tarun Kanti; Orni, Sadia Akbor; Moser, Roger",2025,10.1002/tie.70005,0,3,False,
2185,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,"Miroshnychenko, Ivan; Ardito, Lorenzo; Capolupo, Paolo; Petruzzelli, Antonio Messeni",2025,10.1111/jpim.12796,0,3,False,
2186,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diversification,"Lee, Jong Min",2025,10.1016/j.jbusres.2025.115519,0,3,False,
2204,Innovation Pressure from Domestic and Foreign Competitors and Firm Export Intensity in Transition Economies,"Yeo, Yun Dong; Lee, Seung-Hyun",2026,10.1080/10669868.2025.2554992,0,3,False,
2217,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of collaboration partners","Shahid, Subhan; Ashraf, Naeem; Khan, Raania Naeem",2026,10.1108/ijebr-06-2024-0578,1,3,False,
2219,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interaction,"Gao, Qiuling; Zhang, Zhaoyi; Bao, Xinjie; Zhuang, Xiaolin; Huang, Duo",2025,10.1108/cms-09-2024-0683,2,3,False,
2221,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,"Rehman, Saif; Rachid, Alami; Naseem, Abidi",2025,10.1080/23311975.2025.2576281,0,3,False,
2222,"Export venture sustainability strategies: an exploration of knowledge-based enablers, conditions and performance implications","Nwoba, Arinze Christian; Bicakcioglu-Peynirci, Nilay",2026,10.1108/imr-11-2024-0446,0,3,False,
2228,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,"Shahbazi, Kiumars",2025,10.1108/cr-04-2024-0074,0,3,False,
2234,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,"Danta, Subal; Rath, Badri Narayan",2025,10.1177/09721509251399758,3,3,False,
2235,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,"Goel, Rohit; Sengupta, Swapnanil; Das, Udaibir Saran",2025,10.1177/00252921251401022,3,3,False,
2236,Spillover effects of customers' geographic diversification on suppliers' operational performance: impacts and mechanisms,"Lei, Yang; Peng, Xiaosong David; Zhao, Xiande; Guo, Yue; Zhang, Yiying",2026,10.1108/ijopm-06-2025-0556,0,3,False,
2237,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,"Cheng, Cong; Chen, Linyi",2025,10.1016/j.intman.2025.101308,0,3,False,
2248,Digital orientation and performance in innovative SMEs: exploring the (curvi)linear effects,"Antenozio, Ludovica; Marques, Pilar; Bikfalvi, Andrea",2026,10.1016/j.technovation.2026.103478,1,3,False,
2249,Juggling Markets and Products: How Does Ambidexterity Impact Export Performance?,"Lisboa, Ana Catarina Cadima; Skarmeas, Dionysis; Robson, Matthew J.",2026,10.1177/1069031x251408340,0,3,False,
2252,Technology-Enabled Cross-Border Entrepreneurship: The Role of Digital Platforms in SME Expansion Through the Lens of Institutional Theory,"Nahar, Sharmin; Alam, Muntasir",2026,10.1002/tie.70093,1,3,False,
2260,"The data-driven decision-making, sustainable value creation, and international firm performance: Micro-level evidence based on AI language models","Xu, Miao; Lu, Bing",2026,10.1371/journal.pone.0340731,0,3,False,
2264,Technological complexity and global capabilities in SMEs. A survey in an Italian industrial region,"Cattaruzzo, Sebastiano; Coro, Giancarlo; Borsato, Roshan",2026,10.1080/13662716.2026.2637174,1,3,False,
2267,"The path to SME global performance: Entrepreneurial self-efficacy, perceived institutional support, and international entrepreneurial orientation","Cherchem, Naima; Clark, Daniel; Wales, William",2026,10.1016/j.jwb.2026.101726,0,3,False,
2276,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbon emissions in China's light industry,"Yu, Xiaoyuan; He, Hua; Dadashzade, Gulmira; Mamadiyarov, Zokir; Zi, Yaron",2026,10.1016/j.esr.2026.102215,2,3,False,
2280,Corporate performance effects of digital empowerment under the Belt and Road Initiative: Evidence from M&A performance and green performance,Zhang X.,2026,10.1016/j.iref.2026.105315,2,3,False,
2281,International network-oriented behavior as a strategic mechanism driving financial performance and the moderating role of absorptive capacity,Gabrielsson M.,2026,10.1016/j.indmarman.2026.05.002,0,3,False,
2284,Early Internationalization in Family and Non-family Firms: Performance Implications and the Role of Non-family Managers,Liu R.R.,2026,10.1007/s11575-026-00618-7,0,3,False,
2285,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity and Exports",Cattaruzzo S.,2026,10.1007/s13132-026-03261-7,1,3,False,
2287,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",Reddy K.,2025,10.18356/26178419-32-2-5,3,3,False,
2291,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",Heriqbaldi U.,2025,10.1016/j.joitmc.2025.100479,0,3,False,
2297,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,Wudu A.,2024,10.1016/j.heliyon.2024.e39486,0,3,False,
2305,Impact of Specific Intangible Assets on Firm Internationalization and Performance,Huimin C.,2024,10.6504/jmbr.202412_41(4).0004,0,3,False,
2306,Role of technology director in boosting internationalisation and performance: an evidence from EU sustainable firms,Fayyaz U.E.R.,2024,10.1504/ijbge.2024.141806,0,3,False,
2330,Comparing Developed and Emerging Countries Exporting Performance: Does Strategic Choice or Environmental Pressure Matter?,Gunawan J.,2022,10.1007/s40171-022-00308-x,0,3,False,
2332,Performance feedback and export intensity of Chinese private firms: Moderating roles of institution-related factors,Dong M.,2022,10.1016/j.ibusrev.2021.101948,2,3,False,
2335,What Determines Profitability in the Indian Automobile Industry?,Tyagi S.,2022,10.1177/00194662211063574,3,3,False,
2336,Internationalisation and the performance of German firms,Capar N.,2022,10.1504/jgba.2022.127205,1,3,False,
2344,Commitment to exporting as an antecedent of organizational skills and firm performance,Gonçalves T.,2021,10.1007/s11573-021-01028-x,0,3,False,
2347,Unpacking the age at initial internationalization-performance relationship: A meta-analytic investigation,Williams D.W.,2021,10.1016/j.jbvi.2020.e00210,0,3,False,
2349,Performance Effects of Internationalization: Contingency Theory Analysis of Russian Internationalized Firms,Dikova D.,2021,10.1017/mor.2020.39,2,3,False,
2353,The effect of innovation on the financial performance and export intensity of firms in emerging countries,Spuldaro J.D.,2021,10.1504/ijbir.2021.116382,0,3,False,
2355,Global Trading of Electronic Component in Indonesia Manufacturing Industry,Saria D.W.,2021,10.33403/rigeo.800652,3,3,False,
2358,"International experience, commitment, distribution adaptation and performance: a study of Ghanaian firms in B2B export markets",Sraha G.,2020,10.1108/jbim-05-2019-0197,3,3,False,
2364,Internationalisation strategies and firms' performance. A co-evolutionary study on Italian SMEs,Cristofaro M.,2020,10.1504/ijgsb.2020.109154,1,3,False,
2368,A region-wise analysis of export performance of msme sector in India and its determinants,Biswas A.,2020,10.31838/jcr.07.11.94,3,3,False,
2379,Does multinationality matter the firm performance?,Wu R.,2019,10.15722/jds.17.07.201907.45,0,3,False,
2386,International Export Orientation and Firm’s Performance: Evidence from Enterprise Survey Data of India,Ali J.,2018,10.1080/10599231.2018.1525248,3,3,False,
2388,Productivity and wage premiums: Evidence from Vietnamese ordinary and processing exporters,Vu M.,2018,10.1016/j.inteco.2017.10.006,3,3,False,
2393,Influence of financial distress on exchange rate exposure: Evidence from India,Prasad K.,2018,10.1504/aajfa.2018.095239,3,3,False,
2395,Internationalization modes and productivity of Italian manufacturing: Some firm-level evidence,Capolupo R.,2017,10.1016/j.inteco.2017.06.004,1,3,False,
2401,The Influence of International Scope on the Relationship Between Patented Environmental Innovations and Firm Performance,Bermúdez-Edo M.,2017,10.1177/0007650315576133,0,3,False,
2404,Financial structure effects on export intensity and diversification: The case of Portuguese industrial firms,Pacheco L.,2017,10.1504/ijgsb.2017.089900,1,3,False,
2405,Internationalization vs family ownership and management: the case of Portuguese wine firms,Pacheco L.M.,2017,10.1108/ijwbr-10-2016-0034,1,3,False,
2409,"Small firm internationalization, innovation, and growth",Boermans M.A.,2016,10.1007/s10368-014-0310-y,0,3,False,
2410,The consequences of DE-internationalization: Empirical evidence from Belgium,Onkelinx J.,2016,10.1108/s1571-502720160000029006,1,3,False,
2413,International expansion of family firms: The moderating role of successors and external managers,Bannò M.,2016,10.1504/ijgsb.2016.081420,1,3,False,
2414,Internationalisation and performance of SMEs: Exploring the moderating effects of intangible assets and capital intensity,Cantele S.,2016,10.1504/ijbg.2016.078407,0,3,False,
2415,Do sectoral and locational factors of Foreign Direct Investment from emerging countries matter for firm performance? The case of Korean firms' FDI in China's service sector,Lee S.B.,2016,10.1108/s1569-376720160000017020,2,3,False,
2418,Influence of internationalization orientation on export performance: in the perspective of Malaysian manufacturing firms,Behyan M.,2015,10.1108/jbim-05-2012-0091,2,3,False,
2420,Sources of competitiveness and multinationality: Emerging market firms in the electronics industry,Bhaumik S.K.,2015,10.1108/s1571-502720150000028013,0,3,False,
2427,Profitable SME internationalisation: The influence of cross-relational and relationship-specific network competence,Torkkeli L.,2014,10.1504/ijpm.2014.064972,0,3,False,
2430,Agglomeration of exporters and productivity spillovers: Firm-level evidence from Italy,Ricci A.,2014,10.3280/poli2014-002006,1,3,False,
2433,Internationalization and performance: A contextual analysis of Indian firms,Singla C.,2013,10.1016/j.jbusres.2013.05.041,3,3,False,
2436,Multinational Performance and the Geography of FDI: Evidence from 46 Countries,Yang Y.,2013,10.1007/s11575-013-0180-5,0,3,False,
2438,Firm internationalization and IPO firm performance: The moderating effects of firm ownership structure,Al-Shammari H.A.,2013,10.1108/ijcoma-03-2013-0029,0,3,False,
2444,Financial performance and internationalization in the U.S. restaurant industry: A simultaneous perspective and analysis,Hong Luan C.,2013,10.1080/10913211.2013.861229,1,3,False,
2453,The relationship between internationalisation and firm performance in the global automotive industry: Who benefits? Who not?,Giachetti C.,2012,10.1504/ijatm.2012.050362,0,3,False,
2461,The internationalization and performance of a firm: Moderating effect of a firm's behavior,Lin W.T.,2011,10.1016/j.intman.2010.12.004,0,3,False,
2462,Internationalization and Firm Performance in Agribusiness: Empirical Evidence from European Cooperatives,Heyder M.,2011,10.18461/ijfsd.v2i1.216,1,2,False,
2474,Exporting and environmental performance: A firm-level productivity analysis,Galdeano-Gómez E.,2010,10.1111/j.1467-9701.2009.01188.x,0,3,False,
2475,Causal analysis of the internationalization and performance relationship based on neural networks - advocating the transnational structure,Garbe J.N.,2009,10.1016/j.intman.2008.10.002,1,2,False,
2486,Internalisation and firm performance: Evidence from estimates of efficiency in banking in Namibia and Tanzania,Okeahalam C.,2008,10.1002/jid.1455,6,3,False,
2487,Alliance portfolio internationalization and firm performance,Lavie D.,2008,10.1287/orsc.1070.0341,0,2,False,
2490,Internationalization and performance: The moderating effects of organizational learning,Hsu C.C.,2008,10.1016/j.omega.2006.06.004,0,2,False,
2491,Nature of the relationship between international expansion and performance: The case of emerging market firms,Contractor F.J.,2007,10.1016/j.jwb.2007.06.003,0,2,False,
2493,"Product diversification, multinationality, and country involvement: What is the optimal combination?",Li L.,2007,10.1300/j042v20n04_02,0,2,False,
2494,Internationalization and the performance of born-global SMEs: The mediating role of social networks,Zhou L.,2007,10.1057/palgrave.jibs.8400282,0,2,False,
2495,An exploration of the relationship between country of origin (COE) and the internationalization-performance paradigm,Elango B.,2007,10.1007/s11575-007-0021-5,0,2,False,
2496,"Intra-regional sales, product diversity, and the performance of merchandising multinationals",Sukpanich N.,2007,10.1016/j.intman.2007.01.001,0,2,False,
2499,Profitability of rapid internationalization: The relationship between internationalization intensity and firms' export performance,Kuivalainen O.,2006,10.1300/j037v16n01_05,0,2,False,
2500,Internationalization and performance: Evidence from spanish firms,Martín Martín O.,2006,10.1300/j037v16n01_07,1,2,False,
2503,Does globalizationaffect multinational corporation performance? evidence from developed and developing countries,Sledge S.,2006,10.1300/j482v11n02_05,0,2,False,
2505,Corporate performance implications of multinationality: The role of firm specific moderators,Annavarjula M.,2006,10.1300/j482v10n04_02,0,2,False,
2513,Concentration and multinationality in European manufacturing: What's the effect on productivity?,Egger P.,2004,10.1007/s10663-004-1419-y,1,1,False,
2518,"Empirical approach to the sequential relationships between firm strategy, export activity, and performance in U.S. manufacturing firms",Lee J.,2004,10.1016/j.ibusrev.2003.05.003,1,2,False,
2522,Company performance and objectives reported by first and multi-generation family companies: A research note,Westhead P.,2003,10.1108/14626000310461231,0,2,False,
2523,"Exports, returns to scale, and total factor productivity: The case of Taiwanese manufacturing industries",Hwang A.,2003,10.1111/1467-9361.00186,1,2,False,
2525,"Multinationality, product diversification, and profitability of emerging US small- and medium-sized enterprises",Qian G.,2002,10.1016/s0883-9026(01)00080-5,1,2,False,
2527,"Profitability, multinationality and the investment opportunity set",Riahi-Belkaoui A.,2002,10.1016/s0897-3660(02)15016-1,0,2,False,
2528,The evidence from Canadian firms on multinational diversification and performance,Mathur I.,2001,10.1016/s1062-9769(00)00076-4,1,2,False,
2529,Firm internationalization and economic performance: A conceptual synthesis and an empirical assessment of the Chinese experience,Li M.,2001,10.1016/s1474-7979(01)11020-3,2,2,False,
2530,Empirical validation of a general model of growth opportunities,AlNajjar F.K.,2001,10.1108/03074350110767051,1,1,False,
2532,"International expansion by new venture firms: International diversity, mode of market entry, technological learning, and performance",Zahra S.A.,2000,10.2307/1556420,0,2,False,
2534,The impact of internationalization on the diversification-performance relationship: A replication and extension of prior research,Palich L.E.,2000,10.1016/s0148-2963(98)00074-5,0,2,False,
2537,"Multinationality, profitability and firm value",AlNajjar F.K.,1999,10.1108/03074359910766325,0,1,False,
2539,"Globalising capital, localising labour? The discursive manipulation of scale in Philips' struggle for corporate profitability",Theodore N.,1999,10.1080/13562579908721791,0,1,False,
2541,The effects of the degree of internationalization on firm performance,Riahi-Belkaoui A.,1998,10.1016/s0969-5931(98)00013-4,0,1,False,
2543,Multinationality and profitability: The contingency of the investment opportunity set,Riahi-Belkaoui A.,1998,10.1108/03074359810765499,0,1,False,
2544,Degree of Multinationality and Financial Performance: A Study of U.S.-Based Multinational Corporations,Omer K.,1998,10.1023/a:1008288309652,1,1,False,
2553,Export Behaviour and Attitudes of Small- and Medium-sized Korean Manufacturing Firms,Weaver K.M.,1990,10.1177/026624269000800404,1,1,False,
2554,Influence of firm size on export planning and performance,Samiee S.,1990,10.1016/0148-2963(90)90015-6,0,1,False,
2559,Multinationality and Performance among British Manufacturing Companies,Grant R.M.,1987,10.1057/palgrave.jibs.8490413,1,1,False,
2562,The Export Performance of Small and Medium‐Sized Canadian Manufacturers,Beamish P.W.,1986,10.1111/j.1936-4490.1986.tb00416.x,1,1,False,
2563,Sub-national foreign export development and its impact on productivity.,Zech C.,1986,10.1111/j.1468-2257.1986.tb00055.x,0,1,False,
2564,An Analysis of the Growth and Profitability of the World's Largest Firms 1972 to 1977,Buckley P.,1984,10.1111/j.1467-6435.1984.tb00738.x,0,1,False,
2567,"The influence of firm size, industry, nationality, and degree of multinationality on the growth and profitability of the World's largest firms, 1962-1972",Buckley P.,1978,10.1007/bf02696473,0,1,False,
