id,title,authors,year,journal,doi,screen_decision,screen_reason,round2_decision,round2_reason
S0707,Does Board Independence Influence the Top Management Team? Evidence from Strategic Decisions toward Internationalization,"Chen, Hsiang-Lan",2011,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,10.1111/j.1467-8683.2011.00850.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0710,Firms' Internationalisation Strategies: The Evidence,"Greenaway, David; Kneller, Richard; McGowan, Danny",2011,PALGRAVE HANDBOOK OF INTERNATIONAL TRADE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0711,THE BORN GLOBAL ILLUSION AND THE REGIONAL NATURE OF INTERNATIONAL BUSINESS,"Rugman, Alan M.; Almodovar, Paloma",2011,FUTURE OF FOREIGN DIRECT INVESTMENT AND THE MULTINATIONAL ENTERPRISE,10.1108/s1064-4857(2011)0000015015,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0716,The local/global integration of MNC subsidiaries and their technological behaviour: Argentina in the late 1990s,"Marin, Anabel; Bell, Martin",2010,RESEARCH POLICY,10.1016/j.respol.2010.04.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0722,Export-oriented small and medium industry clusters in Indonesia,"Tambunan, Tulus",2009,JOURNAL OF ENTERPRISING COMMUNITIES-PEOPLE AND PLACES IN THE GLOBAL ECONOMY,10.1108/17506200910943661,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0723,R&D intensity for innovative and adaptive purposes in overseas subsidiaries: Evidence from Japanese multinational enterprises,"Todo, Yasuyuki; Shimizutani, Satoshi",2009,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.1016/j.ribaf.2008.03.002,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0724,The export-growth relationship: estimating a dose-response function,"Fryges, Helmut",2009,APPLIED ECONOMICS LETTERS,10.2139/ssrn.900545,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0728,Modeling the diffusion of strategies: an application to exporting,"Clerides, Sofronis; Kassinis, George",2009,INDUSTRIAL AND CORPORATE CHANGE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0729,On the Internationalization of the Wireless Telecommunications Industry: A Market-Based Analysis of Six European Service Providers,"Powell, Steven R.",2009,INTERNATIONAL JOURNAL OF INTERDISCIPLINARY TELECOMMUNICATIONS AND NETWORKING,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0739,"Corporate diversification: The impact of foreign competition, industry globalization, and product diversification","Wiersema, Margarethe F.; Bowen, Harry P.",2008,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.653,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0743,Network embeddedness and new-venture internationalization: Analyzing international linkages in the German biotech industry,"Al-Laham, Andreas; Souitaris, Vangelis",2008,JOURNAL OF BUSINESS VENTURING,10.1016/j.jbusvent.2007.09.001,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0745,Is quality management a prime requisite for globalization? Some facts from the sports industry,"Abdi, Syed N. A.; Awan, Hayat M.; Bhatti, M. Ishaq",2008,QUALITY & QUANTITY,10.1007/s11135-007-9135-x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0747,The agricultural machinery industry in Argentina: from restructuring to internationalization?,"Garcia, Graciela M. C.",2008,CEPAL REVIEW,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0749,A Study on the Born Global Venture Corporation's Characteristics and Performance,"Kim, Hyung Jun; Jung, Duk Hwa",2007,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0754,Real options in multinational corporations: organizational challenges and risk implications,"Tong, Tony W.; Reuer, Jeffrey J.",2007,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/palgrave.jibs.8400260,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0765,"Globalisation, international configurations and strategic implications: The case of retailing","Leknes, HM; Carr, C",2004,LONG RANGE PLANNING,10.1016/j.lrp.2003.11.005,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0768,Internationalization of private firms: environmental turbulence and organizational strategies and resources,"Westhead, P; Wright, M; Ucbasaran, D",2004,ENTREPRENEURSHIP AND REGIONAL DEVELOPMENT,10.1080/0898562042000231929,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0770,"The changing Japanese multinational: Application, adaptation and learning in car manufacturing and financial services","Whitley, R; Morgan, G; Kelly, W; Sharpe, D",2003,JOURNAL OF MANAGEMENT STUDIES,10.1111/1467-6486.00355,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0776,Information acquisition activities: A study of global start-up exporting companies,"Yeoh, PL",2000,JOURNAL OF INTERNATIONAL MARKETING,10.1509/jimk.8.3.36.19636,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0778,"Technological convergence, globalisation and ownership in the UK computer industry","Athreye, S; Keeble, D",2000,TECHNOVATION,10.1016/s0166-4972(99)00135-2,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0779,Foreign direct investment strategies and firms' capabilities,"Siotis, G",1999,JOURNAL OF ECONOMICS & MANAGEMENT STRATEGY,10.1111/j.1430-9134.1999.00251.x,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
S0781,MULTINATIONALS DIVERSIFICATION AND THE RISK-RETURN TRADE-OFF,"KIM, WC; HWANG, P; BURGERS, WP",1993,STRATEGIC MANAGEMENT JOURNAL,,UNSURE,title_ambiguous_needs_abstract,UNSURE,still_ambiguous_needs_abstract
