seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
2175,1_DOI_FIRST,0,3,2025,"Linking Dynamic Capabilities to Export Performance in Africa: The Moderating Roles of Institutional Support, Sociopolitical Context, and Perceived Corruption",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70001,https://doi.org/10.1002/tie.70001,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/tie.70001,Y,,https://api.unpaywall.org/v2/10.1002%2Ftie.70001,https://openalex.org/works?search=Linking%20Dynamic%20Capabilities%20to%20Export%20Performance%20in%20Africa%3A%20The%20Moderating%20Roles%20of%20Institutional%20Support%2C%20Sociopoliti,https://scholar.google.com/scholar?q=Linking%20Dynamic%20Capabilities%20to%20Export%20Performance%20in%20Africa%3A%20The%20Moderating%20Roles%20of%20Institutional%20Support%2C%20Sociopoliti,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
2177,1_DOI_FIRST,1,3,2025,"Export intensity, intellectual property and technology development as drivers for green innovations",EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2025.146843,https://doi.org/10.1504/ejim.2025.146843,,,,https://api.unpaywall.org/v2/10.1504%2Fejim.2025.146843,https://openalex.org/works?search=Export%20intensity%2C%20intellectual%20property%20and%20technology%20development%20as%20drivers%20for%20green%20innovations,https://scholar.google.com/scholar?q=Export%20intensity%2C%20intellectual%20property%20and%20technology%20development%20as%20drivers%20for%20green%20innovations,,,,fsts,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
2179,1_DOI_FIRST,3,3,2025,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of Indian firms,TRANSNATIONAL CORPORATIONS REVIEW,10.1016/j.tncr.2025.200126,https://doi.org/10.1016/j.tncr.2025.200126,https://doi.org/10.1016/j.tncr.2025.200126,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.tncr.2025.200126,https://openalex.org/works?search=A%20firm-level%20analysis%20of%20the%20impact%20of%20foreign%20direct%20investment%20in%20research%20and%20development%20on%20the%20innovation%20output%20of,https://scholar.google.com/scholar?q=A%20firm-level%20analysis%20of%20the%20impact%20of%20foreign%20direct%20investment%20in%20research%20and%20development%20on%20the%20innovation%20output%20of,,,,,source:wos,,,,,0
2182,1_DOI_FIRST,0,3,2025,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.70001,https://doi.org/10.1111/1467-8551.70001,,,,https://api.unpaywall.org/v2/10.1111%2F1467-8551.70001,https://openalex.org/works?search=Speed%20of%20Institutional%20Reforms%2C%20Competitive%20Dynamics%2C%20and%20Cross-border%20Acquisitions%3A%20Evidence%20from%20Emerging%20Economies,https://scholar.google.com/scholar?q=Speed%20of%20Institutional%20Reforms%2C%20Competitive%20Dynamics%2C%20and%20Cross-border%20Acquisitions%3A%20Evidence%20from%20Emerging%20Economies,,,,,source:wos,,,,,0
2183,1_DOI_FIRST,0,3,2025,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70005,https://doi.org/10.1002/tie.70005,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.70005,https://openalex.org/works?search=Transaction%20Cost%20and%20Performance%20of%20Born%20Globals%3A%20The%20Role%20of%20Transaction%20Cost%20Institutionalism%3A%20An%20Emerging%20Economy%20Con,https://scholar.google.com/scholar?q=Transaction%20Cost%20and%20Performance%20of%20Born%20Globals%3A%20The%20Role%20of%20Transaction%20Cost%20Institutionalism%3A%20An%20Emerging%20Economy%20Con,,,,,source:wos,,,,,
2185,1_DOI_FIRST,0,3,2025,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,10.1111/jpim.12796,https://doi.org/10.1111/jpim.12796,https://doi.org/10.1111/jpim.12796,URL,,https://api.unpaywall.org/v2/10.1111%2Fjpim.12796,https://openalex.org/works?search=Old%20but%20Sold%3F%20Innovation%20Through%20Tradition%20Strategy%20for%20Export%20and%20the%20Role%20of%20Family%20Involvement,https://scholar.google.com/scholar?q=Old%20but%20Sold%3F%20Innovation%20Through%20Tradition%20Strategy%20for%20Export%20and%20the%20Role%20of%20Family%20Involvement,,,,fsts,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
2199,1_DOI_FIRST,4,3,2025,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,10.1108/jaee-01-2025-0028,https://doi.org/10.1108/jaee-01-2025-0028,,,,https://api.unpaywall.org/v2/10.1108%2Fjaee-01-2025-0028,https://openalex.org/works?search=Determinants%20of%20risk%20reporting%20practices%20in%20Saudi%20Arabia%3A%20an%20institutional%20perspective,https://scholar.google.com/scholar?q=Determinants%20of%20risk%20reporting%20practices%20in%20Saudi%20Arabia%3A%20an%20institutional%20perspective,,,,,source:multi,,,,,
2204,1_DOI_FIRST,0,3,2026,Innovation Pressure from Domestic and Foreign Competitors and Firm Export Intensity in Transition Economies,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2025.2554992,https://doi.org/10.1080/10669868.2025.2554992,,,,https://api.unpaywall.org/v2/10.1080%2F10669868.2025.2554992,https://openalex.org/works?search=Innovation%20Pressure%20from%20Domestic%20and%20Foreign%20Competitors%20and%20Firm%20Export%20Intensity%20in%20Transition%20Economies,https://scholar.google.com/scholar?q=Innovation%20Pressure%20from%20Domestic%20and%20Foreign%20Competitors%20and%20Firm%20Export%20Intensity%20in%20Transition%20Economies,,,,fsts,source:wos,,,,,0
2217,1_DOI_FIRST,1,3,2026,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of collaboration partners",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,10.1108/ijebr-06-2024-0578,https://doi.org/10.1108/ijebr-06-2024-0578,,,,https://api.unpaywall.org/v2/10.1108%2Fijebr-06-2024-0578,https://openalex.org/works?search=Navigating%20family%20control%3A%20U-shaped%20effects%20on%20innovativeness%20and%20performance%2C%20moderated%20by%20firm%20age%20and%20breadth%20of%20coll,https://scholar.google.com/scholar?q=Navigating%20family%20control%3A%20U-shaped%20effects%20on%20innovativeness%20and%20performance%2C%20moderated%20by%20firm%20age%20and%20breadth%20of%20coll,,,,n_countries,source:wos,,,,,0
2219,1_DOI_FIRST,2,3,2025,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interaction,CHINESE MANAGEMENT STUDIES,10.1108/cms-09-2024-0683,https://doi.org/10.1108/cms-09-2024-0683,,,,https://api.unpaywall.org/v2/10.1108%2Fcms-09-2024-0683,https://openalex.org/works?search=International%20ambidexterity%20and%20innovation%20performance%20of%20EMNEs%3A%20the%20moderating%20role%20of%20dynamic-static%20resource%20interact,https://scholar.google.com/scholar?q=International%20ambidexterity%20and%20innovation%20performance%20of%20EMNEs%3A%20the%20moderating%20role%20of%20dynamic-static%20resource%20interact,,,,,source:wos,,,,,0
2221,1_DOI_FIRST,0,3,2025,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2025.2576281,https://doi.org/10.1080/23311975.2025.2576281,,,,https://api.unpaywall.org/v2/10.1080%2F23311975.2025.2576281,https://openalex.org/works?search=Is%20the%20grass%20greener%20on%20the%20other%20side%3F%20The%20role%20of%20Western%20directors%20strategy%20in%20Asian%20firms,https://scholar.google.com/scholar?q=Is%20the%20grass%20greener%20on%20the%20other%20side%3F%20The%20role%20of%20Western%20directors%20strategy%20in%20Asian%20firms,,,,,source:multi,,,,,
2222,1_DOI_FIRST,0,3,2026,"Export venture sustainability strategies: an exploration of knowledge-based enablers, conditions and performance implications",INTERNATIONAL MARKETING REVIEW,10.1108/imr-11-2024-0446,https://doi.org/10.1108/imr-11-2024-0446,,,,https://api.unpaywall.org/v2/10.1108%2Fimr-11-2024-0446,https://openalex.org/works?search=Export%20venture%20sustainability%20strategies%3A%20an%20exploration%20of%20knowledge-based%20enablers%2C%20conditions%20and%20performance%20implica,https://scholar.google.com/scholar?q=Export%20venture%20sustainability%20strategies%3A%20an%20exploration%20of%20knowledge-based%20enablers%2C%20conditions%20and%20performance%20implica,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
2228,1_DOI_FIRST,0,3,2025,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,COMPETITIVENESS REVIEW,10.1108/cr-04-2024-0074,https://doi.org/10.1108/cr-04-2024-0074,,,,https://api.unpaywall.org/v2/10.1108%2Fcr-04-2024-0074,https://openalex.org/works?search=Does%20financial%20development%20contribute%20to%20the%20nonlinear%20relationship%20between%20innovation%20and%20export%20diversification%3F,https://scholar.google.com/scholar?q=Does%20financial%20development%20contribute%20to%20the%20nonlinear%20relationship%20between%20innovation%20and%20export%20diversification%3F,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
2234,1_DOI_FIRST,3,3,2025,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,GLOBAL BUSINESS REVIEW,10.1177/09721509251399758,https://doi.org/10.1177/09721509251399758,,,,https://api.unpaywall.org/v2/10.1177%2F09721509251399758,https://openalex.org/works?search=The%20Determinants%20of%20Information%20Communication%20Technology%20Adoption%20in%20the%20Case%20of%20Indian%20Manufacturing%20Sector,https://scholar.google.com/scholar?q=The%20Determinants%20of%20Information%20Communication%20Technology%20Adoption%20in%20the%20Case%20of%20Indian%20Manufacturing%20Sector,,,,fsts,source:multi,,,,,0
2235,1_DOI_FIRST,3,3,2025,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,10.1177/00252921251401022,https://doi.org/10.1177/00252921251401022,https://doi.org/10.1177/00252921251401022,URL,,https://api.unpaywall.org/v2/10.1177%2F00252921251401022,https://openalex.org/works?search=Corporate%20Foreign%20Exchange%20Risk%20in%20India%3A%20Firm-level%20Evidence%20and%20Some%20Policy%20Implications,https://scholar.google.com/scholar?q=Corporate%20Foreign%20Exchange%20Risk%20in%20India%3A%20Firm-level%20Evidence%20and%20Some%20Policy%20Implications,,,,fsts,source:multi,,,,,0
2236,1_DOI_FIRST,0,3,2026,Spillover effects of customers' geographic diversification on suppliers' operational performance: impacts and mechanisms,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,10.1108/ijopm-06-2025-0556,https://doi.org/10.1108/ijopm-06-2025-0556,,,,https://api.unpaywall.org/v2/10.1108%2Fijopm-06-2025-0556,https://openalex.org/works?search=Spillover%20effects%20of%20customers%27%20geographic%20diversification%20on%20suppliers%27%20operational%20performance%3A%20impacts%20and%20mechanisms,https://scholar.google.com/scholar?q=Spillover%20effects%20of%20customers%27%20geographic%20diversification%20on%20suppliers%27%20operational%20performance%3A%20impacts%20and%20mechanisms,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
2237,1_DOI_FIRST,0,3,2025,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2025.101308,https://doi.org/10.1016/j.intman.2025.101308,,,,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2025.101308,https://openalex.org/works?search=Profitability%20and%20CSR%3A%20Inconsistent%20performance%20feedback%20and%20OFDI%20location%20choices%20for%20firms%20in%20emerging%20countries,https://scholar.google.com/scholar?q=Profitability%20and%20CSR%3A%20Inconsistent%20performance%20feedback%20and%20OFDI%20location%20choices%20for%20firms%20in%20emerging%20countries,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,0
2246,1_DOI_FIRST,0,3,2026,Ceasing Export Activities: A Dynamic Analysis of Pre-Exit Financial and Internationalization Predictors,INFORMATION,10.3390/info17010045,https://doi.org/10.3390/info17010045,https://www.mdpi.com/2078-2489/17/1/45/pdf?version=1767522743,Y,,https://api.unpaywall.org/v2/10.3390%2Finfo17010045,https://openalex.org/works?search=Ceasing%20Export%20Activities%3A%20A%20Dynamic%20Analysis%20of%20Pre-Exit%20Financial%20and%20Internationalization%20Predictors,https://scholar.google.com/scholar?q=Ceasing%20Export%20Activities%3A%20A%20Dynamic%20Analysis%20of%20Pre-Exit%20Financial%20and%20Internationalization%20Predictors,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
2248,1_DOI_FIRST,1,3,2026,Digital orientation and performance in innovative SMEs: exploring the (curvi)linear effects,TECHNOVATION,10.1016/j.technovation.2026.103478,https://doi.org/10.1016/j.technovation.2026.103478,https://doi.org/10.1016/j.technovation.2026.103478,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.technovation.2026.103478,https://openalex.org/works?search=Digital%20orientation%20and%20performance%20in%20innovative%20SMEs%3A%20exploring%20the%20%28curvi%29linear%20effects,https://scholar.google.com/scholar?q=Digital%20orientation%20and%20performance%20in%20innovative%20SMEs%3A%20exploring%20the%20%28curvi%29linear%20effects,,,,,source:wos,,,,,0
2249,1_DOI_FIRST,0,3,2026,Juggling Markets and Products: How Does Ambidexterity Impact Export Performance?,JOURNAL OF INTERNATIONAL MARKETING,10.1177/1069031x251408340,https://doi.org/10.1177/1069031x251408340,https://doi.org/10.1177/1069031x251408340,URL,,https://api.unpaywall.org/v2/10.1177%2F1069031x251408340,https://openalex.org/works?search=Juggling%20Markets%20and%20Products%3A%20How%20Does%20Ambidexterity%20Impact%20Export%20Performance%3F,https://scholar.google.com/scholar?q=Juggling%20Markets%20and%20Products%3A%20How%20Does%20Ambidexterity%20Impact%20Export%20Performance%3F,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,0
2252,1_DOI_FIRST,1,3,2026,Technology-Enabled Cross-Border Entrepreneurship: The Role of Digital Platforms in SME Expansion Through the Lens of Institutional Theory,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70093,https://doi.org/10.1002/tie.70093,https://doi.org/10.1002/tie.70093,URL,,https://api.unpaywall.org/v2/10.1002%2Ftie.70093,https://openalex.org/works?search=Technology-Enabled%20Cross-Border%20Entrepreneurship%3A%20The%20Role%20of%20Digital%20Platforms%20in%20SME%20Expansion%20Through%20the%20Lens%20of%20Ins,https://scholar.google.com/scholar?q=Technology-Enabled%20Cross-Border%20Entrepreneurship%3A%20The%20Role%20of%20Digital%20Platforms%20in%20SME%20Expansion%20Through%20the%20Lens%20of%20Ins,,,,,source:wos,,,,,0
2260,1_DOI_FIRST,0,3,2026,"The data-driven decision-making, sustainable value creation, and international firm performance: Micro-level evidence based on AI language models",PLOS ONE,10.1371/journal.pone.0340731,https://doi.org/10.1371/journal.pone.0340731,,,,https://api.unpaywall.org/v2/10.1371%2Fjournal.pone.0340731,https://openalex.org/works?search=The%20data-driven%20decision-making%2C%20sustainable%20value%20creation%2C%20and%20international%20firm%20performance%3A%20Micro-level%20evidence%20ba,https://scholar.google.com/scholar?q=The%20data-driven%20decision-making%2C%20sustainable%20value%20creation%2C%20and%20international%20firm%20performance%3A%20Micro-level%20evidence%20ba,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,
2264,1_DOI_FIRST,1,3,2026,Technological complexity and global capabilities in SMEs. A survey in an Italian industrial region,INDUSTRY AND INNOVATION,10.1080/13662716.2026.2637174,https://doi.org/10.1080/13662716.2026.2637174,,,,https://api.unpaywall.org/v2/10.1080%2F13662716.2026.2637174,https://openalex.org/works?search=Technological%20complexity%20and%20global%20capabilities%20in%20SMEs.%20A%20survey%20in%20an%20Italian%20industrial%20region,https://scholar.google.com/scholar?q=Technological%20complexity%20and%20global%20capabilities%20in%20SMEs.%20A%20survey%20in%20an%20Italian%20industrial%20region,,,,,source:wos,,,,,0
2276,1_DOI_FIRST,2,3,2026,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbon emissions in China's light industry,ENERGY STRATEGY REVIEWS,10.1016/j.esr.2026.102215,https://doi.org/10.1016/j.esr.2026.102215,https://doi.org/10.1016/j.esr.2026.102215,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.esr.2026.102215,https://openalex.org/works?search=The%20carbon%20cost%20of%20export-oriented%20growth%3A%20Firm-level%20evidence%20on%20embedded%20carbon%20emissions%20in%20China%27s%20light%20industry,https://scholar.google.com/scholar?q=The%20carbon%20cost%20of%20export-oriented%20growth%3A%20Firm-level%20evidence%20on%20embedded%20carbon%20emissions%20in%20China%27s%20light%20industry,,,,,source:multi,,,,,0
2280,1_DOI_FIRST,2,3,2026,Corporate performance effects of digital empowerment under the Belt and Road Initiative: Evidence from M&A performance and green performance,International Review of Economics and Finance,10.1016/j.iref.2026.105315,https://doi.org/10.1016/j.iref.2026.105315,https://doi.org/10.1016/j.iref.2026.105315,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.iref.2026.105315,https://openalex.org/works?search=Corporate%20performance%20effects%20of%20digital%20empowerment%20under%20the%20Belt%20and%20Road%20Initiative%3A%20Evidence%20from%20M%26A%20performance%20a,https://scholar.google.com/scholar?q=Corporate%20performance%20effects%20of%20digital%20empowerment%20under%20the%20Belt%20and%20Road%20Initiative%3A%20Evidence%20from%20M%26A%20performance%20a,,,,,source:scopus,,,,,0
2281,1_DOI_FIRST,,,2026,International network-oriented behavior as a strategic mechanism driving financial performance and the moderating role of absorptive capacity,Industrial Marketing Management,10.1016/j.indmarman.2026.05.002,https://doi.org/10.1016/j.indmarman.2026.05.002,,,,https://api.unpaywall.org/v2/10.1016%2Fj.indmarman.2026.05.002,https://openalex.org/works?search=International%20network-oriented%20behavior%20as%20a%20strategic%20mechanism%20driving%20financial%20performance%20and%20the%20moderating%20role%20o,https://scholar.google.com/scholar?q=International%20network-oriented%20behavior%20as%20a%20strategic%20mechanism%20driving%20financial%20performance%20and%20the%20moderating%20role%20o,,,,,source:scopus,,,,,
2282,1_DOI_FIRST,1,3,2026,"Digital Transformation, Internationalization and Productivity in Small and Medium-Sized Enterprises: Unravelling Effects from Spain",Journal of the Knowledge Economy,10.1007/s13132-026-03199-w,https://doi.org/10.1007/s13132-026-03199-w,https://link.springer.com/content/pdf/10.1007/s13132-026-03199-w.pdf,Y,,https://api.unpaywall.org/v2/10.1007%2Fs13132-026-03199-w,https://openalex.org/works?search=Digital%20Transformation%2C%20Internationalization%20and%20Productivity%20in%20Small%20and%20Medium-Sized%20Enterprises%3A%20Unravelling%20Effects,https://scholar.google.com/scholar?q=Digital%20Transformation%2C%20Internationalization%20and%20Productivity%20in%20Small%20and%20Medium-Sized%20Enterprises%3A%20Unravelling%20Effects,,,,,source:scopus,,,,,0
2284,1_DOI_FIRST,0,3,2026,Early Internationalization in Family and Non-family Firms: Performance Implications and the Role of Non-family Managers,Management International Review,10.1007/s11575-026-00618-7,https://doi.org/10.1007/s11575-026-00618-7,,,,https://api.unpaywall.org/v2/10.1007%2Fs11575-026-00618-7,https://openalex.org/works?search=Early%20Internationalization%20in%20Family%20and%20Non-family%20Firms%3A%20Performance%20Implications%20and%20the%20Role%20of%20Non-family%20Managers,https://scholar.google.com/scholar?q=Early%20Internationalization%20in%20Family%20and%20Non-family%20Firms%3A%20Performance%20Implications%20and%20the%20Role%20of%20Non-family%20Managers,,,,,source:scopus | ICRV=0 auto-default; verify from full text,,,,,0
2285,1_DOI_FIRST,1,3,2026,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity and Exports",Journal of the Knowledge Economy,10.1007/s13132-026-03261-7,https://doi.org/10.1007/s13132-026-03261-7,https://doi.org/10.1007/s13132-026-03261-7,URL,,https://api.unpaywall.org/v2/10.1007%2Fs13132-026-03261-7,https://openalex.org/works?search=Robots%2C%20Firms%2C%20and%20Regions%3A%20Explaining%20Spanish%20Manufacturing%20Firms%E2%80%99%20Productivity%20and%20Exports,https://scholar.google.com/scholar?q=Robots%2C%20Firms%2C%20and%20Regions%3A%20Explaining%20Spanish%20Manufacturing%20Firms%E2%80%99%20Productivity%20and%20Exports,,,,,source:scopus,,,,,0
2287,1_DOI_FIRST,3,3,2025,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",Asia Pacific Sustainable Development Journal,10.18356/26178419-32-2-5,https://doi.org/10.18356/26178419-32-2-5,,,,https://api.unpaywall.org/v2/10.18356%2F26178419-32-2-5,https://openalex.org/works?search=DIGITALIZATION%2C%20FIRM%20PERFORMANCE%20AND%20INTERNATIONALIZATION%20OF%20MICROFIRMS%20IN%20INDIA,https://scholar.google.com/scholar?q=DIGITALIZATION%2C%20FIRM%20PERFORMANCE%20AND%20INTERNATIONALIZATION%20OF%20MICROFIRMS%20IN%20INDIA,,,,,source:scopus,,,,,0
2288,1_DOI_FIRST,1,3,2025,Being (Not) Successful in Internationalisation After Receiving Export Support: Which Predictors Are Able to Forecast It and How Accurately?,Information Switzerland,10.3390/info16070544,https://doi.org/10.3390/info16070544,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560,Y,,https://api.unpaywall.org/v2/10.3390%2Finfo16070544,https://openalex.org/works?search=Being%20%28Not%29%20Successful%20in%20Internationalisation%20After%20Receiving%20Export%20Support%3A%20Which%20Predictors%20Are%20Able%20to%20Forecast%20It%20,https://scholar.google.com/scholar?q=Being%20%28Not%29%20Successful%20in%20Internationalisation%20After%20Receiving%20Export%20Support%3A%20Which%20Predictors%20Are%20Able%20to%20Forecast%20It%20,,,,,source:scopus,,,,,0
2289,1_DOI_FIRST,2,3,2025,Internationalization and financial performance in Colombian firms,Revista De Metodos Cuantitativos Para La Economia Y La Empresa,10.46661/rev.metodoscuant.econ.empresa.10640,https://doi.org/10.46661/rev.metodoscuant.econ.empresa.10640,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051,Y,,https://api.unpaywall.org/v2/10.46661%2Frev.metodoscuant.econ.empresa.10640,https://openalex.org/works?search=Internationalization%20and%20financial%20performance%20in%20Colombian%20firms,https://scholar.google.com/scholar?q=Internationalization%20and%20financial%20performance%20in%20Colombian%20firms,,,,,source:scopus,,,,,0
2290,1_DOI_FIRST,2,3,2025,Gender Perspectives on SME International Trade and Revenue in the Digital Era: Evidence from Serbia,Journal of Women S Entrepreneurship and Education,10.28934/jwee25.12.pp198-216,https://doi.org/10.28934/jwee25.12.pp198-216,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543,Y,,https://api.unpaywall.org/v2/10.28934%2Fjwee25.12.pp198-216,https://openalex.org/works?search=Gender%20Perspectives%20on%20SME%20International%20Trade%20and%20Revenue%20in%20the%20Digital%20Era%3A%20Evidence%20from%20Serbia,https://scholar.google.com/scholar?q=Gender%20Perspectives%20on%20SME%20International%20Trade%20and%20Revenue%20in%20the%20Digital%20Era%3A%20Evidence%20from%20Serbia,,,,,source:scopus,,,,,0
2291,1_DOI_FIRST,0,3,2025,"Export promotion programs and firm performance: Linking knowledge, commitment, and market strategy to enhance competitiveness",Journal of Open Innovation Technology Market and Complexity,10.1016/j.joitmc.2025.100479,https://doi.org/10.1016/j.joitmc.2025.100479,https://doi.org/10.1016/j.joitmc.2025.100479,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.joitmc.2025.100479,https://openalex.org/works?search=Export%20promotion%20programs%20and%20firm%20performance%3A%20Linking%20knowledge%2C%20commitment%2C%20and%20market%20strategy%20to%20enhance%20competitiv,https://scholar.google.com/scholar?q=Export%20promotion%20programs%20and%20firm%20performance%3A%20Linking%20knowledge%2C%20commitment%2C%20and%20market%20strategy%20to%20enhance%20competitiv,,,,,source:scopus | ICRV=0 auto-default; verify from full text,,,,,0
2292,1_DOI_FIRST,2,3,2025,The Impact of Digital Technology Adoption and Internationalization on Manufacturing Firms’ Performance in China,International Journal of Economics and Management,10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03,Y,,https://api.unpaywall.org/v2/10.47836%2Fijeam.19.2.03,https://openalex.org/works?search=The%20Impact%20of%20Digital%20Technology%20Adoption%20and%20Internationalization%20on%20Manufacturing%20Firms%E2%80%99%20Performance%20in%20China,https://scholar.google.com/scholar?q=The%20Impact%20of%20Digital%20Technology%20Adoption%20and%20Internationalization%20on%20Manufacturing%20Firms%E2%80%99%20Performance%20in%20China,,,,,source:scopus,,,,,0
2297,1_DOI_FIRST,0,3,2024,Industry clusters and firm performance: Evidence from the leather product industry in Addis Ababa,Heliyon,10.1016/j.heliyon.2024.e39486,https://doi.org/10.1016/j.heliyon.2024.e39486,https://doi.org/10.1016/j.heliyon.2024.e39486,URL,,https://api.unpaywall.org/v2/10.1016%2Fj.heliyon.2024.e39486,https://openalex.org/works?search=Industry%20clusters%20and%20firm%20performance%3A%20Evidence%20from%20the%20leather%20product%20industry%20in%20Addis%20Ababa,https://scholar.google.com/scholar?q=Industry%20clusters%20and%20firm%20performance%3A%20Evidence%20from%20the%20leather%20product%20industry%20in%20Addis%20Ababa,,,,fsts,source:scopus | ICRV=0 auto-default; verify from full text,,,,,0
2304,1_DOI_FIRST,0,3,2024,Mediating role of competitiveness between process innovation and financial performance: Internationalization moderation,International Journal of Applied Economics Finance and Accounting,10.33094/ijaefa.v18i1.1362,https://doi.org/10.33094/ijaefa.v18i1.1362,http://onlineacademicpress.com/index.php/IJAEFA/article/download/1362/854,Y,,https://api.unpaywall.org/v2/10.33094%2Fijaefa.v18i1.1362,https://openalex.org/works?search=Mediating%20role%20of%20competitiveness%20between%20process%20innovation%20and%20financial%20performance%3A%20Internationalization%20moderation,https://scholar.google.com/scholar?q=Mediating%20role%20of%20competitiveness%20between%20process%20innovation%20and%20financial%20performance%3A%20Internationalization%20moderation,,,,,source:scopus | ICRV=0 auto-default; verify from full text,,,,,0
2305,1_DOI_FIRST,0,3,2024,Impact of Specific Intangible Assets on Firm Internationalization and Performance,Journal of Management and Business Research,10.6504/jmbr.202412_41(4).0004,https://doi.org/10.6504/jmbr.202412_41(4).0004,,,,https://api.unpaywall.org/v2/10.6504%2Fjmbr.202412_41%284%29.0004,https://openalex.org/works?search=Impact%20of%20Specific%20Intangible%20Assets%20on%20Firm%20Internationalization%20and%20Performance,https://scholar.google.com/scholar?q=Impact%20of%20Specific%20Intangible%20Assets%20on%20Firm%20Internationalization%20and%20Performance,,,,,source:scopus | ICRV=0 auto-default; verify from full text,,,,,0
2306,1_DOI_FIRST,0,3,2024,Role of technology director in boosting internationalisation and performance: an evidence from EU sustainable firms,International Journal of Business Governance and Ethics,10.1504/ijbge.2024.141806,https://doi.org/10.1504/ijbge.2024.141806,,,,https://api.unpaywall.org/v2/10.1504%2Fijbge.2024.141806,https://openalex.org/works?search=Role%20of%20technology%20director%20in%20boosting%20internationalisation%20and%20performance%3A%20an%20evidence%20from%20EU%20sustainable%20firms,https://scholar.google.com/scholar?q=Role%20of%20technology%20director%20in%20boosting%20internationalisation%20and%20performance%3A%20an%20evidence%20from%20EU%20sustainable%20firms,,,,,source:scopus,,,,,0
