seq,title,authors,year,journal,doi_enriched,doi_source,study_id,effect_id,country,sample_start,sample_end,n,r,r_quadratic,turning_point,icrv,cdai,cdai_source,cdai_missing,dpl,doi_type,fp_type,is_estimated,is_partial,is_panel,endogeneity_corrected,include_flag,notes,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type,l2_deep_flag,l2_deep_reason,priority,dedup_status,dedup_key
567,"Home institutions, internationalization and firm performance Evidence from listed Chinese firms","Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao",2015,MANAGEMENT DECISION,,crossref_no_match,Chen_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,chen_2015
569,Internationalization pathways and the performance of SMEs,"Fernandez Olmos, Marta; Diez-Vial, Isabel",2015,EUROPEAN JOURNAL OF MARKETING,,crossref_no_match,Olmos_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,in_existing,olmos_2015
571,The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,"De Noni, Ivan; Apa, Roberta",2015,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,crossref_score=77,Noni_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,noni_2015
576,International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",2015,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,crossref_score=87,AguileraCaracuel_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,aguileracaracuel_2015
578,INTERNATIONALIZATION STRATEGY AND FIRM PERFORMANCE: ESTIMATION OF CORPORATE STRATEGY EFFECT BASED ON BIG DATA OF CHINESE IT COMPANIES IN A COMPLEX NETWORK,"Huo, Da; Hung, Ken",2015,ROMANIAN JOURNAL OF ECONOMIC FORECASTING,,crossref_no_match,Huo_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,2,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,huo_2015
580,Performance management in Polish companies internationalizing their market activities,"Buchelt, Beata",2015,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,crossref_score=74,Buchelt_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,3,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,buchelt_2015
582,Effects of Location Diversification and Corporate Governance on Multinational Enterprises' Financial Performance and Risk-taking: Evidence from Taiwanese Enterprises,"Lu, Cheng-Chang; Kuan, Tsung-Han; Liu, Chwen-Chi",2015,CHINA & WORLD ECONOMY,10.1111/cwe.12128,crossref_score=87,Lu_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance|financial-perf,1,other,financial_perf,Y,L2:title-I+P-confirmed,Low,new_unique,lu_2015
590,Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",2015,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,crossref_score=61,Lu_2015,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,lu_2015
597,"Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation","Yeoh, Poh-Lin",2014,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,crossref_score=78,Yeoh_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,yeoh_2014
600,How do resources and diversification strategy explain the performance consequences of internationalization?,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",2014,MANAGEMENT DECISION,10.1108/md-10-2013-0527,crossref_score=63,Chen_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,chen_2014
602,"Testing the Regional Performance of Multinational Enterprises in the Retail Sector: The Moderating Effects of Timing, Speed and Experience","Mohr, Alex; Fastoso, Fernando; Wang, Chengang; Shirodkar, Vikrant",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12013,crossref_score=72,Mohr_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,mohr_2014
606,From M-P to MA-P: Multinationality alignment and performance,"Powell, K. Skylar",2014,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,crossref_no_match,Powell_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,powell_2014
608,A synergy effect of internationalization and firm size on performance US hotel industry,"Lee, Seoki; Upneja, Arun; Ozdemir, Ozgur; Sun, Kyung-A",2014,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,crossref_no_match,Lee_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,lee_2014
609,The impact of multinationality on firm value: A comparative analysis of machine learning techniques,"Kuzey, Cemil; Uyar, Ali; Delen, Dursun",2014,DECISION SUPPORT SYSTEMS,10.1016/j.dss.2013.11.001,crossref_score=66,Kuzey_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,kuzey_2014
614,Should I stay or should I go? Bank productivity and internationalization decisions,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",2014,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,crossref_score=76,Buch_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,buch_2014
617,How do managers decide on internationalization processes? The role of organizational slack and performance feedback,"Lin, Wen-Ting",2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,crossref_score=75,Lin_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,lin_2014
623,Chinese Outward Foreign Direct Investment Performance: The Role of Learning,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",2014,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,crossref_score=65,Lyles_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI,2,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,lyles_2014
624,Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",2014,EMERGING MARKETS FINANCE AND TRADE,,crossref_no_match,Cheng_2014,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,cheng_2014
627,Performance implications of multinationality: moderating role of foreign market entry mode,"Yildiz, Harun Emre",2013,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2013-0021,crossref_score=76,Yildiz_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|entry-mode,,entry_mode,,Y,L2:title-I+P-confirmed,High,new_unique,yildiz_2013
628,Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",2013,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,crossref_score=65,Hsu_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,hsu_2013
633,Export intensity and the productivity gains of exporting,"Manjon Antolin, Miguel; Manez, Juan A.; Rochina Barrachina, Maria E.; Sanchis Llopis, Juan A.",2013,APPLIED ECONOMICS LETTERS,,crossref_no_match,Antolin_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,WEAK-INCL:exporter,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,antolin_2013
634,"Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability","Dau, Luis Alfonso",2013,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,crossref_score=91,Dau_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=financial_perf,Y,INCL:MNE|financial-perf,,other,financial_perf,Y,L2:prescreen-Y+fp=financial_perf,Low,new_unique,dau_2013
636,Internationalisation and firm performance: state of empirical research efforts and need for improved approaches,"Oesterle, Michael-Joerg; Richta, Hannah Noriko",2013,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2013.052834,crossref_score=74,Oesterle_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,in_existing,oesterle_2013
639,Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",2013,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,crossref_score=62,Xiao_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,xiao_2013
641,"BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS","Iona, Alfonsina; Leonida, Leone; Navarra, Pietro",2013,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,crossref_score=71,Iona_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,iona_2013
643,"Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies","Mazur, Jolanta; Zaborek, Piotr",2013,INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,crossref_score=69,Mazur_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|financial-perf,3,other,financial_perf,Y,L2:title-I+P-confirmed,Medium,new_unique,mazur_2013
645,"Intangibles, Export Intensity, and Company Performance in the French Wine Industry","Amadieu, Paul; Maurel, Carole; Viviani, Jean-Laurent",2013,JOURNAL OF WINE ECONOMICS,10.1017/jwe.2013.27,crossref_score=75,Amadieu_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,amadieu_2013
648,R&D offshoring and the productivity growth of European regions,"Castellani, Davide; Pieri, Fabio",2013,RESEARCH POLICY,,crossref_no_match,Castellani_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:subsidiaries+fp,UNSURE,WEAK-INCL:subsidiaries,,,,Y,L2:subsidiaries+fp,Low,new_unique,castellani_2013
649,Multinational Performance and the Geography of FDI,"Yang, Yong; Martins, Pedro S.; Driffield, Nigel",2013,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Yang_2013,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|FDI,,FDI,,Y,L2:title-I+P-confirmed,Medium,new_unique,yang_2013
652,Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,"Wakasugi, Ryuhei; Tanaka, Ayumu",2012,MILLENNIAL ASIA,10.1177/097639961200300103,crossref_score=67,Wakasugi_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,wakasugi_2012
655,"Organisational learning capability, product innovation performance and export intensity","Alegre, Joaquin; Pla-Barber, Jose; Chiva, Ricardo; Villar, Cristina",2012,TECHNOLOGY ANALYSIS & STRATEGIC MANAGEMENT,10.1080/09537325.2012.674672,crossref_score=68,Alegre_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,alegre_2012
657,The impact of geographic diversification on export performance of small and medium-sized enterprises (SMEs),"Cieslik, Jerzy; Kaciak, Eugene; Welsh, Dianne H. B.",2012,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,,crossref_no_match,Cieslik_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:geo-diversification,,geographic_diversification,,Y,L2:title-I+P-confirmed,High,new_unique,cieslik_2012
658,"Successor characteristics, change in the degree of firm internationalization, and firm performance: The moderating role of environmental uncertainty","Lin, Wen-Ting; Liu, Yunshi",2012,JOURNAL OF MANAGEMENT & ORGANIZATION,10.5172/jmo.2012.18.1.16,crossref_score=79,Lin_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,uncertain-near-year-match,lin_2012
659,"Environmental Impact, Export Intensity, and Productivity Interactions: An Empirical Index Analysis of the Agri-Food Industry in Spain","Rodriguez-Rodriguez, Manuel; Galdeano-Gomez, Emilio; Carmona-Moreno, Eva; Godoy-Duran, Angeles",2012,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,,crossref_no_match,RodriguezRodriguez_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,,Y,L2:title-I+P-confirmed,High,new_unique,rodriguezrodriguez_2012
662,"Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity","Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix",2012,CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,crossref_score=98,Liu_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,liu_2012
663,"Multinationality, foreignness and institutional distance in the relation between R&D and productivity","Anon Higon, Dolores; Manjon Antolin, Miguel",2012,RESEARCH POLICY,,crossref_no_match,Higon_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,higon_2012
665,Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,"Andersen, Torben Juul",2012,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,crossref_score=61,Andersen_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,andersen_2012
666,Internationalization and Performance of Retail Firms: A Bayesian Dynamic Model,"Assaf, A. George; Josiassen, Alexander; Ratchford, Brian T.; Barros, Carlos Pestana",2012,JOURNAL OF RETAILING,,crossref_no_match,Assaf_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,assaf_2012
670,Internationalization and the IPO performance of new ventures,"LiPuma, Joseph A.",2012,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,crossref_score=60,LiPuma_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,lipuma_2012
674,"Export propensity, export intensity and firm performance: The role of the entrepreneurial founding team","Ganotakis, Panagiotis; Love, James H.",2012,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2012.16,crossref_score=90,Ganotakis_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:export-intensity|firm-performance,,export_ratio,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,ganotakis_2012
675,HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,"Verbeke, Alain; Forootan, M. Zaman",2012,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Verbeke_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,verbeke_2012
676,WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,"Contractor, Farok J.",2012,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,crossref_score=101,Contractor_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,Low,new_unique,contractor_2012
677,INFORMATION COSTS AND INTERNATIONALIZATION PERFORMANCE,"Fisch, Jan Hendrik",2012,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Fisch_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,fisch_2012
678,The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,"Ferrante, Maria Rosaria; Freo, Marzia",2012,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,crossref_score=88,Ferrante_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|productivity,,other,TFP,Y,L2:title-I+P-confirmed,Medium,new_unique,ferrante_2012
679,Firms' internationalization and productivity growth,"Merino, Fernando",2012,RESEARCH IN ECONOMICS,,crossref_no_match,Merino_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,merino_2012
680,Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",2012,INTERNATIONAL BUSINESS REVIEW,,crossref_no_match,Jimenez_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Low,new_unique,jimenez_2012
681,"Early internationalization and performance of small high-tech ""born-globals""","Li, Lee; Qian, Gongming; Qian, Zhengming",2012,INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,crossref_score=64,Li_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,li_2012
685,The Role of Internationalization in Explaining Innovation Performance,"Buckley, Peter J.; Kafouros, Mario I.; Sharp, John A.; Wang, Chengqi",2012,INNOVATIONS IN INTERNATIONAL BUSINESS,,crossref_no_match,Buckley_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,buckley_2012
686,Triple testing the quality of multinationality-performance research,"Verbeke, Alain; Brugman, Paul",2012,HANDBOOK OF RESEARCH ON INTERNATIONAL STRATEGIC MANAGEMENT,,crossref_no_match,Verbeke_2012,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,verbeke_2012
688,"Internationalization, internalization and the performance of US biopharmaceutical SMEs","Li, Lei; Li, Dan; Shi, Weilei (Stone)",2011,MULTINATIONAL BUSINESS REVIEW,,crossref_no_match,Li_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,li_2011
691,"Examining SME performance: the role of innovation, R&D and internationalisation","Pett, Timothy L.; Wolff, James A.",2011,INTERNATIONAL JOURNAL OF ENTREPRENEURIAL VENTURING,,crossref_no_match,Pett_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,pett_2011
692,REEXAMINATION OF THE RELATIONSHIP BETWEEN INTERNATIONALIZATION AND FIRM PERFORMANCE,"Ho, Chi-Ming; Chuang, Li-Min; Chen, Chi-Yu",2011,ACTUAL PROBLEMS OF ECONOMICS,,crossref_no_match,Ho_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,ho_2011
695,Do Export Status and Export Intensity Increase Firm Performance?,"Abor, Joshua",2011,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.20386,crossref_score=83,Abor_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:firm-performance,,export_ratio,firm_performance,Y,L2:title-I+P-confirmed,High,new_unique,abor_2011
697,Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,"Hagemejer, Jan; Kolasa, Marcin",2011,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,crossref_score=80,Hagemejer_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,3,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,hagemejer_2011
701,A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIONALITY ON PERFORMANCE,"Hennart, Jean-Francois",2011,GLOBAL STRATEGY JOURNAL,,crossref_no_match,Hennart_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,hennart_2011
704,A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,"Banalieva, Elitsa R.; Sarathy, Ravi",2011,MANAGEMENT INTERNATIONAL REVIEW,,crossref_no_match,Banalieva_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,banalieva_2011
705,Rapid FDI expansion and firm performance,"Chang, Sea-Jin; Rhee, Jay Hyuk",2011,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,crossref_no_match,Chang_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:prescreen-Y+fp=firm_performance,Y,INCL:FDI|firm-performance,,FDI,firm_performance,Y,L2:prescreen-Y+fp=firm_performance,Medium,new_unique,chang_2011
708,"Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China","Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.",2011,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,crossref_score=84,Jean_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:FDI|firm-performance,1,FDI,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,jean_2011
709,Productivity and Internationalization: A Micro-Data Approach,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",2011,ECONOMIST-NETHERLANDS,,crossref_no_match,Bergeijk_2011,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,1,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,bergeijk_2011
713,A Study on the Relationship between Multinationality and Performance among Korean Firms,"Kim, Seog-Soo",2010,JOURNAL OF KOREA TRADE,,crossref_no_match,Kim_2010,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,1,other,,Y,L2:title-I+P-confirmed,High,new_unique,kim_2010
715,The influence of international networks on internationalization speed and performance: A study of Czech SMEs,"Musteen, Martina; Francis, John; Datta, Deepak K.",2010,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,crossref_score=66,Musteen_2010,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,3,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,musteen_2010
717,Does the regional nature of multinationals affect the multinationality and performance relationship?,"Rugman, Alan M.; Oh, Chang Hoon",2010,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.02.012,crossref_score=73,Rugman_2010,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:MNE,,other,,Y,L2:title-I+P-confirmed,High,new_unique,rugman_2010
718,"Internationalization, Performance and Volatility: The World Largest Financial Groups","Outreville, J. Francois",2010,JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,crossref_score=74,Outreville_2010,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization,,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,outreville_2010
719,Internationalization and firm performance: Exploring the moderating effects of regional diversification,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",2010,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,crossref_no_match,Pan_2010,,,,,,,,,,,,,3,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|firm-performance,,other,firm_performance,Y,L2:title-I+P-confirmed,Medium,new_unique,pan_2010
720,Internationalization and Company Performance: A Study of Emerging Russian Multinationals,"Vaatanen, Juha; Podmetina, Daria; Pillania, Rajesh K.",2009,MULTINATIONAL BUSINESS REVIEW,10.1108/1525383x200900014,crossref_score=68,Vaatanen_2009,,,,,,,,,,,,,2,,,,,,,Y,L2:title-I+P-confirmed,Y,INCL:internationalization|MNE,2,other,,Y,L2:title-I+P-confirmed,Medium,new_unique,vaatanen_2009
