seq,extraction_priority,icrv,dpl,fp_type,internationalization_measure_guess,model_type,title,authors,year,journal,doi,doi_link,google_scholar,fulltext_screening_decision,sample_size_n,reported_coefficient,t_value,df_for_t,p_value,converted_r,conversion_formula,performance_measure_guess,country_guess,region_guess,study_period_start,study_period_end,curve_type,ready_for_r,notes_for_extractor,extracted_by,is_oa,oa_status,pdf_url,best_url
2394,1_DOI_FIRST,,3,composite,,,"Financial assistance, marketing assistance and export commitment to improve export performance",Purwanto S.,2018,European Research Studies Journal,10.35808/ersj/1104,https://doi.org/10.35808/ersj/1104,https://scholar.google.com/scholar?q=Financial%20assistance%2C%20marketing%20assistance%20and%20export%20commitment%20to%20improve%20export%20performance,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://www.ersj.eu/journal/1104/download,https://www.ersj.eu/journal/1104/download
482,1_DOI_FIRST,,3,Productivity,Export intensity,,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",2017,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,https://doi.org/10.1177/0149206315573998,https://scholar.google.com/scholar?q=A%20Multimediation%20Model%20of%20Learning%20by%20Exporting%3A%20Analysis%20of%20Export-Induced%20Productivity%20Gains,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Productivity,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
483,1_DOI_FIRST,,3,firm_performance,Degree of internationalization/multinationality,,"Distances, multinational organisational learning, and firm performance: a new perspective","Metz, Philipp",2017,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,https://doi.org/10.1504/ijbe.2017.10006208,https://scholar.google.com/scholar?q=Distances%2C%20multinational%20organisational%20learning%2C%20and%20firm%20performance%3A%20a%20new%20perspective,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Firm performance,TO_EXTRACT,TO_EXTRACT,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,False,closed,,
1135,1_DOI_FIRST,,3,productivity,,,"Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms","Qiu, Bin; Yan, Zhijun",2017,PACIFIC ECONOMIC REVIEW,10.1111/1468-0106.12206,https://doi.org/10.1111/1468-0106.12206,https://scholar.google.com/scholar?q=Market%20Efficiency%2C%20Heterogeneous%20Trade%20Costs%20and%20Export-Only%20Firms,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1148,1_DOI_FIRST,,3,,,,Financial dimension of internationalization: serving two masters,"Lana, Jeferson; Marcon, Rosilene; Bandeira-de-Mello, Rodrigo; Xavier, Wlamir",2017,CORPORATE GOVERNANCE-THE INTERNATIONAL JOURNAL OF BUSINESS IN SOCIETY,10.1108/cg-05-2016-0110,https://doi.org/10.1108/cg-05-2016-0110,https://scholar.google.com/scholar?q=Financial%20dimension%20of%20internationalization%3A%20serving%20two%20masters,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1160,1_DOI_FIRST,2,3,,fsts,,Innovation strategy and export intensity of Chinese SMEs: the moderating role of the home-country business environment,"Rialp-Criado, Alex; Komochkoya, Ksenia",2017,ASIAN BUSINESS & MANAGEMENT,10.1057/s41291-017-0018-2,https://doi.org/10.1057/s41291-017-0018-2,https://scholar.google.com/scholar?q=Innovation%20strategy%20and%20export%20intensity%20of%20Chinese%20SMEs%3A%20the%20moderating%20role%20of%20the%20home-country%20business%20environment,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1161,1_DOI_FIRST,1,3,sales_growth,composite,,"Information Technology, Revenues, and Profits: Exploring the Role of Foreign and Domestic Operations","Mithas, Sunil; Whitaker, Jonathan; Tafti, Ali",2017,INFORMATION SYSTEMS RESEARCH,10.1287/isre.2017.0689,https://doi.org/10.1287/isre.2017.0689,https://scholar.google.com/scholar?q=Information%20Technology%2C%20Revenues%2C%20and%20Profits%3A%20Exploring%20the%20Role%20of%20Foreign%20and%20Domestic%20Operations,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1177,1_DOI_FIRST,1,3,composite,,panel,The impact of within-country and within-firm factors on Japanese foreign subsidiary performance during economic crisis,"Cordeiro, Matheus Baldo; Ogasavara, Mario Henrique; Masiero, Gilmar",2017,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINISTRATION,10.1108/apjba-12-2016-0113,https://doi.org/10.1108/apjba-12-2016-0113,https://scholar.google.com/scholar?q=The%20impact%20of%20within-country%20and%20within-firm%20factors%20on%20Japanese%20foreign%20subsidiary%20performance%20during%20economic%20crisis,Y,,,,,,,,,,,,,,0,source:multi,,True,green,,https://www.emeraldinsight.com/doi/pdfplus/10.1108/APJBA-12-2016-0113
1184,1_DOI_FIRST,1,3,composite,,,Failure processes of exporting firms: evidence from France,"Lukason, Oliver; Vissak, Tiia",2017,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-03-2017-0020,https://doi.org/10.1108/ribs-03-2017-0020,https://scholar.google.com/scholar?q=Failure%20processes%20of%20exporting%20firms%3A%20evidence%20from%20France,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1189,1_DOI_FIRST,,3,composite,,,How personal and organizational drivers impact on SME international performance: The mediating role of organizational innovation,"Prange, Christiane; Pinho, Jose Carlos",2017,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2017.04.004,https://doi.org/10.1016/j.ibusrev.2017.04.004,https://scholar.google.com/scholar?q=How%20personal%20and%20organizational%20drivers%20impact%20on%20SME%20international%20performance%3A%20The%20mediating%20role%20of%20organizational%20in,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1191,1_DOI_FIRST,0,3,composite,,ols,NEW FACTS ABOUT BRIC MULTINATIONALS: FROM MACRO TO MICRO EVIDENCE,"Gattai, Valeria; Natale, Piergiovanna",2017,CHALLENGE OF BRIC MULTINATIONALS,10.1108/s1745-886220160000011007,https://doi.org/10.1108/s1745-886220160000011007,https://scholar.google.com/scholar?q=NEW%20FACTS%20ABOUT%20BRIC%20MULTINATIONALS%3A%20FROM%20MACRO%20TO%20MICRO%20EVIDENCE,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1199,1_DOI_FIRST,,3,composite,,,Examining drivers of e-commerce marketing capabilities and their impact on export venture e-commerce performance and export market growth: mediating role of efficiencies,"Abdolvand, Mohammad Ali; Keisami, Mina Khalili",2017,HELIX,10.29042/2017-2141-2149,https://doi.org/10.29042/2017-2141-2149,https://scholar.google.com/scholar?q=Examining%20drivers%20of%20e-commerce%20marketing%20capabilities%20and%20their%20impact%20on%20export%20venture%20e-commerce%20performance%20and%20exp,Y,,,,,,,,,,,,,,0,source:wos,,True,gold,,https://doi.org/10.29042/2017-2141-2149
1206,1_DOI_FIRST,2,3,productivity,fsts,logit_probit,Analysis on the factors of Chinese manufacturing enterprises' direct investment abroad based on Probit model,"Meng, Liang; Liang, Ying-Ying",2017,JOURNAL OF INTERDISCIPLINARY MATHEMATICS,10.1080/09720502.2017.1382199,https://doi.org/10.1080/09720502.2017.1382199,https://scholar.google.com/scholar?q=Analysis%20on%20the%20factors%20of%20Chinese%20manufacturing%20enterprises%27%20direct%20investment%20abroad%20based%20on%20Probit%20model,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1242,1_DOI_FIRST,,3,composite,,,Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospects,"Nyamulinda, Bideri Ishuheri; Gaju, Alice Karema",2017,"MANAGEMENT CHALLENGES IN DIFFERENT TYPES OF AFRICAN FIRMS: PROCESSES, PRACTICES AND PERFORMANCE",10.1007/978-981-10-4536-3_12,https://doi.org/10.1007/978-981-10-4536-3_12,https://scholar.google.com/scholar?q=Export%20Performance%20of%20SMEs%20in%20the%20Rwandan%20Mining%20Sector%3A%20Challenges%20and%20Prospects,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1299,1_DOI_FIRST,2,3,composite,,,Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprises,"Li, Ran; Cheong, Kee-Cheok",2017,JOURNAL OF CONTEMPORARY ASIA,10.1080/00472336.2017.1346697,https://doi.org/10.1080/00472336.2017.1346697,https://scholar.google.com/scholar?q=Huawei%20and%20ZTE%20in%20Malaysia%3A%20The%20Localisation%20of%20Chinese%20Transnational%20Enterprises,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2395,1_DOI_FIRST,,3,,,,Internationalization modes and productivity of Italian manufacturing: Some firm-level evidence,Capolupo R.,2017,International Economics,10.1016/j.inteco.2017.06.004,https://doi.org/10.1016/j.inteco.2017.06.004,https://scholar.google.com/scholar?q=Internationalization%20modes%20and%20productivity%20of%20Italian%20manufacturing%3A%20Some%20firm-level%20evidence,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2401,1_DOI_FIRST,,3,composite,,,The Influence of International Scope on the Relationship Between Patented Environmental Innovations and Firm Performance,Bermúdez-Edo M.,2017,Business and Society,10.1177/0007650315576133,https://doi.org/10.1177/0007650315576133,https://scholar.google.com/scholar?q=The%20Influence%20of%20International%20Scope%20on%20the%20Relationship%20Between%20Patented%20Environmental%20Innovations%20and%20Firm%20Performance,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2404,1_DOI_FIRST,,3,composite,fsts,panel,Financial structure effects on export intensity and diversification: The case of Portuguese industrial firms,Pacheco L.,2017,International Journal of Globalisation and Small Business,10.1504/ijgsb.2017.089900,https://doi.org/10.1504/ijgsb.2017.089900,https://scholar.google.com/scholar?q=Financial%20structure%20effects%20on%20export%20intensity%20and%20diversification%3A%20The%20case%20of%20Portuguese%20industrial%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2405,1_DOI_FIRST,,3,composite,fsts,panel,Internationalization vs family ownership and management: the case of Portuguese wine firms,Pacheco L.M.,2017,International Journal of Wine Business Research,10.1108/ijwbr-10-2016-0034,https://doi.org/10.1108/ijwbr-10-2016-0034,https://scholar.google.com/scholar?q=Internationalization%20vs%20family%20ownership%20and%20management%3A%20the%20case%20of%20Portuguese%20wine%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,True,green,,http://hdl.handle.net/11328/1852
1041,1_DOI_FIRST,2,3,composite,,,Cultural intelligence and export performance of small and medium enterprises in Thailand: Mediating roles of organizational capabilities,"Charoensukmongkol, Peerayuth",2016,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242614539364,https://doi.org/10.1177/0266242614539364,https://scholar.google.com/scholar?q=Cultural%20intelligence%20and%20export%20performance%20of%20small%20and%20medium%20enterprises%20in%20Thailand%3A%20Mediating%20roles%20of%20organizatio,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1044,1_DOI_FIRST,0,3,composite,,,Unpacking the relationship between young ventures' international learning effort and performance in the context of an emerging economy,"De Clercq, Dirk; Zhou, Lianxi; Wu, Aiqi",2016,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-014-0328-1,https://doi.org/10.1007/s11365-014-0328-1,https://scholar.google.com/scholar?q=Unpacking%20the%20relationship%20between%20young%20ventures%27%20international%20learning%20effort%20and%20performance%20in%20the%20context%20of%20an%20em,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1058,1_DOI_FIRST,,3,composite,,,Short- and long-run effects of internationalization and R&D intensity on firm performance,"Vithessonthi, Chaiporn; Racela, Olimpia C.",2016,JOURNAL OF MULTINATIONAL FINANCIAL MANAGEMENT,10.1016/j.mulfin.2015.12.001,https://doi.org/10.1016/j.mulfin.2015.12.001,https://scholar.google.com/scholar?q=Short-%20and%20long-run%20effects%20of%20internationalization%20and%20R%26D%20intensity%20on%20firm%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1061,1_DOI_FIRST,2,3,,fsts,,"Interrelationship among foreign presence, domestic sales and export intensity in Chinese manufacturing industries","Sun, Sizhong; Anwar, Sajid",2016,APPLIED ECONOMICS,10.1080/00036846.2015.1122733,https://doi.org/10.1080/00036846.2015.1122733,https://scholar.google.com/scholar?q=Interrelationship%20among%20foreign%20presence%2C%20domestic%20sales%20and%20export%20intensity%20in%20Chinese%20manufacturing%20industries,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1064,1_DOI_FIRST,,3,composite,,,THE EFFECTS OF HOME COUNTRY POLITICAL AND LEGAL INSTITUTIONS ON FIRMS' GEOGRAPHIC DIVERSIFICATION PERFORMANCE,"Tan, Brian Roy; Chintakananda, Asda",2016,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1117,https://doi.org/10.1002/gsj.1117,https://scholar.google.com/scholar?q=THE%20EFFECTS%20OF%20HOME%20COUNTRY%20POLITICAL%20AND%20LEGAL%20INSTITUTIONS%20ON%20FIRMS%27%20GEOGRAPHIC%20DIVERSIFICATION%20PERFORMANCE,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1081,1_DOI_FIRST,2,3,,fsts,,"Export intensity, scope, and destinations: Evidence from Brazil","Boehe, Dirk Michael; Qian, Gongming; Peng, Mike W.",2016,INDUSTRIAL MARKETING MANAGEMENT,10.1016/j.indmarman.2016.01.006,https://doi.org/10.1016/j.indmarman.2016.01.006,https://scholar.google.com/scholar?q=Export%20intensity%2C%20scope%2C%20and%20destinations%3A%20Evidence%20from%20Brazil,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
1091,1_DOI_FIRST,,3,composite,,,"Capital investment, internationalization, and firm performance: Evidence from Southeast Asian countries","Vithessonthi, Chaiporn",2016,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,10.2139/ssrn.2703930,https://doi.org/10.2139/ssrn.2703930,https://scholar.google.com/scholar?q=Capital%20investment%2C%20internationalization%2C%20and%20firm%20performance%3A%20Evidence%20from%20Southeast%20Asian%20countries,Y,,,,,,,,,,,,,,0,source:multi,,True,green,,https://doi.org/10.2139/ssrn.2703930
1112,1_DOI_FIRST,0,3,roa,,,What Drives International Competitiveness? An Empirical Test in Emerging Indonesian Market,"Prasetyo, Aries Heru",2016,JOURNAL OF COMPETITIVENESS,10.7441/joc.2016.04.08,https://doi.org/10.7441/joc.2016.04.08,https://scholar.google.com/scholar?q=What%20Drives%20International%20Competitiveness%3F%20An%20Empirical%20Test%20in%20Emerging%20Indonesian%20Market,Y,,,,,,,,,,,,,,0,source:multi,,True,gold,https://www.cjournal.cz/files/237.pdf,https://www.cjournal.cz/files/237.pdf
1115,1_DOI_FIRST,,3,composite,,,The effects of top management team composition on SME export performance: an upper echelons perspective,"Acar, F. Pinar",2016,CENTRAL EUROPEAN JOURNAL OF OPERATIONS RESEARCH,10.1007/s10100-015-0408-5,https://doi.org/10.1007/s10100-015-0408-5,https://scholar.google.com/scholar?q=The%20effects%20of%20top%20management%20team%20composition%20on%20SME%20export%20performance%3A%20an%20upper%20echelons%20perspective,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1119,1_DOI_FIRST,2,3,productivity,,,"CATEGORIZING THE LIABILITY OF FOREIGNNESS: OWNERSHIP, LOCATION, AND INTERNALIZATION-SPECIFIC DIMENSIONS","Zhou, Nan; Guillen, Mauro F.",2016,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1140,https://doi.org/10.1002/gsj.1140,https://scholar.google.com/scholar?q=CATEGORIZING%20THE%20LIABILITY%20OF%20FOREIGNNESS%3A%20OWNERSHIP%2C%20LOCATION%2C%20AND%20INTERNALIZATION-SPECIFIC%20DIMENSIONS,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1129,1_DOI_FIRST,2,3,composite,fsts,,Intensity and diversity of internationalization among small and medium-sized exporters in China,"Mac, Lancy; Evangelista, Felicitas",2016,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-08-2015-0037,https://doi.org/10.1108/mbr-08-2015-0037,https://scholar.google.com/scholar?q=Intensity%20and%20diversity%20of%20internationalization%20among%20small%20and%20medium-sized%20exporters%20in%20China,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1147,1_DOI_FIRST,2,3,composite,,panel,International diversification and firm's value: evidence from developing nations,"Bany-Ariffin, A. N.; Matemilola, Bolaji Tunde; Wahid, Liza; Abdullah, Siti",2016,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-01-2014-0016,https://doi.org/10.1108/ribs-01-2014-0016,https://scholar.google.com/scholar?q=International%20diversification%20and%20firm%27s%20value%3A%20evidence%20from%20developing%20nations,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
2410,1_DOI_FIRST,1,3,composite,,,The consequences of DE-internationalization: Empirical evidence from Belgium,Onkelinx J.,2016,Advances in International Management,10.1108/s1571-502720160000029006,https://doi.org/10.1108/s1571-502720160000029006,https://scholar.google.com/scholar?q=The%20consequences%20of%20DE-internationalization%3A%20Empirical%20evidence%20from%20Belgium,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2411,1_DOI_FIRST,,3,composite,,,Interconnecting financial performance and internationalization: A case of a rare metal producer,Lukason O.,2016,Revista Escola De Minas,10.1590/0370-44672014690102,https://doi.org/10.1590/0370-44672014690102,https://scholar.google.com/scholar?q=Interconnecting%20financial%20performance%20and%20internationalization%3A%20A%20case%20of%20a%20rare%20metal%20producer,Y,,,,,,,,,,,,,,0,source:scopus,,True,gold,https://www.scielo.br/j/rem/a/8HV6CWghLbvqwgvYVNLrSwP/?lang=en&format=pdf,https://www.scielo.br/j/rem/a/8HV6CWghLbvqwgvYVNLrSwP/?lang=en&format=pdf
2414,1_DOI_FIRST,,3,composite,,,Internationalisation and performance of SMEs: Exploring the moderating effects of intangible assets and capital intensity,Cantele S.,2016,International Journal of Business and Globalisation,10.1504/ijbg.2016.078407,https://doi.org/10.1504/ijbg.2016.078407,https://scholar.google.com/scholar?q=Internationalisation%20and%20performance%20of%20SMEs%3A%20Exploring%20the%20moderating%20effects%20of%20intangible%20assets%20and%20capital%20intensit,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2415,1_DOI_FIRST,2,3,composite,,,Do sectoral and locational factors of Foreign Direct Investment from emerging countries matter for firm performance? The case of Korean firms' FDI in China's service sector,Lee S.B.,2016,International Finance Review,10.1108/s1569-376720160000017020,https://doi.org/10.1108/s1569-376720160000017020,https://scholar.google.com/scholar?q=Do%20sectoral%20and%20locational%20factors%20of%20Foreign%20Direct%20Investment%20from%20emerging%20countries%20matter%20for%20firm%20performance%3F%20The,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
484,1_DOI_FIRST,2,3,Productivity,Export intensity,,Does Exporting Spur Firm Productivity? Evidence from Vietnam,Thi Thu Tra Pham,2015,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,10.1355/ae32-1e,https://doi.org/10.1355/ae32-1e,https://scholar.google.com/scholar?q=Does%20Exporting%20Spur%20Firm%20Productivity%3F%20Evidence%20from%20Vietnam,Y,,,,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3),Productivity,Vietnam,Asia,,,,NO,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,,True,green,,
955,1_DOI_FIRST,1,3,sales_growth,,,Standardisation and adaptation of firms' export marketing strategies in familiar European and non-familiar non-European markets,"Fuchs, Manfred; Koestner, Mariella",2015,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2015.069163,https://doi.org/10.1504/ejim.2015.069163,https://scholar.google.com/scholar?q=Standardisation%20and%20adaptation%20of%20firms%27%20export%20marketing%20strategies%20in%20familiar%20European%20and%20non-familiar%20non-European%20,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
956,1_DOI_FIRST,,3,productivity,,ols,Exploring different cultural configurations: how do they affect subsidiaries' knowledge sharing behaviors?,"Cavaliere, Vincenzo; Lombardi, Sara",2015,JOURNAL OF KNOWLEDGE MANAGEMENT,10.1108/jkm-04-2014-0167,https://doi.org/10.1108/jkm-04-2014-0167,https://scholar.google.com/scholar?q=Exploring%20different%20cultural%20configurations%3A%20how%20do%20they%20affect%20subsidiaries%27%20knowledge%20sharing%20behaviors%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
984,1_DOI_FIRST,1,3,composite,,,What Determines Small Champions' Export Performance? Evidence from Korea Firm-Level Data,"Kim, Young Gui; Suh, Jeongmeen",2015,ASIAN ECONOMIC PAPERS,10.1162/asep_a_00356,https://doi.org/10.1162/asep_a_00356,https://scholar.google.com/scholar?q=What%20Determines%20Small%20Champions%27%20Export%20Performance%3F%20Evidence%20from%20Korea%20Firm-Level%20Data,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
994,1_DOI_FIRST,,3,,fsts,,"Start-ups' Internationalization: The Impact of Business Owners' Management Experience, Start-up Experience and Professional Network on Export Intensity","Debrulle, Jonas; Maes, Johan",2015,EUROPEAN MANAGEMENT REVIEW,10.1111/emre.12050,https://doi.org/10.1111/emre.12050,https://scholar.google.com/scholar?q=Start-ups%27%20Internationalization%3A%20The%20Impact%20of%20Business%20Owners%27%20Management%20Experience%2C%20Start-up%20Experience%20and%20Professio,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1008,1_DOI_FIRST,2,3,,fsts,,"Processing trade, export intensity, and input trade liberalization: evidence from Chinese firms","Tian, Wei; Yu, Miaojie",2015,JOURNAL OF THE ASIA PACIFIC ECONOMY,10.1080/13547860.2015.1054169,https://doi.org/10.1080/13547860.2015.1054169,https://scholar.google.com/scholar?q=Processing%20trade%2C%20export%20intensity%2C%20and%20input%20trade%20liberalization%3A%20evidence%20from%20Chinese%20firms,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1012,1_DOI_FIRST,,3,composite,,,"Foreign market experience, learning by hiring and firm export performance","Masso, Jaan; Roigas, Kaert; Vahter, Priit",2015,REVIEW OF WORLD ECONOMICS,10.1007/s10290-015-0224-y,https://doi.org/10.1007/s10290-015-0224-y,https://scholar.google.com/scholar?q=Foreign%20market%20experience%2C%20learning%20by%20hiring%20and%20firm%20export%20performance,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
1013,1_DOI_FIRST,,3,composite,,,Innovation and export performance: do young and mature innovative firms differ?,"Gkypali, Areti; Rafailidis, Apostolos; Tsekouras, Kostas",2015,EURASIAN BUSINESS REVIEW,10.1007/s40821-015-0030-4,https://doi.org/10.1007/s40821-015-0030-4,https://scholar.google.com/scholar?q=Innovation%20and%20export%20performance%3A%20do%20young%20and%20mature%20innovative%20firms%20differ%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
2418,1_DOI_FIRST,2,3,composite,,,Influence of internationalization orientation on export performance: in the perspective of Malaysian manufacturing firms,Behyan M.,2015,Journal of Business and Industrial Marketing,10.1108/jbim-05-2012-0091,https://doi.org/10.1108/jbim-05-2012-0091,https://scholar.google.com/scholar?q=Influence%20of%20internationalization%20orientation%20on%20export%20performance%3A%20in%20the%20perspective%20of%20Malaysian%20manufacturing%20firms,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
2420,1_DOI_FIRST,0,3,,,,Sources of competitiveness and multinationality: Emerging market firms in the electronics industry,Bhaumik S.K.,2015,Advances in International Management,10.1108/s1571-502720150000028013,https://doi.org/10.1108/s1571-502720150000028013,https://scholar.google.com/scholar?q=Sources%20of%20competitiveness%20and%20multinationality%3A%20Emerging%20market%20firms%20in%20the%20electronics%20industry,Y,,,,,,,,,,,,,,0,source:scopus,,False,closed,,
878,1_DOI_FIRST,,3,composite,,,Export performance: multiple predictors and multiple measures approach,"Kahiya, Eldrede Tinashe; Dean, David L.",2014,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-11-2012-0119,https://doi.org/10.1108/apjml-11-2012-0119,https://scholar.google.com/scholar?q=Export%20performance%3A%20multiple%20predictors%20and%20multiple%20measures%20approach,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
882,1_DOI_FIRST,,3,composite,,,Is more always better? Risk trade-offs among internationalizing new ventures,"Fernhaber, Stephanie A.; McDougall-Covin, Patricia P.",2014,EUROPEAN BUSINESS REVIEW,10.1108/ebr-02-2013-0030,https://doi.org/10.1108/ebr-02-2013-0030,https://scholar.google.com/scholar?q=Is%20more%20always%20better%3F%20Risk%20trade-offs%20among%20internationalizing%20new%20ventures,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
889,1_DOI_FIRST,,3,composite,,,Earliness of internationalization and performance outcomes: Exploring the moderating effects of venture age and international commitment,"Zhou, Lianxi; Wu, Aiqi",2014,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.10.001,https://doi.org/10.1016/j.jwb.2013.10.001,https://scholar.google.com/scholar?q=Earliness%20of%20internationalization%20and%20performance%20outcomes%3A%20Exploring%20the%20moderating%20effects%20of%20venture%20age%20and%20internat,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
890,1_DOI_FIRST,,3,composite,,,A Regional Perspective on Multinational Expansion Strategies: Reconsidering the Three-stage Paradigm,"Oh, Chang Hoon; Contractor, Farok",2014,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12019,https://doi.org/10.1111/1467-8551.12019,https://scholar.google.com/scholar?q=A%20Regional%20Perspective%20on%20Multinational%20Expansion%20Strategies%3A%20Reconsidering%20the%20Three-stage%20Paradigm,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
893,1_DOI_FIRST,,3,composite,,,How Do Local Knowledge Spillovers and Experience Affect Export Performance?,"Diez-Vial, Isabel; Fernandez-Olmos, Marta",2014,EUROPEAN PLANNING STUDIES,10.1080/09654313.2012.741570,https://doi.org/10.1080/09654313.2012.741570,https://scholar.google.com/scholar?q=How%20Do%20Local%20Knowledge%20Spillovers%20and%20Experience%20Affect%20Export%20Performance%3F,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
913,1_DOI_FIRST,,3,composite,,,International expansion of US full-service restaurants: Positive and increasing effects on financial performance,"Rhou, Yinyoung; Koh, Yoon",2014,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2014.02.001,https://doi.org/10.1016/j.ijhm.2014.02.001,https://scholar.google.com/scholar?q=International%20expansion%20of%20US%20full-service%20restaurants%3A%20Positive%20and%20increasing%20effects%20on%20financial%20performance,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
915,1_DOI_FIRST,1,3,composite,,,An Empirical Analysis of the Effect of Internationalization on the Performance of Unlisted Family and Nonfamily Firms in Australia,"Graves, Chris; Shan, Yuan George",2014,FAMILY BUSINESS REVIEW,10.1177/0894486513491588,https://doi.org/10.1177/0894486513491588,https://scholar.google.com/scholar?q=An%20Empirical%20Analysis%20of%20the%20Effect%20of%20Internationalization%20on%20the%20Performance%20of%20Unlisted%20Family%20and%20Nonfamily%20Firms%20in,Y,,,,,,,,,,,,,,0,source:multi,,False,closed,,
918,1_DOI_FIRST,,3,composite,,,Small and medium-sized enterprise internationalisation strategy and performance in times of market turbulence,"Hilmersson, Mikael",2014,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242613497744,https://doi.org/10.1177/0266242613497744,https://scholar.google.com/scholar?q=Small%20and%20medium-sized%20enterprise%20internationalisation%20strategy%20and%20performance%20in%20times%20of%20market%20turbulence,Y,,,,,,,,,,,,,,0,source:wos,,False,closed,,
