source,source_id,authors,year,title,journal,doi,abstract
scopus,2-s2.0-85046732057,Qi J.,2018,Credit constraints and firm market entry decision: Firm-level evidence from internationalizing Chinese multinationals,North American Journal of Economics and Finance,10.1016/j.najef.2018.04.012,
scopus,2-s2.0-85077580868,Vila-Lopez N.,2018,North American entrepreneurs in Cuba: which entry mode and government affiliation strategy?,European Journal of Management and Business Economics,10.1108/ejmbe-12-2017-0065,
scopus,2-s2.0-85053788764,Menicucci E.,2018,The influence of firm characteristics on profitability: Evidence from Italian hospitality industry,International Journal of Contemporary Hospitality Management,10.1108/ijchm-04-2017-0219,
scopus,2-s2.0-85054387962,Gu J.,2018,"Location choice, ownership structure and multinational performance",Multinational Business Review,10.1108/mbr-12-2017-0105,
scopus,2-s2.0-85055921512,Fuad M.,2018,International new ventures and firm performance: evidence from India,European Business Review,10.1108/ebr-07-2016-0099,
scopus,2-s2.0-85071125743,Mullen C.,2018,Alphabet soup: the relationship between multinationality and firm performance,Transnational Corporations Review,10.1080/19186444.2018.1556519,
scopus,2-s2.0-85054368652,Ali J.,2018,International Export Orientation and Firm’s Performance: Evidence from Enterprise Survey Data of India,Journal of Asia Pacific Business,10.1080/10599231.2018.1525248,
scopus,2-s2.0-85061047217,Joensuu-Salo S.,2018,"Firm performance among internationalized smes: The interplay of market orientation, marketing capability and digitalization",Administrative Sciences,10.3390/admsci8030031,
scopus,2-s2.0-85046814729,Luo X.,2018,How firm internationalization is recognized by outsiders: The response of financial analysts,Journal of Business Research,10.1016/j.jbusres.2018.04.030,
scopus,2-s2.0-85044290803,Lee S.H.,2018,"The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms",Information Technology and Management,10.1007/s10799-018-0287-2,
scopus,2-s2.0-85052931241,Bratti M.,2018,Product innovation by supplying domestic and foreign markets,International Journal of Industrial Organization,10.1016/j.ijindorg.2018.08.001,
scopus,2-s2.0-85052218388,Shah S.,2018,Does location matter in determining firms’ performance? A comparative analysis of domestic and multinational companies,Journal of Asia Business Studies,10.1108/jabs-04-2016-0056,
scopus,2-s2.0-85042523885,Peters B.,2018,"Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom",Review of World Economics,10.1007/s10290-018-0313-9,
scopus,2-s2.0-85049563695,Freixanet J.,2018,The Impact of Managers’ Global Orientation on SME Export and Economic Performance,Management International Review,10.1007/s11575-018-0358-y,
scopus,2-s2.0-85044771222,Seyoum B.,2018,Market performance implications of modularization: Evidence from global auto firms operating in China,International Business Review,10.1016/j.ibusrev.2018.01.008,
scopus,2-s2.0-85047763385,Dobbelaere S.,2018,"Labor market imperfections, markups and productivity in multinationals and exporters",Labour Economics,10.1016/j.labeco.2018.05.004,
scopus,2-s2.0-85038907409,Vu M.,2018,Productivity and wage premiums: Evidence from Vietnamese ordinary and processing exporters,International Economics,10.1016/j.inteco.2017.10.006,
scopus,2-s2.0-85005978006,Bringmann K.,2018,Venture capital: The effect of local and global social ties on firm performance,Papers in Regional Science,10.1111/pirs.12261,
scopus,2-s2.0-85050759285,Añón Higón D.,2018,Intramural and external R&D: evidence for complementarity or substitutability,Economia Politica,10.1007/s40888-018-0100-z,
scopus,2-s2.0-85047437514,Narteh B.,2018,Foreign participation and internationalization intensity of African enterprises,International Marketing Review,10.1108/imr-12-2015-0273,
scopus,2-s2.0-85049561438,Vahlne J.E.,2018,Are multinational enterprises in retreat?,Multinational Business Review,10.1108/mbr-04-2018-0031,
scopus,2-s2.0-85059314303,Cieślik A.,2018,"Process and product innovations, multi-product status and export performance: firm-level evidence from v–4 countries",Equilibrium Quarterly Journal of Economics and Economic Policy,10.24136/eq.2018.012,
scopus,2-s2.0-85035758003,Zhang Y.,2018,Strategic resource decisions to enhance the performance of global engineering services,International Business Review,10.1016/j.ibusrev.2017.11.004,
scopus,2-s2.0-85049029085,Bhatia A.,2018,Corporate diversification and firm performance: an empirical investigation of causality,International Journal of Organizational Analysis,10.1108/ijoa-04-2017-1149,
scopus,2-s2.0-85044711457,Morgan H.M.,2018,Are SMEs with immigrant owners exceptional exporters?,Journal of Business Venturing,10.1016/j.jbusvent.2017.12.003,
scopus,2-s2.0-85035192140,Sharma C.,2018,"Exporting, access of foreign technology, and firms’ performance: Searching the link in Indian manufacturing",Quarterly Review of Economics and Finance,10.1016/j.qref.2017.11.015,
scopus,2-s2.0-85045471698,Trinh L.Q.,2018,"Internationalization and the growth of Vietnamese micro, small, and medium sized enterprises: Evidence from panel quantile regressions",Journal of Asian Economics,10.1016/j.asieco.2018.01.002,
scopus,2-s2.0-85021719213,Jin B.,2018,Dimensional effects of Korean SME’s entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,International Entrepreneurship and Management Journal,10.1007/s11365-017-0457-4,
scopus,2-s2.0-85041097174,Booltink L.W.A.,2018,The effects of R&D intensity and internationalization on the performance of non-high-tech SMEs,International Small Business Journal Researching Entrepreneurship,10.1177/0266242617707566,
scopus,2-s2.0-85041897024,Eppinger P.S.,2018,The great trade collapse and the Spanish export miracle: Firm-level evidence from the crisis,World Economy,10.1111/twec.12530,
scopus,2-s2.0-85041504270,Brancati R.,2018,Innovation activities and learning processes in the crisis: Evidence from Italian export in manufacturing and services,Industrial and Corporate Change,10.1093/icc/dtx022,
scopus,2-s2.0-85034573756,Hojnik J.,2018,Internationalization and economic performance: The mediating role of eco-innovation,Journal of Cleaner Production,10.1016/j.jclepro.2017.10.111,
scopus,2-s2.0-85033801999,Bykova A.,2018,Exports-performance relationship in Russian manufacturing companies: Does foreign ownership play an enhancing role?,Baltic Journal of Management,10.1108/bjm-04-2017-0103,
scopus,2-s2.0-85070479793,Kaushal L.A.,2018,Outward foreign direct investment: the Indian experience,Transnational Corporations Review,10.1080/19186444.2018.1436658,
scopus,2-s2.0-85047071858,Velez-Calle A.,2018,Internationalization and performance: the role of depth and breadth,Academia Revista Latinoamericana De Administracion,10.1108/arla-04-2017-0125,
scopus,2-s2.0-85045957896,Freixanet J.,2018,"Exploring the relationship between internationalization stage, innovation, and performance: The case of Spanish companies",International Journal of Business,,
scopus,2-s2.0-85033379673,Pérez-López M.C.,2018,"The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business",Revista De Contabilidad Spanish Accounting Review,10.1016/j.rcsar.2017.09.002,
scopus,2-s2.0-85051047813,Costa A.D.,2018,Internationalization patterns and their effects on company performance,Journal of Operations and Supply Chain Management,10.12660/joscmv11n1p53-63,
scopus,2-s2.0-85032826228,Cordón Lagares E.,2018,"Innovation, environmental commitment, internationalization and sustainability: A survival analysis of Spanish marine aquaculture firms",Ocean and Coastal Management,10.1016/j.ocecoaman.2017.10.024,
scopus,2-s2.0-85061175235,Georgopoulos A.,2018,Firm heterogeneity and performance in a turbulent economic environment: Evidence from greece,European Management Review,10.1111/emre.12144,
scopus,2-s2.0-85054091203,Schwens C.,2018,International entrepreneurship: A meta-analysis on the internationalization and performance relationship,Strategic Management Journal,10.1111/etap.12280,
scopus,2-s2.0-85069535158,Ermolaeva L.,2018,The role of absorptive capacity in the relationship between firm internationalization and innovation: Evidence from Russia,Journal of East European Management Studies,10.5771/0949-6181-2018-4-621,
scopus,2-s2.0-85049010586,Gabrielczak P.,2018,The links between firm-level productivity and modes of international expansion of firms from the Lodz Voivodeship,Economic Research Ekonomska Istrazivanja,10.1080/1331677x.2018.1477612,
scopus,2-s2.0-85038106262,Beugelsdijk S.,2018,Cultural Distance and Firm Internationalization: A Meta-Analytical Review and Theoretical Implications,Journal of Management,10.1177/0149206317729027,
scopus,2-s2.0-85041125422,Pichler S.,2018,An analysis of the firms-specific determinants influencing the voluntary IFRS adoption: Evidence from Italian private firms,International Journal of Accounting Auditing and Performance Evaluation,10.1504/ijaape.2018.089418,
scopus,2-s2.0-85031810858,Cieślik A.,2018,"Agglomeration externalities, competition and productivity: empirical evidence from firms located in Ukraine",Annals of Regional Science,10.1007/s00168-017-0851-4,
scopus,2-s2.0-85048608380,Mariotti S.,2018,The role of the heterogeneity of services in the transmission of spillovers to domestic manufacturing companies,Transformations in Business and Economics,,
scopus,2-s2.0-85055573552,Roelfsema H.,2018,Internationalization and innovation in emerging markets,Foresight and Sti Governance,10.17323/2500-2597.2018.3.34.42,
scopus,2-s2.0-85054472921,Prasad K.,2018,Influence of financial distress on exchange rate exposure: Evidence from India,Afro Asian Journal of Finance and Accounting,10.1504/aajfa.2018.095239,
scopus,2-s2.0-85052878201,Bouncken R.B.,2018,Cross-cultural diversity management in service firms,European Journal of International Management,10.1504/ejim.2018.094496,
scopus,2-s2.0-85061362924,Zhao Y.,2018,Research on maintenance method and upgrade strategy of engine block production line equipment,Filomat,10.2298/fil1805983z,
scopus,2-s2.0-85056605277,Purwanto S.,2018,"Financial assistance, marketing assistance and export commitment to improve export performance",European Research Studies Journal,10.35808/ersj/1104,
scopus,2-s2.0-85023745888,Capolupo R.,2017,Internationalization modes and productivity of Italian manufacturing: Some firm-level evidence,International Economics,10.1016/j.inteco.2017.06.004,
scopus,2-s2.0-86000385833,Cieślik A.,2017,"The Determinants of Export Performance of Firms in Selected MENA Countries: Comparison with CEE Countries, Israel and Turkey",Central European Economic Journal,10.1515/ceej-2017-0009,
scopus,2-s2.0-85018905219,Popli M.,2017,Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,Global Strategy Journal,10.1002/gsj.1160,
scopus,2-s2.0-85032349441,Dyduch J.,2017,Determinants of corporate social responsibility disclosure: An empirical study of Polish listed companies,Sustainability Switzerland,10.3390/su9111934,
scopus,2-s2.0-85024389165,Li R.,2017,Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprises,Journal of Contemporary Asia,10.1080/00472336.2017.1346697,
scopus,2-s2.0-85031110483,Vanegas López J.G.,2017,"Flower Export Barriers: A Comparative Study in Colombia, Mexico and Ecuador",Latin American Business Review,10.1080/10978526.2017.1354705,
scopus,2-s2.0-85014529941,Shin J.,2017,The relationship between multinationality and performance: Knowledge-intensive vs. capital-intensive service micro-multinational enterprises,International Business Review,10.1016/j.ibusrev.2017.02.005,
scopus,2-s2.0-84971646111,Tsao S.M.,2017,Internationalization and Auditor Choice,Journal of International Financial Management and Accounting,10.1111/jifm.12056,
scopus,2-s2.0-84994378361,Burlina C.,2017,Local Externalities and Firm Internationalisation,Tijdschrift Voor Economische En Sociale Geografie,10.1111/tesg.12224,
scopus,2-s2.0-85026741037,Tse C.H.,2017,A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,Journal of Management,10.1177/0149206315573998,
scopus,2-s2.0-85027233177,Richter P.M.,2017,CO2 emission intensity and exporting: Evidence from firm-level data,European Economic Review,10.1016/j.euroecorev.2017.07.011,
scopus,2-s2.0-85013857230,Chang S.J.,2017,A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,Global Strategy Journal,10.1002/gsj.1141,
scopus,2-s2.0-85018181357,Zheng L.,2017,The Impact of Regional and Institutional Factors on Labor Productive Performance—Evidence from the Township and Village Enterprise Sector in China,World Development,10.1016/j.worlddev.2017.04.006,
scopus,2-s2.0-85078529379,de Aguillar Pinho M.L.C.,2017,“Monica and Friends”: the challenge to internationalize,Emerald Emerging Markets Case Studies,10.1108/eemcs-06-2016-0139,
scopus,2-s2.0-85005978372,Castellani D.,2017,"Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide",International Business Review,10.1016/j.ibusrev.2016.10.003,
scopus,2-s2.0-85001574747,Choquette E.,2017,Born Globals—Is there fire behind the smoke?,International Business Review,10.1016/j.ibusrev.2016.10.005,
scopus,2-s2.0-85003914699,Vendrell-Herrero F.,2017,Building international business bridges in geographically isolated areas: The role of foreign market focus and outward looking competences in Latin American SMEs,Journal of World Business,10.1016/j.jwb.2016.08.007,
scopus,2-s2.0-85021054100,Mithas S.,2017,"Information technology, revenues, and profits: Exploring the role of foreign and domestic operations",Information Systems Research,10.1287/isre.2017.0689,
scopus,2-s2.0-85008156693,Defever F.,2017,Subsidies with export share requirements in China,Journal of Development Economics,10.1016/j.jdeveco.2016.12.003,
scopus,2-s2.0-84966707620,Mohr A.,2017,Internationalization Speed and Firm Performance: A Study of the Market-Seeking Expansion of Retail MNEs,Management International Review,10.1007/s11575-016-0284-9,
scopus,2-s2.0-85029924561,Thomas R.,2017,Determinants of outward foreign direct investment: A study of Indian manufacturing firms,Transnational Corporations,,
scopus,2-s2.0-85007552237,Brenes E.R.,2017,Constructing useful models of firms’ heterogeneities in implemented strategies and performance outcomes,Industrial Marketing Management,10.1016/j.indmarman.2016.12.001,
scopus,2-s2.0-85014531049,Suseno Y.,2017,The war for talent: human capital challenges for professional service firms,Asia Pacific Business Review,10.1080/13602381.2017.1287830,
scopus,2-s2.0-84987622032,Costa S.,2017,Internationalization choices and Italian firm performance during the crisis,Small Business Economics,10.1007/s11187-016-9799-5,
scopus,2-s2.0-85028242439,Borda A.,2017,"Firm internationalization, business group diversification and firm performance: The case of Latin American firms",Journal of Business Research,10.1016/j.jbusres.2016.11.006,
scopus,2-s2.0-85015159291,Cieślik A.,2017,Determinants of Productivity of Ukrainian Firms,Comparative Economic Research,10.1515/cer-2017-0001,
scopus,2-s2.0-85020776916,Plouffe M.,2017,Firm heterogeneity and trade-policy stances evidence from a survey of Japanese producers,Business and Politics,10.1017/bap.2016.6,
scopus,2-s2.0-85018946986,Mishra P.,2017,Impact of Mergers and Acquisitions on Firms’ Export Competitiveness: Experience of Indian Pharmaceutical Industry,South Asia Economic Journal,10.1177/1391561416661625,
scopus,2-s2.0-85009230792,Bermúdez-Edo M.,2017,The Influence of International Scope on the Relationship Between Patented Environmental Innovations and Firm Performance,Business and Society,10.1177/0007650315576133,
scopus,2-s2.0-85047799339,Babatunde M.A.,2017,Export propensity and intensity of Nigerian SMEs,Journal of Small Business and Entrepreneurship,10.1080/08276331.2016.1248056,
scopus,2-s2.0-85021090882,Ali H.A.R.,2017,Influential dynamic capabilities in small and medium enterprises’ internationalization,Advanced Science Letters,10.1166/asl.2017.7691,
scopus,2-s2.0-85009455183,Ganvir M.B.,2017,Internationalization and performance of Indian born globals: Moderating role of presence of foreign equity,International Journal of Emerging Markets,10.1108/ijoem-12-2014-0207,
scopus,2-s2.0-85036623589,Yang O.S.,2017,Rapid FDI expansion of firms from emerging markets: Evidence from Poland,Argumenta Oeconomica,10.15611/aoe.2017.2.15,
scopus,2-s2.0-85116247104,Pacheco L.,2017,Financial structure effects on export intensity and diversification: The case of Portuguese industrial firms,International Journal of Globalisation and Small Business,10.1504/ijgsb.2017.089900,
scopus,2-s2.0-85043354947,Pacheco L.,2017,Financial structure effects on export intensity and diversification: The case of Portuguese industrial firms,International Journal of Globalisation and Small Business,10.1504/ijgsb.2017.10011016,
scopus,2-s2.0-85021735976,Köhr C.K.,2017,Exploring determinants of internationalisation: the case of late starters,International Journal of Wine Business Research,10.1108/ijwbr-05-2016-0015,
scopus,2-s2.0-85030230467,Wąsowska A.,2017,The internationalisation of family firms: The role of the ownership structure and the composition of top management team,Entrepreneurial Business and Economics Review,10.15678/eber.2017.050110,
scopus,2-s2.0-85021699202,Pacheco L.M.,2017,Internationalization vs family ownership and management: the case of Portuguese wine firms,International Journal of Wine Business Research,10.1108/ijwbr-10-2016-0034,
scopus,2-s2.0-85045414609,Brodzicki T.,2017,Internationalisation and innovation intensities of Polish manufacturing firms: A close nexus?,Entrepreneurial Business and Economics Review,10.15678/eber.2017.050106,
scopus,2-s2.0-85015032495,Lana J.,2017,Financial dimension of internationalization: serving two masters,Corporate Governance Bingley,10.1108/cg-05-2016-0110,
scopus,2-s2.0-85045661198,Yarbrough E.,2017,Board political experience and firm internationalization strategy: A resource dependence perspective,Journal of Strategy and Management,10.1108/jsma-07-2016-0043,
scopus,2-s2.0-85031819420,Grant K.,2017,A research note on multinationality and firm performance: Nonparametric frontier analysis,International Journal of Operations and Production Management,10.1108/ijopm-04-2015-0229,
scopus,2-s2.0-85024100145,Khorrami H.,2017,Heuristics of the internationalisation of SMEs: A grounded theory method,International Journal of Management and Enterprise Development,10.1504/ijmed.2017.085040,
scopus,2-s2.0-85029795300,Li J.Y.,2017,A study on the effects of dual network embeddedness on organizational learning and internationalization performance,Eurasia Journal of Mathematics Science and Technology Education,10.12973/eurasia.2017.00832a,
scopus,2-s2.0-84994476882,García-García R.,2017,Rapid internationalization and long-term performance: The knowledge link,Journal of World Business,10.1016/j.jwb.2016.09.005,
scopus,2-s2.0-85015367837,Khasawneh A.Y.,2017,Sales nationality and debt financing impact on firm’s performance and risk: Evidence from Jordanian companies,Euromed Journal of Business,10.1108/emjb-05-2016-0015,
scopus,2-s2.0-85021881027,Choromides C.,2017,Analysis of the investment activity in south and central eastern Europe. a comparative analysis of the corporate growth model,Journal of Urban and Regional Analysis,,
scopus,2-s2.0-85014533638,Mattoussi W.,2017,The dynamics of exporting and innovation: Evidence from the Tunisian manufacturing sector,Journal of African Economies,10.1093/jae/ejw025,
scopus,2-s2.0-84975470698,Kraus S.,2017,Innovative Born Globals: Investigating The Influence Of Their Business Models On International Performance,International Journal of Innovation Management,10.1142/s1363919617500050,
scopus,2-s2.0-85006810320,Westerlund M.,2017,"Networks, business models, and competitiveness in small Finnish firms",International Journal of Business and Globalisation,10.1504/ijbg.2017.081029,
scopus,2-s2.0-85014972387,Mota J.,2017,Determinants of the capital structure of portuguese firms with investments in Angola,South African Journal of Economic and Management Sciences,10.4102/sajems.v20i1.885,
scopus,2-s2.0-85029793496,Tyagi S.,2017,Firm level profitability determinants in Indian drugs and pharmaceutical industry,International Journal of Pharmaceutical and Healthcare Marketing,10.1108/ijphm-03-2016-0016,
scopus,2-s2.0-85016590419,Baker H.K.,2017,Working capital management practices in India: survey evidence,Managerial Finance,10.1108/mf-07-2016-0186,
scopus,2-s2.0-85029802322,Sahu S.,2017,Inter-firm differences in mergers and acquisitions: a study of the pharmaceutical sector in India,Journal of Economic Studies,10.1108/jes-12-2015-0239,
scopus,2-s2.0-85037716400,Meng L.,2017,Analysis on the factors of chinese manufacturing enterprises’ direct investment abroad based on probit model,Journal of Interdisciplinary Mathematics,10.1080/09720502.2017.1382199,
scopus,2-s2.0-85021014715,Dikova D.,2017,"Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",Cross Cultural and Strategic Management,10.1108/ccsm-01-2016-0003,
scopus,2-s2.0-85029835908,Lukason O.,2017,Failure processes of exporting firms: evidence from France,Review of International Business and Strategy,10.1108/ribs-03-2017-0020,
scopus,2-s2.0-85045403856,Wojciechowski L.,2017,Productivity gap: A chance or an obstacle in absorbing benefits from FDI in a host country,Entrepreneurial Business and Economics Review,10.15678/eber.2017.050407,
scopus,2-s2.0-85027867089,Cordeiro M.B.,2017,The impact of within-country and within-firm factors on Japanese foreign subsidiary performance during economic crisis,Asia Pacific Journal of Business Administration,10.1108/apjba-12-2016-0113,
scopus,2-s2.0-84977521348,Onkelinx J.,2016,"The human factor: Investments in employee human capital, productivity, and SME internationalization",Journal of International Management,10.1016/j.intman.2016.05.002,
scopus,2-s2.0-85027920909,Frijns B.,2016,The impact of cultural diversity in corporate boards on firm performance,Journal of Corporate Finance,10.1016/j.jcorpfin.2016.07.014,
scopus,2-s2.0-84960156279,Barac M.,2016,INTERNATIONALIZATION STRATEGIES IN OLIGOPOLY WITH HETEROGENEOUS FIRMS,Bulletin of Economic Research,10.1111/boer.12076,
scopus,2-s2.0-84962781111,Boehe D.M.,2016,How does the geographic export diversification–performance relationship vary at different levels of export intensity?,International Business Review,10.1016/j.ibusrev.2016.03.011,
scopus,2-s2.0-84945400082,Rodil Ó.,2016,The relationship between innovation and export behaviour: The case of Galician firms,Technological Forecasting and Social Change,10.1016/j.techfore.2015.09.002,
scopus,2-s2.0-84978500137,Geleilate J.M.G.,2016,Home Country Institutional Effects on the Multinationality–Performance Relationship: A Comparison Between Emerging and Developed Market Multinationals,Journal of International Management,10.1016/j.intman.2016.06.001,
scopus,2-s2.0-85044838015,Aries P.H.,2016,What drives international competitiveness? An empirical test in emerging Indonesian market,Journal of Competitiveness,10.7441/joc.2016.04.08,
scopus,2-s2.0-84988516637,Zhao H.(.,2016,"Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",Journal of East West Business,10.1080/10669868.2016.1215667,
scopus,2-s2.0-84991517848,Fiore M.,2016,Managerial suggestions to sustainable market choices: A business profitability assessment on the adoption of voluntary certification in the wine industry of the Italian “Mezzogiorno” regions,Quality Access to Success,,
scopus,2-s2.0-84973539344,Bresnahan L.,2016,Does Freer Trade Really Lead to Productivity Growth? Evidence from Africa,World Development,10.1016/j.worlddev.2016.05.007,
scopus,2-s2.0-84973137943,Vithessonthi C.,2016,"Capital investment, internationalization, and firm performance: Evidence from Southeast Asian countries",Research in International Business and Finance,10.1016/j.ribaf.2016.04.019,
scopus,2-s2.0-84991457524,Pacheco L.,2016,Capital structure and internationalization: The case of Portuguese industrial SMEs,Research in International Business and Finance,10.1016/j.ribaf.2016.07.014,
scopus,2-s2.0-84951127657,Miller S.R.,2016,"International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",International Business Review,10.1016/j.ibusrev.2015.12.003,
scopus,2-s2.0-84957095168,Boehe D.M.,2016,"Export intensity, scope, and destinations: Evidence from Brazil",Industrial Marketing Management,10.1016/j.indmarman.2016.01.006,
scopus,2-s2.0-84962503090,Clegg J.,2016,The OFDI patterns and firm performance of Chinese firms: The moderating effects of multinationality strategy and external factors,International Business Review,10.1016/j.ibusrev.2016.01.010,
scopus,2-s2.0-84947902342,Tanaka K.,2016,Does policy reform promote FDI in developing economies? a firm-level simulation approach,Journal of Economic Policy Reform,10.1080/17487870.2015.1100083,
scopus,2-s2.0-84975296067,Anwar S.,2016,"Foreign direct investment, domestic sales and exports of local firms: a regional perspective from China",Journal of the Asia Pacific Economy,10.1080/13547860.2016.1176640,
scopus,2-s2.0-84981744948,Rugman A.M.,2016,Rethinking the literature on the performance of Chinese Multinational Enterprises,Management and Organization Review,10.1017/mor.2016.13,
scopus,2-s2.0-84963831004,Kirca A.H.,2016,An empirical analysis and extension of internalization theory in emerging markets: The role of firm-specific assets and asset dispersion in the multinationality-performance relationship,Journal of World Business,10.1016/j.jwb.2016.03.003,
scopus,2-s2.0-84963852863,Luan C.J.,2016,"Which ""green"" is better? An empirical study of the impact of green activities on firm performance",Asia Pacific Management Review,10.1016/j.apmrv.2015.12.001,
scopus,2-s2.0-84962654386,Ngoma T.R.,2016,"It is not whom you know, it is how well you know them: Foreign entrepreneurs building close guanxi relationships",Journal of International Entrepreneurship,10.1007/s10843-016-0172-1,
scopus,2-s2.0-84970023221,Roh J.,2016,The appointment of chief supply chain officers to top management teams: A contingency model of firm-level antecedents and consequences,Journal of Operations Management,10.1016/j.jom.2016.05.001,
scopus,2-s2.0-85018158450,Prange C.,2016,"Better at home, abroad, or both? How Chinese firms use ambidextrous internationalization strategies to drive innovation",Cross Cultural and Strategic Management,10.1108/ccsm-07-2014-0079,
scopus,2-s2.0-84964059430,Dau L.A.,2016,Knowledge will set you free: Enhancing the firm’s responsiveness to institutional change,International Journal of Emerging Markets,10.1108/ijoem-02-2014-0019,
scopus,2-s2.0-84962696377,Ma H.,2016,International diversification and corporate social responsibility: An empirical study of Chinese contractors,Management Decision,10.1108/md-07-2015-0322,
scopus,2-s2.0-84975219845,Horta I.,2016,The impact of internationalization and diversification on construction industry performance,International Journal of Strategic Property Management,10.3846/1648715x.2015.1123201,
scopus,2-s2.0-84920545916,Boermans M.A.,2016,"Small firm internationalization, innovation, and growth",International Economics and Economic Policy,10.1007/s10368-014-0310-y,
scopus,2-s2.0-84940846353,Fernández-Olmos M.,2016,Internationalisation and performance in Spanish family SMES: The W-curve,Brq Business Research Quarterly,10.1016/j.brq.2015.07.001,
scopus,2-s2.0-84961162504,Bello D.C.,2016,Performance of professional service firms from emerging markets: Role of innovative services and firm capabilities,Journal of World Business,10.1016/j.jwb.2015.11.004,
scopus,2-s2.0-84960918126,Fuchs M.,2016,Antecedents and consequences of firm’s export marketing strategy: An empirical study of Austrian SMEs (a contingency perspective),Management Research Review,10.1108/mrr-07-2014-0158,
scopus,2-s2.0-84959214541,Vithessonthi C.,2016,Short- and long-run effects of internationalization and R&D intensity on firm performance,Journal of Multinational Financial Management,10.1016/j.mulfin.2015.12.001,
scopus,2-s2.0-84960145176,Conconi P.,2016,The internationalization process of firms: From exports to FDI,Journal of International Economics,10.1016/j.jinteco.2015.12.004,
scopus,2-s2.0-84958062471,Volonté C.,2016,"Directors’ human capital, firm strategy, and firm performance",Journal of Management and Governance,10.1007/s10997-014-9304-y,
scopus,2-s2.0-84955647951,Hilmersson M.,2016,Speed of SME Internationalization and Performance,Management International Review,10.1007/s11575-015-0257-4,
scopus,2-s2.0-84954287318,Békés G.,2016,Measuring productivity premia with many modes of internationalization,Economics Letters,10.1016/j.econlet.2015.12.016,
scopus,2-s2.0-84953350683,Luo Y.,2016,How valuable is information and communication technology? A study of emerging economy enterprises,Journal of World Business,10.1016/j.jwb.2015.06.001,
scopus,2-s2.0-84953354620,Dikova D.,2016,What is beneficial for first-time SME-exporters from a transition economy: A diversified or a focused export-strategy?,Journal of World Business,10.1016/j.jwb.2015.05.001,
scopus,2-s2.0-84921453360,Bhaumik S.K.,2016,"Country specific advantage, firm specific advantage and multinationality – Sources of competitive advantage in emerging markets: Evidence from the electronics industry in China",International Business Review,10.1016/j.ibusrev.2014.12.006,
scopus,2-s2.0-84954392441,Altuzarra A.,2016,Understanding Export Market Success: Evidence from Manufacturing Firms,Open Economies Review,10.1007/s11079-015-9368-6,
scopus,2-s2.0-84951077785,Clarke R.,2016,SMEs and social capital: exploring the Brazilian context,European Business Review,10.1108/ebr-03-2013-0065,
scopus,2-s2.0-84953873100,Zhang M.,2016,Institutional effect on born global firms in China: the role of Sun Tzu’s The Art of War strategies,Journal of Asia Business Studies,10.1108/jabs-11-2014-0084,
scopus,2-s2.0-84976351451,Onkelinx J.,2016,The consequences of DE-internationalization: Empirical evidence from Belgium,Advances in International Management,10.1108/s1571-502720160000029006,
scopus,2-s2.0-84978946810,Jeong S.,2016,Types of foreign networks and internationalization performance of Korean SMEs,Multinational Business Review,10.1108/mbr-08-2015-0039,
scopus,2-s2.0-84959367220,Lukason O.,2016,Interconnecting financial performance and internationalization: A case of a rare metal producer,Revista Escola De Minas,10.1590/0370-44672014690102,
scopus,2-s2.0-84975136474,Prasanthi K.,2016,Internationalization of SMEs: An empirical study in Vijayawada City,Man in India,,
scopus,2-s2.0-84990228367,Ral-Trebacz A.,2016,Performance effects of multinationality: Evidence from european companies,European Journal of International Management,10.1504/ejim.2016.10000381,
scopus,2-s2.0-85009216289,Bannò M.,2016,International expansion of family firms: The moderating role of successors and external managers,International Journal of Globalisation and Small Business,10.1504/ijgsb.2016.081420,
scopus,2-s2.0-85116217316,Ral-Trebacz A.,2016,Performance effects of multinationality: Evidence from European companies,European Journal of International Management,10.1504/ejim.2016.079528,
scopus,2-s2.0-84983543051,Cantele S.,2016,Internationalisation and performance of SMEs: Exploring the moderating effects of intangible assets and capital intensity,International Journal of Business and Globalisation,10.1504/ijbg.2016.078407,
scopus,2-s2.0-85047962080,Reis J.,2016,The impact of industry characteristics on firms’ export intensity,International Area Studies Review,10.1177/2233865916646560,
scopus,2-s2.0-85015272412,Bany-Ariffin A.N.,2016,International diversification and firm’s value: evidence from developing nations,Review of International Business and Strategy,10.1108/ribs-01-2014-0016,
scopus,2-s2.0-85006324667,Chen Y.,2016,Linking key performance indicators to new international venture survival,Journal of International Accounting Research,10.2308/jiar-51604,
