seq,priority,icrv,dpl,year,title,journal,doi,doi_url,unpaywall_url,pdf_url,is_oa,oa_status,extraction_status,notes
1823,1_DOI_FIRST,2,3,2023,The More the Merrier? Evidence from Firm-Level Exports and Environmental Perform,ENVIRONMENTAL & RESOURCE ECONOMICS,10.1007/s10640-022-00717-7,https://doi.org/10.1007/s10640-022-00717-7,https://api.unpaywall.org/v2/10.1007/s10640-022-00717-7?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1826,1_DOI_FIRST,3,3,2023,Impact of export intensity on energy intensity in manufacturing plants: Evidence,JOURNAL OF INTERNATIONAL TRADE & ECONOMI,10.1080/09638199.2022.2125552,https://doi.org/10.1080/09638199.2022.2125552,https://api.unpaywall.org/v2/10.1080/09638199.2022.2125552?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1834,1_DOI_FIRST,2,3,2023,Agglomeration and firm performance in times of economic turmoil: Evidence from T,GROWTH AND CHANGE,10.1111/grow.12657,https://doi.org/10.1111/grow.12657,https://api.unpaywall.org/v2/10.1111/grow.12657?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1842,1_DOI_FIRST,2,3,2022,Does Corporate ESG Performance Improve Export Intensity? Evidence from Chinese L,SUSTAINABILITY,10.3390/su142012981,https://doi.org/10.3390/su142012981,https://api.unpaywall.org/v2/10.3390/su142012981?email=huongdt@vlute.edu.vn,https://www.mdpi.com/2071-1050/14/20/12981/pdf?version=1665648089,True,gold,,source:wos
1845,1_DOI_FIRST,2,3,2022,Incubator role of foreign venture capital: evidence from overseas listing of ent,ECONOMIC RESEARCH-EKONOMSKA ISTRAZIVANJA,10.1080/1331677x.2022.2142637,https://doi.org/10.1080/1331677x.2022.2142637,https://api.unpaywall.org/v2/10.1080/1331677x.2022.2142637?email=huongdt@vlute.edu.vn,,,,,source:multi
1860,1_DOI_FIRST,2,3,2024,"Examining the nonlinear relationships of corporate social responsibility, innova",ENGINEERING CONSTRUCTION AND ARCHITECTUR,10.1108/ecam-03-2022-0286,https://doi.org/10.1108/ecam-03-2022-0286,https://api.unpaywall.org/v2/10.1108/ecam-03-2022-0286?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1876,1_DOI_FIRST,1,3,2023,"When in Rome, do as the Romans do: can international marketing adaptation improv",JOURNAL OF BUSINESS & INDUSTRIAL MARKETI,10.1108/jbim-03-2022-0145,https://doi.org/10.1108/jbim-03-2022-0145,https://api.unpaywall.org/v2/10.1108/jbim-03-2022-0145?email=huongdt@vlute.edu.vn,,,,MANUAL_REQUIRED,Guedes Fernandes Crespo Patel (2023) 3630 young INV Portugal
1892,1_DOI_FIRST,3,3,2023,Slack Resources and Export Intensity: New Empirical Evidence from Vietnam,ECONOMIES,10.3390/economies11020068,https://doi.org/10.3390/economies11020068,https://api.unpaywall.org/v2/10.3390/economies11020068?email=huongdt@vlute.edu.vn,https://www.mdpi.com/2227-7099/11/2/68/pdf?version=1676599854,True,gold,,source:wos
1894,1_DOI_FIRST,1,3,2023,How Organizational Resources and Managerial Features Affect Business Performance,SUSTAINABILITY,10.3390/su15043522,https://doi.org/10.3390/su15043522,https://api.unpaywall.org/v2/10.3390/su15043522?email=huongdt@vlute.edu.vn,https://www.mdpi.com/2071-1050/15/4/3522/pdf?version=1676382979,True,gold,,source:wos
1895,1_DOI_FIRST,3,3,2023,Strategic orientation and its role in linking human capital with the performance,JOURNAL OF RESEARCH IN MARKETING AND ENT,10.1108/jrme-11-2021-0150,https://doi.org/10.1108/jrme-11-2021-0150,https://api.unpaywall.org/v2/10.1108/jrme-11-2021-0150?email=huongdt@vlute.edu.vn,,,,,source:wos
1905,1_DOI_FIRST,3,3,2023,Spillover effects of foreign direct investment on manufacturing exports and impo,STUDIES IN ECONOMICS AND FINANCE,10.1108/sef-12-2022-0551,https://doi.org/10.1108/sef-12-2022-0551,https://api.unpaywall.org/v2/10.1108/sef-12-2022-0551?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1909,1_DOI_FIRST,1,3,2022,Profitability determinants of the natural stone industry: Evidence from Spain an,PLOS ONE,10.1371/journal.pone.0276885,https://doi.org/10.1371/journal.pone.0276885,https://api.unpaywall.org/v2/10.1371/journal.pone.0276885?email=huongdt@vlute.edu.vn,,,,,source:multi
1911,1_DOI_FIRST,3,3,2023,Do international resources configure SMEs' sustainable performance in the digita,RESOURCES POLICY,10.1016/j.resourpol.2022.103169,https://doi.org/10.1016/j.resourpol.2022.103169,https://api.unpaywall.org/v2/10.1016/j.resourpol.2022.103169?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1918,1_DOI_FIRST,3,3,2023,Blood and Water: Information Technology Investment and Control in Family-owned B,JOURNAL OF MANAGEMENT INFORMATION SYSTEM,10.1080/07421222.2023.2172770,https://doi.org/10.1080/07421222.2023.2172770,https://api.unpaywall.org/v2/10.1080/07421222.2023.2172770?email=huongdt@vlute.edu.vn,,,,,source:wos
1921,1_DOI_FIRST,2,3,2024,On the Direct and Indirect Effects of ICT on SMEs Export Performance: Evidence f,JOURNAL OF THE KNOWLEDGE ECONOMY,10.1007/s13132-023-01378-7,https://doi.org/10.1007/s13132-023-01378-7,https://api.unpaywall.org/v2/10.1007/s13132-023-01378-7?email=huongdt@vlute.edu.vn,https://link.springer.com/content/pdf/10.1007/s13132-023-01378-7.pdf,True,hybrid,,source:wos
1922,1_DOI_FIRST,3,3,2023,"ICT Investment, Adoption of ISO 14000 Certification, and Export Performance in I",JOURNAL OF QUANTITATIVE ECONOMICS,10.1007/s40953-023-00350-1,https://doi.org/10.1007/s40953-023-00350-1,https://api.unpaywall.org/v2/10.1007/s40953-023-00350-1?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
1930,1_DOI_FIRST,3,3,2023,"Internationalisation, employment generation and wage premia: evidence from India",MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3936,https://doi.org/10.1002/mde.3936,https://api.unpaywall.org/v2/10.1002/mde.3936?email=huongdt@vlute.edu.vn,,,,,source:wos
1936,1_DOI_FIRST,3,3,2023,Do National Export Promotion Programs in Indonesia support export competitivenes,HELIYON,10.1016/j.heliyon.2023.e16918,https://doi.org/10.1016/j.heliyon.2023.e16918,https://api.unpaywall.org/v2/10.1016/j.heliyon.2023.e16918?email=huongdt@vlute.edu.vn,http://www.cell.com/article/S2405844023041257/pdf,True,gold,,source:wos
1942,1_DOI_FIRST,1,3,2023,Technological knowledge intensity and entry modes in the European automotive ind,EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,10.1504/ejim.2023.131703,https://doi.org/10.1504/ejim.2023.131703,https://api.unpaywall.org/v2/10.1504/ejim.2023.131703?email=huongdt@vlute.edu.vn,,False,closed,MANUAL_REQUIRED,Buigues Lacoste (2023) 6 auto firms France/Germany/Italy 11-
1957,1_DOI_FIRST,1,3,2023,In search of markets and technology: the role of cross-border knowledge for dome,INDUSTRIAL AND CORPORATE CHANGE,10.1093/icc/dtad045,https://doi.org/10.1093/icc/dtad045,https://api.unpaywall.org/v2/10.1093/icc/dtad045?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
1967,1_DOI_FIRST,3,3,2024,Multinational enterprises and local firms' export market entry: A panel data ana,AGRIBUSINESS,10.1002/agr.21872,https://doi.org/10.1002/agr.21872,https://api.unpaywall.org/v2/10.1002/agr.21872?email=huongdt@vlute.edu.vn,,True,green,,source:wos
1985,1_DOI_FIRST,1,3,2024,The Effect of Foreign Divestment on Subsequent Firm Performance: The Moderating ,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12786,https://doi.org/10.1111/1467-8551.12786,https://api.unpaywall.org/v2/10.1111/1467-8551.12786?email=huongdt@vlute.edu.vn,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/1467-8551.12786,True,hybrid,,source:multi
1996,1_DOI_FIRST,1,3,2023,FINANCIAL PERFORMANCE DETERMINANTS OF UKRAINIAN AGRICULTURAL COMPANIES IN THE PR,AGRICULTURAL AND RESOURCE ECONOMICS-INTE,10.51599/are.2023.09.04.05,https://doi.org/10.51599/are.2023.09.04.05,https://api.unpaywall.org/v2/10.51599/are.2023.09.04.05?email=huongdt@vlute.edu.vn,https://are-journal.com/are/article/download/755/415,True,gold,,source:multi
2008,1_DOI_FIRST,1,3,2024,The comparison of RBV-based competitiveness of Hungarian family-owned and non-fa,COMPETITIVENESS REVIEW,10.1108/cr-02-2023-0017,https://doi.org/10.1108/cr-02-2023-0017,https://api.unpaywall.org/v2/10.1108/cr-02-2023-0017?email=huongdt@vlute.edu.vn,,,,,source:wos
2015,1_DOI_FIRST,3,3,2024,The effect of R&D expenditures on firm value with firm size moderation in an Ind,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2317448,https://doi.org/10.1080/23311975.2024.2317448,https://api.unpaywall.org/v2/10.1080/23311975.2024.2317448?email=huongdt@vlute.edu.vn,,,,,source:wos
2025,1_DOI_FIRST,1,3,2023,Does industry experience positively moderate the quadratic relationship between ,INTERNATIONAL JOURNAL OF ENTREPRENEURSHI,10.1504/ijesb.2020.10032033,https://doi.org/10.1504/ijesb.2020.10032033,https://api.unpaywall.org/v2/10.1504/ijesb.2020.10032033?email=huongdt@vlute.edu.vn,https://figshare.com/articles/journal_contribution/Does_industry_experience_positively_moderate_the_quadratic_relationship_between_coopetition_and_financial_performance_Evidence_from_the_New_Zealand_wine_sector/11912517/1/files/21851199.pdf,True,closed,,source:wos
2028,1_DOI_FIRST,3,3,2024,"Effect of Demonetization on Advertising, Research & Development and Human Resour",VISION-THE JOURNAL OF BUSINESS PERSPECTI,10.1177/09722629211042437,https://doi.org/10.1177/09722629211042437,https://api.unpaywall.org/v2/10.1177/09722629211042437?email=huongdt@vlute.edu.vn,,,,,source:wos
2032,1_DOI_FIRST,1,3,2026,Determining the influence of belonging to a wine protected designation of origin,AGRIBUSINESS,10.1002/agr.21947,https://doi.org/10.1002/agr.21947,https://api.unpaywall.org/v2/10.1002/agr.21947?email=huongdt@vlute.edu.vn,,,,,source:wos
2046,1_DOI_FIRST,3,3,2024,Generous to a fault: Differential impact of CSR investments on financial gains i,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101142,https://doi.org/10.1016/j.intman.2024.101142,https://api.unpaywall.org/v2/10.1016/j.intman.2024.101142?email=huongdt@vlute.edu.vn,,True,hybrid,,source:wos
2066,1_DOI_FIRST,2,3,2024,Is OFDI persistence beneficial for firms' performance? Evidence from Chinese fir,BALTIC JOURNAL OF MANAGEMENT,10.1108/bjm-02-2024-0058,https://doi.org/10.1108/bjm-02-2024-0058,https://api.unpaywall.org/v2/10.1108/bjm-02-2024-0058?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
2090,1_DOI_FIRST,1,3,2025,Productivity and growth decomposition: a novel single-index smooth-coefficient s,EUROPEAN REVIEW OF AGRICULTURAL ECONOMIC,10.1093/erae/jbae024,https://doi.org/10.1093/erae/jbae024,https://api.unpaywall.org/v2/10.1093/erae/jbae024?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
2101,1_DOI_FIRST,1,3,2025,Internationalisation as a boost for many firms: evidence from Germany,REVIEW OF WORLD ECONOMICS,10.1007/s10290-024-00567-z,https://doi.org/10.1007/s10290-024-00567-z,https://api.unpaywall.org/v2/10.1007/s10290-024-00567-z?email=huongdt@vlute.edu.vn,,,,,source:multi
2111,1_DOI_FIRST,3,3,2025,Learning Orientation and Export Performance in Nigeria: The Moderating Effect of,GADJAH MADA INTERNATIONAL JOURNAL OF BUS,10.22146/gamaijb.74896,https://doi.org/10.22146/gamaijb.74896,https://api.unpaywall.org/v2/10.22146/gamaijb.74896?email=huongdt@vlute.edu.vn,https://jurnal.ugm.ac.id/gamaijb/article/download/74896/40854,True,gold,,source:wos
2115,1_DOI_FIRST,2,3,2025,Navigating international waters: the board's role in enhancing intellectual capi,INTERNATIONAL JOURNAL OF EMERGING MARKET,10.1108/ijoem-06-2024-0944,https://doi.org/10.1108/ijoem-06-2024-0944,https://api.unpaywall.org/v2/10.1108/ijoem-06-2024-0944?email=huongdt@vlute.edu.vn,,,,,source:wos
2116,1_DOI_FIRST,2,3,2025,Can the Succession Plan for Family Business Achieve Social Employment Stability?,ECONOMIES,10.3390/economies13010005,https://doi.org/10.3390/economies13010005,https://api.unpaywall.org/v2/10.3390/economies13010005?email=huongdt@vlute.edu.vn,,,,,source:wos
2117,1_DOI_FIRST,3,3,2025,Unveiling Determinants of Resource Allocation to R&D and Advertising: Insights f,GLOBAL BUSINESS REVIEW,10.1177/09721509241308023,https://doi.org/10.1177/09721509241308023,https://api.unpaywall.org/v2/10.1177/09721509241308023?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
2122,1_DOI_FIRST,1,3,2025,Effects and Determinants of Implementing Digital Customer Service Tools in Polis,SUSTAINABILITY,10.3390/su17031022,https://doi.org/10.3390/su17031022,https://api.unpaywall.org/v2/10.3390/su17031022?email=huongdt@vlute.edu.vn,,,,,source:wos
2133,1_DOI_FIRST,2,3,2025,Balancing export intensity and innovation: Uncovering the inverted-U relationshi,ECONOMIC ANALYSIS AND POLICY,10.1016/j.eap.2025.02.028,https://doi.org/10.1016/j.eap.2025.02.028,https://api.unpaywall.org/v2/10.1016/j.eap.2025.02.028?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
2141,1_DOI_FIRST,2,3,2025,Does being embedded in RTA networks promote firm productivity? Evidence from Chi,INTERNATIONAL REVIEW OF ECONOMICS & FINA,10.1016/j.iref.2025.103973,https://doi.org/10.1016/j.iref.2025.103973,https://api.unpaywall.org/v2/10.1016/j.iref.2025.103973?email=huongdt@vlute.edu.vn,,True,gold,,source:multi
2147,1_DOI_FIRST,3,3,2026,Analyzing energy efficiency decisions in India's energy-intensive industries,INTERNATIONAL JOURNAL OF ENERGY SECTOR M,10.1108/ijesm-12-2024-0013,https://doi.org/10.1108/ijesm-12-2024-0013,https://api.unpaywall.org/v2/10.1108/ijesm-12-2024-0013?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
2149,1_DOI_FIRST,2,3,2026,"Corporate ESG Performance, Ownership Structure and Export Intensity: Evidence Fr",INTERNATIONAL JOURNAL OF FINANCE & ECONO,10.1002/ijfe.3167,https://doi.org/10.1002/ijfe.3167,https://api.unpaywall.org/v2/10.1002/ijfe.3167?email=huongdt@vlute.edu.vn,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ijfe.3167,True,bronze,,source:wos
2153,1_DOI_FIRST,2,3,2025,"Wine, markups, and export behavior: Evidence from Hungary",JOURNAL OF WINE ECONOMICS,10.1017/jwe.2025.7,https://doi.org/10.1017/jwe.2025.7,https://api.unpaywall.org/v2/10.1017/jwe.2025.7?email=huongdt@vlute.edu.vn,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/CA15B1013638C98628E34582E1E55241/S1931436125000070a.pdf/div-class-title-wine-markups-and-export-behavior-evidence-from-hungary-div.pdf,True,hybrid,,source:multi
2177,1_DOI_FIRST,1,3,2025,"Export intensity, intellectual property and technology development as drivers fo",EUROPEAN JOURNAL OF INTERNATIONAL MANAGE,10.1504/ejim.2025.146843,https://doi.org/10.1504/ejim.2025.146843,https://api.unpaywall.org/v2/10.1504/ejim.2025.146843?email=huongdt@vlute.edu.vn,,False,closed,,source:wos | ICRV=0 auto-default; verify from full text
2179,1_DOI_FIRST,3,3,2025,A firm-level analysis of the impact of foreign direct investment in research and,TRANSNATIONAL CORPORATIONS REVIEW,10.1016/j.tncr.2025.200126,https://doi.org/10.1016/j.tncr.2025.200126,https://api.unpaywall.org/v2/10.1016/j.tncr.2025.200126?email=huongdt@vlute.edu.vn,,True,gold,,source:wos
2199,1_DOI_FIRST,4,3,2025,Determinants of risk reporting practices in Saudi Arabia: an institutional persp,JOURNAL OF ACCOUNTING IN EMERGING ECONOM,10.1108/jaee-01-2025-0028,https://doi.org/10.1108/jaee-01-2025-0028,https://api.unpaywall.org/v2/10.1108/jaee-01-2025-0028?email=huongdt@vlute.edu.vn,,,,,source:multi
2217,1_DOI_FIRST,1,3,2026,"Navigating family control: U-shaped effects on innovativeness and performance, m",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL,10.1108/ijebr-06-2024-0578,https://doi.org/10.1108/ijebr-06-2024-0578,https://api.unpaywall.org/v2/10.1108/ijebr-06-2024-0578?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
2219,1_DOI_FIRST,2,3,2025,International ambidexterity and innovation performance of EMNEs: the moderating ,CHINESE MANAGEMENT STUDIES,10.1108/cms-09-2024-0683,https://doi.org/10.1108/cms-09-2024-0683,https://api.unpaywall.org/v2/10.1108/cms-09-2024-0683?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
2234,1_DOI_FIRST,3,3,2025,The Determinants of Information Communication Technology Adoption in the Case of,GLOBAL BUSINESS REVIEW,10.1177/09721509251399758,https://doi.org/10.1177/09721509251399758,https://api.unpaywall.org/v2/10.1177/09721509251399758?email=huongdt@vlute.edu.vn,,False,closed,,source:multi
2235,1_DOI_FIRST,3,3,2025,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Im,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEA,10.1177/00252921251401022,https://doi.org/10.1177/00252921251401022,https://api.unpaywall.org/v2/10.1177/00252921251401022?email=huongdt@vlute.edu.vn,,True,hybrid,,source:multi
2248,1_DOI_FIRST,1,3,2026,Digital orientation and performance in innovative SMEs: exploring the (curvi)lin,TECHNOVATION,10.1016/j.technovation.2026.103478,https://doi.org/10.1016/j.technovation.2026.103478,https://api.unpaywall.org/v2/10.1016/j.technovation.2026.103478?email=huongdt@vlute.edu.vn,,True,hybrid,,source:wos
2252,1_DOI_FIRST,1,3,2026,Technology-Enabled Cross-Border Entrepreneurship: The Role of Digital Platforms ,THUNDERBIRD INTERNATIONAL BUSINESS REVIE,10.1002/tie.70093,https://doi.org/10.1002/tie.70093,https://api.unpaywall.org/v2/10.1002/tie.70093?email=huongdt@vlute.edu.vn,,True,hybrid,,source:wos
2264,1_DOI_FIRST,1,3,2026,Technological complexity and global capabilities in SMEs. A survey in an Italian,INDUSTRY AND INNOVATION,10.1080/13662716.2026.2637174,https://doi.org/10.1080/13662716.2026.2637174,https://api.unpaywall.org/v2/10.1080/13662716.2026.2637174?email=huongdt@vlute.edu.vn,,False,closed,,source:wos
2276,1_DOI_FIRST,2,3,2026,The carbon cost of export-oriented growth: Firm-level evidence on embedded carbo,ENERGY STRATEGY REVIEWS,10.1016/j.esr.2026.102215,https://doi.org/10.1016/j.esr.2026.102215,https://api.unpaywall.org/v2/10.1016/j.esr.2026.102215?email=huongdt@vlute.edu.vn,,True,gold,,source:multi
2280,1_DOI_FIRST,2,3,2026,Corporate performance effects of digital empowerment under the Belt and Road Ini,International Review of Economics and Fi,10.1016/j.iref.2026.105315,https://doi.org/10.1016/j.iref.2026.105315,https://api.unpaywall.org/v2/10.1016/j.iref.2026.105315?email=huongdt@vlute.edu.vn,,True,gold,,source:scopus
2282,1_DOI_FIRST,1,3,2026,"Digital Transformation, Internationalization and Productivity in Small and Mediu",Journal of the Knowledge Economy,10.1007/s13132-026-03199-w,https://doi.org/10.1007/s13132-026-03199-w,https://api.unpaywall.org/v2/10.1007/s13132-026-03199-w?email=huongdt@vlute.edu.vn,https://link.springer.com/content/pdf/10.1007/s13132-026-03199-w.pdf,True,hybrid,,source:scopus
2285,1_DOI_FIRST,1,3,2026,"Robots, Firms, and Regions: Explaining Spanish Manufacturing Firms’ Productivity",Journal of the Knowledge Economy,10.1007/s13132-026-03261-7,https://doi.org/10.1007/s13132-026-03261-7,https://api.unpaywall.org/v2/10.1007/s13132-026-03261-7?email=huongdt@vlute.edu.vn,,True,hybrid,,source:scopus
2287,1_DOI_FIRST,3,3,2025,"DIGITALIZATION, FIRM PERFORMANCE AND INTERNATIONALIZATION OF MICROFIRMS IN INDIA",Asia Pacific Sustainable Development Jou,10.18356/26178419-32-2-5,https://doi.org/10.18356/26178419-32-2-5,https://api.unpaywall.org/v2/10.18356/26178419-32-2-5?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2288,1_DOI_FIRST,1,3,2025,Being (Not) Successful in Internationalisation After Receiving Export Support: W,Information Switzerland,10.3390/info16070544,https://doi.org/10.3390/info16070544,https://api.unpaywall.org/v2/10.3390/info16070544?email=huongdt@vlute.edu.vn,https://www.mdpi.com/2078-2489/16/7/544/pdf?version=1751004560,True,gold,,source:scopus
2289,1_DOI_FIRST,2,3,2025,Internationalization and financial performance in Colombian firms,Revista De Metodos Cuantitativos Para La,10.46661/rev.metodoscuant.econ.empresa.10640,https://doi.org/10.46661/rev.metodoscuant.econ.empresa.10640,https://api.unpaywall.org/v2/10.46661/rev.metodoscuant.econ.empresa.10640?email=huongdt@vlute.edu.vn,https://www.upo.es/revistas/index.php/RevMetCuant/article/download/10640/10051,True,gold,,source:scopus
2290,1_DOI_FIRST,2,3,2025,Gender Perspectives on SME International Trade and Revenue in the Digital Era: E,Journal of Women S Entrepreneurship and ,10.28934/jwee25.12.pp198-216,https://doi.org/10.28934/jwee25.12.pp198-216,https://api.unpaywall.org/v2/10.28934/jwee25.12.pp198-216?email=huongdt@vlute.edu.vn,https://library.ien.bg.ac.rs/index.php/jwee/article/download/2007/1543,True,gold,,source:scopus
2292,1_DOI_FIRST,2,3,2025,The Impact of Digital Technology Adoption and Internationalization on Manufactur,International Journal of Economics and M,10.47836/ijeam.19.2.03,https://doi.org/10.47836/ijeam.19.2.03,https://api.unpaywall.org/v2/10.47836/ijeam.19.2.03?email=huongdt@vlute.edu.vn,https://doi.org/10.47836/ijeam.19.2.03,True,bronze,,source:scopus
2331,1_DOI_FIRST,2,3,2022,Effects of Diversification on Profitability and Operating Risk for Brazilian Pub,Brazilian Business Review,10.15728/bbr.2022.19.4.1,https://doi.org/10.15728/bbr.2022.19.4.1,https://api.unpaywall.org/v2/10.15728/bbr.2022.19.4.1?email=huongdt@vlute.edu.vn,,,,,source:scopus
2332,1_DOI_FIRST,2,3,2022,Performance feedback and export intensity of Chinese private firms: Moderating r,International Business Review,10.1016/j.ibusrev.2021.101948,https://doi.org/10.1016/j.ibusrev.2021.101948,https://api.unpaywall.org/v2/10.1016/j.ibusrev.2021.101948?email=huongdt@vlute.edu.vn,,True,green,,source:scopus
2335,1_DOI_FIRST,3,3,2022,What Determines Profitability in the Indian Automobile Industry?,Indian Economic Journal,10.1177/00194662211063574,https://doi.org/10.1177/00194662211063574,https://api.unpaywall.org/v2/10.1177/00194662211063574?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2336,1_DOI_FIRST,1,3,2022,Internationalisation and the performance of German firms,Journal for Global Business Advancement,10.1504/jgba.2022.127205,https://doi.org/10.1504/jgba.2022.127205,https://api.unpaywall.org/v2/10.1504/jgba.2022.127205?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2340,1_DOI_FIRST,3,3,2022,The Importance of Interfirm Networks in Enhancing Innovation Capability and Expo,Hightech and Innovation Journal,10.28991/hij-sp2022-03-05,https://doi.org/10.28991/hij-sp2022-03-05,https://api.unpaywall.org/v2/10.28991/hij-sp2022-03-05?email=huongdt@vlute.edu.vn,https://hightechjournal.org/index.php/HIJ/article/download/310/87,True,gold,,source:scopus
2349,1_DOI_FIRST,2,3,2021,Performance Effects of Internationalization: Contingency Theory Analysis of Russ,Management and Organization Review,10.1017/mor.2020.39,https://doi.org/10.1017/mor.2020.39,https://api.unpaywall.org/v2/10.1017/mor.2020.39?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2350,1_DOI_FIRST,1,3,2021,The role of family firms' heterogeneity on the internationalisation and performa,European Journal of Family Business,10.24310/ejfbejfb.v11i2.10591,https://doi.org/10.24310/ejfbejfb.v11i2.10591,https://api.unpaywall.org/v2/10.24310/ejfbejfb.v11i2.10591?email=huongdt@vlute.edu.vn,https://revistas.uma.es/index.php/ejfb/article/download/10591/14080,True,gold,,source:scopus | ICRV=0 auto-default; verify from full text
2355,1_DOI_FIRST,3,3,2021,Global Trading of Electronic Component in Indonesia Manufacturing Industry,Review of International Geographical Edu,10.33403/rigeo.800652,https://doi.org/10.33403/rigeo.800652,https://api.unpaywall.org/v2/10.33403/rigeo.800652?email=huongdt@vlute.edu.vn,,,,,source:scopus
2358,1_DOI_FIRST,3,3,2020,"International experience, commitment, distribution adaptation and performance: a",Journal of Business and Industrial Marke,10.1108/jbim-05-2019-0197,https://doi.org/10.1108/jbim-05-2019-0197,https://api.unpaywall.org/v2/10.1108/jbim-05-2019-0197?email=huongdt@vlute.edu.vn,,True,green,,source:scopus
2363,1_DOI_FIRST,2,3,2020,The moderating effects of managers’ experience and gender on internationalizatio,Accounting,10.5267/j.ac.2020.9.006,https://doi.org/10.5267/j.ac.2020.9.006,https://api.unpaywall.org/v2/10.5267/j.ac.2020.9.006?email=huongdt@vlute.edu.vn,https://doi.org/10.5267/j.ac.2020.9.006,True,gold,,source:scopus
2364,1_DOI_FIRST,1,3,2020,Internationalisation strategies and firms' performance. A co-evolutionary study ,International Journal of Globalisation a,10.1504/ijgsb.2020.109154,https://doi.org/10.1504/ijgsb.2020.109154,https://api.unpaywall.org/v2/10.1504/ijgsb.2020.109154?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2368,1_DOI_FIRST,3,3,2020,A region-wise analysis of export performance of msme sector in India and its det,Journal of Critical Reviews,10.31838/jcr.07.11.94,https://doi.org/10.31838/jcr.07.11.94,https://api.unpaywall.org/v2/10.31838/jcr.07.11.94?email=huongdt@vlute.edu.vn,,,,,source:scopus
2374,1_DOI_FIRST,4,3,2019,Influence of Companies’ Governance Process on Sustainability Reporting in Nigeri,International Journal of Applied Economi,10.33094/8.2017.2019.51.31.38,https://doi.org/10.33094/8.2017.2019.51.31.38,https://api.unpaywall.org/v2/10.33094/8.2017.2019.51.31.38?email=huongdt@vlute.edu.vn,,,,,source:scopus
2378,1_DOI_FIRST,2,3,2019,"Survival, growth, and performance of Hungarian international new ventures",Society and Economy,10.1556/204.2019.41.1.4,https://doi.org/10.1556/204.2019.41.1.4,https://api.unpaywall.org/v2/10.1556/204.2019.41.1.4?email=huongdt@vlute.edu.vn,https://akjournals.com/downloadpdf/journals/204/41/1/article-p47.pdf,True,gold,,source:scopus
2386,1_DOI_FIRST,3,3,2018,International Export Orientation and Firm’s Performance: Evidence from Enterpris,Journal of Asia Pacific Business,10.1080/10599231.2018.1525248,https://doi.org/10.1080/10599231.2018.1525248,https://api.unpaywall.org/v2/10.1080/10599231.2018.1525248?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2388,1_DOI_FIRST,3,3,2018,Productivity and wage premiums: Evidence from Vietnamese ordinary and processing,International Economics,10.1016/j.inteco.2017.10.006,https://doi.org/10.1016/j.inteco.2017.10.006,https://api.unpaywall.org/v2/10.1016/j.inteco.2017.10.006?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
2393,1_DOI_FIRST,3,3,2018,Influence of financial distress on exchange rate exposure: Evidence from India,Afro Asian Journal of Finance and Accoun,10.1504/aajfa.2018.095239,https://doi.org/10.1504/aajfa.2018.095239,https://api.unpaywall.org/v2/10.1504/aajfa.2018.095239?email=huongdt@vlute.edu.vn,,,,,source:scopus
2395,1_DOI_FIRST,1,3,2017,Internationalization modes and productivity of Italian manufacturing: Some firm-,International Economics,10.1016/j.inteco.2017.06.004,https://doi.org/10.1016/j.inteco.2017.06.004,https://api.unpaywall.org/v2/10.1016/j.inteco.2017.06.004?email=huongdt@vlute.edu.vn,,False,closed,,source:scopus
