seq,title,decision,reason,has_abstract
1200,"Agglomeration externalities, competition and productivity: empirical evidence fr",UNSURE,auto:insufficient_evidence,N
1203,Globalisation and the decline of the labour share: A microeconomic perspective,UNSURE,auto:insufficient_evidence,N
1205,"R&D, foreign ownership, and corporate groups: Evidence from Japanese firms",UNSURE,auto:insufficient_evidence,N
1207,LOOKING FOR ALLIANCE PORTFOLIO CHARACTERISTICS The Case of Telecom Industry,UNSURE,auto:insufficient_evidence,N
1209,International and product diversification: Which strategy suits family managers?,UNSURE,auto:insufficient_evidence,Y
1214,The labour market effects of offshoring of small and medium-sized firms: micro-l,UNSURE,auto:insufficient_evidence,Y
1215,Outward foreign direct investment: the Indian experience,UNSURE,auto:insufficient_evidence,N
1217,A data-driven analysis of the current debate on the linkages between performance,UNSURE,auto:insufficient_evidence,N
1221,The links between firm-level productivity and modes of international expansion o,UNSURE,auto:insufficient_evidence,Y
1222,Strategic resource decisions to enhance the performance of global engineering se,UNSURE,auto:insufficient_evidence,N
1224,Trade and Growth in the New Member States: The Role of Global Value Chains,UNSURE,auto:insufficient_evidence,N
1225,Market performance implications of modularization: Evidence from global auto fir,UNSURE,auto:insufficient_evidence,N
1227,REFLECTION OF THE DEGREE OF INTERATIONALIZATION IN THE ABSORPTION CAPACITY OF TH,UNSURE,auto:insufficient_evidence,N
1228,The analysis of firms' involvement in internationalisation and determinants of i,UNSURE,auto:insufficient_evidence,N
1230,"Geographic diversification, product diversification, and firm cash flow volatili",UNSURE,auto:insufficient_evidence,N
1231,No place like home? How EMNCs from hyper turbulent contexts internationalize by ,UNSURE,auto:insufficient_evidence,N
1234,"""One size fits all""? Convergence in international corporate social responsibilit",UNSURE,auto:insufficient_evidence,Y
1235,Testing the self-selection theory in high corruption environments: evidence from,UNSURE,auto:insufficient_evidence,Y
1240,Performance comparison between domestic and international firms in the high-tech,UNSURE,auto:insufficient_evidence,N
1241,Research on Maintenance Method and Upgrade Strategy of Engine Block Production L,UNSURE,auto:insufficient_evidence,Y
1243,Business Groups and Tax Havens,UNSURE,auto:insufficient_evidence,N
1245,Network ties and export propensity of Vietnamese small and medium enterprises,UNSURE,auto:insufficient_evidence,N
1246,Post-M&A technological capability-building of emerging market firms in China: th,UNSURE,auto:insufficient_evidence,N
1249,Internationalization and longevity of Korean SMEs: the moderating role of contin,UNSURE,auto:insufficient_evidence,N
1251,BUSINESS GROUPS RECONSIDERED: BEYOND PARAGONS AND PARASITES,UNSURE,auto:insufficient_evidence,Y
1253,"Determinants of Firms' Initial Decision to Invest Abroad: An Application of ""Sur",UNSURE,auto:insufficient_evidence,N
1254,Gamification approaches to the early stage of innovation,UNSURE,auto:insufficient_evidence,Y
1257,Explaining the effect of rapid internationalization on horizontal foreign divest,UNSURE,auto:insufficient_evidence,N
1259,When are emerging market multinationals more risk taking?,UNSURE,auto:insufficient_evidence,Y
1261,The Differential Effects of Minority State Ownership Types on the Internationali,UNSURE,auto:insufficient_evidence,N
1264,The antecedents of early internationalization: A configurational perspective,UNSURE,auto:insufficient_evidence,N
1267,Product innovation by supplying domestic and foreign markets,UNSURE,auto:insufficient_evidence,N
1268,Multinational Enterprises and Economic Development in Host Countries: What We Kn,UNSURE,auto:insufficient_evidence,N
1270,Internationalization and corporate social responsibility in the restaurant indus,UNSURE,auto:insufficient_evidence,Y
1271,"Growth, profits and foreign ownership in the Brazilian banking industry",UNSURE,auto:insufficient_evidence,N
1273,International work experience and compensation: Is more always better for CFOs?,UNSURE,auto:insufficient_evidence,N
1274,A STUDY OF THE VALUE OF ICT IN IMPROVING CORPORATE PERFORMANCE: A CORPORATE COMP,UNSURE,auto:insufficient_evidence,Y
1276,The dual impact of 'excellent' research on science and innovation: the case of E,UNSURE,auto:insufficient_evidence,N
1277,Intramural and external R&D: evidence for complementarity or substitutability,UNSURE,auto:insufficient_evidence,N
1278,Foreign participation and internationalization intensity of African enterprises,UNSURE,auto:insufficient_evidence,Y
1279,Organizational performance feedback effects and international expansion,UNSURE,auto:insufficient_evidence,N
1281,Venture capital: The effect of local and global social ties on firm performance,UNSURE,auto:insufficient_evidence,N
1282,Diplomatic and corporate networks: Bridges to foreign locations,UNSURE,auto:insufficient_evidence,N
1285,Fostering place-based innovation and internationalization - the new turn in Germ,UNSURE,auto:insufficient_evidence,Y
1286,Are SMEs with immigrant owners exceptional exporters?,UNSURE,auto:insufficient_evidence,N
1287,Board Gender Diversity in the STEM&F Sectors: The Critical Mass Required to Driv,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1289,Innovativeness as a driver of the international expansion of developing markets',UNSURE,auto:insufficient_evidence,N
1290,Family ownership and family involvement as antecedents of strategic action: A lo,UNSURE,auto:insufficient_evidence,N
1291,Diffusion of internationalization in business group networks: evidence from Indi,UNSURE,auto:insufficient_evidence,Y
1292,Business group reputation and affiliates' internationalization strategies,UNSURE,auto:insufficient_evidence,N
1293,Innovation activities and learning processes in the crisis: evidence from Italia,UNSURE,auto:insufficient_evidence,N
1295,"How ""space"" and ""place"" influence subsidiary host country political embeddedness",UNSURE,auto:insufficient_evidence,N
1296,Domestic alliance networks and regional strategies of MNEs: A structural embedde,UNSURE,auto:insufficient_evidence,N
1297,"Strategic goal accomplishment in export ventures: the role of capabilities, know",UNSURE,auto:insufficient_evidence,N
1300,Top management teams' managerial resources and international diversification The,UNSURE,auto:insufficient_evidence,N
1301,"Internationalization, dynamic environments and new product development An empiri",UNSURE,auto:insufficient_evidence,N
1303,Family entrepreneurship and internationalization strategies,UNSURE,auto:insufficient_evidence,Y
1308,Exploring market orientation among Chinese small and medium-sized enterprises,UNSURE,auto:insufficient_evidence,Y
1311,Internationalization of African-ethnic restaurants: A qualitative enquiry using ,UNSURE,auto:insufficient_evidence,N
1312,Innovation and international business,UNSURE,auto:insufficient_evidence,Y
1313,Attitudes towards women's career advancement in Latin America: The moderating im,UNSURE,auto:insufficient_evidence,N
1315,The Value of Local Externalities in Country-of-Origin Clusters: Evidence from Ch,UNSURE,auto:insufficient_evidence,N
1316,Multinationals and sustainable development: Does internationalization develop co,UNSURE,auto:insufficient_evidence,Y
1317,"Born globals - presence, performance and prospects",UNSURE,auto:insufficient_evidence,N
1319,Internationalization and entrepreneurial orientation of family SMEs: The influen,UNSURE,auto:insufficient_evidence,N
1320,Exploring the Strategic Motivation of Internationalisation: Indonesian Contracto,UNSURE,auto:insufficient_evidence,Y
1321,From new imported inputs to new exported products. Firm-level evidence from Swed,UNSURE,auto:insufficient_evidence,N
1322,Relationship between Corporate Social Responsibility (CSR) and Internationalisat,UNSURE,auto:insufficient_evidence,Y
1323,"A Comparison of Information Technology Capability, Employee Empowerment and Inno",UNSURE,auto:insufficient_evidence,N
1325,Transition in-and-out of exporting and its impact on employment growth,UNSURE,auto:insufficient_evidence,Y
1326,The Role of a Manager's Intangible Capabilities in Resource Acquisition and Sust,UNSURE,auto:insufficient_evidence,N
1327,CSR engagement and values in a pre-emerging and emerging country context,UNSURE,auto:insufficient_evidence,Y
1329,Application of human resource management's universal model: An examination of pe,UNSURE,auto:insufficient_evidence,Y
1331,An institutional response model to economic liberalization: Japanese MNEs' owner,UNSURE,auto:insufficient_evidence,N
1333,Role of resource slack in rapid international expansion of restaurant companies,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1334,"Ex-post Performance Implications of Divergence of Managers' Perceptions of ""Dist",UNSURE,auto:insufficient_evidence,N
1335,"The CEO as a key microfoundation of global strategy: Task demands, CEO origin, a",UNSURE,auto:insufficient_evidence,Y
1336,Internationalization Orientation in SMEs: The Mediating Role of Technological In,UNSURE,auto:insufficient_evidence,N
1337,An Effectual-Causal View of Managerial Decisions in the Internationalization of ,UNSURE,auto:insufficient_evidence,N
1338,How outside directors' human and social capital create value for corporate inter,UNSURE,auto:insufficient_evidence,N
1342,Gains from multinational competition for cross-border firm acquisition,UNSURE,auto:insufficient_evidence,Y
1343,R&D and patenting activities of foreign firms in China: The case of Japan,UNSURE,auto:insufficient_evidence,N
1344,"When less family is more: Trademark acquisition, family ownership, and internati",UNSURE,auto:insufficient_evidence,N
1345,"Family influences in the internationalization of the top 1,000 Taiwanese enterpr",UNSURE,auto:insufficient_evidence,N
1346,Adapting and sustaining operations in weak institutional environments: A busines,UNSURE,auto:insufficient_evidence,N
1347,Effects of prior market experiences and firm-specific resources on developed eco,UNSURE,auto:insufficient_evidence,N
1348,Pulling the Plug? Investigating Firm-Level Drivers of Innovation Project Termina,UNSURE,auto:insufficient_evidence,N
1349,Competition at home and foreign market entry timing,UNSURE,auto:insufficient_evidence,N
1351,Firm Diversification and Financial Performance: Evidence from Manufacturing Firm,UNSURE,auto:insufficient_evidence,N
1353,"Culture, business environment and SMEs' profitability: Evidence from European Co",UNSURE,auto:insufficient_evidence,N
1354,Organizational creativity as a crucial resource for building international busin,UNSURE,auto:insufficient_evidence,N
1356,THE MEDIATING EFFECT OF HUMAN CAPITAL ON THE RELATIONSHIP BETWEEN STRATEGIC INNO,UNSURE,auto:insufficient_evidence,Y
1360,Corporate social responsibility and competitive advantage: A developing country ,UNSURE,auto:insufficient_evidence,Y
1361,Antecedents of strategic ambidexterity in the context of internationalisation: a,UNSURE,auto:insufficient_evidence,Y
1362,"National institutional systems, foreign ownership and firm performance: The case",UNSURE,auto:insufficient_evidence,N
1365,State Ownership and Political Connections,UNSURE,auto:insufficient_evidence,Y
1366,New director selection during growth in family-influenced and lone founder firms,UNSURE,auto:insufficient_evidence,N
1367,Exploring alternative approaches to entrepreneurial exporting: internationalizat,UNSURE,auto:insufficient_evidence,Y
1370,Measurement scale of international opportunity identification in early internati,UNSURE,auto:insufficient_evidence,Y
1372,"The relationship between public listing, context, multi-nationality and internal",UNSURE,auto:insufficient_evidence,N
1374,Performance in family firm: Influences of socioemotional wealth and managerial c,UNSURE,auto:insufficient_evidence,N
1375,"Debt financing structure, ownership concentration and firm performance: a compar",UNSURE,auto:insufficient_evidence,N
1376,Relocation of second degree: Moving towards a new place or returning home?,UNSURE,auto:insufficient_evidence,N
1377,Determinants of SMEs' performance: evidence from European countries,UNSURE,auto:insufficient_evidence,Y
1379,Some twins are not alike: FDI premia in the former Soviet states,UNSURE,auto:insufficient_evidence,Y
1381,Going home and helping out? Returnees as propagators of CSR in an emerging econo,UNSURE,auto:insufficient_evidence,N
1385,International networking and knowledge acquisition of Chinese SMEs: the role of ,UNSURE,auto:insufficient_evidence,N
1386,"""2R-Based View' on the Internationalization of Service MNEs from Emerging Econom",UNSURE,auto:insufficient_evidence,N
1387,Benefits of IT-Enabled Flexibilities for Foreign versus Local Firms in Emerging ,UNSURE,auto:insufficient_evidence,Y
1388,Disentangling the influence of internationalization on sustainability developmen,UNSURE,auto:insufficient_evidence,N
1389,Intra- and inter-regional expansion: a nonlinear model,UNSURE,auto:insufficient_evidence,N
1390,Family culture and organisational systems as antecedents of market orientation a,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1395,FACTORS DETERMINING PROFITABILITY OF SMALL AND MEDIUM ENTERPRISES IN SELECTED IN,UNSURE,auto:insufficient_evidence,N
1396,The catalytic effect of internationalization on innovation,UNSURE,auto:insufficient_evidence,N
1399,Risk perceptions in Japanese SMEs: the role of Internet marketing capabilities i,UNSURE,auto:insufficient_evidence,N
1400,"Offshore outsourcing and firm performance: Moderating effects of size, growth an",UNSURE,auto:insufficient_evidence,N
1404,Which projects are selected for an innovation subsidy? The Portuguese case,UNSURE,auto:insufficient_evidence,N
1406,Corporate Social Responsibility in SMEs: Implications on Competitive Performance,UNSURE,auto:insufficient_evidence,N
1407,Family CEO and board service: Turning the tide for export scope in family SMEs,UNSURE,auto:insufficient_evidence,N
1408,Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in G,UNSURE,auto:insufficient_evidence,Y
1409,"Pre-IPO growth, venture capital, and the long-run performance of IPOs",UNSURE,auto:insufficient_evidence,N
1411,Beauty Is in the Eye of the Beholder: Toward a Contextual Understanding of Compe,UNSURE,auto:insufficient_evidence,Y
1412,Antecedents of Inbound and Outbound M&A: Industry-Level Analysis from India,UNSURE,auto:insufficient_evidence,N
1414,Determinants of high-growth university spin-offs in Spain,UNSURE,auto:insufficient_evidence,N
1415,Women in the boardroom and corporate social performance: negotiating the double ,UNSURE,auto:insufficient_evidence,Y
1416,Performance vs. Family Ownership and Management: The Case of Portuguese Wine Fir,UNSURE,auto:insufficient_evidence,Y
1417,The Performance of High-Growers and Regional Entrepreneurial Ecosystems: A Resea,UNSURE,auto:insufficient_evidence,Y
1418,Supporting SMEs' internationalisation through a deeper understanding of human an,UNSURE,auto:insufficient_evidence,N
1419,Networking policy and firm performance,UNSURE,auto:insufficient_evidence,N
1420,Does TMT cultural diversity contribute to firm performance and do socialisation ,UNSURE,auto:insufficient_evidence,Y
1421,How nation-level background governance conditions shape the economic payoffs of ,UNSURE,auto:insufficient_evidence,Y
1426,Country-level corruption and accounting choice: Research & development capitaliz,UNSURE,auto:insufficient_evidence,N
1427,International Dispersion and Profitability: An Institution-Based Approach,UNSURE,auto:insufficient_evidence,N
1429,"Geographical diversification, firm size and profitability in Malaysia: A quantil",UNSURE,auto:insufficient_evidence,N
1430,Managing institutional voids: A configurational approach to understanding high p,UNSURE,auto:insufficient_evidence,N
1431,R&D Internationalization and Green Innovation? Evidence from Chinese Resource En,UNSURE,auto:insufficient_evidence,Y
1432,Top management team regional diversity and internationalization,UNSURE,auto:insufficient_evidence,Y
1435,Foreign acquisitions and firm performance: The moderating role of prior foreign ,UNSURE,auto:insufficient_evidence,N
1436,"Product Newness, Low Competition, Recent Technology, and Export Orientation as P",UNSURE,auto:insufficient_evidence,Y
1437,Are export promotion programs effective in promoting the internalization of SMEs,UNSURE,auto:insufficient_evidence,N
1438,Founder non-international experience and venture internationalization,UNSURE,auto:insufficient_evidence,N
1440,Effect of Internationalisation on Balanced Scorecard among Malaysian Small and M,UNSURE,auto:insufficient_evidence,Y
1441,Explaining the performance of divested overseas subsidiaries,UNSURE,auto:insufficient_evidence,N
1442,Improving the financial performance of SMEs The presence in foreign markets and ,UNSURE,auto:insufficient_evidence,N
1444,The impact of intellectual capital. organizational capabilities and innovation o,UNSURE,auto:insufficient_evidence,Y
1445,The Invisible Hand of Evolutionary Psychology: The Importance of Kinship in Firs,UNSURE,auto:insufficient_evidence,Y
1447,Impact of E-Commerce Sales on Profitability and Revenue. The Case of the Manufac,UNSURE,auto:insufficient_evidence,Y
1448,The relationships between the internationalization of alliance portfolio diversi,UNSURE,auto:insufficient_evidence,N
1449,The growing importance of KIBS in today's economy,UNSURE,auto:insufficient_evidence,N
1450,How to use your social capital to thrive in export markets? Identifying the dyna,UNSURE,auto:insufficient_evidence,N
1451,Job Creation of Exporters and Non-exporters: Evidence from Estonia,UNSURE,auto:insufficient_evidence,N
1452,Home Country Institutional Context and Entrepreneurial Internationalization: The,UNSURE,auto:insufficient_evidence,N
1453,"Using the ""best-fit"" approach to investigate the effects of politico-economic an",UNSURE,auto:insufficient_evidence,Y
1456,Intellectual capital based reputation for market internationalization The case o,UNSURE,auto:insufficient_evidence,N
1458,Exploring performance of software houses Market orientation and mediating role o,UNSURE,auto:insufficient_evidence,N
1459,The export additionality of innovation policy,UNSURE,auto:insufficient_evidence,N
1460,Exploring the organizing and strategic factors of diasporic transnational entrep,UNSURE,auto:insufficient_evidence,N
1462,"Impact of Innovation Culture, Organization Size and Technological Capability on ",Y,"auto_abstract:quantitative_stat,ip_performance",Y
1463,Who does it best? Family and nonfamily owners and leaders navigating institution,UNSURE,auto:insufficient_evidence,N
1464,How to optimize the allocation of research resources? An empirical study based o,UNSURE,auto:insufficient_evidence,N
1465,Local linkages: The interdependence of foreign and domestic firms in Ireland,UNSURE,auto:insufficient_evidence,N
1467,The effect of CEO incentives on deviations from institutional norms in foreign m,UNSURE,auto:insufficient_evidence,Y
1468,Growth Strategies of Media Companies: Efficiency Analysis,UNSURE,auto:insufficient_evidence,N
1472,Impact of Logistics Capacity on Economic Sustainability of SMEs,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1473,Downstream offshoring and firm-level employment,UNSURE,auto:insufficient_evidence,Y
1476,Entrepreneurial finance and new venture success - the moderating role of governm,UNSURE,auto:insufficient_evidence,Y
1479,The internationalization of new ventures in an emerging economy: The shifting ro,UNSURE,auto:insufficient_evidence,N
1480,Dimensional Impact of Social Capital on Financial Performance of SMEs,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1482,Internet and SMEs' internationalization: The role of platform and website,UNSURE,auto:insufficient_evidence,N
1483,Examining economic and technology-related barriers of small- and medium-sized en,UNSURE,auto:insufficient_evidence,Y
1484,ADDRESSING THE PAUCITY OF MANAGEMENT KNOWLEDGE IN AFRICA,UNSURE,auto:insufficient_evidence,N
1485,"Knowledge, robots and productivity in SMEs: Explaining the second digital wave",UNSURE,auto:insufficient_evidence,N
1486,The Impact of Entrepreneurial Orientation on Foreign Market Entry: the Roles of ,UNSURE,auto:insufficient_evidence,N
1487,Entrepreneur's political involvement and inter-organizational conflict resolutio,UNSURE,auto:insufficient_evidence,N
1488,Impact of policy initiatives and collaborative synergy on sustainability and bus,UNSURE,auto:insufficient_evidence,Y
1489,Improving productivity of a financial firm: business model evolution in the Cari,UNSURE,auto:insufficient_evidence,N
1490,Linking governance structure and sustainable operations of Chinese manufacturing,UNSURE,auto:insufficient_evidence,N
1493,"Relational ownership, institutional context, and internationalization of state-o",UNSURE,auto:insufficient_evidence,Y
1495,The effect of entrepreneurial origin on firms' performance: the case of Portugue,UNSURE,auto:insufficient_evidence,Y
1497,"Heterogeneous firms, corporate taxes and export behavior: A firm-level investiga",UNSURE,auto:insufficient_evidence,N
1499,The impact of the 2008 financial crisis on innovation: A dominant design perspec,UNSURE,auto:insufficient_evidence,N
1500,Exploring the antecedents of franchise internationalization,UNSURE,auto:insufficient_evidence,N
1502,The influence of internet marketing capabilities on international market perform,UNSURE,auto:insufficient_evidence,Y
1504,The mediating role of speed in the global sourcing decision process,UNSURE,auto:insufficient_evidence,N
1507,Development of entrepreneurial orientation of export manufacturers from emerging,UNSURE,auto:insufficient_evidence,N
1508,OUTWARD INTERNATIONALISATION OF EMERGING MARKET SMALL AND MEDIUM SIZED ENTERPRIS,UNSURE,auto:insufficient_evidence,Y
1509,Corporate innovation and environmental investment: The moderating role of instit,UNSURE,auto:insufficient_evidence,Y
1510,Does institutional industry context matter to performance? An extension of the i,UNSURE,auto:insufficient_evidence,N
1513,"Re-examining Strategic Flexibility: A Meta-Analysis of its Antecedents, Conseque",N,auto_title:meta-analysis_paper,Y
1514,The international market selection of Chinese SMEs: How institutional influence ,UNSURE,auto:insufficient_evidence,N
1515,Trade Integration in Colombia: A Dynamic General Equilibrium Study with New Expo,UNSURE,auto:insufficient_evidence,N
1516,Sourcing Technological Knowledge Through Foreign Inward Licensing to Boost the P,UNSURE,auto:insufficient_evidence,Y
1517,Quality certifications' impact on wine industry assets performance,UNSURE,auto:insufficient_evidence,N
1518,Transformational Leadership's Impact on Organizational Innovation: The Mediating,UNSURE,auto:insufficient_evidence,N
1519,"International Network Searching, Learning, and Explorative Capability: Small and",UNSURE,auto:insufficient_evidence,N
1521,The Influence of R&D Intensity on Financial Performance: The Mediating Role of H,UNSURE,auto:insufficient_evidence,N
1522,How companies respond to growing research costs: cost control or value creation?,UNSURE,auto:insufficient_evidence,Y
1524,"Institutional complementarity, firm behavior, and firm heterogeneity: A cross-na",UNSURE,auto:insufficient_evidence,Y
1527,Product diversification and large construction firm productivity: the effect of ,Y,"auto_abstract:quantitative_method,ip_performance",Y
1528,The price tag of technologies and the 'unobserved' R&D capabilities of firms,UNSURE,auto:insufficient_evidence,N
1530,Organisational learning as a mediator in the host-home country similarity-intern,UNSURE,auto:insufficient_evidence,Y
1533,"Dynamic Capabilities, Environmental Dynamism and Small and Medium Enterprises' I",UNSURE,auto:insufficient_evidence,N
1534,The competitive efficiency of Costa Rican small and medium-sized businesses: a d,UNSURE,auto:insufficient_evidence,Y
1537,THE EFFECT OF THE USE OF SOCIAL MEDIA AND DYNAMIC CAPABILITIES ON MARKET PERFORM,UNSURE,auto:insufficient_evidence,N
1542,The combined effects of product and geographical diversification on performance:,UNSURE,auto:insufficient_evidence,Y
1543,"Management, productivity and firm heterogeneity in international trade",UNSURE,auto:insufficient_evidence,N
1545,Globalization and the labor share in China: Firm-level evidence,UNSURE,auto:insufficient_evidence,N
1546,Antecedents to differentiation strategy in the exporting SME,UNSURE,auto:insufficient_evidence,N
1548,Understanding the connection between SMEs' competitiveness and cash flow generat,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1552,"Limiting role of resource dependence: an examination of director interlocks, boa",UNSURE,auto:insufficient_evidence,Y
1553,Processing trade and energy efficiency: Evidence from Chinese manufacturing firm,UNSURE,auto:insufficient_evidence,N
1555,"Human capital readiness and global market orientation in Indonesian Micro-, Smal",UNSURE,auto:insufficient_evidence,Y
1556,Waiting for Godot? Success or failure of firms' growth in a panel of Italian man,UNSURE,auto:insufficient_evidence,N
1557,"Past, ongoing, and future debate on the interplay between internationalization a",UNSURE,auto:insufficient_evidence,Y
1562,Ownership structure and financial performance of Spanish port service companies,UNSURE,auto:insufficient_evidence,N
1566,"Chief global officers, geographical sales dispersion, and firm performance",UNSURE,auto:insufficient_evidence,N
1567,Women directors and exporting activity: The moderating role of network advice,UNSURE,auto:insufficient_evidence,Y
1569,The Export Quality and Firm Heterogeneity of the Food Industry in China,UNSURE,auto:insufficient_evidence,N
1570,Adoption timing of OHSAS 18001 and firm performance: An institutional theory per,UNSURE,auto:insufficient_evidence,N
1571,"Industry 4.0 technologies, digital trust and technological orientation: What mat",UNSURE,auto:insufficient_evidence,N
1573,New product development and sustainable performance of Chinese SMMEs: The role o,UNSURE,auto:insufficient_evidence,N
1574,Chief marketing officer and internationalization-a resource-based view,UNSURE,auto:insufficient_evidence,Y
1575,The effect of board gender diversity on cross-listing,UNSURE,auto:insufficient_evidence,N
1576,Maritime knowledge clusters: A conceptual model and empirical evidence,UNSURE,auto:insufficient_evidence,N
1580,THE IMPACT OF GENDER ON FINANCIAL PERFORMANCE: EVIDENCE FROM A SAMPLE OF PORTUGU,Y,"auto_abstract:quantitative_method,quantitative_stat,ip_performance",Y
1581,Examining the Factors Affecting SME Performance: The Mediating Role of Social Me,UNSURE,auto:insufficient_evidence,Y
1582,Impact of institutional imprinting on the persistence of superior profits: A stu,UNSURE,auto:insufficient_evidence,N
1584,The effect of information frictions on FDI persistence,UNSURE,auto:insufficient_evidence,N
1585,Measuring competitiveness through the global competitiveness project framework: ,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1586,Business founders and performance of family firms: evidence from developing coun,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1587,Measuring innovation effectiveness: a SEM-based cross-lagged analysis,UNSURE,auto:insufficient_evidence,Y
1588,Swimming upstream throughout the turmoil: Evidence on firm growth during the gre,UNSURE,auto:insufficient_evidence,Y
1591,Innovation drivers of external competitiveness in the great recession,UNSURE,auto:insufficient_evidence,Y
1592,Migrant human and political capitals value in entrepreneur enterprise performanc,UNSURE,auto:insufficient_evidence,Y
1593,Exports of Spanish manufacturing firms and financial constraints,UNSURE,auto:insufficient_evidence,N
1596,"Informal institutions, entrepreneurs' political participation, and venture inter",UNSURE,auto:insufficient_evidence,N
1597,"Innovation and exports: different markets, different outcomes",UNSURE,auto:insufficient_evidence,N
1601,How to Increase the Internationalization Capacity of Science & Technology Park F,UNSURE,auto:insufficient_evidence,Y
1602,On the relationship between the energy conservation and emissions reduction poli,UNSURE,auto:insufficient_evidence,N
1605,The influence of the five cardinal values of confucianism on firm performance,UNSURE,auto:insufficient_evidence,N
1606,Emerging Market Multinational Family Business Groups and the Use of Family Manag,UNSURE,auto:insufficient_evidence,Y
1608,Does age matter? The impact of SMEs age on the relationship between knowledge so,UNSURE,auto:insufficient_evidence,N
1611,Building Multinationals in the Mediterranean: balearic island hotels in the 1990,UNSURE,auto:insufficient_evidence,Y
1612,Do firms profit from patent litigation? The contingent roles of diversification ,UNSURE,auto:insufficient_evidence,N
1613,Does one size fit all? CEO profiles and strategic management choices,UNSURE,auto:insufficient_evidence,Y
1614,"Strategic agility, dynamic relational capability and trust among SMEs in transit",UNSURE,auto:insufficient_evidence,N
1615,Reverse innovation transfer in Chinese MNCs: The role of political ties and head,UNSURE,auto:insufficient_evidence,Y
1616,"Strategic agility, internationalisation speed and international success - The ro",UNSURE,auto:insufficient_evidence,N
1617,Resources and digital export: An RBV perspective on the role of digital technolo,UNSURE,auto:insufficient_evidence,N
1619,The short- and long-run effects of foreign investments on firm performance: Evid,UNSURE,auto:insufficient_evidence,N
1620,Implementation of Stochastic Analysis in Corporate Decision-Making Models,UNSURE,auto:insufficient_evidence,Y
1621,Broadening the business model construct: Exploring how family-owned SMEs co-crea,UNSURE,auto:insufficient_evidence,N
1622,Assessing the Innovation-finance Nexus for SMEs: Evidence from the Arab Region (,UNSURE,auto:insufficient_evidence,N
1624,Bridging production factors allocation and sustainable operations in China's hea,UNSURE,auto:insufficient_evidence,N
1627,The birth of new HGEs: internationalization through new digital technologies,UNSURE,auto:insufficient_evidence,N
1628,Versatile capabilities for growth in the context of transforming countries: Evid,UNSURE,auto:insufficient_evidence,N
1631,Exploring firm-level innovation and productivity in India,UNSURE,auto:insufficient_evidence,Y
1632,Determining factors of financial performance of agricultural listed companies in,UNSURE,auto:insufficient_evidence,N
1633,Dynamic capabilities and high-tech entrepreneurial ventures' performance in the ,UNSURE,auto:insufficient_evidence,N
1634,Competitive efficiency in Catalonia: a non-parametric study of the competitivene,UNSURE,auto:insufficient_evidence,N
1636,The impact of market orientation on the performance of MSMEs operating in techno,UNSURE,auto:insufficient_evidence,Y
1640,Validating multidimensional entrepreneurial orientation in emerging economies,Y,"auto_abstract:quantitative_stat,ip_performance",Y
1641,An Investigation of Entrepreneurial SMEs' Network Capability and Social Capital ,UNSURE,auto:insufficient_evidence,Y
1642,The Micro-Foundation of Ambidextrous Foreign Direct Investment,UNSURE,auto:insufficient_evidence,Y
1643,"Political connection, contract intensity, and OFDI: Evidence from China",UNSURE,auto:insufficient_evidence,Y
1645,Is small and medium-sized beautiful? The structure and evolution of family SMEs ,UNSURE,auto:insufficient_evidence,Y
1646,The contribution of the external director for Brazilian private family business:,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1649,EFFECT OF INDIVIDUAL ENTREPRENEURSHIP ORIENTATION ON EXPORT INTENTION IN MICRO A,UNSURE,auto:insufficient_evidence,N
1650,The relationship between cross-border acquisitions and R&D investments by Indian,Y,"auto_abstract:quantitative_method,quantitative_stat",Y
1651,"Organisational commitment, intentions to quit, intellectual capital and firm's m",UNSURE,auto:insufficient_evidence,N
1652,Export activities and the demand for skills in German businesses,UNSURE,auto:insufficient_evidence,N
1657,Is Internationalization Beneficial to Innovation? Evidence from a Meta-analysis,N,auto_title:meta-analysis_paper,Y
1658,Chairpersons' hubris and internationalization: evidence from emerging market's f,UNSURE,auto:insufficient_evidence,Y
1660,Information and Communication Technology Adoption Strategies of Emerging Multina,UNSURE,auto:insufficient_evidence,Y
1662,Efficacy of Marketing in Innovation Processes,UNSURE,auto:insufficient_evidence,Y
1663,Formal and informal influences of the state on OFDI of hybrid state-owned enterp,UNSURE,auto:insufficient_evidence,N
1664,Environmental sustainability practices and offshoring activities of multinationa,UNSURE,auto:insufficient_evidence,N
1665,Internationalization-Innovation Strategy in New Ventures: A Log-linear Analysis,UNSURE,auto:insufficient_evidence,Y
1667,Challenging the knowledge resources complementarity hypothesis: a counterexample,UNSURE,auto:insufficient_evidence,N
1671,"International Diversification, Tax Avoidance, and Chaebol: Evidence from Korea",UNSURE,auto:insufficient_evidence,N
