seq,doi,title,abstract_snippet,auto_decision,auto_reason
1086,10.1002/kpm.1503,IT-enabled Knowledge Management for the Competitive Performance of Manufacturing SMEs: An Absorptive Capacity-based View,,UNSURE,S2 fetch failed
1087,10.1080/13547860.2016.1176640,"Foreign direct investment, domestic sales and exports of local firms: a regional perspective from China",,UNSURE,S2 fetch failed
1088,10.1016/j.ibusrev.2015.10.006,Cross-border acquisitions by Indian multinationals: Asset exploitation or asset augmentation?,,UNSURE,S2 fetch failed
1089,10.1016/j.ibusrev.2015.10.009,The effect of a geographically dispersed supply base on downside risk: Developing and testing the N-shaped theory,,UNSURE,S2 fetch failed
1093,10.1080/17487870.2015.1100083,Does policy reform promote FDI in developing economies? a firm-level simulation approach,,UNSURE,S2 fetch failed
1095,10.1111/jsbm.12236,The Moderating Effect of Perceived Effectiveness of SMEs' Marketing Function on the Network TiesStrategic Adaptiveness Relationship,,UNSURE,S2 fetch failed
1097,10.1016/j.worlddev.2016.05.007,Does Freer Trade <i>Really</i> Lead to Productivity Growth? Evidence from Africa,,UNSURE,S2 fetch failed
1101,10.1016/j.jbusres.2016.04.083,Innovation and experiential knowledge in firm exports: Applying the initial U-model,,UNSURE,S2 fetch failed
1103,10.5465/ambpp.2016.12648abstract,Ownership control of foreign affiliates: A property rights theory perspective,,UNSURE,S2 fetch failed
1104,10.1016/j.jwb.2016.09.002,"Firm-specific intangible assets and subsidiary profitability: The moderating role of distance, ownership strategy and subsidiary experience",,UNSURE,S2 fetch failed
1105,10.1016/j.techfore.2016.07.023,Decisions of OFDI Engagement and Location for Heterogeneous Multinational firms: Evidence from Chinese firms,,UNSURE,S2 fetch failed
1106,10.1080/13662716.2016.1208552,Entrepreneurial orientation and performance: mediating effects of technology and marketing action across industry types,,UNSURE,S2 fetch failed
1109,10.1093/icc/dtw033,"Financial constraints and firm exports: accounting for heterogeneity, self-selection, and endogeneity",,UNSURE,S2 fetch failed
1114,10.2139/ssrn.2817642,The impact of cultural diversity in corporate boards on firm performance,,UNSURE,S2 fetch failed
1121,10.1016/j.techfore.2015.09.002,The relationship between innovation and export behaviour: The case of Galician firms,,UNSURE,S2 fetch failed
1123,10.1007/s11187-016-9781-2,ICT as facilitator of internationalisation in small- and medium-sized firms,,UNSURE,S2 fetch failed
1125,10.1016/j.ibusrev.2016.05.007,Exploring the link between internationalization of top management and accounting quality: The CFO's international experience matters,,UNSURE,S2 fetch failed
1126,10.1016/j.ibusrev.2016.06.005,"Does state ownership facilitate outward FDI of Chinese SOEs? Institutional development, market competition, and the logic of interdependence between governments and SOEs",,UNSURE,S2 fetch failed
1127,10.1093/cje/bew032,The impact of internationalization on innovation at countries' level: the role of absorptive capacity,,UNSURE,S2 fetch failed
1130,10.1080/16081625.2016.1158658,Does stronger intellectual property rights protection matter in developing local R&D outsourcing strategy?,,UNSURE,S2 fetch failed
1131,10.1007/s10490-015-9436-x,Marketized state ownership and foreign expansion of emerging market multinationals: Leveraging institutional competitive advantages,,UNSURE,S2 fetch failed
1136,10.1007/s12061-015-9169-8,Regional Endogenous Development Based on Conceptualizing a Regional Productivity Model for Application in Iran,,UNSURE,S2 fetch failed
1138,10.1111/boer.12076,INTERNATIONALIZATION STRATEGIES IN OLIGOPOLY WITH HETEROGENEOUS FIRMS,,UNSURE,S2 fetch failed
1141,10.1057/s41267-016-0050-z,Institutional fragility and outward foreign direct investment from China,,UNSURE,S2 fetch failed
1142,10.1002/gsj.1153,ACQUISITION OR GREENFIELD ENTRY INTO AFRICA? RESPONDING TO INSTITUTIONAL DYNAMICS IN AN EMERGING CONTINENT,,UNSURE,S2 fetch failed
1143,10.1016/j.jbusvent.2017.02.004,Commercialization strategy and internationalization outcomes in technology-based new ventures,,UNSURE,S2 fetch failed
1144,10.1016/j.jdeveco.2016.12.003,Subsidies with export share requirements in China,,UNSURE,S2 fetch failed
1149,10.1016/j.indmarman.2016.12.001,Constructing useful models of firms' heterogeneities in implemented strategies and performance outcomes,,UNSURE,S2 fetch failed
1155,10.1016/j.ibusrev.2016.10.005,Born Globals-Is there fire behind the smoke?,,UNSURE,S2 fetch failed
1156,10.37043/jura.2017.9.1.1,ANALYSIS OF THE INVESTMENT ACTIVITY IN SOUTH AND CENTRAL EASTERN EUROPE. A COMPARATIVE ANALYSIS OF THE CORPORATE GROWTH MODEL,,UNSURE,S2 fetch failed
1157,10.1016/j.jwb.2016.08.007,Building international business bridges in geographically isolated areas: The role of foreign market focus and outward looking competences in Latin American SMEs,,UNSURE,S2 fetch failed
1165,10.1016/j.worlddev.2017.04.006,The Impact of Regional and Institutional Factors on Labor Productive Performance-Evidence from the Township and Village Enterprise Sector in China,,UNSURE,S2 fetch failed
1173,10.1007/s13132-015-0266-3,"Exploring the Relationship of Innovation Intensity, Knowledge Production and Productivity in Greek SMEs Before the Eruption of Debt Crisis",,UNSURE,S2 fetch failed
1174,10.1016/j.intman.2016.11.006,Emerging Market Multinational Companies and Internationalization: The Role of Home Country Urbanization,,UNSURE,S2 fetch failed
1175,10.1016/j.euroecorev.2017.07.011,CO<sub>2</sub> emission intensity and exporting: Evidence from firm-level data,,UNSURE,S2 fetch failed
1178,10.1007/s10843-016-0195-7,Knowledge spillovers and high-impact growth: Comparing local and foreign firms in the UK,,UNSURE,S2 fetch failed
1188,10.1057/s41267-017-0105-9,"MNE internationalization patterns, the roles of knowledge stocks, and the portfolio of MNE subsidiaries",,UNSURE,S2 fetch failed
1192,10.1007/s10490-016-9502-z,Learning breakdown in latecomer multinational enterprises,,UNSURE,S2 fetch failed
1193,10.1596/28933,Financial Factors and Manufacturing Exports: Firm-Level Evidence From Egypt,,UNSURE,S2 fetch failed
1203,10.1016/j.ecosys.2017.08.002,Globalisation and the decline of the labour share: A microeconomic perspective,,UNSURE,S2 fetch failed
1215,10.1080/19186444.2018.1436658,Outward foreign direct investment: the Indian experience,,UNSURE,S2 fetch failed
1224,10.1080/1540496x.2017.1369878,Trade and Growth in the New Member States: The Role of Global Value Chains,,UNSURE,S2 fetch failed
1225,10.1016/j.ibusrev.2018.01.008,Market performance implications of modularization: Evidence from global auto firms operating in China,,UNSURE,S2 fetch failed
1228,10.18559/ebr.2018.1.4,The analysis of firms' involvement in internationalisation and determinants of its intensity - an analysis for developing and post-transition economies,,UNSURE,S2 fetch failed
1230,10.1080/0965254x.2017.1293136,"Geographic diversification, product diversification, and firm cash flow volatility: the moderating effect of firm dynamic capability",,UNSURE,S2 fetch failed
1231,10.1016/j.jwb.2018.04.001,"No place like home? How EMNCs from hyper turbulent contexts internationalize by sequentially arbitraging rents, values, and scales abroad",,UNSURE,S2 fetch failed
1245,10.1080/13602381.2018.1531615,Network ties and export propensity of Vietnamese small and medium enterprises,,UNSURE,S2 fetch failed
1246,10.1080/13602381.2018.1513624,Post-M&A technological capability-building of emerging market firms in China: the case of <i>Lenovo</i>,,UNSURE,S2 fetch failed
1249,10.1057/s41291-018-0040-z,Internationalization and longevity of Korean SMEs: the moderating role of contingent factors,,UNSURE,S2 fetch failed
1253,10.1080/1540496x.2018.1447461,"Determinants of Firms' Initial Decision to Invest Abroad: An Application of ""Survival"" Analysis to Manufacturing Firms in India",,UNSURE,S2 fetch failed
1257,10.1057/s41267-017-0138-0,Explaining the effect of rapid internationalization on horizontal foreign divestment in the retail sector: An extended Penrosean perspective,,UNSURE,S2 fetch failed
1261,10.1007/s11575-018-0352-4,The Differential Effects of Minority State Ownership Types on the Internationalization of Emerging Market Multinationals from Democratic States,,UNSURE,S2 fetch failed
1267,10.1016/j.ijindorg.2018.08.001,Product innovation by supplying domestic and foreign markets,,UNSURE,S2 fetch failed
1268,10.1057/978-1-137-58032-0_6,Multinational Enterprises and Economic Development in Host Countries: What We Know and What We Don't Know,,UNSURE,S2 fetch failed
1271,10.1080/00036846.2018.1486998,"Growth, profits and foreign ownership in the Brazilian banking industry",,UNSURE,S2 fetch failed
1273,10.1016/j.emj.2017.11.001,International work experience and compensation: Is more always better for CFOs?,,UNSURE,S2 fetch failed
1281,10.1111/pirs.12261,Venture capital: The effect of local and global social ties on firm performance,,UNSURE,S2 fetch failed
1286,10.5465/ambpp.2017.10027abstract,Are SMEs with immigrant owners exceptional exporters?,,UNSURE,S2 fetch failed
1290,10.1016/j.jbusres.2017.07.019,Family ownership and family involvement as antecedents of strategic action: A longitudinal study of initial international entry,,UNSURE,S2 fetch failed
1292,10.1016/j.jwb.2017.12.003,Business group reputation and affiliates' internationalization strategies,,UNSURE,S2 fetch failed
1293,10.1093/icc/dtx022,Innovation activities and learning processes in the crisis: evidence from Italian export in manufacturing and services,,UNSURE,S2 fetch failed
1295,10.1016/j.ibusrev.2017.06.004,"How ""space"" and ""place"" influence subsidiary host country political embeddedness",,UNSURE,S2 fetch failed
1296,10.1057/s41267-017-0089-5,Domestic alliance networks and regional strategies of MNEs: A structural embeddedness perspective,,UNSURE,S2 fetch failed
1297,10.1007/s11747-017-0519-8,"Strategic goal accomplishment in export ventures: the role of capabilities, knowledge, and environment",,UNSURE,S2 fetch failed
1311,10.1016/j.tmp.2016.12.001,Internationalization of African-ethnic restaurants: A qualitative enquiry using the dynamic capabilities perspective,,UNSURE,S2 fetch failed
1313,10.2139/ssrn.3854925,Attitudes towards women's career advancement in Latin America: The moderating impact of perceived company international proactiveness,,UNSURE,S2 fetch failed
1315,10.1007/978-3-030-03931-8_6,The Value of Local Externalities in Country-of-Origin Clusters: Evidence from China,,UNSURE,S2 fetch failed
1317,10.1016/j.ibusrev.2018.07.004,"Born globals - presence, performance and prospects",,UNSURE,S2 fetch failed
1319,10.1016/j.ibusrev.2018.06.003,Internationalization and entrepreneurial orientation of family SMEs: The influence of the family character,,UNSURE,S2 fetch failed
1321,10.1016/j.respol.2018.08.021,From new imported inputs to new exported products. Firm-level evidence from Sweden,,UNSURE,S2 fetch failed
1323,10.5771/0949-6181-2018-4-642,"A Comparison of Information Technology Capability, Employee Empowerment and Innovativeness in German and Polish Firms",,UNSURE,S2 fetch failed
1331,10.1007/s10490-017-9549-5,An institutional response model to economic liberalization: Japanese MNEs' ownership choices in China,,UNSURE,S2 fetch failed
1334,10.1007/s11575-018-0360-4,"Ex-post Performance Implications of Divergence of Managers' Perceptions of ""Distance' From ""Reality' in International Business",,UNSURE,S2 fetch failed
1336,10.1016/j.intman.2018.08.002,Internationalization Orientation in SMEs: The Mediating Role of Technological Innovation,,UNSURE,S2 fetch failed
1337,10.1016/j.intman.2018.09.001,An Effectual-Causal View of Managerial Decisions in the Internationalization of Indian MNEs,,UNSURE,S2 fetch failed
1338,10.1016/j.jwb.2018.11.006,How outside directors' human and social capital create value for corporate international investments,,UNSURE,S2 fetch failed
1344,10.1016/j.ibusrev.2018.09.002,"When less family is more: Trademark acquisition, family ownership, and internationalization",,UNSURE,S2 fetch failed
1346,10.1057/s41267-018-0179-z,Adapting and sustaining operations in weak institutional environments: A business ecosystem assessment of a Chinese MNE in Central Africa,,UNSURE,S2 fetch failed
1347,10.1016/j.jbusres.2018.10.014,Effects of prior market experiences and firm-specific resources on developed economy SMEs' export exit from emerging markets: Complementary or compensatory?,,UNSURE,S2 fetch failed
1348,10.1109/tem.2018.2798922,Pulling the Plug? Investigating Firm-Level Drivers of Innovation Project Termination,,UNSURE,S2 fetch failed
1351,10.1007/978-3-319-70220-9_15,Firm Diversification and Financial Performance: Evidence from Manufacturing Firms Worldwide,,UNSURE,S2 fetch failed
1353,10.1016/j.econmod.2018.09.023,"Culture, business environment and SMEs' profitability: Evidence from European Countries",,UNSURE,S2 fetch failed
1354,10.1016/j.ibusrev.2018.11.003,Organizational creativity as a crucial resource for building international business competence,,UNSURE,S2 fetch failed
1362,10.1016/j.jwb.2018.03.003,"National institutional systems, foreign ownership and firm performance: The case of understudied countries",,UNSURE,S2 fetch failed
1366,10.1016/j.jbusres.2019.04.005,New director selection during growth in family-influenced and lone founder firms: An identity fit perspective,,UNSURE,S2 fetch failed
1372,10.2139/ssrn.3078601,"The relationship between public listing, context, multi-nationality and internal CSR",,UNSURE,S2 fetch failed
1374,10.1016/j.jbusres.2019.05.026,Performance in family firm: Influences of socioemotional wealth and managerial capabilities,,UNSURE,S2 fetch failed
1375,10.1080/14765284.2019.1615243,"Debt financing structure, ownership concentration and firm performance: a comparison of the listed state-owned and non-state-owned CMNEs",,UNSURE,S2 fetch failed
1376,10.1016/j.pursup.2018.12.003,Relocation of second degree: Moving towards a new place or returning home?,,UNSURE,S2 fetch failed
1381,10.1057/s41267-018-00210-8,Going home and helping out? Returnees as propagators of CSR in an emerging economy,,UNSURE,S2 fetch failed
1385,10.1080/08985626.2019.1640459,International networking and knowledge acquisition of Chinese SMEs: the role of global mind-set and international entrepreneurial orientation,,UNSURE,S2 fetch failed
1386,10.1007/s11575-019-00391-w,"""2R-Based View' on the Internationalization of Service MNEs from Emerging Economies: Evidence from China",,UNSURE,S2 fetch failed
1399,10.1080/0965254x.2018.1464048,Risk perceptions in Japanese SMEs: the role of Internet marketing capabilities in firm performance,,UNSURE,S2 fetch failed
1400,10.1016/j.jbusres.2018.01.014,"Offshore outsourcing and firm performance: Moderating effects of size, growth and slack resources",,UNSURE,S2 fetch failed
1407,10.1016/j.ibusrev.2019.05.003,Family CEO and board service: Turning the tide for export scope in family SMEs,,UNSURE,S2 fetch failed
1409,10.1016/j.econmod.2019.04.005,"Pre-IPO growth, venture capital, and the long-run performance of IPOs",,UNSURE,S2 fetch failed
1412,10.1007/s11575-019-00398-3,Antecedents of Inbound and Outbound M&A: Industry-Level Analysis from India,,UNSURE,S2 fetch failed
1426,10.1016/j.bar.2019.02.003,Country-level corruption and accounting choice: Research & development capitalization under IFRS,,UNSURE,S2 fetch failed
1429,10.1016/j.heliyon.2019.e02664,"Geographical diversification, firm size and profitability in Malaysia: A quantile regression approach",,UNSURE,S2 fetch failed
1430,10.1016/j.jbusres.2018.03.022,Managing institutional voids: A configurational approach to understanding high performance antecedents,,UNSURE,S2 fetch failed
1435,10.1016/j.gfj.2018.02.001,Foreign acquisitions and firm performance: The moderating role of prior foreign experience,,UNSURE,S2 fetch failed
1437,10.1007/s40888-019-00170-8,Are export promotion programs effective in promoting the internalization of SMEs?,,UNSURE,S2 fetch failed
1438,10.1007/s10843-019-00249-0,Founder non-international experience and venture internationalization,,UNSURE,S2 fetch failed
1441,10.1016/j.ibusrev.2019.101602,Explaining the performance of divested overseas subsidiaries,,UNSURE,S2 fetch failed
1448,10.1016/j.techfore.2019.119714,"The relationships between the internationalization of alliance portfolio diversity, individual incentives, and innovation ambidexterity: A microfoundational approach",,UNSURE,S2 fetch failed
1450,10.1504/ijlic.2020.113148,How to use your social capital to thrive in export markets? Identifying the dynamic capabilities developed through social capital by top exporters,,UNSURE,S2 fetch failed
1451,10.1007/978-3-030-27285-2_4,Job Creation of Exporters and Non-exporters: Evidence from Estonia,,UNSURE,S2 fetch failed
1452,10.1007/s10843-019-00264-1,Home Country Institutional Context and Entrepreneurial Internationalization: The Significance of Human Capital Attributes,,UNSURE,S2 fetch failed
1460,10.1007/s10843-020-00268-2,Exploring the organizing and strategic factors of diasporic transnational entrepreneurs in Canada: An empirical study,,UNSURE,S2 fetch failed
1463,10.1016/j.jbusres.2018.11.039,Who does it best? Family and nonfamily owners and leaders navigating institutional development in emerging markets,,UNSURE,S2 fetch failed
1464,10.1016/j.seps.2019.04.004,How to optimize the allocation of research resources? An empirical study based on output and substitution elasticities of universities in Chinese provincial level,,UNSURE,S2 fetch failed
1465,10.1016/j.econmod.2019.05.012,Local linkages: The interdependence of foreign and domestic firms in Ireland,,UNSURE,S2 fetch failed
1479,10.1007/s10490-020-09712-2,The internationalization of new ventures in an emerging economy: The shifting role of industry concentration,,UNSURE,S2 fetch failed
1485,10.1016/j.jbusres.2019.11.017,"Knowledge, robots and productivity in SMEs: Explaining the second digital wave",,UNSURE,S2 fetch failed
1486,10.1007/s10843-019-00257-0,"The Impact of Entrepreneurial Orientation on Foreign Market Entry: the Roles of Marketing Program Adaptation, Cultural Distance, and Unanticipated Events",,UNSURE,S2 fetch failed
1490,10.1016/j.jclepro.2019.119949,Linking governance structure and sustainable operations of Chinese manufacturing firms: The moderating effect of internationalization,,UNSURE,S2 fetch failed
1497,10.1016/j.econmod.2019.09.012,"Heterogeneous firms, corporate taxes and export behavior: A firm-level investigation for Italy",,UNSURE,S2 fetch failed
1504,10.1016/j.pursup.2020.100609,The mediating role of speed in the global sourcing decision process,,UNSURE,S2 fetch failed
1507,10.1007/s11365-019-00580-x,Development of entrepreneurial orientation of export manufacturers from emerging economies,,UNSURE,S2 fetch failed
1510,10.1016/j.jbusres.2020.04.037,Does institutional industry context matter to performance? An extension of the institution-based view,,UNSURE,S2 fetch failed
1514,10.1016/j.ibusrev.2020.101703,The international market selection of Chinese SMEs: How institutional influence overrides psychic distance,,UNSURE,S2 fetch failed
1515,10.1016/j.jedc.2020.103871,Trade Integration in Colombia: A Dynamic General Equilibrium Study with New Exporter Dynamics,,UNSURE,S2 fetch failed
1519,10.1007/s11575-020-00426-7,"International Network Searching, Learning, and Explorative Capability: Small and Medium-sized Enterprises from China",,UNSURE,S2 fetch failed
1528,10.1080/10438599.2020.1799141,The price tag of technologies and the 'unobserved' R&D capabilities of firms,,UNSURE,S2 fetch failed
1533,10.13106/jafeb.2020.vol7.no9.527,"Dynamic Capabilities, Environmental Dynamism and Small and Medium Enterprises' Internationalization Level",,UNSURE,S2 fetch failed
1553,10.1016/j.jclepro.2020.122507,Processing trade and energy efficiency: Evidence from Chinese manufacturing firms,,UNSURE,S2 fetch failed
1556,10.1016/j.strueco.2020.08.007,Waiting for Godot? Success or failure of firms' growth in a panel of Italian manufacturing firms,,UNSURE,S2 fetch failed
1562,10.1057/s41278-019-00130-w,Ownership structure and financial performance of Spanish port service companies,,UNSURE,S2 fetch failed
1566,10.1016/j.jbusres.2020.08.011,"Chief global officers, geographical sales dispersion, and firm performance",,UNSURE,S2 fetch failed
1570,10.1016/j.ijpe.2020.107870,Adoption timing of OHSAS 18001 and firm performance: An institutional theory perspective,,UNSURE,S2 fetch failed
1571,10.1016/j.techfore.2020.120332,"Industry 4.0 technologies, digital trust and technological orientation: What matters in open innovation?",,UNSURE,S2 fetch failed
1573,10.1016/j.ijpe.2020.107817,New product development and sustainable performance of Chinese SMMEs: The role of dynamic capability and intra-national environmental forces,,UNSURE,S2 fetch failed
1582,10.1016/j.jbusres.2020.11.039,Impact of institutional imprinting on the persistence of superior profits: A study of regulatory punctuation in India,,UNSURE,S2 fetch failed
1596,10.1057/s41267-021-00402-9,"Informal institutions, entrepreneurs' political participation, and venture internationalization",,UNSURE,S2 fetch failed
1602,10.1016/j.jclepro.2021.126652,On the relationship between the energy conservation and emissions reduction policy and employment adjustment by manufacturing firms: Microdata from China,,UNSURE,S2 fetch failed
1605,10.1007/s11846-021-00452-1,The influence of the five cardinal values of confucianism on firm performance,,UNSURE,S2 fetch failed
1608,10.1016/j.jbusres.2019.05.021,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,,UNSURE,S2 fetch failed
1612,10.1016/j.respol.2021.104263,Do firms profit from patent litigation? The contingent roles of diversification and intangible assets,,UNSURE,S2 fetch failed
1614,10.1016/j.jwb.2020.101175,"Strategic agility, dynamic relational capability and trust among SMEs in transitional economies",,UNSURE,S2 fetch failed
1616,10.1016/j.intman.2021.100838,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth modes",,UNSURE,S2 fetch failed
1617,10.1016/j.jbusres.2021.04.010,Resources and digital export: An RBV perspective on the role of digital technologies and capabilities in cross-border e-commerce,,UNSURE,S2 fetch failed
1619,10.1016/j.iref.2021.04.011,The short- and long-run effects of foreign investments on firm performance: Evidence from Asia Pacific,,UNSURE,S2 fetch failed
1621,10.1016/j.jbusres.2020.03.034,Broadening the business model construct: Exploring how family-owned SMEs co-create value with external stakeholders,,UNSURE,S2 fetch failed
1622,10.1007/s13132-021-00786-x,Assessing the Innovation-finance Nexus for SMEs: Evidence from the Arab Region (MENA),,UNSURE,S2 fetch failed
1624,10.1016/j.jclepro.2021.126637,Bridging production factors allocation and sustainable operations in China's heavy-polluting firms: The moderation effect of internationalization,,UNSURE,S2 fetch failed
1627,10.1007/s10961-021-09861-6,The birth of new HGEs: internationalization through new digital technologies,,UNSURE,S2 fetch failed
1628,10.1016/j.jbusres.2021.05.038,Versatile capabilities for growth in the context of transforming countries: Evidence from Polish manufacturing companies,,UNSURE,S2 fetch failed
1633,10.1016/j.lrp.2020.102026,Dynamic capabilities and high-tech entrepreneurial ventures' performance in the aftermath of an environmental jolt,,UNSURE,S2 fetch failed
1634,10.1504/ijbe.2021.115085,Competitive efficiency in Catalonia: a non-parametric study of the competitiveness index based on data envelopment analysis,,UNSURE,S2 fetch failed
1651,10.1504/ijkms.2021.116405,"Organisational commitment, intentions to quit, intellectual capital and firm's market value and innovation performance",,UNSURE,S2 fetch failed
1663,10.1016/j.ibusrev.2021.101864,Formal and informal influences of the state on OFDI of hybrid state-owned enterprises in China,,UNSURE,S2 fetch failed
1664,10.1016/j.ibusrev.2020.101789,Environmental sustainability practices and offshoring activities of multinational corporations across emerging and developed markets,,UNSURE,S2 fetch failed
1667,10.1080/14778238.2021.1967215,Challenging the knowledge resources complementarity hypothesis: a counterexample,,UNSURE,S2 fetch failed
1671,10.35611/jkt.2021.25.5.74,"International Diversification, Tax Avoidance, and Chaebol: Evidence from Korea",,UNSURE,S2 fetch failed
1673,10.2139/ssrn.3385346,Going global: Factors influencing the internationalization of the internal audit function,,UNSURE,S2 fetch failed
1682,10.1016/j.chieco.2021.101672,"One country, many industries: Heterogeneity of Chinese OFDI motivations at meso level",,UNSURE,S2 fetch failed
1684,10.1016/j.ibusrev.2021.101861,Gaijin invasion? A resource dependence perspective on foreign ownership and foreign directors,,UNSURE,S2 fetch failed
1685,10.1016/j.spc.2021.08.013,"Examining antecedents, consequences, and contingencies of proactive environmental strategy",,UNSURE,S2 fetch failed
1687,10.1016/j.techfore.2021.121176,The role of the SDGs as enhancers of the performance of Spanish wine cooperatives,,UNSURE,S2 fetch failed
1689,10.1007/s11575-021-00452-z,The Internationalization and Voluntary Adoption of International Accounting Standards by Japanese MNEs,,UNSURE,S2 fetch failed
1691,10.7819/rbgn.v23i2.4104,"Social capital and internationalization of family SMEs in Campeche, Mexico: a qualitative comparative analysis",,UNSURE,S2 fetch failed
1695,10.1016/j.jbusres.2021.09.071,Leveraging the benefits of location decisions into performance: A global view from matched MNEs,,UNSURE,S2 fetch failed
1701,10.1016/j.respol.2021.104407,China's new research evaluation policy: Evidence from economics faculty of Elite Chinese universities,,UNSURE,S2 fetch failed
1707,10.1016/j.jwb.2021.101285,The coevolution of international scope and technological knowledge in MNCs,,UNSURE,S2 fetch failed
1711,10.1016/j.jik.2020.08.002,Knowledge assets for internationalization strategy proposal,,UNSURE,S2 fetch failed
1713,10.1109/tem.2021.3080115,Innovation Promoter or Inhibitor? Non-Family CEO's Effect on Innovation in Family Businesses,,UNSURE,S2 fetch failed
1716,10.1080/14765284.2021.2021489,Does entrepreneurial orientation encourage Pakistani SMEs to participate in China-Pakistan economic corridor?,,UNSURE,S2 fetch failed
1717,10.1016/j.jbusres.2021.12.003,Dual institutional embeddedness and home country CSR Engagement: Evidence from Indian MNEs,,UNSURE,S2 fetch failed
1726,10.1016/j.iedeen.2021.100169,Innovation adaptation and post-entry growth in international new ventures,,UNSURE,S2 fetch failed
1729,10.1016/j.intman.2021.100835,Internationalization pathways of Chinese private firms: A closer look at firm-specific advantages,,UNSURE,S2 fetch failed
1730,10.1016/j.intman.2020.100781,Home country learning and international expansion of emerging market multinationals,,UNSURE,S2 fetch failed
1741,10.1080/00472778.2020.1711635,Dealing with the tensions between innovation and internationalization in SMEs: A dynamic capability view,,UNSURE,S2 fetch failed
1743,10.1016/j.tncr.2023.100003,The drivers of successful regional expansion: evidence from multinational corporations in Latin America during 1990-2005,,UNSURE,S2 fetch failed
1745,10.1016/j.indmarman.2021.12.013,Network exploration and exploitation capabilities and foreign market knowledge: The enabling and disenabling boundary conditions for international performance,,UNSURE,S2 fetch failed
1746,10.1016/j.intfin.2021.101491,Capital flight for family? Exploring the moderating effects of social connections on capital outflow of family business,,UNSURE,S2 fetch failed
1755,10.1016/j.iref.2022.02.041,"Cross-border mergers and acquisitions, regional cultural diversity and acquirers' corporate social responsibility: Evidence from China listed companies",,UNSURE,S2 fetch failed
1758,10.1016/j.intman.2021.100889,MNE dynamic capabilities in (un)related diversification,,UNSURE,S2 fetch failed
1759,10.1016/j.eap.2021.12.012,Does environmental information disclosure increase firm exports?,,UNSURE,S2 fetch failed
1764,10.1016/j.jclepro.2022.131243,Exports and outward FDI as drivers of eco-innovations. An analysis based on Spanish manufacturing firms,,UNSURE,S2 fetch failed
1766,10.1016/j.intman.2022.100938,Financial performance and global start-ups: the impact of knowledge management practices,,UNSURE,S2 fetch failed
1770,10.1016/j.jbusres.2022.03.027,Examining the evolution of emerging market multinational enterprises? competitive advantages: Evidence from India,,UNSURE,S2 fetch failed
1781,10.1016/j.jbusres.2022.04.033,Legacy of ideology: The enduring effect of CEOs? socialist ideological imprint on private firms? employee-related CSR,,UNSURE,S2 fetch failed
1782,10.1016/j.jwb.2022.101308,Organizational goals and resource allocation to overseas foreign direct investment,,UNSURE,S2 fetch failed
1784,10.2139/ssrn.3738074,Distant but Close in Sight: Firm-level Evidence on French-German Productivity Gaps in Manufacturing,,UNSURE,S2 fetch failed
1785,10.1016/j.worlddev.2021.105770,"Local corruption, total factor productivity and firm heterogeneity: Empirical evidence from Chinese manufacturing firms",,UNSURE,S2 fetch failed
1786,10.1016/j.jwb.2022.101345,The interface of market and nonmarket strategies: Political ties and strategic competitive actions,,UNSURE,S2 fetch failed
1799,10.1080/13547860.2022.2097372,Does China's direct investment in ASEAN have institutional preference from the perspective of investment motivation heterogeneity?,,UNSURE,S2 fetch failed
1800,10.4324/9781003008606-6,FDI as a key form of economies' internationalization,,UNSURE,S2 fetch failed
1813,10.1016/j.ibusrev.2022.102008,"CEO gender, institutional context and firm exports",,UNSURE,S2 fetch failed
1819,10.1080/13215906.2022.2113742,The role of slack resources and managerial capabilities in early and late internationalization: a configurational approach,,UNSURE,S2 fetch failed
1822,10.1016/j.jbusres.2022.07.018,Internationalization of hybrid state-owned enterprises from emerging markets: Institutional investors as enablers,,UNSURE,S2 fetch failed
1831,10.1016/j.compind.2022.103744,Information security and value creation: The performance implications of ISO/IEC 27001,,UNSURE,S2 fetch failed
1835,10.1016/j.jbusres.2022.08.018,An empirical investigation of unique traits of retailing industry in emerging economies: The perspective of consumer-packaged goods manufacturers,,UNSURE,S2 fetch failed
1838,10.1016/j.tranpol.2022.09.010,Prospects for improving shipping companies? profit margins by quantifying operational strategies and market focus approach through AIS data,,UNSURE,S2 fetch failed
1840,10.1016/j.jbusres.2022.113319,"Growth, agglomeration externalities, and survival: Evidence from Chinese manufacturing start-ups",,UNSURE,S2 fetch failed
1848,10.1007/s11575-022-00496-9,Reverse Efficiency Spillovers from Host Country Banks to Foreign Banks: Evidence from Emerging Market Bank Subsidiaries in Developed Markets,,UNSURE,S2 fetch failed
1851,10.1016/j.ibusrev.2021.101953,Do interlocks by different types of directors affect the nature of internationalization strategy of emerging market multinationals?,,UNSURE,S2 fetch failed
1852,10.1080/00036846.2022.2141458,"Family firms, productivity and input specificity: An empirical assessment of Italian firms' sourcing",,UNSURE,S2 fetch failed
1859,10.1016/j.ibusrev.2022.102032,"Strategic agility of SMEs in emerging economies: Antecedents, consequences and boundary conditions",,UNSURE,S2 fetch failed
1862,10.1016/j.ijresmar.2021.09.003,Cross-border marketing ecosystem orchestration: A conceptualization of its determinants and boundary conditions,,UNSURE,S2 fetch failed
