seq,doi,title,r_found,n_found,formula,source
2450,10.1080/09603107.2011.626396,Multinationality and the performance of IPOs,,,,no_abstract
2453,10.1504/ijatm.2012.050362,The relationship between internationalisation and firm perfo,,,,no_abstract
2461,10.1016/j.intman.2010.12.004,The internationalization and performance of a firm: Moderati,,,,no_abstract
2462,10.18461/ijfsd.v2i1.216,Internationalization and Firm Performance in Agribusiness: E,,,,no_abstract
2466,,Internationalization and performance of firms: Evidence from,,,,no_abstract
2470,10.1002/smj.855,Research notes and commentaries the performance implications,,,,S2_abstract
2474,10.1111/j.1467-9701.2009.01188.x,Exporting and environmental performance: A firm-level produc,,,,no_abstract
2475,10.1016/j.intman.2008.10.002,Causal analysis of the internationalization and performance ,,,,no_abstract
2477,,Export implicit financial performance: The case of french wi,,,,no_abstract
2486,10.1002/jid.1455,Internalisation and firm performance: Evidence from estimate,,,,S2_abstract
2487,10.1287/orsc.1070.0341,Alliance portfolio internationalization and firm performance,,,,no_abstract
2490,10.1016/j.omega.2006.06.004,Internationalization and performance: The moderating effects,,,,no_abstract
2491,10.1016/j.jwb.2007.06.003,Nature of the relationship between international expansion a,,,,no_abstract
2494,10.1057/palgrave.jibs.8400282,Internationalization and the performance of born-global SMEs,,,,no_abstract
2495,10.1007/s11575-007-0021-5,An exploration of the relationship between country of origin,,,,no_abstract
2499,10.1300/j037v16n01_05,Profitability of rapid internationalization: The relationshi,,,,no_abstract
2500,10.1300/j037v16n01_07,Internationalization and performance: Evidence from spanish ,,,,no_abstract
2503,10.1300/j482v11n02_05,Does globalizationaffect multinational corporation performan,,,,no_abstract
2505,10.1300/j482v10n04_02,Corporate performance implications of multinationality: The ,,,,no_abstract
2506,,The effects of firm's strategic factors on export and firm p,,,,no_abstract
2513,10.1007/s10663-004-1419-y,Concentration and multinationality in European manufacturing,,,,no_abstract
2514,10.1111/j.0950-0804.2004.00228.x,How domestic and foreign firms differ and why does it matter,,,,S2_abstract
2515,10.1111/j.1467-9396.2004.00473.x,"Entry, expansion, and intensity in the US export boom, 1987-",,,,S2_abstract
2518,10.1016/j.ibusrev.2003.05.003,Empirical approach to the sequential relationships between f,,,,no_abstract
2522,10.1108/14626000310461231,Company performance and objectives reported by first and mul,,,,S2_abstract
2523,10.1111/1467-9361.00186,"Exports, returns to scale, and total factor productivity: Th",,,,no_abstract
2525,10.1016/s0883-9026(01)00080-5,"Multinationality, product diversification, and profitability",,,,no_abstract
2527,10.1016/s0897-3660(02)15016-1,"Profitability, multinationality and the investment opportuni",,,,no_abstract
2528,10.1016/s1062-9769(00)00076-4,The evidence from Canadian firms on multinational diversific,,,,no_abstract
2529,10.1016/s1474-7979(01)11020-3,Firm internationalization and economic performance: A concep,,,,no_abstract
2530,10.1108/03074350110767051,Empirical validation of a general model of growth opportunit,,,,S2_abstract
2532,10.2307/1556420,International expansion by new venture firms: International ,,,,no_abstract
2533,10.1556/aoecon.51.2000-2001.3.4,Foreign capital and economic development in Hungary,,,,S2_abstract
2534,10.1016/s0148-2963(98)00074-5,The impact of internationalization on the diversification-pe,,,,no_abstract
2537,10.1108/03074359910766325,"Multinationality, profitability and firm value",,,,no_abstract
2539,10.1080/13562579908721791,"Globalising capital, localising labour? The discursive manip",,,,no_abstract
2541,10.1016/s0969-5931(98)00013-4,The effects of the degree of internationalization on firm pe,,,,no_abstract
2543,10.1108/03074359810765499,Multinationality and profitability: The contingency of the i,,,,no_abstract
2544,10.1023/a:1008288309652,Degree of Multinationality and Financial Performance: A Stud,,,,no_abstract
2553,10.1177/026624269000800404,Export Behaviour and Attitudes of Small- and Medium-sized Ko,,,,S2_abstract
2554,10.1016/0148-2963(90)90015-6,Influence of firm size on export planning and performance,,,,no_abstract
2559,10.1057/palgrave.jibs.8490413,Multinationality and Performance among British Manufacturing,,,,no_abstract
2562,10.1111/j.1936-4490.1986.tb00416.x,The Export Performance of Small and Medium‐Sized Canadian Ma,,,,no_abstract
2563,10.1111/j.1468-2257.1986.tb00055.x,Sub-national foreign export development and its impact on pr,,,,no_abstract
2564,10.1111/j.1467-6435.1984.tb00738.x,An Analysis of the Growth and Profitability of the World's L,,,,S2_abstract
2567,10.1007/bf02696473,"The influence of firm size, industry, nationality, and degre",,,,no_abstract
