batch_no,seq,year,authors,title,journal,link,icrv,dpl,extraction_priority,r_reported,r_type,sample_n,converted_r,nonlinear,turning_point,notes,ready_for_r
231,2355,2021,Saria D.W.,Global Trading of Electronic Component in Indonesia Manufacturing Industry,Review of International Geographical Edu,https://doi.org/10.33403/rigeo.800652,3,3,A_DOI,,,,,,,,0
232,252,2020,"Kim, Heechun; Wu, Jie; Schuler, Douglas ",Chinese multinationals' fast internationalization: Financial performance advanta,JOURNAL OF INTERNATIONAL BUSINESS STUDIE,https://doi.org/10.1057/s41267-019-00279-9,2,3,A_DOI,,,,,,,,NO
233,253,2020,"Wang, Ge; Zhang, Huijin; Xia, Bo; Wu, Gu",Relationship between Internationalization and Financial Performance: Evidence fr,JOURNAL OF MANAGEMENT IN ENGINEERING,https://doi.org/10.1061/(asce)me.1943-5479.0000736,2,3,A_DOI,,,,,,,,NO
234,475,2020,"Yu, Ying; Hu, Xiaoling; Wang, Yong; Ward",A Patulous Progress: International Entrepreneurship Effects on Chinese Born-Glob,SUSTAINABILITY,https://doi.org/10.3390/su12145508,2,3,A_DOI,,,,,,,,NO
235,476,2020,"Revindo, Mohamad Dian; Gan, Christopher;",Do Export Activities Improve Small Firm Performance? Evidence from Indonesia,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,https://doi.org/10.21002/seam.v14i2.11771,2,3,A_DOI,,,,,,,,NO
236,474,2020,"Campos-Garcia, Irene; Munoz-Bullon, Fern",Exploring the exporting-downsizing link: Does the type of export strategy and fi,JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/j.jbusres.2019.10.074,,3,A_DOI,,,,,,,,NO
237,1402,2020,"Liu Haiyue; Manzoor, Aqsa",The impact of OFDI on the performance of Chinese firms along the 'Belt and Road',APPLIED ECONOMICS,https://doi.org/10.1080/00036846.2019.1659501,2,3,A_DOI,,,,,,,,0
238,1403,2020,"Okafor, Luke Emeka; Bhattacharya, Mita; ","Bank credit, public financial incentives, tax financial incentives and export pe",WORLD ECONOMY,https://doi.org/10.1111/twec.12848,,3,A_DOI,,,,,,,,0
239,1433,2020,"Manez Castillejo, Juan A.; Minguez Bosqu","Trading activities, productivity and markups: Evidence for Spanish manufacturing",WORLD ECONOMY,https://doi.org/10.1111/twec.12892,1,3,A_DOI,,,,,,,,0
240,1446,2020,"Likitwongkajon, Napaporn; Vithessonthi, ",Do foreign investments increase firm value and firm performance? Evidence from J,RESEARCH IN INTERNATIONAL BUSINESS AND F,https://doi.org/10.1016/j.ribaf.2019.101099,1,3,A_DOI,,,,,,,,0
241,1454,2020,"Tsai, Hueiting; Ren, Shengce; Eisingeric",The effect of inter- and intra-regional geographic diversification strategies on,MANAGEMENT DECISION,https://doi.org/10.1108/md-01-2018-0104,1,3,A_DOI,,,,,,,,0
242,1462,2020,"Tang, GuoXiang; Park, Kwangtae; Agarwal,","Impact of Innovation Culture, Organization Size and Technological Capability on ",SUSTAINABILITY,https://doi.org/10.3390/su12041355,2,3,A_DOI,,,,,,,,
243,1469,2020,"Woo, Heejin",Foreign venture capital firms and internationalization of ventures,MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/mbr-09-2019-0104,1,3,A_DOI,,,,,,,,0
244,1475,2020,"Du, Jian; Zheng, Qiuxia; Chang, Xiaoran",Dynamic process: international diversification and innovation performance from e,ASIAN JOURNAL OF TECHNOLOGY INNOVATION,https://doi.org/10.1080/19761597.2020.1726781,0,3,A_DOI,,,,,,,,0
245,1478,2020,"Rienda, Laura; Claver, Enrique; Andreu, ","Family involvement, internationalisation and performance: An empirical study of ",JOURNAL OF HOSPITALITY AND TOURISM MANAG,https://doi.org/10.1016/j.jhtm.2020.01.002,1,3,A_DOI,,,,,,,,0
246,1505,2020,"Song, Hyoung Ju; Yoon, Yu Na; Kang, Kyun",The relationship between board diversity and firm performance in the lodging ind,INTERNATIONAL JOURNAL OF HOSPITALITY MAN,https://doi.org/10.1016/j.ijhm.2020.102461,,3,A_DOI,,,,,,,,0
247,1506,2020,"Mubarik, Muhammad Shujaat; Devadason, Ev",Human capital and export performance of small and medium enterprises in Pakistan,INTERNATIONAL JOURNAL OF SOCIAL ECONOMIC,https://doi.org/10.1108/ijse-03-2019-0198,3,3,A_DOI,,,,,,,,0
248,1540,2020,Anh Tu Phan; Thi Bach Yen Tran; Thanh Th,The existence of W-shaped relationship between internationalization and firm per,DECISION SCIENCE LETTERS,https://doi.org/10.5267/j.dsl.2020.7.001,,3,A_DOI,,,,,,,,0
249,1542,2020,"Benito-Osorio, Diana; Colino, Alberto; G",The combined effects of product and geographical diversification on performance:,BRQ-BUSINESS RESEARCH QUARTERLY,https://doi.org/10.1177/2340944420916332,0,3,A_DOI,,,,,,,,
250,1551,2020,"Muller, Alan",When Does Corporate Social Performance Pay for International Firms?,BUSINESS & SOCIETY,https://doi.org/10.1177/0007650318816957,,3,A_DOI,,,,,,,,0
251,1554,2020,Tu Anh Phan; Thuy Thi Kim Nguyen; Triet ,The S-Shaped Relationship Between internationalization and Performance: Empirica,JOURNAL OF ASIAN FINANCE ECONOMICS AND B,https://doi.org/10.13106/jafeb.2020.vol7.no11.357,6,3,A_DOI,,,,,,,,0
252,1590,2020,"Falahat, Mohammad; Lee, Yan Yin; Ramayah",Modelling the effects of institutional support and international knowledge on co,JOURNAL OF INTERNATIONAL MANAGEMENT,https://doi.org/10.1016/j.intman.2020.100779,0,3,A_DOI,,,,,,,,0
253,1629,2020,"Prakash, J. Vineesh; Nauriyal, D. K.",Automotive Components Industry and Profitability Factors: Evidence from India,VISION-THE JOURNAL OF BUSINESS PERSPECTI,https://doi.org/10.1177/0972262920955007,3,3,A_DOI,,,,,,,,0
254,1697,2020,"Esaku, Stephen","Investments, export entry and export intensity in small manufacturing firms",JOURNAL OF INDUSTRIAL AND BUSINESS ECONO,https://doi.org/10.1007/s40812-020-00156-9,,3,A_DOI,,,,,,,,0
255,2358,2020,Sraha G.,"International experience, commitment, distribution adaptation and performance: a",Journal of Business and Industrial Marke,https://doi.org/10.1108/jbim-05-2019-0197,3,3,A_DOI,,,,,,,,0
256,2363,2020,Tu P.A.,The moderating effects of managers’ experience and gender on internationalizatio,Accounting,https://doi.org/10.5267/j.ac.2020.9.006,2,3,A_DOI,,,,,,,,0
257,2364,2020,Cristofaro M.,Internationalisation strategies and firms' performance. A co-evolutionary study ,International Journal of Globalisation a,https://doi.org/10.1504/ijgsb.2020.109154,1,3,A_DOI,,,,,,,,0
258,2368,2020,Biswas A.,A region-wise analysis of export performance of msme sector in India and its det,Journal of Critical Reviews,https://doi.org/10.31838/jcr.07.11.94,3,3,A_DOI,,,,,,,,0
259,477,2019,"Assadinia, Shahin; Boso, Nathaniel; Hult",Do Export Learning Processes Affect Sales Growth in Exporting Activities?,JOURNAL OF INTERNATIONAL MARKETING,https://doi.org/10.1177/1069031x19848425,3,3,A_DOI,,,203,0.1218,,,,1
260,273,2019,"Iandolo, Stefano; Ferragina, Anna Maria",Does persistence in internationalization and innovation influence firms' perform,JOURNAL OF ECONOMIC STUDIES,https://doi.org/10.1108/jes-04-2019-0152,0,3,A_DOI,,,,,,,,NO
261,479,2019,"Ferrante, Maria R.; Freo, Marzia",Detecting learning-by-exporting effects on firms' productivity distribution by a,WORLD ECONOMY,https://doi.org/10.1111/twec.12807,,3,A_DOI,,,,,,,,NO
262,528,2019,"Wu, Jie; Park, Seung Ho",The role of international institutional complexity on emerging market multinatio,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1166,0,3,A_DOI,,,,,,,,NO
263,1328,2019,"Cos, Pilar; Colonn, Antonio; Cabases, An",Geographic export diversification: Determinants and their link with export perfo,THUNDERBIRD INTERNATIONAL BUSINESS REVIE,https://doi.org/10.1002/tie.21991,,3,A_DOI,,,,,,,,0
264,1333,2019,"Vaughan, Yue; Koh, Yoon",Role of resource slack in rapid international expansion of restaurant companies,INTERNATIONAL JOURNAL OF CONTEMPORARY HO,https://doi.org/10.1108/ijchm-07-2017-0415,1,3,A_DOI,,,,,,,,
265,1341,2019,"Fuertes-Callen, Yolanda; Cuellar-Fernand",INTER-RELATIONSHIP BETWEEN FIRM GROWTH AND PROFITABILITY IN A CONTEXT OF ECONOMI,JOURNAL OF BUSINESS ECONOMICS AND MANAGE,https://doi.org/10.3846/jbem.2019.6928,1,3,A_DOI,,,,,,,,0
266,1350,2019,"Mulliqi, Arta; Adnett, Nick; Hisarciklil",Human capital and exports: A micro-level analysis of transition countries,JOURNAL OF INTERNATIONAL TRADE & ECONOMI,https://doi.org/10.1080/09638199.2019.1603319,,3,A_DOI,,,,,,,,0
267,1358,2019,"Rijesh, R.",International Trade and Productivity Growth in Indian Industry: Evidence from th,JOURNAL OF SOUTH ASIAN DEVELOPMENT,https://doi.org/10.1177/0973174119839878,3,3,A_DOI,,,,,,,,0
268,1364,2019,"Gao, Xincai; Ji, Zhongyang; Ahmad, Fayya",Financial Support and Growth of Township and Village Enterprises in China: Fresh,SAGE OPEN,https://doi.org/10.1177/2158244019858444,2,3,A_DOI,,,,,,,,0
269,1379,2019,"Gattai, Valeria; Mechelli, Rajssa; Natal",Some twins are not alike: FDI premia in the former Soviet states,INTERNATIONAL JOURNAL OF EMERGING MARKET,https://doi.org/10.2139/ssrn.2795139,0,3,A_DOI,,,,,,,,
270,1383,2019,"Su, Yiyi; Fan, Di; Rao-Nicholson, Rekha",Internationalization of Chinese banking and financial institutions: a fuzzy-set ,INTERNATIONAL JOURNAL OF HUMAN RESOURCE ,https://doi.org/10.1080/09585192.2017.1359793,2,3,A_DOI,,,,,,,,0
271,1391,2019,"Thakur-Wernz, Pooja; Samant, Shantala",Relationship between international experience and innovation performance: The im,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1183,,3,A_DOI,,,,,,,,0
272,1397,2019,"Maity, Bipasha; Suresh, Vidya; Baidya, M","PERFORMANCE OF INDIAN CEMENT INDUSTRY: DRIVERS, MODELS AND EMPIRICS",GLOBAL ECONOMY JOURNAL,https://doi.org/10.1142/s219456591950009x,3,3,A_DOI,,,,,,,,0
273,1401,2019,"Tajeddin, Mahdi; Carney, Michael",African Business Groups: How Does Group Affiliation Improve SMEs' Export Intensi,ENTREPRENEURSHIP THEORY AND PRACTICE,https://doi.org/10.1177/1042258718779586,0,3,A_DOI,,,,,,,,0
274,1408,2019,"Jung, Ji-Eun; Hur, Jung",Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in G,JOURNAL OF KOREA TRADE,https://doi.org/10.35611/jkt.2019.23.3.1,1,3,A_DOI,,,,,,,,
275,1425,2019,"Mostafiz, Md Imtiaz; Sambasivan, Murali;",Impacts of dynamic managerial capability and international opportunity identific,MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/mbr-09-2018-0061,3,3,A_DOI,,,,,,,,0
276,1428,2019,"Angel Zuniga-Vicente, Jose; Benito-Osori",The effects of international diversification on the link between product diversi,JOURNAL OF INTERNATIONAL MANAGEMENT,https://doi.org/10.1016/j.intman.2019.100687,1,3,A_DOI,,,,,,,,0
277,1434,2019,Quy Thi Vo,Export Performance and Stock Return: A Case of Fishery Firms Listing in Vietnam ,JOURNAL OF ASIAN FINANCE ECONOMICS AND B,https://doi.org/10.13106/jafeb.2019.vol6.no4.37,3,3,A_DOI,,,,,,,,0
278,1440,2019,"Chong, Poh Ling; Ong, Tze San; Abdullah,",Effect of Internationalisation on Balanced Scorecard among Malaysian Small and M,ASIAN JOURNAL OF ACCOUNTING AND GOVERNAN,https://doi.org/10.5267/j.msl.2019.5.025,2,3,A_DOI,,,,,,,,
279,1474,2019,"Yoo, Sung-Joon; Kim, Hag-Min; Lee, Yea-R",The Effects of International Entrepreneurial Orientation and Entrepreneurial Act,JOURNAL OF KOREA TRADE,https://doi.org/10.35611/jkt.2019.23.7.156,1,3,A_DOI,,,,,,,,0
280,1501,2019,"Goldar, Bishwanath; Chawla, Isha; Behera",Trade liberalization and productivity of Indian manufacturing firms,INDIAN GROWTH AND DEVELOPMENT REVIEW,https://doi.org/10.1108/igdr-10-2018-0108,3,3,A_DOI,,,,,,,,0
281,2374,2019,Sunday O.T.U.Y.A.,Influence of Companies’ Governance Process on Sustainability Reporting in Nigeri,International Journal of Applied Economi,https://doi.org/10.33094/8.2017.2019.51.31.38,4,3,A_DOI,,,,,,,,
282,2378,2019,Stocker M.,"Survival, growth, and performance of Hungarian international new ventures",Society and Economy,https://doi.org/10.1556/204.2019.41.1.4,2,3,A_DOI,,,,,,,,0
283,2379,2019,Wu R.,Does multinationality matter the firm performance?,Journal of Distribution Science,https://doi.org/10.15722/jds.17.07.201907.45,,3,A_DOI,,,,,,,,0
284,481,2018,"Bougheas, Spiros; Lim, Hosung; Mateut, S","Foreign currency borrowing, exports and firm performance: evidence from a curren",EUROPEAN JOURNAL OF FINANCE,https://doi.org/10.1080/1351847x.2017.1421246,1,3,A_DOI,,,,,,,,NO
285,480,2018,"Sharma, Chandan","Exporting, access of foreign technology, and firms' performance: Searching the l",QUARTERLY REVIEW OF ECONOMICS AND FINANC,https://doi.org/10.1016/j.qref.2017.11.015,2,3,A_DOI,,,,,,,,NO
286,71,2018,"Mullen, Cormac; Luff, Martha O'Hagan",Alphabet soup: the relationship between multinationality and firm performance,TRANSNATIONAL CORPORATIONS REVIEW,https://doi.org/10.1080/19186444.2018.1556519,0,3,A_DOI,,,,,,,,NO
287,1204,2018,"Eppinger, Peter S.; Meythaler, Nicole; S",The great trade collapse and the Spanish export miracle: Firm-level evidence fro,WORLD ECONOMY,https://doi.org/10.1111/twec.12530,1,3,A_DOI,,,,,,,,0
288,1210,2018,"Coudounaris, Dafnis N.",Export promotion programmes for assisting SMEs,REVIEW OF INTERNATIONAL BUSINESS AND STR,https://doi.org/10.1108/ribs-06-2017-0050,,3,A_DOI,,,,,,,,0
289,1211,2018,"Cho, Jaeyoung; Lee, Jangwoo",Internationalization and performance of Korean SMEs: the moderating role of comp,ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/s41291-018-0036-8,1,3,A_DOI,,,,,,,,0
290,1219,2018,"Li, Anran",Foreign subsidiaries' status: Distinctive determinants and implications for subs,THUNDERBIRD INTERNATIONAL BUSINESS REVIE,https://doi.org/10.1002/tie.21956,,3,A_DOI,,,,,,,,0
291,1226,2018,"Ciszewska-Mlinaric, Mariola","Export Intensity, Geographic Diversification and the Role of Public Support: The",ENTREPRENEURIAL BUSINESS AND ECONOMICS R,https://doi.org/10.15678/eber.2018.060203,,3,A_DOI,,,,,,,,0
292,1233,2018,"Zhang, Man; Hartley, Janet",Does guanxi influence product performance and customer loyalty?,JOURNAL OF ASIA BUSINESS STUDIES,https://doi.org/10.1108/jabs-06-2016-0082,2,3,A_DOI,,,,,,,,0
293,1236,2018,"Georgopoulos, Antonios; Glaister, Keith ",Firm Heterogeneity and Performance in a Turbulent Economic Environment: Evidence,EUROPEAN MANAGEMENT REVIEW,https://doi.org/10.1111/emre.12144,1,3,A_DOI,,,,,,,,0
294,1238,2018,"Nuryakin; Ardyan, Elia",SMEs' marketing performance: the mediating role of market entry capability,JOURNAL OF RESEARCH IN MARKETING AND ENT,https://doi.org/10.1108/jrme-03-2016-0005,3,3,A_DOI,,,,,,,,0
295,1239,2018,"Fuad, Mohammad; Akbar, Mohammad",International new ventures and firm performance: evidence from India,EUROPEAN BUSINESS REVIEW,https://doi.org/10.1108/ebr-07-2016-0099,3,3,A_DOI,,,,,,,,0
296,1255,2018,"Xu, Xiaodong; Zeng, Saixing; Chen, Hongq",Signaling good by doing good: How does environmental corporate social responsibi,BUSINESS STRATEGY AND THE ENVIRONMENT,https://doi.org/10.1002/bse.2044,2,3,A_DOI,,,,,,,,0
297,1258,2018,"Sadeghi, Arash; Rose, Elizabeth L.; Chet",Disentangling the effects of post-entry speed of internationalisation on export ,INTERNATIONAL SMALL BUSINESS JOURNAL-RES,https://doi.org/10.1177/0266242618775169,,3,A_DOI,,,,,,,,0
298,1260,2018,"Batsakis, Georgios; Wood, Geoffrey; Azar",International diversification and firm performance in the post-acquisition perio,JOURNAL OF BUSINESS RESEARCH,https://doi.org/10.1016/j.jbusres.2018.02.025,,3,A_DOI,,,,,,,,0
299,1275,2018,"Freixanet, Joan; Renart, Gemma; Rialp-Cr",The Impact of Managers' Global Orientation on SME Export and Economic Performanc,MANAGEMENT INTERNATIONAL REVIEW,https://doi.org/10.1007/s11575-018-0358-y,,3,A_DOI,,,,,,,,0
300,1280,2018,"Bhatia, Aparna; Thakur, Anu",Corporate diversification and firm performance: an empirical investigation of ca,INTERNATIONAL JOURNAL OF ORGANIZATIONAL ,https://doi.org/10.1108/ijoa-04-2017-1149,3,3,A_DOI,,,,,,,,0
301,1287,2018,"Wiley, Carolyn; Monllor-Tormos, Mireia",Board Gender Diversity in the STEM&F Sectors: The Critical Mass Required to Driv,JOURNAL OF LEADERSHIP & ORGANIZATIONAL S,https://doi.org/10.1177/1548051817750535,,3,A_DOI,,,,,,,,
302,1288,2018,"Rua, Orlando; Franca, Alexandra; Fernand",Key drivers of SMEs export performance: the mediating effect of competitive adva,JOURNAL OF KNOWLEDGE MANAGEMENT,https://doi.org/10.1108/jkm-07-2017-0267,,3,A_DOI,,,,,,,,0
303,1294,2018,"Kiss, Andreea N.; Fernhaber, Stephanie; ","Slack, Innovation, and Export Intensity: Implications for Small- and Medium-Size",ENTREPRENEURSHIP THEORY AND PRACTICE,https://doi.org/10.1177/1042258718795318,0,3,A_DOI,,,,,,,,0
304,1318,2018,"Choi, Hyundo; Yi, Donggyu",Environmental innovation inertia: Analyzing the business circumstances for envir,BUSINESS STRATEGY AND THE ENVIRONMENT,https://doi.org/10.1002/bse.2228,1,3,A_DOI,,,,,,,,0
305,2386,2018,Ali J.,International Export Orientation and Firm’s Performance: Evidence from Enterpris,Journal of Asia Pacific Business,https://doi.org/10.1080/10599231.2018.1525248,3,3,A_DOI,,,,,,,,0
306,2388,2018,Vu M.,Productivity and wage premiums: Evidence from Vietnamese ordinary and processing,International Economics,https://doi.org/10.1016/j.inteco.2017.10.006,3,3,A_DOI,,,,,,,,0
307,2389,2018,Costa A.D.,Internationalization patterns and their effects on company performance,Journal of Operations and Supply Chain M,https://doi.org/10.12660/joscmv11n1p53-63,,3,A_DOI,,,,,,,,0
308,2393,2018,Prasad K.,Influence of financial distress on exchange rate exposure: Evidence from India,Afro Asian Journal of Finance and Accoun,https://doi.org/10.1504/aajfa.2018.095239,3,3,A_DOI,,,,,,,,
309,2394,2018,Purwanto S.,"Financial assistance, marketing assistance and export commitment to improve expo",European Research Studies Journal,https://doi.org/10.35808/ersj/1104,,3,A_DOI,,,,,,,,0
310,482,2017,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Prod,JOURNAL OF MANAGEMENT,https://doi.org/10.1177/0149206315573998,,3,A_DOI,,,,,,,,NO
311,483,2017,"Metz, Philipp","Distances, multinational organisational learning, and firm performance: a new pe",INTERNATIONAL JOURNAL OF BUSINESS ENVIRO,https://doi.org/10.1504/ijbe.2017.10006208,,3,A_DOI,,,,,,,,NO
312,1135,2017,"Qiu, Bin; Yan, Zhijun","Market Efficiency, Heterogeneous Trade Costs and Export-Only Firms",PACIFIC ECONOMIC REVIEW,https://doi.org/10.1111/1468-0106.12206,,3,A_DOI,,,,,,,,0
313,1148,2017,"Lana, Jeferson; Marcon, Rosilene; Bandei",Financial dimension of internationalization: serving two masters,CORPORATE GOVERNANCE-THE INTERNATIONAL J,https://doi.org/10.1108/cg-05-2016-0110,,3,A_DOI,,,,,,,,0
314,1160,2017,"Rialp-Criado, Alex; Komochkoya, Ksenia",Innovation strategy and export intensity of Chinese SMEs: the moderating role of,ASIAN BUSINESS & MANAGEMENT,https://doi.org/10.1057/s41291-017-0018-2,2,3,A_DOI,,,,,,,,0
315,1161,2017,"Mithas, Sunil; Whitaker, Jonathan; Tafti","Information Technology, Revenues, and Profits: Exploring the Role of Foreign and",INFORMATION SYSTEMS RESEARCH,https://doi.org/10.1287/isre.2017.0689,1,3,A_DOI,,,,,,,,0
316,1177,2017,"Cordeiro, Matheus Baldo; Ogasavara, Mari",The impact of within-country and within-firm factors on Japanese foreign subsidi,ASIA-PACIFIC JOURNAL OF BUSINESS ADMINIS,https://doi.org/10.1108/apjba-12-2016-0113,1,3,A_DOI,,,,,,,,0
317,1184,2017,"Lukason, Oliver; Vissak, Tiia",Failure processes of exporting firms: evidence from France,REVIEW OF INTERNATIONAL BUSINESS AND STR,https://doi.org/10.1108/ribs-03-2017-0020,1,3,A_DOI,,,,,,,,0
318,1189,2017,"Prange, Christiane; Pinho, Jose Carlos",How personal and organizational drivers impact on SME international performance:,INTERNATIONAL BUSINESS REVIEW,https://doi.org/10.1016/j.ibusrev.2017.04.004,,3,A_DOI,,,,,,,,0
319,1191,2017,"Gattai, Valeria; Natale, Piergiovanna",NEW FACTS ABOUT BRIC MULTINATIONALS: FROM MACRO TO MICRO EVIDENCE,CHALLENGE OF BRIC MULTINATIONALS,https://doi.org/10.1108/s1745-886220160000011007,0,3,A_DOI,,,,,,,,0
320,1199,2017,"Abdolvand, Mohammad Ali; Keisami, Mina K",Examining drivers of e-commerce marketing capabilities and their impact on expor,HELIX,https://doi.org/10.29042/2017-2141-2149,,3,A_DOI,,,,,,,,0
321,1206,2017,"Meng, Liang; Liang, Ying-Ying",Analysis on the factors of Chinese manufacturing enterprises' direct investment ,JOURNAL OF INTERDISCIPLINARY MATHEMATICS,https://doi.org/10.1080/09720502.2017.1382199,2,3,A_DOI,,,,,,,,0
322,1242,2017,"Nyamulinda, Bideri Ishuheri; Gaju, Alice",Export Performance of SMEs in the Rwandan Mining Sector: Challenges and Prospect,MANAGEMENT CHALLENGES IN DIFFERENT TYPES,https://doi.org/10.1007/978-981-10-4536-3_12,6,3,A_DOI,,,,,,,,0
323,1299,2017,"Li, Ran; Cheong, Kee-Cheok",Huawei and ZTE in Malaysia: The Localisation of Chinese Transnational Enterprise,JOURNAL OF CONTEMPORARY ASIA,https://doi.org/10.1080/00472336.2017.1346697,2,3,A_DOI,,,,,,,,0
324,2395,2017,Capolupo R.,Internationalization modes and productivity of Italian manufacturing: Some firm-,International Economics,https://doi.org/10.1016/j.inteco.2017.06.004,1,3,A_DOI,,,,,,,,0
325,2401,2017,Bermúdez-Edo M.,The Influence of International Scope on the Relationship Between Patented Enviro,Business and Society,https://doi.org/10.1177/0007650315576133,,3,A_DOI,,,,,,,,0
326,2404,2017,Pacheco L.,Financial structure effects on export intensity and diversification: The case of,International Journal of Globalisation a,https://doi.org/10.1504/ijgsb.2017.089900,1,3,A_DOI,,,,,,,,0
327,2405,2017,Pacheco L.M.,Internationalization vs family ownership and management: the case of Portuguese ,International Journal of Wine Business R,https://doi.org/10.1108/ijwbr-10-2016-0034,,3,A_DOI,,,,,,,,0
328,303,2016,"Zhao, Hongxin (John); Ma, Jieqiong (Jecc","Founding Environment, Inward Internationalization, and Firm Performance: Evidenc",JOURNAL OF EAST-WEST BUSINESS,https://doi.org/10.1080/10669868.2016.1215667,2,3,A_DOI,,,,,,,,NO
329,1041,2016,"Charoensukmongkol, Peerayuth",Cultural intelligence and export performance of small and medium enterprises in ,INTERNATIONAL SMALL BUSINESS JOURNAL-RES,https://doi.org/10.1177/0266242614539364,2,3,A_DOI,,,,,,,,0
330,1044,2016,"De Clercq, Dirk; Zhou, Lianxi; Wu, Aiqi",Unpacking the relationship between young ventures' international learning effort,INTERNATIONAL ENTREPRENEURSHIP AND MANAG,https://doi.org/10.1007/s11365-014-0328-1,0,3,A_DOI,,,,,,,,0
331,1058,2016,"Vithessonthi, Chaiporn; Racela, Olimpia ",Short- and long-run effects of internationalization and R&D intensity on firm pe,JOURNAL OF MULTINATIONAL FINANCIAL MANAG,https://doi.org/10.1016/j.mulfin.2015.12.001,,3,A_DOI,,,,,,,,0
332,1061,2016,"Sun, Sizhong; Anwar, Sajid","Interrelationship among foreign presence, domestic sales and export intensity in",APPLIED ECONOMICS,https://doi.org/10.1080/00036846.2015.1122733,2,3,A_DOI,,,,,,,,0
333,1064,2016,"Tan, Brian Roy; Chintakananda, Asda",THE EFFECTS OF HOME COUNTRY POLITICAL AND LEGAL INSTITUTIONS ON FIRMS' GEOGRAPHI,GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1117,,3,A_DOI,,,,,,,,0
334,1073,2016,"Hwang, Yong-Sik; Chen, Dong",A reversal theory in internationalization: case of Korean jewelry inside China,CHINESE MANAGEMENT STUDIES,https://doi.org/10.1108/cms-12-2015-0297,0,3,A_DOI,,,,,,,,
335,1081,2016,"Boehe, Dirk Michael; Qian, Gongming; Pen","Export intensity, scope, and destinations: Evidence from Brazil",INDUSTRIAL MARKETING MANAGEMENT,https://doi.org/10.1016/j.indmarman.2016.01.006,2,3,A_DOI,,,,,,,,0
336,1091,2016,"Vithessonthi, Chaiporn","Capital investment, internationalization, and firm performance: Evidence from So",RESEARCH IN INTERNATIONAL BUSINESS AND F,https://doi.org/10.2139/ssrn.2703930,,3,A_DOI,,,,,,,,0
337,1110,2016,"Panda, Debadutta; Reddy, Sriharsha",Resource based view of internationalization: evidence from Indian commercial ban,JOURNAL OF ASIA BUSINESS STUDIES,https://doi.org/10.1108/jabs-10-2014-0082,3,3,A_DOI,,,,,,,,
338,1112,2016,"Prasetyo, Aries Heru",What Drives International Competitiveness? An Empirical Test in Emerging Indones,JOURNAL OF COMPETITIVENESS,https://doi.org/10.7441/joc.2016.04.08,3,3,A_DOI,,,,,,,,0
339,1115,2016,"Acar, F. Pinar",The effects of top management team composition on SME export performance: an upp,CENTRAL EUROPEAN JOURNAL OF OPERATIONS R,https://doi.org/10.1007/s10100-015-0408-5,,3,A_DOI,,,,,,,,0
340,1119,2016,"Zhou, Nan; Guillen, Mauro F.","CATEGORIZING THE LIABILITY OF FOREIGNNESS: OWNERSHIP, LOCATION, AND INTERNALIZAT",GLOBAL STRATEGY JOURNAL,https://doi.org/10.1002/gsj.1140,2,3,A_DOI,,,,,,,,0
341,1129,2016,"Mac, Lancy; Evangelista, Felicitas",Intensity and diversity of internationalization among small and medium-sized exp,MULTINATIONAL BUSINESS REVIEW,https://doi.org/10.1108/mbr-08-2015-0037,2,3,A_DOI,,,,,,,,0
342,1147,2016,"Bany-Ariffin, A. N.; Matemilola, Bolaji ",International diversification and firm's value: evidence from developing nations,REVIEW OF INTERNATIONAL BUSINESS AND STR,https://doi.org/10.1108/ribs-01-2014-0016,2,3,A_DOI,,,,,,,,0
343,2410,2016,Onkelinx J.,The consequences of DE-internationalization: Empirical evidence from Belgium,Advances in International Management,https://doi.org/10.1108/s1571-502720160000029006,1,3,A_DOI,,,,,,,,0
344,2411,2016,Lukason O.,Interconnecting financial performance and internationalization: A case of a rare,Revista Escola De Minas,https://doi.org/10.1590/0370-44672014690102,,3,A_DOI,,,,,,,,0
345,2413,2016,Bannò M.,International expansion of family firms: The moderating role of successors and e,International Journal of Globalisation a,https://doi.org/10.1504/ijgsb.2016.081420,1,3,A_DOI,,,,,,,,
346,2414,2016,Cantele S.,Internationalisation and performance of SMEs: Exploring the moderating effects o,International Journal of Business and Gl,https://doi.org/10.1504/ijbg.2016.078407,,3,A_DOI,,,,,,,,0
347,2415,2016,Lee S.B.,Do sectoral and locational factors of Foreign Direct Investment from emerging co,International Finance Review,https://doi.org/10.1108/s1569-376720160000017020,2,3,A_DOI,,,,,,,,0
348,484,2015,Thi Thu Tra Pham,Does Exporting Spur Firm Productivity? Evidence from Vietnam,JOURNAL OF SOUTHEAST ASIAN ECONOMIES,https://doi.org/10.1355/ae32-1e,2,3,A_DOI,,,,,,,,NO
