seq,extraction_priority,icrv,dpl,year,title,journal,doi,doi_link,source_url_or_pdf_path,pdf_found,pdf_filename,unpaywall_api,openalex_search,google_scholar,country_guess,region_guess,performance_measure_guess,internationalization_measure_guess,notes_for_extractor,converted_r,fisher_z,variance_z,sample_size_n,ready_for_r
1073,1_DOI_FIRST,0,3,2016,A reversal theory in internationalization: case of Korean jewelry inside China,CHINESE MANAGEMENT STUDIES,10.1108/cms-12-2015-0297,https://doi.org/10.1108/cms-12-2015-0297,,,,https://api.unpaywall.org/v2/10.1108%2Fcms-12-2015-0297,https://openalex.org/works?search=A%20reversal%20theory%20in%20internationalization%3A%20case%20of%20Korean%20jewelry%20inside%20China,https://scholar.google.com/scholar?q=A%20reversal%20theory%20in%20internationalization%3A%20case%20of%20Korean%20jewelry%20inside%20China,,,,,source:multi,,,,,
1093,1_DOI_FIRST,,,2016,Does policy reform promote FDI in developing economies? a firm-level simulation approach,JOURNAL OF ECONOMIC POLICY REFORM,10.1080/17487870.2015.1100083,https://doi.org/10.1080/17487870.2015.1100083,,,,https://api.unpaywall.org/v2/10.1080%2F17487870.2015.1100083,https://openalex.org/works?search=Does%20policy%20reform%20promote%20FDI%20in%20developing%20economies%3F%20a%20firm-level%20simulation%20approach,https://scholar.google.com/scholar?q=Does%20policy%20reform%20promote%20FDI%20in%20developing%20economies%3F%20a%20firm-level%20simulation%20approach,,,,,source:multi,,,,,
1110,1_DOI_FIRST,3,3,2016,Resource based view of internationalization: evidence from Indian commercial banks,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-10-2014-0082,https://doi.org/10.1108/jabs-10-2014-0082,,,,https://api.unpaywall.org/v2/10.1108%2Fjabs-10-2014-0082,https://openalex.org/works?search=Resource%20based%20view%20of%20internationalization%3A%20evidence%20from%20Indian%20commercial%20banks,https://scholar.google.com/scholar?q=Resource%20based%20view%20of%20internationalization%3A%20evidence%20from%20Indian%20commercial%20banks,,,,,source:wos,,,,,
1287,1_DOI_FIRST,0,3,2018,Board Gender Diversity in the STEM&F Sectors: The Critical Mass Required to Drive Firm Performance,JOURNAL OF LEADERSHIP & ORGANIZATIONAL STUDIES,10.1177/1548051817750535,https://doi.org/10.1177/1548051817750535,,,,https://api.unpaywall.org/v2/10.1177%2F1548051817750535,https://openalex.org/works?search=Board%20Gender%20Diversity%20in%20the%20STEM%26F%20Sectors%3A%20The%20Critical%20Mass%20Required%20to%20Drive%20Firm%20Performance,https://scholar.google.com/scholar?q=Board%20Gender%20Diversity%20in%20the%20STEM%26F%20Sectors%3A%20The%20Critical%20Mass%20Required%20to%20Drive%20Firm%20Performance,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
1333,1_DOI_FIRST,1,3,2019,Role of resource slack in rapid international expansion of restaurant companies,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2017-0415,https://doi.org/10.1108/ijchm-07-2017-0415,,,,https://api.unpaywall.org/v2/10.1108%2Fijchm-07-2017-0415,https://openalex.org/works?search=Role%20of%20resource%20slack%20in%20rapid%20international%20expansion%20of%20restaurant%20companies,https://scholar.google.com/scholar?q=Role%20of%20resource%20slack%20in%20rapid%20international%20expansion%20of%20restaurant%20companies,,,,,source:wos,,,,,
1379,1_DOI_FIRST,0,3,2019,Some twins are not alike: FDI premia in the former Soviet states,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.2139/ssrn.2795139,https://doi.org/10.2139/ssrn.2795139,,,,https://api.unpaywall.org/v2/10.2139%2Fssrn.2795139,https://openalex.org/works?search=Some%20twins%20are%20not%20alike%3A%20FDI%20premia%20in%20the%20former%20Soviet%20states,https://scholar.google.com/scholar?q=Some%20twins%20are%20not%20alike%3A%20FDI%20premia%20in%20the%20former%20Soviet%20states,,,,,source:wos,,,,,
1408,1_DOI_FIRST,1,3,2019,Overseas Subsidiaries and the Productivity of Two-way Trading Manufacturers in Global Value Chains,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.3.1,https://doi.org/10.35611/jkt.2019.23.3.1,,,,https://api.unpaywall.org/v2/10.35611%2Fjkt.2019.23.3.1,https://openalex.org/works?search=Overseas%20Subsidiaries%20and%20the%20Productivity%20of%20Two-way%20Trading%20Manufacturers%20in%20Global%20Value%20Chains,https://scholar.google.com/scholar?q=Overseas%20Subsidiaries%20and%20the%20Productivity%20of%20Two-way%20Trading%20Manufacturers%20in%20Global%20Value%20Chains,,,,,source:multi,,,,,
1542,1_DOI_FIRST,0,3,2020,The combined effects of product and geographical diversification on performance: Evidence in manufacturing SMEs,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916332,https://doi.org/10.1177/2340944420916332,,,,https://api.unpaywall.org/v2/10.1177%2F2340944420916332,https://openalex.org/works?search=The%20combined%20effects%20of%20product%20and%20geographical%20diversification%20on%20performance%3A%20Evidence%20in%20manufacturing%20SMEs,https://scholar.google.com/scholar?q=The%20combined%20effects%20of%20product%20and%20geographical%20diversification%20on%20performance%3A%20Evidence%20in%20manufacturing%20SMEs,,,,,source:wos,,,,,
1585,1_DOI_FIRST,2,3,2021,Measuring competitiveness through the global competitiveness project framework: the Brazilian experience,COMPETITIVENESS REVIEW,10.1108/cr-12-2019-0164,https://doi.org/10.1108/cr-12-2019-0164,,,,https://api.unpaywall.org/v2/10.1108%2Fcr-12-2019-0164,https://openalex.org/works?search=Measuring%20competitiveness%20through%20the%20global%20competitiveness%20project%20framework%3A%20the%20Brazilian%20experience,https://scholar.google.com/scholar?q=Measuring%20competitiveness%20through%20the%20global%20competitiveness%20project%20framework%3A%20the%20Brazilian%20experience,,,,,source:multi,,,,,
1586,1_DOI_FIRST,0,3,2021,Business founders and performance of family firms: evidence from developing countries in Asia,JOURNAL OF ASIA BUSINESS STUDIES,10.1108/jabs-03-2019-0095,https://doi.org/10.1108/jabs-03-2019-0095,,,,https://api.unpaywall.org/v2/10.1108%2Fjabs-03-2019-0095,https://openalex.org/works?search=Business%20founders%20and%20performance%20of%20family%20firms%3A%20evidence%20from%20developing%20countries%20in%20Asia,https://scholar.google.com/scholar?q=Business%20founders%20and%20performance%20of%20family%20firms%3A%20evidence%20from%20developing%20countries%20in%20Asia,,,,,source:wos,,,,,
1619,1_DOI_FIRST,,,2021,The short- and long-run effects of foreign investments on firm performance: Evidence from Asia Pacific,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,10.1016/j.iref.2021.04.011,https://doi.org/10.1016/j.iref.2021.04.011,,,,https://api.unpaywall.org/v2/10.1016%2Fj.iref.2021.04.011,https://openalex.org/works?search=The%20short-%20and%20long-run%20effects%20of%20foreign%20investments%20on%20firm%20performance%3A%20Evidence%20from%20Asia%20Pacific,https://scholar.google.com/scholar?q=The%20short-%20and%20long-run%20effects%20of%20foreign%20investments%20on%20firm%20performance%3A%20Evidence%20from%20Asia%20Pacific,,,,,source:wos,,,,,
1640,1_DOI_FIRST,0,3,2021,Validating multidimensional entrepreneurial orientation in emerging economies,EUROPEAN BUSINESS REVIEW,10.1108/ebr-07-2020-0184,https://doi.org/10.1108/ebr-07-2020-0184,,,,https://api.unpaywall.org/v2/10.1108%2Febr-07-2020-0184,https://openalex.org/works?search=Validating%20multidimensional%20entrepreneurial%20orientation%20in%20emerging%20economies,https://scholar.google.com/scholar?q=Validating%20multidimensional%20entrepreneurial%20orientation%20in%20emerging%20economies,,,,,source:wos,,,,,
1646,1_DOI_FIRST,2,3,2022,The contribution of the external director for Brazilian private family business: a generational approach,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-05-2021-0042,https://doi.org/10.1108/jfbm-05-2021-0042,,,,https://api.unpaywall.org/v2/10.1108%2Fjfbm-05-2021-0042,https://openalex.org/works?search=The%20contribution%20of%20the%20external%20director%20for%20Brazilian%20private%20family%20business%3A%20a%20generational%20approach,https://scholar.google.com/scholar?q=The%20contribution%20of%20the%20external%20director%20for%20Brazilian%20private%20family%20business%3A%20a%20generational%20approach,,,,,source:wos,,,,,
1650,1_DOI_FIRST,3,3,2023,The relationship between cross-border acquisitions and R&D investments by Indian firms - substituting or complementing,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-08-2020-0913,https://doi.org/10.1108/ijoem-08-2020-0913,,,,https://api.unpaywall.org/v2/10.1108%2Fijoem-08-2020-0913,https://openalex.org/works?search=The%20relationship%20between%20cross-border%20acquisitions%20and%20R%26D%20investments%20by%20Indian%20firms%20-%20substituting%20or%20complementing,https://scholar.google.com/scholar?q=The%20relationship%20between%20cross-border%20acquisitions%20and%20R%26D%20investments%20by%20Indian%20firms%20-%20substituting%20or%20complementing,,,,,source:wos,,,,,
1688,1_DOI_FIRST,2,3,2023,"Top management team heterogeneity, corporate social responsibility and firm risk: an emerging country perspective",JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,10.1108/jfra-02-2021-0036,https://doi.org/10.1108/jfra-02-2021-0036,,,,https://api.unpaywall.org/v2/10.1108%2Fjfra-02-2021-0036,https://openalex.org/works?search=Top%20management%20team%20heterogeneity%2C%20corporate%20social%20responsibility%20and%20firm%20risk%3A%20an%20emerging%20country%20perspective,https://scholar.google.com/scholar?q=Top%20management%20team%20heterogeneity%2C%20corporate%20social%20responsibility%20and%20firm%20risk%3A%20an%20emerging%20country%20perspective,,,,,source:wos,,,,,
1705,1_DOI_FIRST,3,3,2022,"Role of educational, regional and religious attributes of CEOs in performance of Indian family firms",INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,10.1108/ijmf-06-2021-0268,https://doi.org/10.1108/ijmf-06-2021-0268,,,,https://api.unpaywall.org/v2/10.1108%2Fijmf-06-2021-0268,https://openalex.org/works?search=Role%20of%20educational%2C%20regional%20and%20religious%20attributes%20of%20CEOs%20in%20performance%20of%20Indian%20family%20firms,https://scholar.google.com/scholar?q=Role%20of%20educational%2C%20regional%20and%20religious%20attributes%20of%20CEOs%20in%20performance%20of%20Indian%20family%20firms,,,,,source:wos,,,,,
1725,1_DOI_FIRST,2,3,2022,Does internationalization encourage state-owned enterprises to utilize subsidies to innovate? Evidence from high-tech and automobile manufacturing industries of Chinese listed companies,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2021-0250,https://doi.org/10.1108/cms-06-2021-0250,,,,https://api.unpaywall.org/v2/10.1108%2Fcms-06-2021-0250,https://openalex.org/works?search=Does%20internationalization%20encourage%20state-owned%20enterprises%20to%20utilize%20subsidies%20to%20innovate%3F%20Evidence%20from%20high-tech%20an,https://scholar.google.com/scholar?q=Does%20internationalization%20encourage%20state-owned%20enterprises%20to%20utilize%20subsidies%20to%20innovate%3F%20Evidence%20from%20high-tech%20an,,,,,source:wos,,,,,
1740,1_DOI_FIRST,0,3,2022,Multinational enterprises' internationalization and adoption of sustainable development goals,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,10.1108/ijmf-09-2021-0416,https://doi.org/10.1108/ijmf-09-2021-0416,,,,https://api.unpaywall.org/v2/10.1108%2Fijmf-09-2021-0416,https://openalex.org/works?search=Multinational%20enterprises%27%20internationalization%20and%20adoption%20of%20sustainable%20development%20goals,https://scholar.google.com/scholar?q=Multinational%20enterprises%27%20internationalization%20and%20adoption%20of%20sustainable%20development%20goals,,,,,source:wos,,,,,
1816,1_DOI_FIRST,0,3,2022,The effects of home country political risk and uncertainty on the financial performance of firms,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,10.1504/ejim.2022.124908,https://doi.org/10.1504/ejim.2022.124908,,,,https://api.unpaywall.org/v2/10.1504%2Fejim.2022.124908,https://openalex.org/works?search=The%20effects%20of%20home%20country%20political%20risk%20and%20uncertainty%20on%20the%20financial%20performance%20of%20firms,https://scholar.google.com/scholar?q=The%20effects%20of%20home%20country%20political%20risk%20and%20uncertainty%20on%20the%20financial%20performance%20of%20firms,,,,,source:wos,,,,,
1876,1_DOI_FIRST,1,3,2023,"When in Rome, do as the Romans do: can international marketing adaptation improve the association between servitization and profitability?",JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-03-2022-0145,https://doi.org/10.1108/jbim-03-2022-0145,,,,https://api.unpaywall.org/v2/10.1108%2Fjbim-03-2022-0145,https://openalex.org/works?search=When%20in%20Rome%2C%20do%20as%20the%20Romans%20do%3A%20can%20international%20marketing%20adaptation%20improve%20the%20association%20between%20servitization%20,https://scholar.google.com/scholar?q=When%20in%20Rome%2C%20do%20as%20the%20Romans%20do%3A%20can%20international%20marketing%20adaptation%20improve%20the%20association%20between%20servitization%20,,,,,"Guedes Fernandes Crespo Patel (2023) 3630 young INV Portugal 18017 firm-year obs. Servitization→negative foreign survival rate. Controls: family governance, SEW. DV=survival not financial performance — CHECK inclusion.",,,,18017,0
1895,1_DOI_FIRST,3,3,2023,Strategic orientation and its role in linking human capital with the performance of small and medium enterprises in Indonesia,JOURNAL OF RESEARCH IN MARKETING AND ENTREPRENEURSHIP,10.1108/jrme-11-2021-0150,https://doi.org/10.1108/jrme-11-2021-0150,,,,https://api.unpaywall.org/v2/10.1108%2Fjrme-11-2021-0150,https://openalex.org/works?search=Strategic%20orientation%20and%20its%20role%20in%20linking%20human%20capital%20with%20the%20performance%20of%20small%20and%20medium%20enterprises%20in%20Indo,https://scholar.google.com/scholar?q=Strategic%20orientation%20and%20its%20role%20in%20linking%20human%20capital%20with%20the%20performance%20of%20small%20and%20medium%20enterprises%20in%20Indo,,,,,source:wos,,,,,
1918,1_DOI_FIRST,3,3,2023,Blood and Water: Information Technology Investment and Control in Family-owned Businesses,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,10.1080/07421222.2023.2172770,https://doi.org/10.1080/07421222.2023.2172770,,,,https://api.unpaywall.org/v2/10.1080%2F07421222.2023.2172770,https://openalex.org/works?search=Blood%20and%20Water%3A%20Information%20Technology%20Investment%20and%20Control%20in%20Family-owned%20Businesses,https://scholar.google.com/scholar?q=Blood%20and%20Water%3A%20Information%20Technology%20Investment%20and%20Control%20in%20Family-owned%20Businesses,,,,,source:wos,,,,,
1930,1_DOI_FIRST,3,3,2023,"Internationalisation, employment generation and wage premia: evidence from Indian manufacturing firms",MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.3936,https://doi.org/10.1002/mde.3936,,,,https://api.unpaywall.org/v2/10.1002%2Fmde.3936,https://openalex.org/works?search=Internationalisation%2C%20employment%20generation%20and%20wage%20premia%3A%20evidence%20from%20Indian%20manufacturing%20firms,https://scholar.google.com/scholar?q=Internationalisation%2C%20employment%20generation%20and%20wage%20premia%3A%20evidence%20from%20Indian%20manufacturing%20firms,,,,,source:wos,,,,,
1962,1_DOI_FIRST,0,3,2024,Strategic divestment of emerging market firms: the influence of returnee managers and CEO characteristics,JOURNAL OF GLOBAL MOBILITY-THE HOME OF EXPATRIATE MANAGEMENT RESEARCH,10.1108/jgm-04-2023-0029,https://doi.org/10.1108/jgm-04-2023-0029,,,,https://api.unpaywall.org/v2/10.1108%2Fjgm-04-2023-0029,https://openalex.org/works?search=Strategic%20divestment%20of%20emerging%20market%20firms%3A%20the%20influence%20of%20returnee%20managers%20and%20CEO%20characteristics,https://scholar.google.com/scholar?q=Strategic%20divestment%20of%20emerging%20market%20firms%3A%20the%20influence%20of%20returnee%20managers%20and%20CEO%20characteristics,,,,,source:wos,,,,,
2005,1_DOI_FIRST,,,2024,ADL relational global leadership: a leadership approach to accelerate the internationalization of Islamic higher education in Indonesia,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2023.2276352,https://doi.org/10.1080/13603124.2023.2276352,,,,https://api.unpaywall.org/v2/10.1080%2F13603124.2023.2276352,https://openalex.org/works?search=ADL%20relational%20global%20leadership%3A%20a%20leadership%20approach%20to%20accelerate%20the%20internationalization%20of%20Islamic%20higher%20educati,https://scholar.google.com/scholar?q=ADL%20relational%20global%20leadership%3A%20a%20leadership%20approach%20to%20accelerate%20the%20internationalization%20of%20Islamic%20higher%20educati,,,,,source:wos,,,,,
2008,1_DOI_FIRST,1,3,2024,The comparison of RBV-based competitiveness of Hungarian family-owned and non-family-owned SMEs,COMPETITIVENESS REVIEW,10.1108/cr-02-2023-0017,https://doi.org/10.1108/cr-02-2023-0017,,,,https://api.unpaywall.org/v2/10.1108%2Fcr-02-2023-0017,https://openalex.org/works?search=The%20comparison%20of%20RBV-based%20competitiveness%20of%20Hungarian%20family-owned%20and%20non-family-owned%20SMEs,https://scholar.google.com/scholar?q=The%20comparison%20of%20RBV-based%20competitiveness%20of%20Hungarian%20family-owned%20and%20non-family-owned%20SMEs,,,,,source:wos,,,,,
2015,1_DOI_FIRST,3,3,2024,The effect of R&D expenditures on firm value with firm size moderation in an Indonesia palm oil company,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2024.2317448,https://doi.org/10.1080/23311975.2024.2317448,,,,https://api.unpaywall.org/v2/10.1080%2F23311975.2024.2317448,https://openalex.org/works?search=The%20effect%20of%20R%26D%20expenditures%20on%20firm%20value%20with%20firm%20size%20moderation%20in%20an%20Indonesia%20palm%20oil%20company,https://scholar.google.com/scholar?q=The%20effect%20of%20R%26D%20expenditures%20on%20firm%20value%20with%20firm%20size%20moderation%20in%20an%20Indonesia%20palm%20oil%20company,,,,,source:wos,,,,,
2028,1_DOI_FIRST,3,3,2024,"Effect of Demonetization on Advertising, Research & Development and Human Resource Intensities and its Impact on Firm's Performance",VISION-THE JOURNAL OF BUSINESS PERSPECTIVE,10.1177/09722629211042437,https://doi.org/10.1177/09722629211042437,,,,https://api.unpaywall.org/v2/10.1177%2F09722629211042437,https://openalex.org/works?search=Effect%20of%20Demonetization%20on%20Advertising%2C%20Research%20%26%20Development%20and%20Human%20Resource%20Intensities%20and%20its%20Impact%20on%20Firm%27s%20,https://scholar.google.com/scholar?q=Effect%20of%20Demonetization%20on%20Advertising%2C%20Research%20%26%20Development%20and%20Human%20Resource%20Intensities%20and%20its%20Impact%20on%20Firm%27s%20,,,,,source:wos,,,,,
2032,1_DOI_FIRST,1,3,2026,Determining the influence of belonging to a wine protected designation of origin on profitability,AGRIBUSINESS,10.1002/agr.21947,https://doi.org/10.1002/agr.21947,,,,https://api.unpaywall.org/v2/10.1002%2Fagr.21947,https://openalex.org/works?search=Determining%20the%20influence%20of%20belonging%20to%20a%20wine%20protected%20designation%20of%20origin%20on%20profitability,https://scholar.google.com/scholar?q=Determining%20the%20influence%20of%20belonging%20to%20a%20wine%20protected%20designation%20of%20origin%20on%20profitability,,,,,source:wos,,,,,
2039,1_DOI_FIRST,0,3,2024,International Diversification and Stock-Price Crash Risk,INTERNATIONAL JOURNAL OF FINANCIAL STUDIES,10.3390/ijfs12020047,https://doi.org/10.3390/ijfs12020047,,,,https://api.unpaywall.org/v2/10.3390%2Fijfs12020047,https://openalex.org/works?search=International%20Diversification%20and%20Stock-Price%20Crash%20Risk,https://scholar.google.com/scholar?q=International%20Diversification%20and%20Stock-Price%20Crash%20Risk,,,,,source:wos,,,,,
2068,1_DOI_FIRST,0,3,2024,Rethinking board structures in the age of multinational corporations: A global investigation,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2024.101175,https://doi.org/10.1016/j.intman.2024.101175,,,,https://api.unpaywall.org/v2/10.1016%2Fj.intman.2024.101175,https://openalex.org/works?search=Rethinking%20board%20structures%20in%20the%20age%20of%20multinational%20corporations%3A%20A%20global%20investigation,https://scholar.google.com/scholar?q=Rethinking%20board%20structures%20in%20the%20age%20of%20multinational%20corporations%3A%20A%20global%20investigation,,,,,source:wos,,,,,
2101,1_DOI_FIRST,1,3,2025,Internationalisation as a boost for many firms: evidence from Germany,REVIEW OF WORLD ECONOMICS,10.1007/s10290-024-00567-z,https://doi.org/10.1007/s10290-024-00567-z,,,,https://api.unpaywall.org/v2/10.1007%2Fs10290-024-00567-z,https://openalex.org/works?search=Internationalisation%20as%20a%20boost%20for%20many%20firms%3A%20evidence%20from%20Germany,https://scholar.google.com/scholar?q=Internationalisation%20as%20a%20boost%20for%20many%20firms%3A%20evidence%20from%20Germany,,,,,source:multi,,,,,
2113,1_DOI_FIRST,0,3,2025,"Dynamic capabilities, ordinary capabilities and international intensity contributions to performance",REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,10.1108/ribs-09-2023-0102,https://doi.org/10.1108/ribs-09-2023-0102,,,,https://api.unpaywall.org/v2/10.1108%2Fribs-09-2023-0102,https://openalex.org/works?search=Dynamic%20capabilities%2C%20ordinary%20capabilities%20and%20international%20intensity%20contributions%20to%20performance,https://scholar.google.com/scholar?q=Dynamic%20capabilities%2C%20ordinary%20capabilities%20and%20international%20intensity%20contributions%20to%20performance,,,,,source:multi | ICRV=0 auto-default; verify from full text,,,,,
2115,1_DOI_FIRST,2,3,2025,Navigating international waters: the board's role in enhancing intellectual capital efficiency,INTERNATIONAL JOURNAL OF EMERGING MARKETS,10.1108/ijoem-06-2024-0944,https://doi.org/10.1108/ijoem-06-2024-0944,,,,https://api.unpaywall.org/v2/10.1108%2Fijoem-06-2024-0944,https://openalex.org/works?search=Navigating%20international%20waters%3A%20the%20board%27s%20role%20in%20enhancing%20intellectual%20capital%20efficiency,https://scholar.google.com/scholar?q=Navigating%20international%20waters%3A%20the%20board%27s%20role%20in%20enhancing%20intellectual%20capital%20efficiency,,,,,source:wos,,,,,
2116,1_DOI_FIRST,2,3,2025,Can the Succession Plan for Family Business Achieve Social Employment Stability? An Analysis from the Perspective of Entrepreneurs,ECONOMIES,10.3390/economies13010005,https://doi.org/10.3390/economies13010005,,,,https://api.unpaywall.org/v2/10.3390%2Feconomies13010005,https://openalex.org/works?search=Can%20the%20Succession%20Plan%20for%20Family%20Business%20Achieve%20Social%20Employment%20Stability%3F%20An%20Analysis%20from%20the%20Perspective%20of%20Ent,https://scholar.google.com/scholar?q=Can%20the%20Succession%20Plan%20for%20Family%20Business%20Achieve%20Social%20Employment%20Stability%3F%20An%20Analysis%20from%20the%20Perspective%20of%20Ent,,,,,source:wos,,,,,
2118,1_DOI_FIRST,0,3,2024,Diverse Leadership and Firm Success: The Role of Top Management Socialisation,MARKETING AND MANAGEMENT OF INNOVATIONS,10.21272/mmi.2024.4-08,https://doi.org/10.21272/mmi.2024.4-08,,,,https://api.unpaywall.org/v2/10.21272%2Fmmi.2024.4-08,https://openalex.org/works?search=Diverse%20Leadership%20and%20Firm%20Success%3A%20The%20Role%20of%20Top%20Management%20Socialisation,https://scholar.google.com/scholar?q=Diverse%20Leadership%20and%20Firm%20Success%3A%20The%20Role%20of%20Top%20Management%20Socialisation,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
2122,1_DOI_FIRST,1,3,2025,Effects and Determinants of Implementing Digital Customer Service Tools in Polish SMEs,SUSTAINABILITY,10.3390/su17031022,https://doi.org/10.3390/su17031022,,,,https://api.unpaywall.org/v2/10.3390%2Fsu17031022,https://openalex.org/works?search=Effects%20and%20Determinants%20of%20Implementing%20Digital%20Customer%20Service%20Tools%20in%20Polish%20SMEs,https://scholar.google.com/scholar?q=Effects%20and%20Determinants%20of%20Implementing%20Digital%20Customer%20Service%20Tools%20in%20Polish%20SMEs,,,,,source:wos,,,,,
2124,1_DOI_FIRST,0,3,2025,Financial accumulation in non-financial corporations: a firm-level assessment for the OECD,SOCIO-ECONOMIC REVIEW,10.1093/ser/mwaf006,https://doi.org/10.1093/ser/mwaf006,,,,https://api.unpaywall.org/v2/10.1093%2Fser%2Fmwaf006,https://openalex.org/works?search=Financial%20accumulation%20in%20non-financial%20corporations%3A%20a%20firm-level%20assessment%20for%20the%20OECD,https://scholar.google.com/scholar?q=Financial%20accumulation%20in%20non-financial%20corporations%3A%20a%20firm-level%20assessment%20for%20the%20OECD,,,,,source:multi,,,,,
2146,1_DOI_FIRST,0,3,2024,The Importance of Resource-based View Related Abilities and Financial Performance of SMEs for Their Sustainable Practices,JOURNAL OF MEHMET AKIF ERSOY UNIVERSITY ECONOMICS AND ADMINISTRATIVE SCIENCES FACULTY,10.30798/makuiibf.1510554,https://doi.org/10.30798/makuiibf.1510554,,,,https://api.unpaywall.org/v2/10.30798%2Fmakuiibf.1510554,https://openalex.org/works?search=The%20Importance%20of%20Resource-based%20View%20Related%20Abilities%20and%20Financial%20Performance%20of%20SMEs%20for%20Their%20Sustainable%20Practice,https://scholar.google.com/scholar?q=The%20Importance%20of%20Resource-based%20View%20Related%20Abilities%20and%20Financial%20Performance%20of%20SMEs%20for%20Their%20Sustainable%20Practice,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
2183,1_DOI_FIRST,0,3,2025,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.70005,https://doi.org/10.1002/tie.70005,,,,https://api.unpaywall.org/v2/10.1002%2Ftie.70005,https://openalex.org/works?search=Transaction%20Cost%20and%20Performance%20of%20Born%20Globals%3A%20The%20Role%20of%20Transaction%20Cost%20Institutionalism%3A%20An%20Emerging%20Economy%20Con,https://scholar.google.com/scholar?q=Transaction%20Cost%20and%20Performance%20of%20Born%20Globals%3A%20The%20Role%20of%20Transaction%20Cost%20Institutionalism%3A%20An%20Emerging%20Economy%20Con,,,,,source:wos,,,,,
2199,1_DOI_FIRST,4,3,2025,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,10.1108/jaee-01-2025-0028,https://doi.org/10.1108/jaee-01-2025-0028,,,,https://api.unpaywall.org/v2/10.1108%2Fjaee-01-2025-0028,https://openalex.org/works?search=Determinants%20of%20risk%20reporting%20practices%20in%20Saudi%20Arabia%3A%20an%20institutional%20perspective,https://scholar.google.com/scholar?q=Determinants%20of%20risk%20reporting%20practices%20in%20Saudi%20Arabia%3A%20an%20institutional%20perspective,,,,,source:multi,,,,,
2221,1_DOI_FIRST,0,3,2025,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,COGENT BUSINESS & MANAGEMENT,10.1080/23311975.2025.2576281,https://doi.org/10.1080/23311975.2025.2576281,,,,https://api.unpaywall.org/v2/10.1080%2F23311975.2025.2576281,https://openalex.org/works?search=Is%20the%20grass%20greener%20on%20the%20other%20side%3F%20The%20role%20of%20Western%20directors%20strategy%20in%20Asian%20firms,https://scholar.google.com/scholar?q=Is%20the%20grass%20greener%20on%20the%20other%20side%3F%20The%20role%20of%20Western%20directors%20strategy%20in%20Asian%20firms,,,,,source:multi,,,,,
2236,1_DOI_FIRST,0,3,2026,Spillover effects of customers' geographic diversification on suppliers' operational performance: impacts and mechanisms,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,10.1108/ijopm-06-2025-0556,https://doi.org/10.1108/ijopm-06-2025-0556,,,,https://api.unpaywall.org/v2/10.1108%2Fijopm-06-2025-0556,https://openalex.org/works?search=Spillover%20effects%20of%20customers%27%20geographic%20diversification%20on%20suppliers%27%20operational%20performance%3A%20impacts%20and%20mechanisms,https://scholar.google.com/scholar?q=Spillover%20effects%20of%20customers%27%20geographic%20diversification%20on%20suppliers%27%20operational%20performance%3A%20impacts%20and%20mechanisms,,,,,source:wos | ICRV=0 auto-default; verify from full text,,,,,
