priority_rank,seq,doi_status,icrv,year,authors,title,journal,doi,prescreen_reason,dpl,fp_type
294,482,DOI,MX,2017,"Tse, Caleb H.; Yu, Linhui; Zhu, Jianjun",A Multimediation Model of Learning by Exporting: Analysis of Export-Induced Productivity Gains,JOURNAL OF MANAGEMENT,10.1177/0149206315573998,INCL:exporter|export-productivity,3,Productivity
295,483,DOI,MX,2017,"Metz, Philipp","Distances, multinational organisational learning, and firm performance: a new perspective",INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,10.1504/ijbe.2017.10006208,INCL:MNE|firm-performance,3,firm_performance
296,485,DOI,MX,2015,"Aguilera-Caracuel, Javier; Guerrero-Villegas, Jaime; Dolores Vidal-Salazar, Maria; Delgado-Marquez, Blanca L.",International Cultural Diversification and Corporate Social Performance in Multinational Enterprises: The Role of Slack Financial Resources,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-014-0225-4,INCL:MNE,3,TBD
297,488,DOI,MX,2013,"Dau, Luis Alfonso","Learning across geographic space: Pro-market reforms, multinationalization strategy, and profitability",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,10.1057/jibs.2013.5,INCL:MNE|financial-perf,3,financial_perf
298,489,DOI,MX,2012,"Andersen, Torben Juul",Multinational risk and performance outcomes: Effects of knowledge intensity and industry context,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.005,INCL:MNE,3,TBD
299,490,DOI,MX,2012,"Contractor, Farok J.",WHY DO MULTINATIONAL FIRMS EXIST? A THEORY NOTE ABOUT THE EFFECT OF MULTINATIONAL EXPANSION ON PERFORMANCE AND RECENT METHODOLOGICAL CRITIQUES,GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2012.01045.x,INCL:MNE,3,TBD
300,497,DOI,MX,2003,"Goerzen, A; Beamish, PW",Geographic scope and multinational enterprise performance,STRATEGIC MANAGEMENT JOURNAL,10.1002/smj.357,INCL:MNE|firm-performance,2,TBD
301,526,DOI,MX,2022,"Berry, Heather; Kaul, Aseem","Disaggregating Multinationality: An Empirical Examination of Aggregation, Adaptation, and Arbitrage Activities by U.S. Multinational Corporations",STRATEGY SCIENCE,10.1287/stsc.2022.0158,INCL:MNE,3,TBD
302,528,DOI,MX,2019,"Wu, Jie; Park, Seung Ho",The role of international institutional complexity on emerging market multinational companies' innovation,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1166,INCL:MNE,3,TBD
303,532,DOI,MX,2015,"Heidenreich, Stefan; Mohr, Alexander; Puck, Jonas","Political strategies, entrepreneurial overconfidence and foreign direct investment in developing countries",JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.03.002,INCL:FDI,2,TBD
304,209,DOI,,2024,"Wang, Yueqi; Chen, Shouming; Hu, Yuanyuan",Internationalization and Organizational Resilience to COVID-19 Crisis: The Moderating Effect of Digitalization,SAGE OPEN,10.1177/21582440241229561,INCL:internationalization,3,RES
305,223,DOI,,2023,"Wen, Huwei; Liu, Yutong; Zhou, Fengxiu",Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,SAGE OPEN,10.1177/21582440231210119,INCL:intl-competitiveness-via-cross-border→performance,3,
306,238,DOI,,2022,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn","Internationalization, foreign exchange exposure and firm risk",INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,10.1016/j.irfa.2022.102334,INCL:internationalization,3,
307,274,DOI,,2019,"Chen, Victor Zitian",Shareholder wealth effects of cultural diversity among blockholders: Evidence from cross-border acquisitions by US-listed companies,CORPORATE GOVERNANCE-AN INTERNATIONAL REVIEW,10.1111/corg.12273,INCL:cross-border-acquisitions→shareholder-wealth,3,
308,315,DOI,,2015,"Moral-Pajares, Encarnacion; Mozas-Moral, Adoracion; Bernal-Jurado, Enrique; Jesus Medina-Viruel, Miguel",Efficiency and exports: Evidence from Southern European companies,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2015.01.042,INCL:exports→efficiency-as-perf,3,
309,343,DOI,,2009,"Fryges, Helmut",The export-growth relationship: estimating a dose-response function,APPLIED ECONOMICS LETTERS,10.2139/ssrn.900545,INCL:export→growth-dose-response,2,GROW
310,534,DOI,,2022,"Kang, Yuanfei; Zhao, Chao; Battisti, Martina",Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,LONG RANGE PLANNING,10.1016/j.lrp.2022.102220,INCL:internationalization,,
311,145,NO-DOI,1,2016,"Kelley, Keith J.",Spatial relativism in multinationality and performance research,AMERICAN JOURNAL OF BUSINESS,,INCL:MNE,3,TBD
312,149,NO-DOI,1,2012,"Rodriguez-Rodriguez, Manuel; Galdeano-Gomez, Emilio; Carmona-Moreno, Eva; Godoy-Duran, Angeles","Environmental Impact, Export Intensity, and Productivity Interactions: An Empirical Index Analysis of the Agri-Food Industry in Spain",CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,,INCL:export-productivity,3,Productivity
313,154,NO-DOI,1,2010,"Kim, Seog-Soo",A Study on the Relationship between Multinationality and Performance among Korean Firms,JOURNAL OF KOREA TRADE,,INCL:MNE,3,TBD
314,156,NO-DOI,1,2008,"Bae, Sung C.; Park, Bell J. C.; Wang, Xiaohong","Multinationality, R&D Intensity, and Firm Performance: Evidence from U.S. Manufacturing Firms",MULTINATIONAL BUSINESS REVIEW,,INCL:MNE|firm-performance,2,firm_performance
315,367,NO-DOI,1,2024,"Wang, Junlin; Kim, Minho; Zhang, Chenyu",The Synergy Effect of Internationalization and R&D Intensity on Firm Performance in Korea: A Perspective Based on Knowledge- Based Theory,JOURNAL OF KOREA TRADE,,INCL:internationalization|firm-performance,3,firm_performance
316,368,NO-DOI,1,2024,"Marin, Raquel; Santos-Arteaga, Francisco J.; Tavana, Madjid; Di Caprio, Debora",Productivity Improvements Triggered by Robotization and Internationalization Processes: The Spanish Experience,ARTIFICIAL INTELLIGENCE AND BUSINESS TRANSFORMATION,,INCL:internationalization|export-productivity,3,Productivity
317,371,NO-DOI,1,2023,"Fernandez-Lopez, Sara; Nogueira-Moreiras, Manuel angel; Rodeiro-Pazos, David; Rodriguez-Gulias, Maria Jesus",Exports and firm growth: the moderating effect of innovation,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,INCL:exports→firm-growth,3,
318,372,NO-DOI,1,2022,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,INCL:internationalization|firm-performance,3,firm_performance
319,386,NO-DOI,1,2021,"Kravchenko, Grygorii",International Experts' Influence on Company Internationalization,CENTRAL EUROPEAN MANAGEMENT JOURNAL,,INCL:internationalization,3,
320,400,NO-DOI,1,2018,"Freixanet, Joan; Churakova, Iya","Exploring the Relationship Between Internationalization Stage, Innovation, and Performance: The Case of Spanish Companies",INTERNATIONAL JOURNAL OF BUSINESS,,INCL:internationalization,3,TBD
321,401,NO-DOI,1,2018,"Velez-Calle, Andres; Sanchez-Henriquez, Fernando; Contractor, Farok",Internationalization and performance: the role of depth and breadth,ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,INCL:internationalization,3,TBD
322,408,NO-DOI,1,2017,"Costa, Stefano; Pappalardo, Carmine; Vicarelli, Claudio",Internationalization choices and Italian firm performance during the crisis,SMALL BUSINESS ECONOMICS,,INCL:internationalization|firm-performance,3,firm_performance
323,414,NO-DOI,1,2016,"Jeong, So Won",Types of foreign networks and internationalization performance of Korean SMEs,MULTINATIONAL BUSINESS REVIEW,,INCL:internationalization|MNE,3,TBD
324,418,NO-DOI,1,2016,"Fernandez-Olmos, Marta; Gargallo-Castel, Ana; Giner-Bagues, Enrique",Internationalisation and performance in Spanish family SMES: The W-curve,BRQ-BUSINESS RESEARCH QUARTERLY,,INCL:internationalization,3,TBD
325,431,NO-DOI,1,2014,"Cheng, Cheng-Ping; Liang, Lien-Wen; Huang, Chen-Ta",Effect of Internationalization on the Cost Efficiency of Taiwan's Banks,EMERGING MARKETS FINANCE AND TRADE,,INCL:internationalization,3,Efficiency
326,436,NO-DOI,1,2014,"Angeles Diaz-Mayans, M.; Sanchez-Perez, Rosario","Innovation, Exports and Technical Efficiency in Spain","DESIGN A PATTERN OF SUSTAINABLE GROWTH: INNOVATION, EDUCATION, ENERGY AND ENVIRONMENT",,INCL:exports+technical-efficiency-as-I→P,3,
327,446,NO-DOI,1,2011,"Li, Lei; Li, Dan; Shi, Weilei (Stone)","Internationalization, internalization and the performance of US biopharmaceutical SMEs",MULTINATIONAL BUSINESS REVIEW,,INCL:internationalization|MNE,3,TBD
328,451,NO-DOI,1,2011,"van Bergeijk, Peter A. G.; Fortanier, Fabienne; Garretsen, Harry; de Groot, Henri L. F.; Moons, Selwyn J. V.",Productivity and Internationalization: A Micro-Data Approach,ECONOMIST-NETHERLANDS,,INCL:internationalization|export-productivity,3,Productivity
329,459,NO-DOI,1,2004,"Hall, Graham; Tu, Ciwen","Internationalization and size, age and profitability in the United Kingdom",HANDBOOK OF RESEARCH ON INTERNATIONAL ENTREPRENEURSHIP,,INCL:internationalization|financial-perf,2,financial_perf
330,499,NO-DOI,1,2023,"Kang, Che-Yung; Kim, Min-Ho",Born Global Strategies and the Corporate Performance of Korean Firms,JOURNAL OF KOREA TRADE,,INCL:firm-performance,3,firm_performance
331,514,NO-DOI,1,2012,"Jimenez, Alfredo; Bautista Delgado-Garcia, Juan",Proactive management of political risk and corporate performance: The case of Spanish multinational enterprises,INTERNATIONAL BUSINESS REVIEW,,INCL:MNE|firm-performance,3,firm_performance
332,518,NO-DOI,1,2009,"Chiao, Yu-Ching; Li, Peng-Yu",Are more exports better for a firm's performance? The moderating effect of FDI,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,INCL:FDI,2,
333,522,NO-DOI,1,2000,"Gao, T",Exchange rate movements and the profitability of US multinationals,JOURNAL OF INTERNATIONAL MONEY AND FINANCE,,INCL:MNE|financial-perf,2,financial_perf
334,359,NO-DOI,2,2025,"Wang, Ziyi; Fang, Xiuyuan; Li, Yuanxu",Internationalization rhythm and corporate innovation performance in an emerging market,MANAGEMENT DECISION,,INCL:internationalization,3,TBD
335,364,NO-DOI,2,2024,"Filho, Antonio rodrigues albuquerque; Garcia, E. D. I. T. I. N. E. T. E. ANDRe D. A. R. O. C. H. A.; de Vasconcelos, Alessandra carvalho",THE INFLUENCE OF INTERNATIONALIZATION ON THE FINANCIAL PERFORMANCE OF BRAZILIAN AND EUROPEAN COMPANIES,REVISTA GESTAO ORGANIZACIONAL,,INCL:internationalization|financial-perf,3,financial_perf
336,369,NO-DOI,2,2023,"Wu, Renhong; Kim, Minho",Does internationalization matter for corporate social performance of Chinese firms?,JOURNAL OF CORPORATE ACCOUNTING AND FINANCE,,INCL:internationalization,3,TBD
337,403,NO-DOI,2,2018,"Purkayastha, Anish",Performance of business group affiliated firms in emerging markets Causal mediation analysis of internationalization and investment into innovation strategy,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,INCL:internationalization,3,TBD
338,423,NO-DOI,2,2016,"Ninerola, Angels; Beatriz Hernandez-Lara, Ana; Victoria Sanchez-Rebull, Maria",The diversity of the top management team and the survival and success of international companies: The case of Spanish companies with foreign direct investment in China,REVISTA INTERNACIONAL DE ORGANIZACIONES,,INCL:FDI,3,SURV
339,424,NO-DOI,2,2015,"Yuan, Lin; Pangarkar, Nitin",Performance implications of internationalization strategies for Chinese MNCs,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,INCL:internationalization,3,TBD
340,426,NO-DOI,2,2015,"Urban, Boris; Sefalafala, Mpho R.",THE INFLUENCE OF ENTREPRENEURIAL INTENSITY AND CAPABILITIES ON INTERNATIONALISATION AND FIRM PERFORMANCE,SOUTH AFRICAN JOURNAL OF ECONOMIC AND MANAGEMENT SCIENCES,,INCL:internationalization|firm-performance,3,firm_performance
341,428,NO-DOI,2,2015,"Chen, Yan; Zhai, Rui-Rui; Wang, Chengqi; Zhong, Changbiao","Home institutions, internationalization and firm performance Evidence from listed Chinese firms",MANAGEMENT DECISION,,INCL:internationalization|firm-performance,3,firm_performance
342,449,NO-DOI,2,2011,"Banalieva, Elitsa R.; Sarathy, Ravi",A Contingency Theory of Internationalization Performance for Emerging Market Multinational Enterprises,MANAGEMENT INTERNATIONAL REVIEW,,INCL:internationalization|MNE,3,TBD
343,453,NO-DOI,2,2010,"Pan, Wei-Hwa; Tsai, Wei-Chun; Kuo, Tsung-Yen",Internationalization and firm performance: Exploring the moderating effects of regional diversification,AFRICAN JOURNAL OF BUSINESS MANAGEMENT,,INCL:internationalization|firm-performance,3,firm_performance
344,454,NO-DOI,2,2009,"Zeng, Saixing; Xie, X. M.; Tam, C. M.; Wan, T. W.",Relationships between business factors and performance in internationalization An empirical study in China,MANAGEMENT DECISION,,INCL:internationalization,2,TBD
345,511,NO-DOI,2,2016,"Rugman, Alan M.; Nguyen, Quyen T. K.; Wei, Ziyi",Rethinking the Literature on the Performance of Chinese Multinational Enterprises,MANAGEMENT AND ORGANIZATION REVIEW,,INCL:MNE,3,TBD
346,139,NO-DOI,1,2021,"Andre, Nuno Miguel Queimado",Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,INCL:export-productivity,3,Productivity
347,360,NO-DOI,1,2025,"Rozanski, Jerzy; Lopez-Morales, Jose Satsumi; Bogolebska, Justyna",Internationalisation and the Financial Performance of Companies,FOLIA OECONOMICA STETINENSIA,,INCL:internationalization|financial-perf,3,financial_perf
348,362,NO-DOI,1,2025,"Zhang, Dengjun; Affuso, Ermanno; Buleca, Jan; Toth, Peter; Pandey, Rudresh","Relationship Among R&D, Productivity, and Firm Exports: The Moderating Role of Credit Constraints",STUDIES IN BUSINESS AND ECONOMICS,,INCL:export-productivity,3,LAB
349,366,NO-DOI,1,2024,"Andreu, Rosario; Rienda, Laura; Ruiz-Fernandez, Lorena",THE MODERATING EFFECT OF WOMEN MANAGERS IN THE INTERNATIONALISATION AND INTELLECTUAL CAPITAL-PERFORMANCE RELATIONSHIP,TRANSFORMATIONS IN BUSINESS & ECONOMICS,,INCL:internationalization,3,TBD
350,383,NO-DOI,1,2021,"Barlozewski, Krystian; Trapczynski, Piotr","Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",OECONOMIA COPERNICANA,,INCL:internationalization,3,TBD
351,387,NO-DOI,1,2021,"Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge","Export activity, R&D investment, and foreign ownership: does it matter for productivity?",INTERNATIONAL MARKETING REVIEW,,INCL:export-productivity,3,LAB
352,388,NO-DOI,1,2020,"Henley, Andrew; Son, Meng","Innovation, internationalisation and the performance of microbusinesses",INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,INCL:internationalization,3,TBD
353,411,NO-DOI,1,2017,"Garcia-Garcia, Raquel; Garcia-Canal, Esteban; Guillen, Mauro F.",Rapid internationalization and long-term performance: The knowledge link,JOURNAL OF WORLD BUSINESS,,INCL:internationalization,3,TBD
354,416,NO-DOI,1,2016,"Hilmersson, Mikael; Johanson, Martin",Speed of SME Internationalization and Performance,MANAGEMENT INTERNATIONAL REVIEW,,INCL:internationalization,3,TBD
355,419,NO-DOI,1,2016,"Pinho, Jose Carlos; Prange, Christiane",The effect of social networks and dynamic internationalization capabilities on international performance,JOURNAL OF WORLD BUSINESS,,INCL:internationalization,3,TBD
356,427,NO-DOI,1,2015,"Hsu, Chia-Wen; Lien, Yung-Chih; Chen, Homin",R&D internationalization and innovation performance,INTERNATIONAL BUSINESS REVIEW,,INCL:internationalization,3,TBD
357,439,NO-DOI,1,2013,"Kaczmarek, Szymon; Ruigrok, Winfried",In at the Deep End of Firm Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,INCL:internationalization,3,
358,450,NO-DOI,1,2011,"Chang, Sea-Jin; Rhee, Jay Hyuk",Rapid FDI expansion and firm performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,INCL:FDI|firm-performance,3,firm_performance
359,455,NO-DOI,1,2009,"Jung, Jae C.; Bansal, Pratima",How Firm Performance Affects Internationalization,MANAGEMENT INTERNATIONAL REVIEW,,INCL:internationalization|firm-performance,2,firm_performance
360,502,NO-DOI,1,2021,"Guo, Bin; Wang, Zhen",Internationalisation path heterogeneity and growth for international new ventures,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,INCL:internationalization,3,GROW
361,504,NO-DOI,1,2019,"Lukason, Oliver; Vissak, Tiia",Internationalization and failure risk patterns Evidence from young Estonian manufacturing exporters,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,INCL:internationalization,3,SURV
362,505,NO-DOI,1,2019,"Korsakiene, Renata; Kozak, Vratislav; Bekesiene, Svajone; Smaliukiene, Rasa",MODELLING INTERNATIONALIZATION OF HIGH GROWTH FIRMS: MICRO LEVEL APPROACH,E & M EKONOMIE A MANAGEMENT,,INCL:internationalization,3,GROW
363,509,NO-DOI,1,2018,"Habib, Ashfaq; Huang, Xiaoxia","Manufacturing exports, profitability and working capital",HUMAN SYSTEMS MANAGEMENT,,INCL:manufacturing-exports→profitability,3,ACC
364,515,NO-DOI,1,2011,"Kylaheiko, Kalevi; Jantunen, Ari; Puumalainen, Kaisu; Saarenketo, Sami; Tuppura, Anni",Innovation and internationalization as growth strategies: The role of technological capabilities and appropriability,INTERNATIONAL BUSINESS REVIEW,,INCL:internationalization,3,GROW
365,516,NO-DOI,1,2011,"Li, Sali; Tallman, Stephen","MNC STRATEGIES, EXOGENOUS SHOCKS, AND PERFORMANCE OUTCOMES",STRATEGIC MANAGEMENT JOURNAL,,INCL:MNC-strategies→performance-outcomes,3,
366,517,NO-DOI,1,2010,"Oh, Chang Hoon",Value Creation and Home Region Internationalization of U.S. MNEs,MULTINATIONAL BUSINESS REVIEW,,INCL:internationalization|MNE,3,
367,520,NO-DOI,1,2007,"Kim, Hyung Jun; Jung, Duk Hwa",A Study on the Born Global Venture Corporation's Characteristics and Performance,JOURNAL OF GLOBAL SCHOLARS OF MARKETING SCIENCE,,INCL:born-global→performance,2,
368,147,NO-DOI,2,2013,"Manjon Antolin, Miguel; Manez, Juan A.; Rochina Barrachina, Maria E.; Sanchis Llopis, Juan A.",Export intensity and the productivity gains of exporting,APPLIED ECONOMICS LETTERS,,INCL:exporter|export-productivity,3,Productivity
369,407,NO-DOI,2,2018,"Bykova, Anna; Lopez-Iturriaga, Felix",Exports-performance relationship in Russian manufacturing companies Does foreign ownership play an enhancing role?,BALTIC JOURNAL OF MANAGEMENT,,INCL:exports-performance-relationship-russia,3,
370,535,NO-DOI,3,2012,"Borda-Reyes, Armando",The impact of business group diversification on emerging market multinationals: Evidence from Latin America,INNOVAR-REVISTA DE CIENCIAS ADMINISTRATIVAS Y SOCIALES,,INCL:MNE,,
371,138,NO-DOI,MX,2023,"Pedersen, Torben; Tallman, Stephen",Global strategy collections: Multinationality and performance,GLOBAL STRATEGY JOURNAL,,INCL:MNE,3,TBD
372,140,NO-DOI,MX,2020,"Nguyen, Quyen T. K.; Kim, Sylvia",The multinationality and performance relationship: Revisiting the literature and exploring the implications,INTERNATIONAL BUSINESS REVIEW,,INCL:MNE,3,TBD
373,141,NO-DOI,MX,2017,"Castellani, Davide; Montresor, Sandro; Schubert, Torben; Vezzani, Antonio","Multinationality, R&D and productivity: Evidence from the top R&D investors worldwide",INTERNATIONAL BUSINESS REVIEW,,INCL:MNE|export-productivity,3,Productivity
374,142,NO-DOI,MX,2017,"Richter, Nicole Franziska; Schmidt, Robert; Ladwig, Tina Jessica; Wulhorst, Fabian",A critical perspective on the measurement of performance in the empirical multinationality and performance literature,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,INCL:MNE,3,TBD
375,143,NO-DOI,MX,2017,"Chang, Sea-Jin; Chung, Jaiho",A Quasi-experimental Approach to the Multinationality-performance Relationship: An Application to Learning-by-exporting,GLOBAL STRATEGY JOURNAL,,INCL:MNE|exporter|export-productivity,3,ACC
376,144,NO-DOI,MX,2017,"Grant, Kevin; Matousek, Roman; Meyer, Martin; Tzeremes, Nickolaos G.",A research note on multinationality and firm performance Nonparametric frontier analysis,INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,,INCL:MNE|firm-performance,3,firm_performance
377,146,NO-DOI,MX,2014,"Powell, K. Skylar",From M-P to MA-P: Multinationality alignment and performance,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,INCL:MNE,3,TBD
378,150,NO-DOI,MX,2012,"Anon Higon, Dolores; Manjon Antolin, Miguel","Multinationality, foreignness and institutional distance in the relation between R&D and productivity",RESEARCH POLICY,,INCL:MNE,3,Productivity
379,151,NO-DOI,MX,2012,"Verbeke, Alain; Forootan, M. Zaman",HOW GOOD ARE MULTINATIONALITY-PERFORMANCE (M-P) EMPIRICAL STUDIES?,GLOBAL STRATEGY JOURNAL,,INCL:MNE,3,TBD
380,152,NO-DOI,MX,2012,"Verbeke, Alain; Brugman, Paul",Triple testing the quality of multinationality-performance research,HANDBOOK OF RESEARCH ON INTERNATIONAL STRATEGIC MANAGEMENT,,INCL:MNE,3,TBD
381,153,NO-DOI,MX,2011,"Hennart, Jean-Francois",A THEORETICAL ASSESSMENT OF THE EMPIRICAL LITERATURE ON THE IMPACT OF MULTINATIONALITY ON PERFORMANCE,GLOBAL STRATEGY JOURNAL,,INCL:MNE,3,TBD
382,155,NO-DOI,MX,2008,"Li, Lei",Multinationality and technical efficiency: A neglected perspective,MANAGEMENT INTERNATIONAL REVIEW,,INCL:MNE,2,Efficiency
383,157,NO-DOI,MX,2008,"Bouquet, Cyril; Deutsch, Yuval",The impact of corporate social performance on a firm's multinationality,JOURNAL OF BUSINESS ETHICS,,INCL:MNE,2,TBD
384,158,NO-DOI,MX,2007,"Bowen, Harry P.",THE EMPIRICS OF MULTINATIONALITY AND PERFORMANCE,REGIONAL ASPECTS OF MULTINATIONALITY AND PERFORMANCE,,INCL:MNE,2,TBD
385,159,NO-DOI,MX,1991,"JUNG, YJ",MULTINATIONALITY AND PROFITABILITY,JOURNAL OF BUSINESS RESEARCH,,INCL:MNE|financial-perf,1,financial_perf
386,358,NO-DOI,MX,2025,"Li, Qianwen",The effect of ESG performance on enterprises' internationalization : from the perspective of cooperative research and development,APPLIED ECONOMICS LETTERS,,INCL:internationalization,3,TBD
387,365,NO-DOI,MX,2024,"Civelek, Mehmet; Kljucnikov, Aleksandr; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir",Global Competitive Strategies: Assessing the Role of Marketing Tools in SME Internationalization and Financial Performance,JOURNAL OF COMPETITIVENESS,,INCL:internationalization|financial-perf,3,financial_perf
388,370,NO-DOI,MX,2023,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",Internationalization and firm performance,GLOBAL FINANCE JOURNAL,,INCL:internationalization|firm-performance,3,firm_performance
389,373,NO-DOI,MX,2022,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,INCL:internationalization,3,TBD
390,374,NO-DOI,MX,2022,"Sommer, Daniel; Bhandari, Krishna Raj",Internationalization of R&D and Innovation Performance in the Pharma Industry,JOURNAL OF INTERNATIONAL MANAGEMENT,,INCL:internationalization,3,TBD
391,375,NO-DOI,MX,2022,"Zhai, Zhe; Ghosal, Vivek",Internationalization of innovation and firm performance in the pharmaceutical industry,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,INCL:internationalization|firm-performance,3,firm_performance
392,376,NO-DOI,MX,2022,"Capar, Nejat",Firm resources and internationalisation performance,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,INCL:internationalization,3,TBD
393,380,NO-DOI,MX,2021,"Bojnec, Stefan; Tomsic, Nastja",Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,INCL:internationalization|firm-performance|export-productivity,3,TBD
394,381,NO-DOI,MX,2021,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,INCL:internationalization|financial-perf,3,financial_perf
395,382,NO-DOI,MX,2021,"Leung, T. Y.; Sharma, Piyush",Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,INCL:internationalization|firm-performance,3,firm_performance
396,389,NO-DOI,MX,2020,"Yang, Guojun; Zhou, Xiaohu; Liang, Zhiyao",Enterprise internationalisation performance evaluation model based on artificial neural network,INTERNATIONAL JOURNAL OF EMBEDDED SYSTEMS,,INCL:internationalization|firm-performance,3,TBD
397,390,NO-DOI,MX,2020,"Leon Garcia, Omar Alexander; Baez Landeros, Eliana Rocio",Analysis of the Relationship Between IT and Industry 4.0 Technologies with Internationalization and Business Performance,INGENIERIA E INVESTIGACION,,INCL:internationalization,3,TBD
398,394,NO-DOI,MX,2020,"Lecerf, Marjorie; Omrani, Nessrine",SME Internationalization: the Impact of Information Technology and Innovation,JOURNAL OF THE KNOWLEDGE ECONOMY,,INCL:internationalization,3,
399,396,NO-DOI,MX,2019,"Sun, Wenbin; Price, Joseph; Ding, Yuan",The longitudinal effects of internationalization on firm performance: The moderating role of marketing capability,JOURNAL OF BUSINESS RESEARCH,,INCL:internationalization|firm-performance,3,firm_performance
400,397,NO-DOI,MX,2019,"Chen, Ying-Yu",Does Efficient Social-Network Structure Benefit the Performance of Business Groups and Core Firms? The Underlying Mediation Mechanism for Small World Network Structure and Internationalization in Cross-Level Business Group Network,NTU MANAGEMENT REVIEW,,INCL:internationalization,3,TBD
401,398,NO-DOI,MX,2019,"Falk, Martin; de Lemos, Francisco Figueira",Complementarity of R&D and productivity in SME export behavior,JOURNAL OF BUSINESS RESEARCH,,INCL:export-productivity,3,LAB
402,402,NO-DOI,MX,2018,"Madaleno, Mara; Varum, Celeste Amorim; Horta, Isabel",SMEs Performance and Internationalization: A Traditional Industry Approach,ANNALS OF ECONOMICS AND FINANCE,,INCL:internationalization,3,ACC
403,409,NO-DOI,MX,2017,"Dikova, Dessislava; van Witteloostuijn, Arjen; Parker, Simon","Capability, environment and internationalization fit, and financial and marketing performance of MNEs' foreign subsidiaries An abductive contingency approach",CROSS CULTURAL & STRATEGIC MANAGEMENT,,INCL:internationalization|subsidiaries,3,ACC
404,410,NO-DOI,MX,2017,"Li, Jie Yi; Cao, Jin Xia; Liu, Yu Qin",A Study on the Effects of Dual Network Embeddedness on Organizational Learning and Internationalization Performance,EURASIA JOURNAL OF MATHEMATICS SCIENCE AND TECHNOLOGY EDUCATION,,INCL:internationalization,3,TBD
405,412,NO-DOI,MX,2017,"Yarbrough, Earl, Jr.; Abebe, Michael; Dadanlar, Hazel",Board political experience and firm internationalization strategy A resource dependence perspective,JOURNAL OF STRATEGY AND MANAGEMENT,,INCL:internationalization,3,
