seq,title,year,journal,doi,extraction_priority,decision,reason,abstract,abstract_source
1687,The role of the SDGs as enhancers of the performance of Spanish wine cooperatives,2021,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,10.1016/j.techfore.2021.121176,1_DOI_FIRST,UNSURE,title_insufficient,,
1688,"Top management team heterogeneity, corporate social responsibility and firm risk: an emerging country perspective",2023,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,10.1108/jfra-02-2021-0036,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This study aims to examine the effects of top management team (TMT) heterogeneity and corporate social responsibility (CSR) on the firm risk of Bursa Malaysia listed firms. Also, this study examines the moderating effect of CSR between TMT heterogeneity and firm risk. Design/methodology/approach This study uses panel regression models to test the hypotheses. The sample of this study is Bursa Malaysia non-financial listed firms from 2013 to 2017 with 3,055 observations. Findings This study finds significant effects of TMT age and tenure heterogeneities on total risk. Effects on idiosyncratic risk are evident only within age heterogeneity. Further, this study finds negative effects of CSR on total and idiosyncratic risks. CSR significantly moderates the relationship between total TMT heterogeneity and firm systematic risk. Practical implications This study reduces the literature gap by providing useful insights on the effects of CSR activities and TMT heterogeneity on firm risk. The findings can also provide hints to investors to assist them in assessing firm risk based on TMT heterogeneity and firms’ CSR. This study can also benefit shareholders in their attempts to mitigate the risk of their portfolio by investing in firms that are socially responsible as firms with high CSR suffer lower total and idiosyncratic risks. Originality/value Previous studies have emphasised on the influence of TMT characteristics and CSR on firm performance. However, studies that investigate the effects of TMT heterogeneity and CSR on firm risk are limited in the context of Malaysia.",crossref
1689,The Internationalization and Voluntary Adoption of International Accounting Standards by Japanese MNEs,2021,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-021-00452-z,1_DOI_FIRST,UNSURE,title_insufficient,,
1690,Connecting the Dots: Exploring the Knowledge-based Antecedents of SMEs' Profitability and Development via International ,2021,MANAGEMENT & MARKETING,10.2478/mmcks-2021-0011,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract As shifts occur on the global market and business models adapt to a dynamic environment, the process of business internationalization, as performed by small and medium-sized enterprises (SMEs), maintains its relevance for academics, professionals, international organizations, and authorities. Studies in the field have emphasized the strategic component of internationalization, linking it to cultivating (sustainable) competitive advantages, to stimulating strategic innovation, to the pursuit of profitability, and to an overall improved performance, taking into account the activities conducted on foreign markets. Based on a survey carried out with over 100 European SMEs in the steel field, this study examines the influences of strategic collaborators (from international business networks), intermediaries (as organizational links to the target stakeholders), and strategic innovation on SMEs’ profitability resulted from international operations, and on the level of business development on foreign markets. The results have shown positive influences among most of the considered factors (i.e., direct collaborators, strategic innovation, international profitability and development), whereas intermediaries have a significant influence only on international profitability and not on SMEs’ development on foreign markets.",crossref
1691,"Social capital and internationalization of family SMEs in Campeche, Mexico: a qualitative comparative analysis",2021,RBGN-REVISTA BRASILEIRA DE GESTAO DE NEGOCIOS,10.7819/rbgn.v23i2.4104,1_DOI_FIRST,UNSURE,title_insufficient,,
1694,Examining the determinants of small firms' performance in India,2022,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1695,Leveraging the benefits of location decisions into performance: A global view from matched MNEs,2022,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.09.071,1_DOI_FIRST,UNSURE,title_insufficient,,
1697,"Investments, export entry and export intensity in small manufacturing firms",2020,JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS,10.1007/s40812-020-00156-9,1_DOI_FIRST,UNSURE,title_insufficient,,
1698,The internationalization of Chinese multinational enterprises under the Belt-and-Road Initiative,2021,STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"Abstract This article explores how the Belt‐and‐Road Initiative has affected the internationalization of Chinese multinational enterprises with a case study of China Railway Rolling Stock Corporation. It is found that the Belt‐and‐Road Initiative can be considered as part of China's integration with global production networks, which enhances the ownership, location and internalization advantages of Chinese multinational enterprises. In particular, the Belt‐and‐Road Initiative has had a positive impact on improving the innovation capability and firm performance of Chinese multinational enterprises through promoting R&amp;D internationalization and strengthening the specialization of production.",openalex
1699,CEO Foreign Experience and Green Innovation: Evidence from China,2023,JOURNAL OF BUSINESS ETHICS,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1701,China's new research evaluation policy: Evidence from economics faculty of Elite Chinese universities,2022,RESEARCH POLICY,10.1016/j.respol.2021.104407,1_DOI_FIRST,UNSURE,title_insufficient,,
1702,Intermediary Management and Employee Corporate Culture Identification Mediation and Mediation Effect Verification,2021,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2021.545816,1_DOI_FIRST,UNSURE,title_insufficient,"This exploration is mainly performed to study the role of corporate culture accepted by employees in enterprise development and its impact on employees themselves. First, the influence of employee participation, cross-cultural management, and corporate culture on the enterprise is realized through the relevant literature. Then, investigation and analysis are carried out with American I Industrial Group as the research object to determine the impact of cross-cultural management on mergers and acquisitions and organizational performance. The results show that the total impact of trust on reuse is 0.264 before mergers and acquisitions; the difference is not statistically significant, and so is the overall impact of mergers and acquisitions. This means that there is no correlation between trust and reuse. However, when the merger is done, the total effect of trust on reuse rises to 1.594, indicating that the difference and the total effect are statistically significant. The data calculation and analysis for the direct impact of trust on reuse and the indirect impact of trust on reuse are 0.667 and 0.926, respectively, which means that the difference is statistically significant. This proves the role of satisfaction in the impact of trust on reuse once mergers and acquisitions are completed. Therefore, in the process of mergers and acquisitions in the future, enterprises must consider the different cultures of employees and company locations and employee participation, which will further affect the organizational performance of enterprises.",crossref
1703,Sustaining superior international performance: Strategic orientations and dynamic capability of environmentally concerne,2022,BUSINESS STRATEGY AND THE ENVIRONMENT,10.1002/bse.2931,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract This study examines the influence of strategic orientations and dynamic capability on the sustainable international performance of small‐ and medium‐sized enterprises (SMEs). Building on the dynamic capability perspective, we propose that the interaction between entrepreneurial orientation (EO) and alliance orientation (AO) facilitates dynamic capability and, in turn, the sustainable international performance of SMEs. Using survey data from 211 environmentally concerned SMEs in the United Arab Emirates, the study finds the significant effects of the interaction between EO and AO on dynamic capability. Further, the results support that dynamic capability mediates the interactive effect of EO and AO on international performance. The study shows that the SMEs benefit from balancing as well as pursuing two complementary strategic orientations (i.e., EO and AO) towards developing dynamic capability that contributes to making superior international performance.",crossref
1704,"Regional development, innovation systems and service companies' performance",2022,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1705,"Role of educational, regional and religious attributes of CEOs in performance of Indian family firms",2022,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,10.1108/ijmf-06-2021-0268,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose The authors investigate whether community-based CEO's attributes, particularly educational attainment, regional and religious affiliation, are direct antecedents of performance in family-controlled Indian firms. The authors further examine whether CEO's education moderates the linkage of firm performance with regional and religious affiliation. Design/methodology/approach The authors employ pooled Ordinary Least Square with fixed effects and Fama-Macbeth regression techniques to test their hypotheses. Findings The results reveal that firms with post-graduate CEOs in business and firms with doctorate CEOs, significantly outperform peer firms. The authors also find that CEOs from northern India outperform peer CEOs consistently which emanates from the risk-taking differentials of CEO's across regions. Hindu CEOs also deliver superior return on assets. However, CEO's educational attainment moderates the influence of regional and religious affiliations. Originality/value This study is unique as it contributes on the role of regional affiliation of top executives in determining performance which almost remains unexplored in existing literature.",crossref
1706,Exporting by Private Equity-Backed Portfolio Companies,2022,BRITISH JOURNAL OF MANAGEMENT,10.1111/1467-8551.12566,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract Private equity (PE) funds typically invest in and acquire established companies (via buyout mechanisms) and implement value creation strategies that realize efficiency improvements and exploit entrepreneurial growth opportunities. This paper explores the relationships between PE backing of bought‐out companies and their post‐acquisition strategy to stimulate sales growth through exporting. Importantly, we explore the routes through which PE funds, as ‘active investors’, affect the acquired companies’ ability to enter and expand export markets. First, through providing access to financial resources, increasing capital and operational expenditure, to boost both efficiency and improve managerial processes; and second, by bringing expertise and relational capital via managerial change and board representation to their acquisitions. Using a panel dataset covering the period 1998–2013, involving 2.6 million company‐level observations of which around 10% are actively engaged in exporting, we find that PE‐backed firms are more likely to engage in exporting (export propensity) and be internationalized post‐buyout than a control sample and that the effect is larger than for listed companies. Moreover, in relation to export performance we find a positive export performance differential (export intensity) for PE‐backed buyouts.",crossref
1707,The coevolution of international scope and technological knowledge in MNCs,2022,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2021.101285,1_DOI_FIRST,UNSURE,title_insufficient,,
1708,Impact of knowledge-based capital on firm productivity: The contingent effect of ownership,2022,JOURNAL OF BUSINESS RESEARCH,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1711,Knowledge assets for internationalization strategy proposal,2021,JOURNAL OF INNOVATION & KNOWLEDGE,10.1016/j.jik.2020.08.002,1_DOI_FIRST,UNSURE,title_insufficient,,
1712,CHINESE FOREIGN TRANSACTIONS: WHAT GETS THEM IN TROUBLE?,2021,GLOBAL ECONOMY JOURNAL,10.1142/s219456592150007x,1_DOI_FIRST,UNSURE,title_insufficient,"This study offers an understanding of the Chinese enterprises’ internationalization strategies using transaction data. A logit model estimates the determinants of Chinese transactions in trouble due to regulatory hurdles in understanding the prevailing trends. The results identify factors such as transaction size, sectors deemed national security, domestic competition (for the SOEs) and divergence in the perception of Chinese political influence. This study provides novel insights into the risks Chinese policymakers and firms need to recognize and formulate policies to prevent and mitigate them.",crossref
1713,Innovation Promoter or Inhibitor? Non-Family CEO's Effect on Innovation in Family Businesses,2023,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,10.1109/tem.2021.3080115,1_DOI_FIRST,UNSURE,title_insufficient,,
1714,Benefitting from Investment Abroad? Evidence from Indian Manufacturing,2022,ASIA AND THE GLOBAL ECONOMY,10.1016/j.aglobe.2021.100022,1_DOI_FIRST,UNSURE,title_insufficient,"This paper studies the relationship between outward foreign direct investment (OFDI) and domestic performance for Indian firms utilizing propensity score matching combined with a difference-in-differences specification. We find modest effects on total factor productivity (TFP), but complementary effects on exporting and sales. Multiple sources of heterogeneity in treatment effects are considered. Taking the foreign investment decision as one that may differ in intensity, continuous treatment based on dose (OFDI intensity)-response (TFP growth, sales growth, export intensity) functions shows an inverted U-shaped relationship complementing previous exports-performance literature. Export intensity shows a robust relationship in which performance rises relative to a dose of zero, within a range of OFDI intensity. As the foreign involvement of Indian firms is still very low, there appears to be a considerable interval over which OFDI can favorably impact home effects. OFDI policy should support the benefits of outward investment, focusing on firms with small OFDI positions",openalex
1715,Effect of buyer dependency of subcontracting SMEs on R&D investment,2022,MANAGEMENT DECISION,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1716,Does entrepreneurial orientation encourage Pakistani SMEs to participate in China-Pakistan economic corridor?,2023,JOURNAL OF CHINESE ECONOMIC AND BUSINESS STUDIES,10.1080/14765284.2021.2021489,1_DOI_FIRST,UNSURE,title_insufficient,,
1717,Dual institutional embeddedness and home country CSR Engagement: Evidence from Indian MNEs,2022,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2021.12.003,1_DOI_FIRST,UNSURE,title_insufficient,,
1718,Exploratory and Exploitative Internationalization: Effects of Social Capital Antecedents and Fit Moderators of Innovatio,2021,JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,10.3390/jtaer16070170,1_DOI_FIRST,UNSURE,title_insufficient,"Implementing international strategy is essential to enhance corporate innovation and achieve sustainable development. Existing research has theoretically illustrated the concept and importance of carrying out both exploratory and exploitative internationalization, yet our understanding of the antecedents and consequences of both activities remains unclear. Based on the data of Chinese international manufacturing firms, this paper examines the differential effects of business, government and knowledge network capital on exploratory and exploitative internationalization, and probes into how organizational, strategic, and environmental factors moderate the innovation effectiveness of exploratory and exploitative internationalization. Results indicate that business network capital has the same positive impact on exploratory and exploitative internationalization; government network capital influences the implementation of exploratory internationalization, whereas knowledge network capital influences the execution of exploitative internationalization. Furthermore, our findings reveal that, to maximize innovation performance, pursuing exploratory internationalization is more beneficial for firms with older age, firms entering into countries with low host–home country similarity, and operating in a more dynamic international environment. By contrast, pursuing exploitative internationalization is more effective for younger firms, firms entering into countries with high host–home country similarity, and in more stable international environment. Theoretical and managerial implications are discussed.",crossref
1720,"Gender, talent management and firm performance: MNCs' female-focused talent management practices in Russia",2022,EMPLOYEE RELATIONS,10.1108/er-04-2021-0132,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose There is a substantial void in the understanding of the effect of talent management (TM) practices specifically targeted at females on firm performance. This paper investigates the relationship between female-focused TM and firm performance with the aim of demonstrating the importance of gender diversity in firms. Design/methodology/approach The authors developed and empirically tested a contextually embedded model using data from 103 multinational corporations in Russia to examine the effect of female-focused TM on firm performance. Findings The authors found an overall positive relationship between female-focused TM and firm performance. The authors’ analysis also revealed significant positive effects of female-focused talent development and talent retention, but not talent attraction, on firm performance. Originality/value This paper contributes to the vibrant TM scholarship by focusing on female-focused talent attraction, development and retention practices.",crossref
1721,Eyes open and hands on: market knowledge and marketing capabilities in export markets,2022,INTERNATIONAL MARKETING REVIEW,10.1108/imr-01-2021-0003,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Drawing on the knowledge-based view of the firm (KBV) and Dynamic Marketing Capabilities (DMC), this paper examines the role of key internationalization knowledge absorption processes as learning strategies, namely market exploitation and market exploration in enabling internationalization knowledge absorption in export-oriented firms involved in manufacturing goods or producing electrical/engineering products. Design/methodology/approach The data were gathered via a cross-sectional survey using a questionnaire (i.e. n = 315) on a sample of Bangladeshi manufacturing firms exporting in US and European markets. Findings The findings suggest that an export firm's internationalization absorption strategies are positively associated with export performance. The authors also found that the mediator, DMC, strengthened the relationship between knowledge absorption and export performance. Moreover, the findings of moderated mediation model revealed that the direct and indirect effects of market exploitation on export performance are more prevalent when competitive intensity is low. While competitive intensity is high, the direct and indirect effects of market exploration on export performance are more prevalent. Practical implications By introducing a higher-level dynamic marketing capability approach and linking it to ambidexterity constructs (learning though exploration and exploitation), export business professionals should appreciate the full spectrum of mid-level marketing capabilities they need to develop alongside their exploration and exploitation strategies to improve their export performance. This study directs attention to the competitive intensity conditions the exporting firm is facing. When export business professionals are faced with high-level of competitive intensity in the market, they should establish a clear focus on their exploration learning strategies if they wish to enhance their export performance. Originality/value The authors contribute to ",crossref
1722,Markups and export behavior: Firm-level evidence from the French food processing industry,2023,AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,10.1111/ajae.12292,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract The relationship between a firm's markups and its export behavior is highly relevant to individual firms' strategic decisions as well as to governments' policies regarding competition. We investigate the impact of markups on firms' decisions to export and resulting export intensity in the French food processing industry. Moreover, we assess the effect of entry into and remaining in the export market on firms' markups and evaluate differences in markups between exporters and non‐exporters. Our results suggest that higher markups lead to both increased participation in the export market and greater export intensity. In addition, we find that firms obtain higher markups by entering and remaining in the export market. Finally, our results suggest that exporters generate higher markups, on average, than non‐exporters. Similar results are found when controlling for differences in firms' productivity. Our findings suggest that trade policies designed to increase firms' participation in export markets, such as limits to border restrictions, may counteract domestic competition policies targeted at price–cost margins.",crossref
1723,"Competitive Advantages in a Hostile, Regulated Environment: Four Multinational Banks in India",2021,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-021-00459-6,1_DOI_FIRST,UNSURE,title_insufficient,"Abstract International business literature has historically been divided between scholars exploring the local obstacles foreign firms face (thereby overlooking foreign firms’ capacity to deploy advantages locally) and those examining the internationalisation of firm-specific advantages (thereby overlooking the peculiarities of the local context in which foreign firms deploy their advantages). We still do not completely understand the process by which multinational enterprises (MNEs) – especially service MNEs – develop competitive advantages in relation to the host environment. Using a multiple-case study of four multinational banking subsidiaries in India, this research aims to explore the variety of competitive advantages deployed by foreign multinational banks (MNBs) in a hostile, competitive environment: the Indian banking industry. This article’s main contribution is to bridge the gap between the obstacle-oriented internationalisation literature and the advantage-oriented literature through an exploration and comparison of a comprehensive set of locally relevant advantages deployed by the four MNBs studied. We introduce the concepts of global anchoring and local anchoring to make sense of the directionality of subsidiaries’ competitive advantages, and we explore their broad associations with subsidiaries’ commercial and financial performance. We conclude by discussing three theoretical lenses, situated at the intersection of the obstacle-oriented and advantage-oriented literatures, which can potentially account for the origins of competitive advantages in our sample, and we develop a series of propositions for future research.",crossref
1724,Does Psychic Distance Still Matter? Empirical Evidence from Poland,2021,CENTRAL EUROPEAN MANAGEMENT JOURNAL,10.7206/cemj.2658-0845.59,1_DOI_FIRST,UNSURE,title_insufficient,"Objective: The objective of the article is to fill a research gap regarding the impact of psychic distance on the initiation of relationships by managers from Poland-based firms and to analyze the psychic distance’s influence on firm performance. Research methodology: The article is based on quantitative research conducted among managers from 201 Poland-based companies operating in foreign markets. The study used a structured questionnaire consisting mainly of closed questions. The dataset contained companies representing all sizes, industries, and ownership status from all over Poland. Findings: Two types of companies were identified following managers’ (un)willingness to initiate relationships with actors located in psychically distant markets. The study conclusions reveal that psychic distance matters for Polish managers and that business activities conducted in psychically distant markets are often perceived as more complex than in close markets. These activities involve additional risk, but they bring companies better performance. Limitations: The limitation of the study is that the measurements are based on the subjective perceptions of psychic distance. The research was conducted in Poland only. Originality: The article is a pioneer work on the psychic distance paradox among Polish managers from a diversified group of companies (from small to multinational). The article seeks to identify to what extent Polish managers perceive psychic distance as an important factor in the decision-making process concerning the initiation of relationships with foreign partners.",crossref
1725,Does internationalization encourage state-owned enterprises to utilize subsidies to innovate? Evidence from high-tech an,2022,CHINESE MANAGEMENT STUDIES,10.1108/cms-06-2021-0250,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Drawing on the resource-based view, institutional logic and isomorphic pressure theories, this study constructed a theoretical model to explore the correlations between government subsidies and innovation performance. Particularly, this study aims to investigate the moderating effects of ownership types and degree of internationalization on these relationships. Design/methodology/approach To empirically test the relationships, the authors use panel data from high-tech manufacturing and automobile manufacturing industries in Chinese A stock listed companies for the period 2011–2015 and performed regression analysis. Findings Results indicate that government subsidies positively enhance enterprises’ innovation performance; there is a big gap between government subsidies’ incentive effect on innovation performance between state-owned enterprises (SOEs) and private-owned enterprises (POEs); with the improvement of internationalization, the promotion effect of government subsidies on enterprise innovation performance is strengthened; there is a three-way interaction between government subsidies, degree of internationalization and ownership types, such that in the presence of a low degree of internationalization, there is a big gap in the incentive effect of government subsidies on the innovation performance of SOEs and POEs; in the presence of a high degree of internationalization, the gap is significantly reduced. Originality/value This is an empirical study on the impact mechanism of ownership types and internationalization on the relationship between government subsidies and innovation performance in China. It provides valuable insights to show how internationalization can dramatically improve SOEs’ efficiency disadvantages in the allocation of government subsidies to innovation activities.",crossref
1726,Innovation adaptation and post-entry growth in international new ventures,2022,EUROPEAN RESEARCH ON MANAGEMENT AND BUSINESS ECONOMICS,10.1016/j.iedeen.2021.100169,1_DOI_FIRST,UNSURE,title_insufficient,,
1727,Promoting organizational diversity and preserving socioemotional wealth: can family businesses balance the two?,2022,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-06-2021-0060,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose A key characteristic for a family firm, preservation of socioemotional wealth, may appear to be at conflict with the concept of organizational diversity. The authors investigate how organizational diversity, captured through heterogeneity in ownership structure, diversity in the senior management team, interfaces with the concept of the socioemotional wealth of family businesses in an emerging economy, when these firms pursue inorganic growth strategies. Design/methodology/approach Drawing on the concepts of socioemotional wealth, behavioral agency theory and bifurcation bias, the authors develop perspectives on how ownership structure, family influence in executive management and institutional shareholding influence a family firm's internationalization strategies captured through propensity to pursue cross-border M&amp;A – an activity that may threaten the preservation of socioemotional wealth. The authors also explore the role of business group affiliation, another organizational diversity construct, and contingent parameters like past financial performance and export intensity in this study. The authors take pooled data over 15 years, involving 346 large firms from India, which are family-controlled, to carry out the study. Findings The authors’ empirical analysis shows that family stake in the company and family members' presence in the executive team negatively influence the propensity to pursue cross-border M&amp;A activities. A firm's affiliation to a business group moderates these negative relationships. On the other hand, the presence of institutional shareholders, positive past financial performance and export intensity positively influence cross-border M&amp;A propensity. Originality/value The results establish that family businesses' attempts to preserve socioemotional wealth may come at the cost of promoting organizational diversity.",crossref
1728,Digital Transformation among SMEs: Does Gender Matter?,2022,SUSTAINABILITY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"The COVID-19 pandemic has highlighted and exacerbated some of the challenges that small and medium enterprises (SMEs) face in times of crisis, disrupting their operations, weakening their financial positions, and exposing them to a wide range of financial risks. While previous studies have viewed digital transformation as a vital source of innovation and productivity growth for economic recovery in SMEs, there has been limited focus on digital transformation in the regional context, with very little attention focused on women-led enterprises. This study aims to investigate (i) the determinants of perception of digital transformation among regional SMEs, and (ii) whether the gender of the SME owner or manager has an impact on the drivers of the digital transformation experiences of SMEs operating in regional Australia. Building upon the resource-based view, this study uses a unique dataset of 281 SMEs collected from a survey conducted within a regional area of Queensland, Australia. Employing Feasible Generalised Least Squares and Generalised Least Squares estimations, the study found that the perceptions of digital transformation can be explained by the use of social network platforms, innovation processes, workplace culture, and information and communication technologies. This study also found that there is a significant difference between female-led and male-led SMEs regarding their perceptions of digital transformation. This study offers two key policy and practical insights: (i) digital transformation of regional SMEs should be used as a fundamental tool for crisis recovery strategies, and (ii) the need for policymakers to mainstream gender into postcrisis transformative interventions and policies should be fast tracked.",openalex
1729,Internationalization pathways of Chinese private firms: A closer look at firm-specific advantages,2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2021.100835,1_DOI_FIRST,UNSURE,title_insufficient,,
1730,Home country learning and international expansion of emerging market multinationals,2021,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2020.100781,1_DOI_FIRST,UNSURE,title_insufficient,,
1731,The impact of home and host country institutional development on multinationals' R&D intensity,2024,BRQ-BUSINESS RESEARCH QUARTERLY,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1732,Successful reconfiguration and network evolution within the multinational company,2022,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,10.1108/jocm-12-2020-0367,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This article aims to contribute to a better understanding of how multinational companies can succeed the reconfiguration of their internal structures. The theoretical framework is based on the concept of reconfiguration as a dynamic capability, the Uppsala evolution model and the business network view. Design/methodology/approach The authors conducted a case study on the reconfiguration of two vertically-related business units within the Solvay group, a world leader in the chemical industry. The empirical study is based on interviews, observations and secondary data. Findings The paper shows how a multinational enterprise can succeed in reorganizing its internal structures to overcome internal liability of outsidership and to be more competitive and profitable. The reconfiguration enabled Solvay to become a fully integrated leader in the polyamide plastics industry. Originality/value The paper explains how the internal reorganization has improved the competitiveness and profitability of the integrated business units.",crossref
1734,"Are institutional investors ""in love"" with the sustainable development goals? Understanding the idyll in the case of gov",2022,SUSTAINABLE DEVELOPMENT,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,,
1735,The role of human capital in the foreign market performance of US SMEs: does owner ethnicity matter?,2021,JOURNAL OF INTELLECTUAL CAPITAL,10.1108/jic-09-2020-0312,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose This paper adopts an intellectual capital perspective to investigate the role of owners who are ethnic minorities in the foreign market expansion performance of SMEs, and in particular considers the human capital dimension of intellectual capital. Design/methodology/approach Based on the empirical investigation of a sample of 10,326 small- and medium-sized US high-tech manufacturing enterprises, the authors’ results reveal a positive relationship between the number of foreign markets where these SMEs operate and their financial performance, and that this effect is reinforced by the presence of ethnic minority owners, as ethnic minorities constitute a valuable source of intellectual capital which bring value to firms. Findings The authors’ findings reveal the importance of intellectual capital in an SME’s leadership position, specifically in terms of having individuals from normally disadvantaged groups as owners. In this sense, policymakers are crucial in supporting the inclusion of ethnic minorities in SME ownership, through advantageous treatment in firms, for example. Practical implications The study presents practical implications for managers seeking foreign market expansion. In addition, when defining ownership structure (e.g., in the start-up phase), the role of human capital, in the form of ethnic minorities, should not be neglected, especially if an SME intends to operate or is already operating in different national contexts. Originality/value The authors’ results provide important insights into the positive effect of human capital on SME foreign market performance. The idea of a moderating role played by owners from ethnic minorities suggested here contributes to the literature on human capital and is one of the first attempts to consider this moderating factor in this relationship, especially in the SME context.",crossref
1736,Leadership in internationalization strategies,2022,MANCHESTER SCHOOL,,2_NO_DOI_MANUAL,UNSURE,title_insufficient,"Abstract This paper examines leadership in internationalization strategies for an asymmetric cost duopoly where firms choose between exports and foreign direct investment (FDI) in a sequential setting. The incentive to lead and to engage in FDI is stronger for the more efficient firm. With sequential choices and the efficient firm playing in advance, it is less likely that firms pick identical internationalization strategies in equilibrium, as compared with simultaneous choices; this is more so for greater cost asymmetry. It also happens for large enough oligopoly profitability when the inefficient firm plays in advance. Follow‐the‐leader behaviour in FDI arises for low values of the setup cost. Although entry in FDI by both firms is best for consumers, total welfare can be higher with opposite internationalization strategies. Were firms given the opportunity to lead or wait and enter later, the efficient firm would emerge as the leader in exports/FDI depending on the well‐known proximity‐concentration trade‐off. Interestingly, the less efficient firm might prefer to wait for strategic reasons.",openalex
1740,Multinational enterprises' internationalization and adoption of sustainable development goals,2022,INTERNATIONAL JOURNAL OF MANAGERIAL FINANCE,10.1108/ijmf-09-2021-0416,1_DOI_FIRST,UNSURE,title_insufficient,"Purpose Using a sample of 1,517 multinational enterprises (MNEs) from 25 countries, this study aims to examine whether firm’s level of internationalization has a deterministic role for their engagement with sustainable development goals (SDGs). Additionally, this study aims to investigate the country- and industry-specific moderation effects on the relationship. Design/methodology/approach This study employs negative binomial regression model along with the fixed effects for industry and time in the empirical estimation. Findings This study shows that MNEs’ internationalization is associated with their higher engagement in SDGs. This is owing to the pressures MNEs face from diverse stakeholders coupled with the need to build local legitimacy to overcome the liability of foreignness. The country-level results of this study suggest that this positive relation is stronger in countries with weak legal environment, countries with weak investor protection and in countries with higher SDG index scores. However, the industry-level results of this study indicate that the positive relation between MNEs internationalization and their SDG engagement are weaker in industries facing more competition and industries exposed to negative externalities. The results survive to controls for factors specific to firm and industry. Originality/value This study is one of the early studies which empirically examine the role of MNE internationalization and SDG engagement. Also, the findings of this study improve the understanding on country-specific and industry-specific challenges in implementing SDGs.",crossref
1741,Dealing with the tensions between innovation and internationalization in SMEs: A dynamic capability view,2022,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1080/00472778.2020.1711635,1_DOI_FIRST,UNSURE,title_insufficient,,
1743,The drivers of successful regional expansion: evidence from multinational corporations in Latin America during 1990-2005,2023,TRANSNATIONAL CORPORATIONS REVIEW,10.1016/j.tncr.2023.100003,1_DOI_FIRST,UNSURE,title_insufficient,,
1745,Network exploration and exploitation capabilities and foreign market knowledge: The enabling and disenabling boundary co,2022,INDUSTRIAL MARKETING MANAGEMENT,10.1016/j.indmarman.2021.12.013,1_DOI_FIRST,UNSURE,title_insufficient,,
1746,Capital flight for family? Exploring the moderating effects of social connections on capital outflow of family business,2022,JOURNAL OF INTERNATIONAL FINANCIAL MARKETS INSTITUTIONS & MONEY,10.1016/j.intfin.2021.101491,1_DOI_FIRST,UNSURE,title_insufficient,,
