seq,priority,doi_available,source,year,authors,title,journal,doi,access_link,icrv,cdai,dpl,doi_type,fp_type,country,n,r,coding_warning,notes,extracted
354,Medium,Y,original,2020,"Crespo, Nuno Fernandes; Simoes, Vitor Corado; Fontes, Margarida",Competitive strategies and international new ventures' performance: Exploring the moderating effects of internationalization duration and preparation,BRQ-BUSINESS RESEARCH QUARTERLY,10.1177/2340944420916334,https://doi.org/10.1177/2340944420916334,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
366,Medium,Y,original,2019,"Jain, Naveen Kumar; Celo, Sokol; Kumar, Vikas","Internationalization speed, resources and performance: Evidence from Indian software industry",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2018.09.019,https://doi.org/10.1016/j.jbusres.2018.09.019,2,L,3,other,TBD,India,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
368,Medium,Y,original,2019,"Rossmannek, Oliver; Rank, Olaf",Internationalization of exploitation alliance portfolios and firm performance,MANAGEMENT DECISION,10.1108/md-11-2017-1105,https://doi.org/10.1108/md-11-2017-1105,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
381,Medium,Y,original,2019,"Tashman, Peter; Marano, Valentina; Babin, Jessica",Firm-specific assets and the internationalization performance relationship in the US movie studio industry,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2019.03.003,https://doi.org/10.1016/j.ibusrev.2019.03.003,1,L,3,other,TBD,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
382,Medium,Y,original,2019,"Cui, Lin; Xu, Ying",Outward FDI and profitability of emerging economy firms: Diversifying from home resource dependence in early stage internationalization,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2019.04.002,https://doi.org/10.1016/j.jwb.2019.04.002,2,,3,FDI,financial_perf,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
386,Medium,Y,original,2019,"Pittiglio, Rosanna; Reganati, Filippo",Foreign direct investment productivity premium and foreign affiliates' heterogeneity: A comparison between advanced and emerging market overseas investments in the EU,WORLD ECONOMY,10.1111/twec.12837,https://doi.org/10.1111/twec.12837,2,,3,FDI,Productivity,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
388,Medium,Y,original,2019,"Tang, Chunhui; Tang, Yaojia; Su, Shengwei","R&D internationalization, product diversification and international performance for emerging market enterprises: An empirical study on Chinese enterprises",EUROPEAN MANAGEMENT JOURNAL,10.1016/j.emj.2018.11.003,https://doi.org/10.1016/j.emj.2018.11.003,2,,3,other,TBD,China; Emerging economies; Europe,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
389,Medium,Y,original,2019,"Idris, Aida; Saad, Mohd Najib",The Relative Effects of Entrepreneurial Characteristics and Government Support on the Internationalisation and Performance of Malaysian SMEs,SOUTH EAST ASIAN JOURNAL OF MANAGEMENT,10.21002/seam.v13i1.10757,https://doi.org/10.21002/seam.v13i1.10757,2,H,3,other,TBD,Malaysia,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
394,Medium,Y,original,2019,"Lee, Sunhae; Park, Sae Woon; Namgung, Dam",Internationalization and Performance of SMEs in Masan Free Trade Zone (Korea): The Direct and Moderating Effects of Firm Size,JOURNAL OF KOREA TRADE,10.35611/jkt.2019.23.4.30,https://doi.org/10.35611/jkt.2019.23.4.30,1,L,3,other,TBD,Korea,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
395,Medium,Y,original,2019,"Catanzaro, Alexis; Messeghem, Karim; Sammut, Sylvie",Effectiveness of Export Support Programs: Impact on the Relational Capital and International Performance of Early Internationalizing Small Businesses,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1111/jsbm.12489,https://doi.org/10.1111/jsbm.12489,,,3,EXP,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Exporting / export activity,
397,Medium,Y,original,2019,"Woo, Linda; Assaf, A. George; Josiassen, Alexander; Kock, Florian",Internationalization and hotel performance: Agglomeration-related moderators,INTERNATIONAL JOURNAL OF HOSPITALITY MANAGEMENT,10.1016/j.ijhm.2019.03.007,https://doi.org/10.1016/j.ijhm.2019.03.007,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
398,Medium,Y,original,2019,"Iandolo, Stefano; Ferragina, Anna Maria",Does persistence in internationalization and innovation influence firms' performance?,JOURNAL OF ECONOMIC STUDIES,10.1108/jes-04-2019-0152,https://doi.org/10.1108/jes-04-2019-0152,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
408,Medium,Y,original,2018,"Barzotto, Mariachiara; Mariotti, Ilaria",Inward FDI and Skilled Labour Force in Veneto Industrial Districts,AGGLOMERATION AND FIRM PERFORMANCE,10.1007/978-3-319-90575-4_5,https://doi.org/10.1007/978-3-319-90575-4_5,,,3,FDI,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
420,Medium,Y,original,2018,"Lee, Seung Hyun; Leem, Choon Seong; Bae, Dae Jung","The impact of technology capability, human resources, internationalization, market resources, and customer satisfaction on annual sales growth rates of Korean software firms",INFORMATION TECHNOLOGY & MANAGEMENT,10.1007/s10799-018-0287-2,https://doi.org/10.1007/s10799-018-0287-2,1,L,3,other,sales_growth,Korea,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
421,Medium,Y,original,2018,"Joensuu-Salo, Sanna; Sorama, Kirsti; Viljamaa, Anmari; Varamaeki, Elina","Firm Performance among Internationalized SMEs: The Interplay of Market Orientation, Marketing Capability and Digitalization",ADMINISTRATIVE SCIENCES,10.3390/admsci8030031,https://doi.org/10.3390/admsci8030031,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
423,Medium,Y,original,2018,"Hosseini, Mojtaba; Brege, Staffan; Nord, Tomas",A combined focused industry and company size investigation of the internationalization-performance relationship: The case of small and medium-sized enterprises (SMEs) within the Swedish wood manufacturing industry,FOREST POLICY AND ECONOMICS,10.1016/j.forpol.2018.09.013,https://doi.org/10.1016/j.forpol.2018.09.013,1,M,3,other,TBD,Sweden,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:sweden,
427,Medium,Y,original,2018,"Sadeghi, Arash; Rose, Elizabeth L.; Chetty, Sylvie",Disentangling the effects of post-entry speed of internationalisation on export performance of INVs,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,10.1177/0266242618775169,https://doi.org/10.1177/0266242618775169,,,3,EXP,Export/operational,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed; doi_type_auto:Export performance / export outcome,
433,Medium,Y,original,2018,"Peters, Bettina; Riley, Rebecca; Siedschlag, Iulia; Vahter, Priit; McQuinn, John","Internationalisation, innovation and productivity in services: evidence from Germany, Ireland and the United Kingdom",REVIEW OF WORLD ECONOMICS,10.1007/s10290-018-0313-9,https://doi.org/10.1007/s10290-018-0313-9,1,,3,other,Productivity,Uk; Germany,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
439,Medium,Y,original,2018,"Jin, Byoungho; Jung, Sojin; Jeong, So Won",Dimensional effects of Korean SME's entrepreneurial orientation on internationalization and performance: the mediating role of marketing capability,INTERNATIONAL ENTREPRENEURSHIP AND MANAGEMENT JOURNAL,10.1007/s11365-017-0457-4,https://doi.org/10.1007/s11365-017-0457-4,1,L,3,other,TBD,Korea,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
442,Medium,Y,original,2018,"Carmen Perez-Lopez, M.; Elena Gomez-Miranda, M.; Argente-Linares, Eva; Lopez-Sanchez, Lina","The internationalisation of Spanish family firms through business groups: Factors affecting the profitability, and the moderating effect of the family nature of the Spanish business",REVISTA DE CONTABILIDAD-SPANISH ACCOUNTING REVIEW,10.1016/j.rcsar.2017.09.002,https://doi.org/10.1016/j.rcsar.2017.09.002,1,L,3,other,financial_perf,Spain,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,
443,Medium,Y,original,2018,"Hojnik, Jana; Ruzzier, Mitja; Manolova, Tatiana S.",Internationalization and economic performance: The mediating role of eco-innovation,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2017.10.111,https://doi.org/10.1016/j.jclepro.2017.10.111,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
445,Medium,Y,original,2018,"Symeou, Pavlos C.; Zyglidopoulos, Stelios; Williamson, Peter",Internationalization as a driver of the corporate social performance of extractive industry firms,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2017.07.004,https://doi.org/10.1016/j.jwb.2017.07.004,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
449,Medium,Y,original,2018,"Hien Thi Ngoc Huynh; Nguyen, Phuong V.; Tran, Khoa T.",Internationalization and Performance of Vietnamese Manufacturing Firms: Does Organizational Slack Matter?,ADMINISTRATIVE SCIENCES,10.3390/admsci8040064,https://doi.org/10.3390/admsci8040064,2,L,3,other,TBD,Vietnam,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
455,Medium,Y,original,2018,"Nikolchenko, Natalia; Zenkevich, Nikolay; Lebedeva, Anastasia",Improvement of Operational performance of Internationalized Companies through Collaboration in Distribution Networks,JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2018.1467842,https://doi.org/10.1080/10669868.2018.1467842,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
458,Medium,Y,original,2017,"Yang, Jing Yu; Lu, Jane; Jiang, Ruihua","Too Slow or Too Fast? Speed of FDI Expansions, Industry Globalization, and Firm Performance",LONG RANGE PLANNING,10.1016/j.lrp.2016.06.001,https://doi.org/10.1016/j.lrp.2016.06.001,,,3,FDI,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:prescreen-Y+fp=firm_performance,
459,Medium,Y,original,2017,"Upadhyayula, Rajesh S.; Dhandapani, Karthik; Karna, Amit",The Role of Cluster Presence and Quality Certification in Internationalization and Performance of Offshore Service Providers,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.11.004,https://doi.org/10.1016/j.intman.2016.11.004,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
460,Medium,Y,original,2017,"Borda, Armando; Geleilate, Jose-Mauricio G.; Newburry, William; Kundu, Sumit K.","Firm internationalization, business group diversification and firm performance: The case of Latin American firms",JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2016.11.006,https://doi.org/10.1016/j.jbusres.2016.11.006,1,,3,other,firm_performance,Usa; Latin America,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
480,Medium,Y,original,2017,"Popli, Manish; Akbar, Mohammad; Kumar, Vikas; Gaur, Ajai",Performance Impact of Temporal Strategic Fit: Entrainment of Internationalization with Pro-Market Reforms,GLOBAL STRATEGY JOURNAL,10.1002/gsj.1160,https://doi.org/10.1002/gsj.1160,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
481,Medium,Y,original,2017,"Xu, Xin; Xia, Yun; Li, Chuntao",lInfluence of Chinese entrepreneurial companies' internationalization on independent innovation: Input incentive effect and efficiency improvement effect,CHINA JOURNAL OF ACCOUNTING RESEARCH,10.1016/j.cjar.2017.05.001,https://doi.org/10.1016/j.cjar.2017.05.001,2,L,3,other,Efficiency,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
506,Medium,Y,original,2016,"de Jorge Moreno, Justo; Rojas Carrasco, Oscar","Efficiency, internationalization and market positioning in textiles fast fashion The Inditex case",INTERNATIONAL JOURNAL OF RETAIL & DISTRIBUTION MANAGEMENT,10.1108/ijrdm-04-2015-0064,https://doi.org/10.1108/ijrdm-04-2015-0064,,,3,other,Efficiency,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
508,Medium,Y,original,2016,"Brida, Juan Gabriel; Ramon-Rodriguez, Ana B.; Jesus Such-Devesa, Maria; Driha, Oana",The inverted-U relationship between the degree of internationalization and the performance: The case of Spanish hotel chains,TOURISM MANAGEMENT PERSPECTIVES,10.1016/j.tmp.2015.12.016,https://doi.org/10.1016/j.tmp.2015.12.016,1,L,3,DOI,TBD,Spain,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:spain,
511,Medium,Y,original,2016,"Wu, Jie; Wang, Chengqi; Hong, Junjie; Piperopoulos, Panagiotis; Zhuo, Shuaihe",Internationalization and innovation performance of emerging market enterprises: The role of host-country institutional development,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2015.09.002,https://doi.org/10.1016/j.jwb.2015.09.002,2,,3,other,TBD,Emerging economies,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
526,Medium,Y,original,2016,"Miller, Stewart R.; Lavie, Dovev; Delios, Andrew","International intensity, diversity, and distance: Unpacking the internationalization-performance relationship",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2015.12.003,https://doi.org/10.1016/j.ibusrev.2015.12.003,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
534,Medium,Y,original,2016,"Chin, Tachia; Tsai, Sang-Bing; Fang, Kai; Zhu, Wenzhong; Yang, Dongjin; Liu, Ren-huai; Tsuei, Richard Ting Chang",EO-Performance relationships in Reverse Internationalization by Chinese Global Startup OEMs: Social Networks and Strategic Flexibility,PLOS ONE,10.1371/journal.pone.0162175,https://doi.org/10.1371/journal.pone.0162175,2,L,3,other,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
537,Medium,Y,original,2016,"Jung, SoYeon; Lee, Seoki; Dalbor, Michael",The negative synergistic effect of internationalization and corporate social responsibility on US restaurant firms' value performance,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,10.1108/ijchm-07-2014-0361,https://doi.org/10.1108/ijchm-07-2014-0361,1,L,3,other,TBD,Usa,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
539,Medium,Y,original,2016,"Zhao, Hongxin (John); Ma, Jieqiong (Jeccy)","Founding Environment, Inward Internationalization, and Firm Performance: Evidence from Chinese Private Enterprises",JOURNAL OF EAST-WEST BUSINESS,10.1080/10669868.2016.1215667,https://doi.org/10.1080/10669868.2016.1215667,2,L,3,other,firm_performance,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
543,Medium,Y,original,2016,"Onkelinx, Jonas; Manolova, Tatiana S.; Edelman, Linda F.","The human factor: Investments in employee human capital, productivity, and SME internationalization",JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2016.05.002,https://doi.org/10.1016/j.intman.2016.05.002,,,3,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
552,Medium,Y,original,2015,"Kunttu, Anna; Torkkeli, Lasse",Service innovation and internationalization in SMEs: Implications for growth and performance,MANAGEMENT REVUE,10.5771/0935-9915-2015-2-83,https://doi.org/10.5771/0935-9915-2015-2-83,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
557,Medium,Y,original,2015,"Faroque, Anisur R.; Takahashi, Yoshi",Export marketing assistance and early internationalizing firm performance Does export commitment matter?,ASIA PACIFIC JOURNAL OF MARKETING AND LOGISTICS,10.1108/apjml-03-2014-0045,https://doi.org/10.1108/apjml-03-2014-0045,2,,3,EXP,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:inferred:journal:AsiaPacific; doi_type_auto:Exporting / export activity,
560,Medium,Y,original,2015,"Childs, Michelle L.; Jin, Byoungho",Firm factors that influence internationalisation and subsequent financial performance of fashion retailers,JOURNAL OF SERVICE THEORY AND PRACTICE,10.1108/jstp-09-2013-0204,https://doi.org/10.1108/jstp-09-2013-0204,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
562,Medium,Y,original,2015,"Majocchi, Antonio; Dalla Valle, Luciana; D'Angelo, Alfredo","Internationalisation, cultural distance and country characteristics: a Bayesian analysis of SMEs financial performance",JOURNAL OF BUSINESS ECONOMICS AND MANAGEMENT,10.3846/16111699.2012.720600,https://doi.org/10.3846/16111699.2012.720600,,,3,other,financial_perf,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
571,Medium,Y,original,2015,"De Noni, Ivan; Apa, Roberta",The moderating effect of exploitative and exploratory learning on internationalisation-performance relationship in SMEs,JOURNAL OF INTERNATIONAL ENTREPRENEURSHIP,10.1007/s10843-015-0148-6,https://doi.org/10.1007/s10843-015-0148-6,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
580,Medium,Y,original,2015,"Buchelt, Beata",Performance management in Polish companies internationalizing their market activities,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,10.1080/09585192.2015.1041758,https://doi.org/10.1080/09585192.2015.1041758,3,L,3,other,TBD,Poland,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
590,Medium,Y,original,2015,"Lu, Jane Wenzhen; Liang, Xueji; Shan, Mengmeng; Liang, Xiaoya",Internationalization and Performance of Chinese Family Firms: The Moderating Role of Corporate Governance,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/mor.2015.32,https://doi.org/10.1017/mor.2015.32,2,L,3,other,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
597,Medium,Y,original,2014,"Yeoh, Poh-Lin","Internationalization and Performance Outcomes of Entrepreneurial Family SMEs: The Role of Outside CEOs, Technology Sourcing, and Innovation",THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,10.1002/tie.21597,https://doi.org/10.1002/tie.21597,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
600,Medium,Y,original,2014,"Chen, Yan; Jiang, Yiwei; Wang, Chengqi; Hsu, Wen Chung",How do resources and diversification strategy explain the performance consequences of internationalization?,MANAGEMENT DECISION,10.1108/md-10-2013-0527,https://doi.org/10.1108/md-10-2013-0527,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
614,Medium,Y,original,2014,"Buch, Claudia M.; Koch, Catherine T.; Koetter, Michael",Should I stay or should I go? Bank productivity and internationalization decisions,JOURNAL OF BANKING & FINANCE,10.1016/j.jbankfin.2014.02.003,https://doi.org/10.1016/j.jbankfin.2014.02.003,,,3,other,Productivity,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
617,Medium,Y,original,2014,"Lin, Wen-Ting",How do managers decide on internationalization processes? The role of organizational slack and performance feedback,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2013.08.001,https://doi.org/10.1016/j.jwb.2013.08.001,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
623,Medium,Y,original,2014,"Lyles, Marjorie; Li, Dan; Yan, Haifeng",Chinese Outward Foreign Direct Investment Performance: The Role of Learning,MANAGEMENT AND ORGANIZATION REVIEW,10.1017/s1740877600004381,https://doi.org/10.1017/s1740877600004381,2,L,3,FDI,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
628,Medium,Y,original,2013,"Hsu, Wen-Tsung; Chen, Hsiang-Lan; Cheng, Chia-Yi",Internationalization and firm performance of SMEs: The moderating effects of CEO attributes,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2012.06.001,https://doi.org/10.1016/j.jwb.2012.06.001,,,3,other,firm_performance,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
639,Medium,Y,original,2013,"Xiao, Simon Shufeng; Jeong, Insik; Moon, Jon Jungbien; Chung, Chris Changwha; Chung, Jaiho",Internationalization and Performance of Firms in China: Moderating Effects of Governance Structure and the Degree of Centralized Control,JOURNAL OF INTERNATIONAL MANAGEMENT,10.1016/j.intman.2012.12.003,https://doi.org/10.1016/j.intman.2012.12.003,2,L,3,other,TBD,China,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
641,Medium,Y,original,2013,"Iona, Alfonsina; Leonida, Leone; Navarra, Pietro","BUSINESS GROUP AFFILIATION, INNOVATION, INTERNATIONALIZATION, AND PERFORMANCE: A SEMIPARAMETRIC ANALYSIS",GLOBAL STRATEGY JOURNAL,10.1111/j.2042-5805.2013.01060.x,https://doi.org/10.1111/j.2042-5805.2013.01060.x,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
643,Medium,Y,original,2013,"Mazur, Jolanta; Zaborek, Piotr","Exploring links between cooperation, internationalization and profitability: a study of Polish manufacturing companies",INTERNATIONAL JOURNAL OF MANAGEMENT AND ECONOMICS,10.2478/ijme-2014-0020,https://doi.org/10.2478/ijme-2014-0020,3,L,3,other,financial_perf,Poland,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
652,Medium,Y,original,2012,"Wakasugi, Ryuhei; Tanaka, Ayumu",Productivity Heterogeneity and Internationalization: Evidence from Japanese Firms,MILLENNIAL ASIA,10.1177/097639961200300103,https://doi.org/10.1177/097639961200300103,1,L,3,other,Productivity,Japan,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
662,Medium,Y,original,2012,"Liu, Yunshi; Yu, Hui-Yun; Valenti, M. Alix","Presuccession Performance, CEO Succession, Top Management Team, and Change in a Firm's Internationalization: The Moderating Effect of CEO/Chairperson Dissimilarity",CANADIAN JOURNAL OF ADMINISTRATIVE SCIENCES-REVUE CANADIENNE DES SCIENCES DE L ADMINISTRATION,10.1002/cjas.196,https://doi.org/10.1002/cjas.196,1,L,3,other,TBD,Canada,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed; icrv_auto:country:canada,
670,Medium,Y,original,2012,"LiPuma, Joseph A.",Internationalization and the IPO performance of new ventures,JOURNAL OF BUSINESS RESEARCH,10.1016/j.jbusres.2011.05.007,https://doi.org/10.1016/j.jbusres.2011.05.007,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
678,Medium,Y,original,2012,"Ferrante, Maria Rosaria; Freo, Marzia",The Total Factor Productivity Gap between Internationalised and Domestic Firms: Net Premium or Heterogeneity Effect?,WORLD ECONOMY,10.1111/j.1467-9701.2011.01415.x,https://doi.org/10.1111/j.1467-9701.2011.01415.x,,,3,other,TFP,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
681,Medium,Y,original,2012,"Li, Lee; Qian, Gongming; Qian, Zhengming","Early internationalization and performance of small high-tech ""born-globals""",INTERNATIONAL MARKETING REVIEW,10.1108/02651331211260377,https://doi.org/10.1108/02651331211260377,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
697,Medium,Y,original,2011,"Hagemejer, Jan; Kolasa, Marcin",Internationalisation and Economic Performance of Enterprises: Evidence from Polish Firm-level Data,WORLD ECONOMY,10.1111/j.1467-9701.2010.01294.x,https://doi.org/10.1111/j.1467-9701.2010.01294.x,3,L,3,other,TBD,Poland,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
708,Medium,Y,original,2011,"Jean, Ruey-Jer Bryan; Tan, Danchi; Sinkovics, Rudolf R.","Ethnic ties, location choice, and firm performance in foreign direct investment: A study of Taiwanese business groups FDI in China",INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2011.02.012,https://doi.org/10.1016/j.ibusrev.2011.02.012,1,,3,FDI,firm_performance,China; Taiwan,NR - extract from sample section/table,NR - full-text/statistical table needed,sample size missing; effect size missing,L2:title-I+P-confirmed,
715,Medium,Y,original,2010,"Musteen, Martina; Francis, John; Datta, Deepak K.",The influence of international networks on internationalization speed and performance: A study of Czech SMEs,JOURNAL OF WORLD BUSINESS,10.1016/j.jwb.2009.12.003,https://doi.org/10.1016/j.jwb.2009.12.003,3,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
718,Medium,Y,original,2010,"Outreville, J. Francois","Internationalization, Performance and Volatility: The World Largest Financial Groups",JOURNAL OF FINANCIAL SERVICES RESEARCH,10.1007/s10693-010-0090-7,https://doi.org/10.1007/s10693-010-0090-7,,,3,other,TBD,NR - full-text needed,NR - extract from sample section/table,NR - full-text/statistical table needed,country not inferable; sample size missing; effect size missing,L2:title-I+P-confirmed,
