priority_rank,seq,title,authors,year,journal,doi,doi_link,google_scholar,openalex_search,unpaywall_api,pdf_found,pdf_filename,pdf_source,fulltext_screening_decision,exclusion_reason,sample_size_n,model_type,effect_size_type,reported_coefficient,standard_error,t_value,df_for_t,p_value,converted_r,fisher_z,variance_z,performance_measure_guess,internationalization_measure_guess,table_or_page,statistic_location,notes_for_extractor,ready_for_r,doi_status,icrv,prescreen_reason,dpl,fp_type,country_guess,region_guess,internationalization_dimension_guess,performance_category_guess,research_design_guess,fulltext_status,extraction_status,screening_decision_prelim,study_period_start,study_period_end,industry,firm_type,curve_type,moderators,source_url_or_pdf_path,extraction_priority,extracted_by,checked_by,effect_direction,conversion_formula
188,101,DO EXPORT MARKETS SELECT THE MOST INNOVATIVE PRODUCERS? THE MODERATING ROLE OF PRODUCTIVITY,"Monreal-Perez, Joaquin; Aragon-Sanchez, Antonio; Sanchez-Marin, Gregorio",2015,INTERNATIONAL JOURNAL OF INNOVATION MANAGEMENT,10.1142/s1363919615500309,https://doi.org/10.1142/s1363919615500309,https://scholar.google.com/scholar?q=DO%20EXPORT%20MARKETS%20SELECT%20THE%20MOST%20INNOVATIVE%20PRODUCERS%3F%20THE%20MODERATING%20ROLE%20OF%20PRODUCTIVITY,https://openalex.org/works?search=DO%20EXPORT%20MARKETS%20SELECT%20THE%20MOST%20INNOVATIVE%20PRODUCERS%3F%20THE%20MODERATING%20ROLE%20OF%20PRODUCTIVITY,https://api.unpaywall.org/v2/10.1142%2Fs1363919615500309,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:export-productivity,3,LAB,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
189,106,FDI from emerging markets and the productivity gap An analysis on affiliates of BRICS EMNEs in Europe,"Sanfilippo, Marco",2015,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2014.11.005,https://doi.org/10.1016/j.ibusrev.2014.11.005,https://scholar.google.com/scholar?q=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,https://openalex.org/works?search=FDI%20from%20emerging%20markets%20and%20the%20productivity%20gap%20An%20analysis%20on%20affiliates%20of%20BRICS%20EMNEs%20in%20Europe,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2014.11.005,,,,,,,,,,,,,,,,,Productivity,FDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:FDI|export-productivity,3,LAB,Europe,Europe,FDI/investment,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
190,108,The impact of multinationality on firm value: A comparative analysis of machine learning techniques,"Kuzey, Cemil; Uyar, Ali; Delen, Dursun",2014,DECISION SUPPORT SYSTEMS,10.1016/j.dss.2013.11.001,https://doi.org/10.1016/j.dss.2013.11.001,https://scholar.google.com/scholar?q=The%20impact%20of%20multinationality%20on%20firm%20value%3A%20A%20comparative%20analysis%20of%20machine%20learning%20techniques,https://openalex.org/works?search=The%20impact%20of%20multinationality%20on%20firm%20value%3A%20A%20comparative%20analysis%20of%20machine%20learning%20techniques,https://api.unpaywall.org/v2/10.1016%2Fj.dss.2013.11.001,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
191,114,Information management for the internationalization of SMEs: An exploratory study based on a strategic alignment perspective,"Dutot, Vincent; Bergeron, Francois; Raymond, Louis",2014,INTERNATIONAL JOURNAL OF INFORMATION MANAGEMENT,10.1016/j.ijinfomgt.2014.06.006,https://doi.org/10.1016/j.ijinfomgt.2014.06.006,https://scholar.google.com/scholar?q=Information%20management%20for%20the%20internationalization%20of%20SMEs%3A%20An%20exploratory%20study%20based%20on%20a%20strategic%20alignment%20perspective,https://openalex.org/works?search=Information%20management%20for%20the%20internationalization%20of%20SMEs%3A%20An%20exploratory%20study%20based%20on%20a%20strategic%20alignment%20perspective,https://api.unpaywall.org/v2/10.1016%2Fj.ijinfomgt.2014.06.006,,,,,,,,,,,,,,,,,TO_EXTRACT,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,,TO_EXTRACT,TO_EXTRACT,General DOI,TO_EXTRACT,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
192,115,Performance implications of multinationality: moderating role of foreign market entry mode,"Yildiz, Harun Emre",2013,MULTINATIONAL BUSINESS REVIEW,10.1108/mbr-04-2013-0021,https://doi.org/10.1108/mbr-04-2013-0021,https://scholar.google.com/scholar?q=Performance%20implications%20of%20multinationality%3A%20moderating%20role%20of%20foreign%20market%20entry%20mode,https://openalex.org/works?search=Performance%20implications%20of%20multinationality%3A%20moderating%20role%20of%20foreign%20market%20entry%20mode,https://api.unpaywall.org/v2/10.1108%2Fmbr-04-2013-0021,,,,,,,,,,,,,,,,,Market performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE|entry-mode,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Market-based,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
193,134,Does the regional nature of multinationals affect the multinationality and performance relationship?,"Rugman, Alan M.; Oh, Chang Hoon",2010,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.02.012,https://doi.org/10.1016/j.ibusrev.2009.02.012,https://scholar.google.com/scholar?q=Does%20the%20regional%20nature%20of%20multinationals%20affect%20the%20multinationality%20and%20performance%20relationship%3F,https://openalex.org/works?search=Does%20the%20regional%20nature%20of%20multinationals%20affect%20the%20multinationality%20and%20performance%20relationship%3F,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2009.02.012,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
194,135,Triple-testing the quality of multinationality-performance research: An internalization theory perspective,"Verbeke, Alain; Brugman, Paul",2009,INTERNATIONAL BUSINESS REVIEW,10.1016/j.ibusrev.2009.01.005,https://doi.org/10.1016/j.ibusrev.2009.01.005,https://scholar.google.com/scholar?q=Triple-testing%20the%20quality%20of%20multinationality-performance%20research%3A%20An%20internalization%20theory%20perspective,https://openalex.org/works?search=Triple-testing%20the%20quality%20of%20multinationality-performance%20research%3A%20An%20internalization%20theory%20perspective,https://api.unpaywall.org/v2/10.1016%2Fj.ibusrev.2009.01.005,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE,2,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
195,136,Internationalization of retail banks: A micro-level study of the multinationality-performance relationship,"Venzin, Markus; Kumar, Vikas; Kleine, Jens",2008,MANAGEMENT INTERNATIONAL REVIEW,10.1007/s11575-008-0027-7,https://doi.org/10.1007/s11575-008-0027-7,https://scholar.google.com/scholar?q=Internationalization%20of%20retail%20banks%3A%20A%20micro-level%20study%20of%20the%20multinationality-performance%20relationship,https://openalex.org/works?search=Internationalization%20of%20retail%20banks%3A%20A%20micro-level%20study%20of%20the%20multinationality-performance%20relationship,https://api.unpaywall.org/v2/10.1007%2Fs11575-008-0027-7,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|MNE,2,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
196,161,Non-Home-Base Internationalization and Firm Performance in the Hospitality Industry: The Moderating Role of Board Capital,"Song, Hyoung Ju; Nguyen, Ngoc Tran; Kim, Bora; Yeon, Jihwan",2026,CORNELL HOSPITALITY QUARTERLY,10.1177/19389655251405170,https://doi.org/10.1177/19389655251405170,https://scholar.google.com/scholar?q=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,https://openalex.org/works?search=Non-Home-Base%20Internationalization%20and%20Firm%20Performance%20in%20the%20Hospitality%20Industry%3A%20The%20Moderating%20Role%20of%20Board%20Capital,https://api.unpaywall.org/v2/10.1177%2F19389655251405170,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
197,163,Internationalization channels and firm financial performance among Asia-Pacific Corporations. Does ESG integration in business matter?,"Hussain, Waleed; Ong, Tze San; Teh, Boon Heng; Javeed, Sohail Ahmad",2026,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,10.1007/s10668-026-07324-2,https://doi.org/10.1007/s10668-026-07324-2,https://scholar.google.com/scholar?q=Internationalization%20channels%20and%20firm%20financial%20performance%20among%20Asia-Pacific%20Corporations.%20Does%20ESG%20integration%20in%20business%20matter%3F,https://openalex.org/works?search=Internationalization%20channels%20and%20firm%20financial%20performance%20among%20Asia-Pacific%20Corporations.%20Does%20ESG%20integration%20in%20business%20matter%3F,https://api.unpaywall.org/v2/10.1007%2Fs10668-026-07324-2,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
198,164,The impact of the internationalization strategy of MNEs on innovation performance: the moderating role of digital transformation,"Zhang, Wei; He, Xinming; Qiu, Xin; Guo, Rui; Zhang, Ting",2026,INTERNATIONAL MARKETING REVIEW,10.1108/imr-06-2023-0108,https://doi.org/10.1108/imr-06-2023-0108,https://scholar.google.com/scholar?q=The%20impact%20of%20the%20internationalization%20strategy%20of%20MNEs%20on%20innovation%20performance%3A%20the%20moderating%20role%20of%20digital%20transformation,https://openalex.org/works?search=The%20impact%20of%20the%20internationalization%20strategy%20of%20MNEs%20on%20innovation%20performance%3A%20the%20moderating%20role%20of%20digital%20transformation,https://api.unpaywall.org/v2/10.1108%2Fimr-06-2023-0108,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
199,165,"ESG as a Context-Contingent Capability: Competitive Intensity, Internationalization, and Efficiency in the Global Clothing Industry","Lu, Wen-Min; Kweh, Qian Long; Ku, Hsin-Ling",2026,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.70460,https://doi.org/10.1002/csr.70460,https://scholar.google.com/scholar?q=ESG%20as%20a%20Context-Contingent%20Capability%3A%20Competitive%20Intensity%2C%20Internationalization%2C%20and%20Efficiency%20in%20the%20Global%20Clothing%20Industry,https://openalex.org/works?search=ESG%20as%20a%20Context-Contingent%20Capability%3A%20Competitive%20Intensity%2C%20Internationalization%2C%20and%20Efficiency%20in%20the%20Global%20Clothing%20Industry,https://api.unpaywall.org/v2/10.1002%2Fcsr.70460,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,Efficiency,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
200,166,"Supply chain finance participation and outward FDI: The roles of productivity, financial frictions, and information asymmetry","Chen, Haitao; Huang, Xinfei; Xu, Yuheng; Zhao, Chenglin",2026,ECONOMIC MODELLING,10.1016/j.econmod.2026.107559,https://doi.org/10.1016/j.econmod.2026.107559,https://scholar.google.com/scholar?q=Supply%20chain%20finance%20participation%20and%20outward%20FDI%3A%20The%20roles%20of%20productivity%2C%20financial%20frictions%2C%20and%20information%20asymmetry,https://openalex.org/works?search=Supply%20chain%20finance%20participation%20and%20outward%20FDI%3A%20The%20roles%20of%20productivity%2C%20financial%20frictions%2C%20and%20information%20asymmetry,https://api.unpaywall.org/v2/10.1016%2Fj.econmod.2026.107559,,,,,,,,,,,,,,,,,Productivity,FDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:FDI,3,Productivity,TO_EXTRACT,TO_EXTRACT,FDI/investment,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
201,167,Navigating global waters: performance outcomes of internationalization in family businesses,"Cambrea, Domenico Rocco; Quarato, Fabio; Pirazzi Maffiola, Kevin",2026,JOURNAL OF FAMILY BUSINESS MANAGEMENT,10.1108/jfbm-08-2025-0226,https://doi.org/10.1108/jfbm-08-2025-0226,https://scholar.google.com/scholar?q=Navigating%20global%20waters%3A%20performance%20outcomes%20of%20internationalization%20in%20family%20businesses,https://openalex.org/works?search=Navigating%20global%20waters%3A%20performance%20outcomes%20of%20internationalization%20in%20family%20businesses,https://api.unpaywall.org/v2/10.1108%2Fjfbm-08-2025-0226,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
202,168,Product innovation strategy and firm performance: Novelty and internationalization as mediators,"Kagere, Bashir Rajab; Mwebaze, Tom; Kilimani, Nicholas; Egbetokun, Abiodun",2026,JOURNAL OF SMALL BUSINESS MANAGEMENT,10.1080/00472778.2026.2640356,https://doi.org/10.1080/00472778.2026.2640356,https://scholar.google.com/scholar?q=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,https://openalex.org/works?search=Product%20innovation%20strategy%20and%20firm%20performance%3A%20Novelty%20and%20internationalization%20as%20mediators,https://api.unpaywall.org/v2/10.1080%2F00472778.2026.2640356,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
203,170,Non-linear Effects of Advertising Spending on Firm Performance: A Fixed-effects Panel Analysis of the Moderating Role of Internationalization,"Kaur, Navjot; Singh, Balwinder",2026,GLOBAL BUSINESS REVIEW,10.1177/09721509261437526,https://doi.org/10.1177/09721509261437526,https://scholar.google.com/scholar?q=Non-linear%20Effects%20of%20Advertising%20Spending%20on%20Firm%20Performance%3A%20A%20Fixed-effects%20Panel%20Analysis%20of%20the%20Moderating%20Role%20of%20Internationalization,https://openalex.org/works?search=Non-linear%20Effects%20of%20Advertising%20Spending%20on%20Firm%20Performance%3A%20A%20Fixed-effects%20Panel%20Analysis%20of%20the%20Moderating%20Role%20of%20Internationalization,https://api.unpaywall.org/v2/10.1177%2F09721509261437526,,,,,,,,,,,,,,,,,Firm performance,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|firm-performance,3,firm_performance,TO_EXTRACT,TO_EXTRACT,General DOI,Accounting/financial,Panel likely,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
204,173,"Digital Transformation, Internationalisation and ESG Performance of Multinational Companies","Xu, Xin; Sun, Meiya",2025,MANAGERIAL AND DECISION ECONOMICS,10.1002/mde.4496,https://doi.org/10.1002/mde.4496,https://scholar.google.com/scholar?q=Digital%20Transformation%2C%20Internationalisation%20and%20ESG%20Performance%20of%20Multinational%20Companies,https://openalex.org/works?search=Digital%20Transformation%2C%20Internationalisation%20and%20ESG%20Performance%20of%20Multinational%20Companies,https://api.unpaywall.org/v2/10.1002%2Fmde.4496,,,,,,,,,,,,,,,,,Firm performance,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|MNE,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
205,180,"Financial performance shortfalls, innovation performance shortfalls and returnee executives: does the internationalization of firms matter?","Zhong, Xi; Ren, Ge; Wu, Xiaojie",2025,INTERNATIONAL MARKETING REVIEW,10.1108/imr-02-2024-0045,https://doi.org/10.1108/imr-02-2024-0045,https://scholar.google.com/scholar?q=Financial%20performance%20shortfalls%2C%20innovation%20performance%20shortfalls%20and%20returnee%20executives%3A%20does%20the%20internationalization%20of%20firms%20matter%3F,https://openalex.org/works?search=Financial%20performance%20shortfalls%2C%20innovation%20performance%20shortfalls%20and%20returnee%20executives%3A%20does%20the%20internationalization%20of%20firms%20matter%3F,https://api.unpaywall.org/v2/10.1108%2Fimr-02-2024-0045,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|financial-perf,3,financial_perf,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
206,183,"Open innovation, market orientation, intellectual capital readiness and higher education institutions' internationalisation performance: the moderating role of entrepreneurial leadership","Tran, Ai-Cam; Dao, Thu-Hien Thi",2025,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,10.1504/jibed.2025.10071182,https://doi.org/10.1504/jibed.2025.10071182,https://scholar.google.com/scholar?q=Open%20innovation%2C%20market%20orientation%2C%20intellectual%20capital%20readiness%20and%20higher%20education%20institutions%27%20internationalisation%20performance%3A%20the%20moderating%20role%20of%20entrepreneurial%20leadership,https://openalex.org/works?search=Open%20innovation%2C%20market%20orientation%2C%20intellectual%20capital%20readiness%20and%20higher%20education%20institutions%27%20internationalisation%20performance%3A%20the%20moderating%20role%20of%20entrepreneurial%20leadership,https://api.unpaywall.org/v2/10.1504%2Fjibed.2025.10071182,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Internationalization,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization,3,TBD,TO_EXTRACT,TO_EXTRACT,General DOI,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
207,184,Foreign direct investment strategies and corporate social performance in emerging multinational enterprises: driving sustainability amidst supply chain restructuring,"Shih, Yu-Yuan; Lin, Chih-An",2025,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,10.1108/jbim-01-2025-0047,https://doi.org/10.1108/jbim-01-2025-0047,https://scholar.google.com/scholar?q=Foreign%20direct%20investment%20strategies%20and%20corporate%20social%20performance%20in%20emerging%20multinational%20enterprises%3A%20driving%20sustainability%20amidst%20supply%20chain%20restructuring,https://openalex.org/works?search=Foreign%20direct%20investment%20strategies%20and%20corporate%20social%20performance%20in%20emerging%20multinational%20enterprises%3A%20driving%20sustainability%20amidst%20supply%20chain%20restructuring,https://api.unpaywall.org/v2/10.1108%2Fjbim-01-2025-0047,,,,,,,,,,,,,,,,,Firm performance,FDI,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:MNE|FDI,3,TBD,Emerging markets,Multiple/Emerging,FDI/investment,Accounting/financial,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
208,185,RMB internationalization and firms' total factor productivity-micro-analysis based on the dual circulation perspective,"Chang, Yali; Wu, Yijie; Lv, Yue",2025,ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,10.1080/16081625.2025.2596994,https://doi.org/10.1080/16081625.2025.2596994,https://scholar.google.com/scholar?q=RMB%20internationalization%20and%20firms%27%20total%20factor%20productivity-micro-analysis%20based%20on%20the%20dual%20circulation%20perspective,https://openalex.org/works?search=RMB%20internationalization%20and%20firms%27%20total%20factor%20productivity-micro-analysis%20based%20on%20the%20dual%20circulation%20perspective,https://api.unpaywall.org/v2/10.1080%2F16081625.2025.2596994,,,,,,,,,,,,,,,,,Productivity,Export intensity,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|productivity|export-productivity,3,TFP,TO_EXTRACT,TO_EXTRACT,Export,Operational,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
209,190,The impact of degree of internationalization of MNEs on green innovation performance: The moderating role of absorptive capacity and global dynamic management capability,"Zhang, Wei; Zhong, Xiuli; Li, Xue",2024,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,10.1002/csr.2592,https://doi.org/10.1002/csr.2592,https://scholar.google.com/scholar?q=The%20impact%20of%20degree%20of%20internationalization%20of%20MNEs%20on%20green%20innovation%20performance%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20global%20dynamic%20management%20capability,https://openalex.org/works?search=The%20impact%20of%20degree%20of%20internationalization%20of%20MNEs%20on%20green%20innovation%20performance%3A%20The%20moderating%20role%20of%20absorptive%20capacity%20and%20global%20dynamic%20management%20capability,https://api.unpaywall.org/v2/10.1002%2Fcsr.2592,,,,,,,,,,,,,,,,,Innovation/strategic outcome,Degree of internationalization/multinationality,,,sample_size; effect_size; statistic; performance_measure; intl_operationalization; model_type,NO,DOI,MX,INCL:internationalization|DOI,3,TBD,TO_EXTRACT,TO_EXTRACT,Scale/scope,Innovation/other,TO_EXTRACT,DOI_AVAILABLE_NEED_OA_CHECK,READY_FOR_PDF_EXTRACTION,Include for full-text assessment,,,,,,,,1_DOI_FIRST,,,,If t available: r=sqrt(t^2/(t^2+df)); if r available: use direct; Fisher_z=0.5*ln((1+r)/(1-r)); variance_z=1/(n-3)
